Season,League,Team,Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1
2018-2019,Bundesliga,Mainz 05,Moussa Niakhate,fr FRA,DF,22,31,30,0.97,27,0,1,1,0,1,4,0.13,3,0,0,0,0,1
2018-2019,Bundesliga,Mainz 05,Jean-Philippe Gbamin,ci CIV,MF,22,29.7,60,2.02,52,1,2,4,0,1,3,0.1,2,0,1,0,0,0
2018-2019,Bundesliga,Mainz 05,Jean-Philippe Mateta,fr FRA,FW,21,27.6,73,2.64,43,0,15,8,5,2,11,0.4,5,0,5,0,1,0
2018-2019,Bundesliga,Mainz 05,Daniel Brosinski,de GER,DF,30,24.5,67,2.74,47,16,1,2,1,0,6,0.25,6,0,0,0,0,0
2018-2019,Bundesliga,Mainz 05,Stefan Bell,de GER,DF,26,25,46,1.84,40,1,2,2,1,0,2,0.08,2,0,0,0,0,0
2018-2019,Bundesliga,Mainz 05,Robin Quaison,se SWE,"FW,MF",24,24.4,43,1.76,32,0,2,4,5,0,6,0.25,5,0,0,1,0,0
2018-2019,Bundesliga,Mainz 05,Jean-Paul Boëtius,nl NED,MF,24,23.6,83,3.51,63,0,6,4,8,2,11,0.47,10,0,1,0,0,0
2018-2019,Bundesliga,Mainz 05,Florian Müller,de GER,GK,20,24,7,0.29,5,2,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,Bundesliga,Mainz 05,Pierre Kunde,cm CMR,MF,23,21.2,65,3.07,49,7,5,2,1,1,5,0.24,4,0,0,0,1,0
2018-2019,Bundesliga,Mainz 05,Danny Latza,de GER,MF,28,20.7,61,2.95,42,4,2,5,5,3,5,0.24,3,0,0,0,1,1
2018-2019,Bundesliga,Mainz 05,Karim Onisiwo,at AUT,"FW,MF",26,12.9,44,3.41,29,0,4,4,5,2,7,0.54,4,0,1,1,0,1
2018-2019,Bundesliga,Mainz 05,Alexander Hack,de GER,DF,24,11.3,19,1.68,13,1,1,3,1,0,2,0.18,0,0,0,2,0,0
2018-2019,Bundesliga,Mainz 05,Levin Öztunalı,de GER,"MF,FW",22,10.2,18,1.76,13,1,2,1,1,0,1,0.1,1,0,0,0,0,0
2018-2019,Bundesliga,Mainz 05,Ridle Baku,de GER,MF,20,10.4,22,2.12,20,0,1,0,1,0,0,0,0,0,0,0,0,0
2018-2019,Bundesliga,Mainz 05,Robin Zentner,de GER,GK,23,10,1,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,Bundesliga,Mainz 05,Anthony Ujah,ng NGA,FW,27,8.2,24,2.93,19,0,1,3,1,0,1,0.12,1,0,0,0,0,0
2018-2019,Bundesliga,Mainz 05,Giulio Donati,it ITA,DF,28,6.9,20,2.88,15,3,0,0,1,1,2,0.29,1,1,0,0,0,0
2018-2019,Bundesliga,Mainz 05,Jonathan Burkardt,de GER,"FW,MF",18,2.9,9,3.13,8,0,0,1,0,0,0,0,0,0,0,0,0,0
2018-2019,Bundesliga,Mainz 05,Alexandru Maxim,ro ROU,"MF,FW",28,6.4,41,6.37,27,8,2,2,2,0,2,0.31,2,0,0,0,0,0
2018-2019,Bundesliga,Mainz 05,Niko Bungert,de GER,DF,31,3.2,3,0.95,1,0,0,0,1,1,0,0,0,0,0,0,0,0
2018-2019,Bundesliga,Mainz 05,Phillipp Mwene,at AUT,"DF,MF",24,3,9,2.96,7,0,0,1,1,0,0,0,0,0,0,0,0,0
2018-2019,Bundesliga,Mainz 05,Gerrit Holtmann,ph PHI,"FW,MF",23,1.6,5,3.1,3,0,2,0,0,0,0,0,0,0,0,0,0,0
2018-2019,Bundesliga,Mainz 05,Leandro Barreiro Martins,lu LUX,MF,18,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-2019,Bundesliga,Mainz 05,Pablo de Blasis,ar ARG,FW,30,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,Bundesliga,Mainz 05,Gaëtan Bussmann,fr FRA,DF,27,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,Bundesliga,Mainz 05,Ahmet Gürleyen,de GER,DF,19,0.1,1,6.92,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-2019,Bundesliga,Mainz 05,Issah Abbas,gh GHA,FW,19,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,Bundesliga,Freiburg,Dominique Heintz,de GER,DF,24,33.9,35,1.03,29,5,0,1,0,0,2,0.06,2,0,0,0,0,0
2018-2019,Bundesliga,Freiburg,Alexander Schwolow,de GER,GK,26,33,16,0.48,10,5,0,0,1,0,1,0.03,0,1,0,0,0,0
2018-2019,Bundesliga,Freiburg,Christian Günter,de GER,"DF,MF",25,32,92,2.88,51,27,7,5,2,0,7,0.22,3,2,0,2,0,0
2018-2019,Bundesliga,Freiburg,Mike Frantz,de GER,"MF,FW",31,24.6,35,1.42,27,1,2,0,4,1,3,0.12,1,0,0,0,1,1
2018-2019,Bundesliga,Freiburg,Janik Haberer,de GER,"MF,FW",24,26,91,3.5,75,0,3,5,6,2,8,0.31,5,0,0,1,2,0
2018-2019,Bundesliga,Freiburg,Robin Koch,de GER,"MF,DF",22,21.1,17,0.8,14,0,1,0,2,0,2,0.09,2,0,0,0,0,0
2018-2019,Bundesliga,Freiburg,Nils Petersen,de GER,FW,29,21.4,45,2.1,36,0,0,3,5,1,6,0.28,4,0,0,2,0,0
2018-2019,Bundesliga,Freiburg,Manuel Gulde,de GER,DF,27,19,17,0.89,15,0,0,2,0,0,1,0.05,0,0,0,1,0,0
2018-2019,Bundesliga,Freiburg,Nicolas Höfler,de GER,MF,28,17.9,35,1.95,26,1,3,0,2,3,2,0.11,2,0,0,0,0,0
2018-2019,Bundesliga,Freiburg,Luca Waldschmidt,de GER,"FW,MF",22,19.1,63,3.3,36,5,5,10,5,2,8,0.42,4,0,0,2,2,0
2018-2019,Bundesliga,Freiburg,Pascal Stenzel,de GER,"DF,MF",22,16.1,38,2.36,31,2,1,4,0,0,4,0.25,4,0,0,0,0,0
2018-2019,Bundesliga,Freiburg,Vincenzo Grifo,it ITA,"MF,FW",25,15.9,76,4.79,46,12,10,3,4,1,8,0.5,3,2,0,1,2,0
2018-2019,Bundesliga,Freiburg,Lukas Kübler,de GER,"DF,MF",25,13.2,14,1.06,11,2,0,0,0,1,3,0.23,3,0,0,0,0,0
2018-2019,Bundesliga,Freiburg,Jérôme Gondorf,de GER,"MF,FW",30,14.4,40,2.78,27,7,2,2,2,0,3,0.21,3,0,0,0,0,0
2018-2019,Bundesliga,Freiburg,Florian Niederlechner,de GER,"FW,MF",27,10.8,24,2.23,16,0,2,3,2,1,4,0.37,2,0,0,0,1,1
2018-2019,Bundesliga,Freiburg,Lucas Höler,de GER,FW,24,11.2,33,2.95,22,0,1,3,7,0,3,0.27,2,0,0,0,1,0
2018-2019,Bundesliga,Freiburg,Amir Abrashi,al ALB,MF,28,8.8,8,0.91,8,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,Bundesliga,Freiburg,Keven Schlotterbeck,de GER,DF,21,8.6,2,0.23,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,Bundesliga,Freiburg,Philipp Lienhart,at AUT,DF,22,6.8,6,0.88,3,1,1,0,0,1,1,0.15,0,1,0,0,0,0
2018-2019,Bundesliga,Freiburg,Marco Terrazzino,de GER,"MF,FW",27,5.7,26,4.53,17,3,2,2,2,0,4,0.7,4,0,0,0,0,0
2018-2019,Bundesliga,Freiburg,Roland Sallai,hu HUN,MF,21,5.9,13,2.22,8,0,1,2,2,0,0,0,0,0,0,0,0,0
2018-2019,Bundesliga,Freiburg,Nico Schlotterbeck,de GER,DF,18,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,Bundesliga,Freiburg,Tim Kleindienst,de GER,FW,22,2.2,5,2.25,3,0,1,1,0,0,0,0,0,0,0,0,0,0
2018-2019,Bundesliga,Freiburg,Chima Okoroji,ng NGA,"DF,MF",21,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,Bundesliga,Freiburg,Mark Flekken,nl NED,GK,25,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,Bundesliga,Freiburg,Yoric Ravet,fr FRA,"FW,MF",28,0.8,2,2.4,1,0,0,1,0,0,1,1.2,0,0,0,1,0,0
2018-2019,Bundesliga,Freiburg,Christoph Daferner,de GER,FW,20,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,Bundesliga,Freiburg,Patrick Kammerbauer,de GER,FW,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,Bundesliga,Schalke 04,Daniel Caligiuri,it ITA,"DF,FW",30,30.6,113,3.69,51,38,9,5,6,4,11,0.36,4,3,2,1,1,0
2018-2019,Bundesliga,Schalke 04,Salif Sané,sn SEN,DF,27,29,24,0.83,21,0,1,1,1,0,2,0.07,2,0,0,0,0,0
2018-2019,Bundesliga,Schalke 04,Matija Nastasić,rs SRB,DF,25,27.2,19,0.7,15,0,0,4,0,0,2,0.07,2,0,0,0,0,0
2018-2019,Bundesliga,Schalke 04,Bastian Oczipka,de GER,"DF,FW",29,20.8,71,3.41,31,33,2,2,3,0,7,0.34,3,3,1,0,0,0
2018-2019,Bundesliga,Schalke 04,Benjamin Stambouli,fr FRA,"DF,MF",27,19.6,25,1.28,21,1,1,0,1,1,2,0.1,2,0,0,0,0,0
2018-2019,Bundesliga,Schalke 04,Suat Serdar,de GER,MF,21,19.2,38,1.98,23,0,6,4,4,1,1,0.05,0,0,0,0,1,0
2018-2019,Bundesliga,Schalke 04,Nabil Bentaleb,dz ALG,MF,23,19.9,45,2.26,26,9,0,3,5,2,2,0.1,1,0,0,1,0,0
2018-2019,Bundesliga,Schalke 04,Weston McKennie,us USA,"MF,FW",19,19.4,44,2.27,32,2,3,3,2,2,5,0.26,4,0,0,1,0,0
2018-2019,Bundesliga,Schalke 04,Alexander Nübel,de GER,GK,21,17.6,1,0.06,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,Bundesliga,Schalke 04,Guido Burgstaller,at AUT,FW,29,17,36,2.12,19,1,1,5,8,2,1,0.06,1,0,0,0,0,0
2018-2019,Bundesliga,Schalke 04,Sebastian Rudy,de GER,MF,28,15.1,31,2.06,26,3,0,1,0,1,1,0.07,1,0,0,0,0,0
2018-2019,Bundesliga,Schalke 04,Ralf Fährmann,de GER,GK,29,16.3,1,0.06,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,Bundesliga,Schalke 04,Mark Uth,de GER,"FW,MF",26,15.6,36,2.3,24,0,4,2,6,0,2,0.13,1,0,0,0,1,0
2018-2019,Bundesliga,Schalke 04,Breel Embolo,ch SUI,FW,21,14.9,48,3.21,26,0,6,3,13,0,9,0.6,3,0,2,2,2,0
2018-2019,Bundesliga,Schalke 04,Amine Harit,ma MAR,"MF,FW",21,12,48,3.99,32,0,1,1,12,2,2,0.17,1,0,0,0,1,0
2018-2019,Bundesliga,Schalke 04,Alessandro Schöpf,at AUT,"MF,DF",24,11.2,27,2.42,23,0,1,2,1,0,2,0.18,1,0,0,0,1,0
2018-2019,Bundesliga,Schalke 04,Omar Mascarell,es ESP,MF,25,11,14,1.27,11,0,0,2,0,1,2,0.18,1,0,0,1,0,0
2018-2019,Bundesliga,Schalke 04,Steven Skrzybski,de GER,"FW,MF",25,7.4,14,1.9,11,0,1,0,1,1,2,0.27,1,0,0,0,0,1
2018-2019,Bundesliga,Schalke 04,Yevhen Konoplyanka,ua UKR,"FW,MF",28,7.3,24,3.3,16,2,1,4,1,0,2,0.27,2,0,0,0,0,0
2018-2019,Bundesliga,Schalke 04,Naldo,br BRA,DF,35,7,7,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,Bundesliga,Schalke 04,Jeffrey Bruma,nl NED,DF,26,6.9,2,0.29,2,0,0,0,0,0,1,0.14,1,0,0,0,0,0
2018-2019,Bundesliga,Schalke 04,Hamza Mendyl,ma MAR,DF,20,6,3,0.5,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-2019,Bundesliga,Schalke 04,Nassim Boujellab,ma MAR,MF,19,4.2,5,1.19,2,0,1,1,1,0,2,0.48,1,0,1,0,0,0
2018-2019,Bundesliga,Schalke 04,Ahmed Kutucu,tr TUR,"FW,MF",18,4.7,11,2.32,5,1,2,0,3,0,0,0,0,0,0,0,0,0
2018-2019,Bundesliga,Schalke 04,Franco Di Santo,ar ARG,"MF,FW",29,2.7,5,1.84,3,0,0,0,1,1,1,0.37,1,0,0,0,0,0
2018-2019,Bundesliga,Schalke 04,Haji Wright,us USA,FW,20,2.2,1,0.46,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,Bundesliga,Schalke 04,Baba Rahman,gh GHA,DF,24,1.8,4,2.22,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,Bundesliga,Schalke 04,Cedric Teuchert,de GER,"FW,MF",21,1.8,2,1.13,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-2019,Bundesliga,Schalke 04,Rabbi Matondo,wls WAL,"FW,MF",17,2.1,4,1.9,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,Bundesliga,Schalke 04,Jonas Carls,de GER,FW,21,1,4,4,2,2,0,0,0,0,1,1,1,0,0,0,0,0
2018-2019,Bundesliga,Schalke 04,George Timotheou,au AUS,DF,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,Bundesliga,Schalke 04,Sascha Riether,de GER,FW,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,Bundesliga,Augsburg,Daniel Baier,de GER,MF,34,31.3,66,2.11,55,2,0,2,5,2,5,0.16,4,0,0,0,1,0
2018-2019,Bundesliga,Augsburg,Rani Khedira,de GER,"DF,MF",24,29.2,40,1.37,33,0,0,3,1,3,5,0.17,5,0,0,0,0,0
2018-2019,Bundesliga,Augsburg,Philipp Max,de GER,"DF,MF",24,28.5,99,3.47,50,36,2,6,4,1,4,0.14,2,1,0,0,0,1
2018-2019,Bundesliga,Augsburg,Jonathan Schmid,fr FRA,DF,28,28,84,3,52,25,2,1,2,2,11,0.39,8,3,0,0,0,0
2018-2019,Bundesliga,Augsburg,Michael Gregoritsch,at AUT,"MF,FW",24,27.6,70,2.53,54,1,3,7,4,1,3,0.11,3,0,0,0,0,0
2018-2019,Bundesliga,Augsburg,Jeffrey Gouweleeuw,nl NED,DF,27,23.2,21,0.9,16,0,1,2,0,2,3,0.13,2,0,0,1,0,0
2018-2019,Bundesliga,Augsburg,André Hahn,de GER,"FW,MF",27,22.8,51,2.24,39,2,0,8,1,1,7,0.31,3,0,0,4,0,0
2018-2019,Bundesliga,Augsburg,Koo Ja-cheol,kr KOR,MF,29,18.2,54,2.97,42,0,3,3,5,1,6,0.33,5,0,0,0,1,0
2018-2019,Bundesliga,Augsburg,Martin Hinteregger,at AUT,DF,25,17.5,13,0.74,10,0,0,2,1,0,1,0.06,0,0,0,0,1,0
2018-2019,Bundesliga,Augsburg,Marco Richter,de GER,"MF,FW",20,15.8,65,4.1,39,2,15,6,3,0,12,0.76,8,0,2,2,0,0
2018-2019,Bundesliga,Augsburg,Alfreð Finnbogason,is ISL,FW,29,14.8,39,2.63,32,0,2,2,3,0,6,0.4,3,0,1,0,2,0
2018-2019,Bundesliga,Augsburg,Gregor Kobel,ch SUI,GK,20,15.4,2,0.13,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,Bundesliga,Augsburg,Andreas Luthe,de GER,GK,31,14.6,2,0.14,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,Bundesliga,Augsburg,Kevin Danso,at AUT,DF,19,13.9,6,0.43,3,1,0,2,0,0,3,0.22,1,0,0,2,0,0
2018-2019,Bundesliga,Augsburg,Kostas Stafylidis,gr GRE,DF,24,10.2,17,1.66,11,5,0,1,0,0,1,0.1,0,0,0,1,0,0
2018-2019,Bundesliga,Augsburg,Caiuby,br BRA,"MF,FW",30,11.2,36,3.22,26,0,3,5,2,0,2,0.18,1,0,0,1,0,0
2018-2019,Bundesliga,Augsburg,Ji Dong-won,kr KOR,"MF,FW",27,9.9,33,3.33,23,0,2,2,4,2,4,0.4,2,0,0,1,0,1
2018-2019,Bundesliga,Augsburg,Jan Morávek,cz CZE,MF,28,8.4,22,2.62,20,0,0,0,0,2,4,0.48,4,0,0,0,0,0
2018-2019,Bundesliga,Augsburg,Raphael Framberger,de GER,"DF,MF",22,6.1,13,2.14,8,1,2,0,2,0,0,0,0,0,0,0,0,0
2018-2019,Bundesliga,Augsburg,Reece Oxford,eng ENG,DF,19,5.6,6,1.07,6,0,0,0,0,0,3,0.53,3,0,0,0,0,0
2018-2019,Bundesliga,Augsburg,Fabian Giefer,de GER,GK,28,4,2,0.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,Bundesliga,Augsburg,Sergio Córdova,ve VEN,FW,20,5.9,13,2.21,6,0,2,1,3,1,0,0,0,0,0,0,0,0
2018-2019,Bundesliga,Augsburg,Julian Schieber,de GER,FW,29,2.9,6,2.09,4,0,0,1,1,0,0,0,0,0,0,0,0,0
2018-2019,Bundesliga,Augsburg,Georg Teigl,at AUT,"MF,FW",27,3.3,3,0.91,2,0,0,0,1,0,1,0.3,0,0,0,0,1,0
2018-2019,Bundesliga,Augsburg,Fredrik Jensen,fi FIN,"FW,MF",20,2.3,3,1.3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,Bundesliga,Augsburg,Simon Asta,de GER,DF,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,Bundesliga,Augsburg,Christoph Janker,de GER,"MF,FW",33,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,Bundesliga,Augsburg,Felix Götze,de GER,MF,20,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,Bundesliga,Augsburg,Jan-Ingwer Callsen-Bracker,de GER,DF,33,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,Bundesliga,Augsburg,Jozo Stanić,hr CRO,MF,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,Bundesliga,Stuttgart,Ron-Robert Zieler,de GER,GK,29,34,4,0.12,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,Bundesliga,Stuttgart,Benjamin Pavard,fr FRA,DF,22,29,19,0.66,17,1,0,1,0,0,1,0.03,1,0,0,0,0,0
2018-2019,Bundesliga,Stuttgart,Santiago Ascacíbar,ar ARG,MF,21,27,45,1.67,39,0,0,5,1,0,4,0.15,3,0,0,1,0,0
2018-2019,Bundesliga,Stuttgart,Mario Gómez,de GER,FW,33,24.6,48,1.95,37,0,3,6,0,2,5,0.2,3,0,0,2,0,0
2018-2019,Bundesliga,Stuttgart,Emiliano Insúa,ar ARG,DF,29,23.5,55,2.34,38,7,5,1,2,2,3,0.13,3,0,0,0,0,0
2018-2019,Bundesliga,Stuttgart,Christian Gentner,de GER,"MF,FW",32,22.4,50,2.23,43,0,1,2,3,1,8,0.36,7,0,1,0,0,0
2018-2019,Bundesliga,Stuttgart,Nicolás González,ar ARG,"FW,MF",20,24,76,3.17,58,0,3,5,9,1,6,0.25,5,0,0,1,0,0
2018-2019,Bundesliga,Stuttgart,Marc-Oliver Kempf,de GER,DF,23,22.5,18,0.8,16,0,0,1,0,1,0,0,0,0,0,0,0,0
2018-2019,Bundesliga,Stuttgart,Andreas Beck,de GER,DF,31,19.7,33,1.67,26,3,1,0,2,1,4,0.2,4,0,0,0,0,0
2018-2019,Bundesliga,Stuttgart,Gonzalo Castro,de GER,MF,31,18.8,54,2.87,28,24,0,0,2,0,8,0.43,2,6,0,0,0,0
2018-2019,Bundesliga,Stuttgart,Timo Baumgartl,de GER,DF,22,18,9,0.5,7,2,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,Bundesliga,Stuttgart,Ozan Kabak,tr TUR,DF,18,15,19,1.27,12,1,4,2,0,0,1,0.07,1,0,0,0,0,0
2018-2019,Bundesliga,Stuttgart,Alexander Esswein,de GER,"MF,FW",28,13.9,46,3.3,33,2,3,3,4,1,4,0.29,2,0,0,1,1,0
2018-2019,Bundesliga,Stuttgart,Steven Zuber,ch SUI,"MF,FW",26,11.7,29,2.48,24,1,2,1,1,0,3,0.26,2,0,1,0,0,0
2018-2019,Bundesliga,Stuttgart,Dennis Aogo,de GER,MF,31,11.4,26,2.28,15,8,1,2,0,0,1,0.09,0,0,0,1,0,0
2018-2019,Bundesliga,Stuttgart,Anastasios Donis,gr GRE,"FW,MF",21,10.7,21,1.97,14,0,4,2,0,1,3,0.28,2,0,1,0,0,0
2018-2019,Bundesliga,Stuttgart,Daniel Didavi,de GER,"MF,FW",28,10.6,62,5.84,37,13,3,2,6,1,4,0.38,3,0,1,0,0,0
2018-2019,Bundesliga,Stuttgart,Pablo Maffeo,es ESP,"DF,MF",21,6.6,17,2.56,10,2,1,1,2,1,0,0,0,0,0,0,0,0
2018-2019,Bundesliga,Stuttgart,Borna Sosa,hr CRO,"DF,MF",20,6.8,25,3.65,22,3,0,0,0,0,1,0.15,1,0,0,0,0,0
2018-2019,Bundesliga,Stuttgart,Erik Thommy,de GER,"MF,FW",23,8.8,34,3.85,20,6,2,3,1,2,1,0.11,1,0,0,0,0,0
2018-2019,Bundesliga,Stuttgart,Chadrac Akolo,cd COD,"MF,FW",23,5.8,21,3.6,15,0,3,2,1,0,1,0.17,1,0,0,0,0,0
2018-2019,Bundesliga,Stuttgart,Holger Badstuber,de GER,DF,29,5.8,2,0.34,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,Bundesliga,Stuttgart,Antonis Aidonis,de GER,DF,17,0.9,1,1.13,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2018-2019,Bundesliga,Stuttgart,Berkay Özcan,tr TUR,"MF,DF",20,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,Bundesliga,Stuttgart,Hans Nunoo Sarpei,gh GHA,"FW,MF",19,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,Bundesliga,Stuttgart,Leon Dajaku,de GER,"DF,MF",17,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,Bundesliga,Hannover 96,Waldemar Anton,de GER,DF,22,34,27,0.79,21,2,2,1,1,0,0,0,0,0,0,0,0,0
2018-2019,Bundesliga,Hannover 96,Michael Esser,de GER,GK,30,32,12,0.37,10,2,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,Bundesliga,Hannover 96,Pirmin Schwegler,ch SUI,MF,31,23.1,70,3.04,34,28,0,1,3,4,4,0.17,3,1,0,0,0,0
2018-2019,Bundesliga,Hannover 96,Walace,br BRA,MF,23,22.2,38,1.71,33,0,1,1,0,3,2,0.09,2,0,0,0,0,0
2018-2019,Bundesliga,Hannover 96,Genki Haraguchi,jp JPN,"MF,DF",27,23.7,63,2.66,48,0,7,1,6,1,3,0.13,3,0,0,0,0,0
2018-2019,Bundesliga,Hannover 96,Miiko Albornoz,cl CHI,"DF,MF",27,18.4,37,2.01,27,5,2,2,0,1,4,0.22,4,0,0,0,0,0
2018-2019,Bundesliga,Hannover 96,Hendrik Weydandt,de GER,FW,23,19.1,53,2.77,36,0,4,7,6,0,2,0.1,2,0,0,0,0,0
2018-2019,Bundesliga,Hannover 96,Oliver Sorg,de GER,DF,28,17.6,21,1.2,17,2,0,0,1,1,1,0.06,1,0,0,0,0,0
2018-2019,Bundesliga,Hannover 96,Kevin Wimmer,at AUT,DF,25,18.7,15,0.8,10,5,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,Bundesliga,Hannover 96,Linton Maina,de GER,"FW,MF",19,15.7,45,2.86,29,1,5,6,3,1,6,0.38,4,0,1,1,0,0
2018-2019,Bundesliga,Hannover 96,Marvin Bakalorz,de GER,MF,28,16.3,18,1.1,13,0,1,0,4,0,2,0.12,1,0,0,0,1,0
2018-2019,Bundesliga,Hannover 96,Matthias Ostrzolek,de GER,DF,28,16.3,17,1.04,13,1,0,0,3,0,2,0.12,2,0,0,0,0,0
2018-2019,Bundesliga,Hannover 96,Felipe,br BRA,DF,31,12.2,4,0.33,2,0,0,1,1,0,2,0.16,0,0,0,1,1,0
2018-2019,Bundesliga,Hannover 96,Niclas Füllkrug,de GER,FW,25,12.4,33,2.67,26,0,1,3,3,0,6,0.49,5,0,0,0,1,0
2018-2019,Bundesliga,Hannover 96,Bobby Wood,us USA,"FW,MF",25,13.1,22,1.67,18,0,0,2,2,0,4,0.3,4,0,0,0,0,0
2018-2019,Bundesliga,Hannover 96,Ihlas Bebou,tg TOG,"MF,FW",24,11.8,51,4.31,31,3,8,4,3,2,8,0.68,5,0,2,0,1,0
2018-2019,Bundesliga,Hannover 96,Julian Korb,de GER,DF,26,11.2,21,1.88,19,1,0,0,1,0,0,0,0,0,0,0,0,0
2018-2019,Bundesliga,Hannover 96,Nicolai Müller,de GER,"MF,FW",30,10,24,2.4,11,4,5,1,3,0,1,0.1,0,0,1,0,0,0
2018-2019,Bundesliga,Hannover 96,Takuma Asano,jp JPN,"MF,FW",23,7.8,14,1.81,6,0,1,4,3,0,0,0,0,0,0,0,0,0
2018-2019,Bundesliga,Hannover 96,Josip Elez,hr CRO,DF,24,7.2,5,0.69,4,0,1,0,0,0,1,0.14,1,0,0,0,0,0
2018-2019,Bundesliga,Hannover 96,Florent Muslija,xk KVX,"MF,FW",20,7.5,27,3.58,17,2,2,2,3,1,1,0.13,1,0,0,0,0,0
2018-2019,Bundesliga,Hannover 96,Jonathas,br BRA,FW,29,6.7,8,1.19,4,0,1,0,3,0,1,0.15,1,0,0,0,0,0
2018-2019,Bundesliga,Hannover 96,Iver Fossum,no NOR,MF,22,5.1,16,3.16,12,4,0,0,0,0,1,0.2,1,0,0,0,0,0
2018-2019,Bundesliga,Hannover 96,Kevin Akpoguma,ng NGA,DF,23,3.5,4,1.15,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,Bundesliga,Hannover 96,Noah Joel Sarenren Bazee,ng NGA,"FW,MF",21,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,Bundesliga,Hannover 96,Edgar Prib,de GER,MF,28,2.2,13,5.79,8,4,0,0,0,1,3,1.34,2,1,0,0,0,0
2018-2019,Bundesliga,Hannover 96,Samuel Şahin-Radlinger,at AUT,GK,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,Bundesliga,Hannover 96,Philipp Tschauner,de GER,GK,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,Bundesliga,Hannover 96,Sebastian Soto,us USA,"MF,FW",18,0.3,1,3.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,Bundesliga,Hannover 96,Benjamin Hadžić,ba BIH,"FW,MF",19,0.3,1,3.6,1,0,0,0,0,0,1,3.6,1,0,0,0,0,0
2018-2019,Bundesliga,Hannover 96,Uffe Bech,dk DEN,FW,25,0.2,2,9.47,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,Bundesliga,Hannover 96,Tim Dierßen,de GER,MF,22,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,Bundesliga,Nürnberg,Tim Leibold,de GER,DF,24,30.7,81,2.64,46,21,1,5,6,2,3,0.1,1,1,0,0,1,0
