Season,League,Team,Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1
2020-2021,EPL,Southampton,Allan Tchaptchet,fr FRA,DF,18,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,EPL,Brighton,Ben White,eng ENG,"DF,MF",22,35.5,32,0.9,27,1,2,0,1,1,4,0.11,4,0,0,0,0,0
2020-2021,EPL,Brighton,Yves Bissouma,ml MLI,MF,23,34.6,59,1.71,47,0,4,3,2,3,3,0.09,3,0,0,0,0,0
2020-2021,EPL,Brighton,Lewis Dunk,eng ENG,DF,28,32.6,26,0.8,20,1,0,5,0,0,0,0,0,0,0,0,0,0
2020-2021,EPL,Brighton,Leandro Trossard,be BEL,"MF,FW",25,29,110,3.79,80,13,3,8,3,3,11,0.38,6,3,1,1,0,0
2020-2021,EPL,Brighton,Adam Webster,eng ENG,DF,25,28.8,28,0.97,24,0,0,1,2,1,1,0.03,1,0,0,0,0,0
2020-2021,EPL,Brighton,Neal Maupay,fr FRA,"FW,MF",23,27.9,77,2.76,56,1,6,7,6,1,7,0.25,5,0,0,1,1,0
2020-2021,EPL,Brighton,Pascal Groß,de GER,"MF,DF",29,27.6,126,4.56,74,44,1,4,3,0,10,0.36,7,3,0,0,0,0
2020-2021,EPL,Brighton,Robert Sánchez,es ESP,GK,22,27,2,0.07,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,EPL,Brighton,Joël Veltman,nl NED,DF,28,25.3,51,2.01,33,6,4,3,3,2,1,0.04,1,0,0,0,0,0
2020-2021,EPL,Brighton,Dan Burn,eng ENG,DF,28,22.9,25,1.09,24,0,0,1,0,0,2,0.09,1,0,0,1,0,0
2020-2021,EPL,Brighton,Solly March,eng ENG,"DF,MF",26,18.6,58,3.12,44,8,1,2,2,1,3,0.16,3,0,0,0,0,0
2020-2021,EPL,Brighton,Danny Welbeck,eng ENG,FW,29,17.2,53,3.09,35,0,2,8,8,0,5,0.29,2,0,0,1,2,0
2020-2021,EPL,Brighton,Adam Lallana,eng ENG,"MF,FW",32,17.7,56,3.16,50,0,2,1,3,0,4,0.23,4,0,0,0,0,0
2020-2021,EPL,Brighton,Alexis Mac Allister,ar ARG,"MF,FW",21,12.4,34,2.74,29,0,2,2,1,0,2,0.16,2,0,0,0,0,0
2020-2021,EPL,Brighton,Mathew Ryan,au AUS,GK,28,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,EPL,Brighton,Tariq Lamptey,gh GHA,"DF,MF",19,9.8,23,2.34,18,0,0,0,5,0,4,0.41,2,0,0,0,2,0
2020-2021,EPL,Brighton,Steven Alzate,co COL,MF,21,10,24,2.41,20,0,1,3,0,0,1,0.1,1,0,0,0,0,0
2020-2021,EPL,Brighton,Aaron Connolly,ie IRL,FW,20,8.8,15,1.71,10,0,2,1,2,0,1,0.11,1,0,0,0,0,0
2020-2021,EPL,Brighton,Jakub Moder,pl POL,"DF,MF",21,7.2,12,1.67,9,1,0,1,0,1,1,0.14,1,0,0,0,0,0
2020-2021,EPL,Brighton,Alireza Jahanbakhsh,ir IRN,"FW,MF",26,5.9,21,3.57,16,0,2,2,1,0,1,0.17,1,0,0,0,0,0
2020-2021,EPL,Brighton,Davy Pröpper,nl NED,MF,28,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,EPL,Brighton,Bernardo,br BRA,"DF,MF",25,2.3,5,2.2,2,0,0,3,0,0,0,0,0,0,0,0,0,0
2020-2021,EPL,Brighton,Percy Tau,za RSA,FW,26,1.1,5,4.37,4,0,1,0,0,0,1,0.87,1,0,0,0,0,0
2020-2021,EPL,Brighton,Andi Zeqiri,ch SUI,"FW,DF",21,1.9,4,2.09,3,0,1,0,0,0,1,0.52,1,0,0,0,0,0
2020-2021,EPL,Brighton,José Izquierdo,co COL,DF,28,0.1,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,EPL,Brighton,Reda Khadra,de GER,MF,19,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,EPL,Brighton,Jayson Molumby,ie IRL,MF,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,EPL,Burnley,Ashley Westwood,eng ENG,MF,30,37.9,106,2.8,75,28,0,0,2,1,5,0.13,3,2,0,0,0,0
2020-2021,EPL,Burnley,James Tarkowski,eng ENG,DF,27,36,29,0.81,20,4,0,2,2,1,0,0,0,0,0,0,0,0
2020-2021,EPL,Burnley,Dwight McNeil,eng ENG,MF,20,34.1,93,2.73,49,26,5,2,10,1,10,0.29,5,3,1,0,0,1
2020-2021,EPL,Burnley,Matthew Lowton,eng ENG,DF,31,34,61,1.79,49,6,2,1,1,2,4,0.12,4,0,0,0,0,0
2020-2021,EPL,Burnley,Nick Pope,eng ENG,GK,28,32,11,0.34,8,3,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,EPL,Burnley,Josh Brownhill,eng ENG,MF,24,31.3,59,1.89,45,0,3,4,6,1,5,0.16,4,0,0,0,0,1
2020-2021,EPL,Burnley,Chris Wood,nz NZL,FW,28,30.5,60,1.97,50,0,3,5,2,0,10,0.33,6,0,2,1,1,0
2020-2021,EPL,Burnley,Ben Mee,eng ENG,DF,30,29.9,13,0.43,8,2,0,2,1,0,1,0.03,1,0,0,0,0,0
2020-2021,EPL,Burnley,Charlie Taylor,eng ENG,DF,26,27,31,1.15,21,0,2,2,6,0,3,0.11,2,0,0,0,1,0
2020-2021,EPL,Burnley,Jóhann Berg Guðmundsson,is ISL,MF,29,15.1,27,1.78,22,0,1,1,3,0,0,0,0,0,0,0,0,0
2020-2021,EPL,Burnley,Matěj Vydra,cz CZE,FW,28,15.2,32,2.1,16,0,8,5,3,0,3,0.2,2,0,1,0,0,0
2020-2021,EPL,Burnley,Jack Cork,eng ENG,MF,31,15,22,1.47,19,0,0,1,1,1,0,0,0,0,0,0,0,0
2020-2021,EPL,Burnley,Ashley Barnes,eng ENG,FW,30,14.8,41,2.77,28,0,0,6,5,2,2,0.13,0,0,0,1,1,0
2020-2021,EPL,Burnley,Erik Pieters,nl NED,"DF,MF",31,14.1,19,1.35,16,0,0,1,2,0,4,0.28,2,0,0,1,1,0
2020-2021,EPL,Burnley,Jay Rodriguez,eng ENG,FW,31,14.1,25,1.78,18,0,2,2,3,0,3,0.21,3,0,0,0,0,0
2020-2021,EPL,Burnley,Robbie Brady,ie IRL,MF,28,11.7,19,1.63,13,1,1,2,2,0,2,0.17,0,1,0,0,1,0
2020-2021,EPL,Burnley,Kevin Long,ie IRL,DF,29,7.1,1,0.14,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,EPL,Burnley,Bailey Peacock-Farrell,nir NIR,GK,23,4,2,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,EPL,Burnley,Phil Bardsley,sct SCO,DF,35,3,4,1.31,2,0,1,0,1,0,0,0,0,0,0,0,0,0
2020-2021,EPL,Burnley,Jimmy Dunne,ie IRL,DF,22,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,EPL,Burnley,Dale Stephens,eng ENG,MF,31,2.9,4,1.38,3,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-2021,EPL,Burnley,Josh Benson,eng ENG,MF,20,2.9,2,0.68,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,EPL,Burnley,Will Norris,eng ENG,GK,26,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,EPL,Burnley,Joel Mumbongo,se SWE,FW,21,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,EPL,Burnley,Lewis Richardson,eng ENG,"FW,MF",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,EPL,Fulham,Alphonse Areola,fr FRA,GK,27,36,2,0.06,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,EPL,Fulham,Tosin Adarabioyo,eng ENG,DF,22,32.8,18,0.55,18,0,0,0,0,0,1,0.03,1,0,0,0,0,0
2020-2021,EPL,Fulham,Ademola Lookman,ng NGA,"FW,MF",22,30.5,127,4.16,82,24,6,9,6,0,9,0.29,5,2,1,1,0,0
2020-2021,EPL,Fulham,Ola Aina,ng NGA,DF,23,29.6,27,0.91,23,3,0,0,1,0,4,0.14,4,0,0,0,0,0
2020-2021,EPL,Fulham,Joachim Andersen,dk DEN,DF,24,30.3,30,0.99,28,0,0,1,1,0,3,0.1,3,0,0,0,0,0
2020-2021,EPL,Fulham,Andre-Frank Zambo Anguissa,cm CMR,MF,24,28.7,63,2.19,49,0,9,2,2,1,6,0.21,4,0,2,0,0,0
2020-2021,EPL,Fulham,Bobby Reid,jm JAM,"MF,FW",27,26.4,42,1.59,29,0,4,3,6,0,5,0.19,4,0,0,0,1,0
2020-2021,EPL,Fulham,Ivan Cavaleiro,pt POR,FW,26,27.5,85,3.1,57,17,3,3,5,0,2,0.07,1,0,0,0,1,0
2020-2021,EPL,Fulham,Harrison Reed,eng ENG,MF,25,25,44,1.76,36,6,0,2,0,0,3,0.12,2,0,0,1,0,0
2020-2021,EPL,Fulham,Antonee Robinson,us USA,DF,22,24,60,2.5,51,3,3,0,3,0,2,0.08,2,0,0,0,0,0
2020-2021,EPL,Fulham,Ruben Loftus-Cheek,eng ENG,"MF,FW",24,21.2,62,2.92,36,0,9,4,10,3,0,0,0,0,0,0,0,0
2020-2021,EPL,Fulham,Mario Lemina,ga GAB,MF,26,18.9,27,1.43,18,0,5,2,1,1,2,0.11,0,0,0,0,1,1
2020-2021,EPL,Fulham,Kenny Tete,nl NED,"DF,MF",24,16.5,35,2.13,33,0,0,0,2,0,2,0.12,2,0,0,0,0,0
2020-2021,EPL,Fulham,Aleksandar Mitrović,rs SRB,FW,25,15.6,44,2.82,34,1,3,1,5,0,5,0.32,3,0,1,1,0,0
2020-2021,EPL,Fulham,Josh Maja,ng NGA,FW,21,9,19,2.11,14,0,3,2,0,0,0,0,0,0,0,0,0,0
2020-2021,EPL,Fulham,Tom Cairney,sct SCO,MF,29,8.4,38,4.51,24,8,3,1,2,0,2,0.24,2,0,0,0,0,0
2020-2021,EPL,Fulham,Joe Bryan,eng ENG,"DF,MF",26,7.4,21,2.83,13,2,2,3,1,0,1,0.13,0,0,0,0,1,0
2020-2021,EPL,Fulham,Tim Ream,us USA,DF,32,7,3,0.43,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,EPL,Fulham,Josh Onomah,eng ENG,MF,23,4.2,8,1.93,7,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-2021,EPL,Fulham,Denis Odoi,gh GHA,DF,32,3,4,1.33,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,EPL,Fulham,Michael Hector,jm JAM,DF,28,2.9,3,1.03,2,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-2021,EPL,Fulham,Fabio Carvalho,pt POR,"MF,FW",17,2.8,8,2.82,5,0,2,0,1,0,0,0,0,0,0,0,0,0
2020-2021,EPL,Fulham,Aboubakar Kamara,mr MTN,"FW,MF",25,3.5,9,2.56,7,0,1,0,1,0,0,0,0,0,0,0,0,0
2020-2021,EPL,Fulham,Marek Rodák,sk SVK,GK,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,EPL,Fulham,Maxime Le Marchand,fr FRA,DF,30,1.4,2,1.46,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,EPL,Fulham,Neeskens Kebano,cd COD,"FW,MF",28,1.3,3,2.27,2,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-2021,EPL,Fulham,Terence Kongolo,nl NED,DF,26,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,EPL,Fulham,Tyrese Francois,au AUS,DF,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,EPL,West Brom,Sam Johnstone,eng ENG,GK,27,37,5,0.14,3,2,0,0,0,0,1,0.03,1,0,0,0,0,0
2020-2021,EPL,West Brom,Darnell Furlong,eng ENG,DF,24,32.6,34,1.04,21,7,0,3,3,0,3,0.09,3,0,0,0,0,0
2020-2021,EPL,West Brom,Semi Ajayi,ng NGA,DF,26,30.9,14,0.45,13,0,1,0,0,0,2,0.06,2,0,0,0,0,0
2020-2021,EPL,West Brom,Matheus Pereira,pt POR,"MF,FW",24,28.6,118,4.12,77,26,5,2,8,0,10,0.35,8,0,0,0,2,0
2020-2021,EPL,West Brom,Kyle Bartley,eng ENG,DF,29,28.7,14,0.49,11,0,0,2,0,1,2,0.07,2,0,0,0,0,0
2020-2021,EPL,West Brom,Conor Gallagher,eng ENG,MF,20,28.1,46,1.64,29,7,3,1,4,2,2,0.07,1,1,0,0,0,0
2020-2021,EPL,West Brom,Conor Townsend,eng ENG,DF,27,24.8,46,1.85,36,4,0,3,2,1,4,0.16,4,0,0,0,0,0
2020-2021,EPL,West Brom,Dara O'Shea,ie IRL,DF,21,23.4,16,0.69,11,2,0,0,1,2,2,0.09,1,1,0,0,0,0
2020-2021,EPL,West Brom,Matt Phillips,sct SCO,MF,29,20.3,46,2.26,33,7,4,2,0,0,2,0.1,2,0,0,0,0,0
2020-2021,EPL,West Brom,Callum Robinson,ie IRL,"FW,MF",25,17.3,46,2.65,33,0,7,2,4,0,4,0.23,1,0,1,0,2,0
2020-2021,EPL,West Brom,Romaine Sawyers,kn SKN,MF,28,16.5,19,1.15,19,0,0,0,0,0,2,0.12,2,0,0,0,0,0
2020-2021,EPL,West Brom,Okay Yokuşlu,tr TUR,MF,26,14.6,14,0.96,9,0,0,1,4,0,3,0.21,2,0,0,1,0,0
2020-2021,EPL,West Brom,Jake Livermore,eng ENG,MF,30,13.8,9,0.65,8,0,0,1,0,0,1,0.07,1,0,0,0,0,0
2020-2021,EPL,West Brom,Grady Diangana,eng ENG,"MF,FW",22,13.7,26,1.89,15,2,0,3,5,1,1,0.07,0,1,0,0,0,0
2020-2021,EPL,West Brom,Ainsley Maitland-Niles,eng ENG,MF,22,13.7,22,1.61,19,0,1,0,2,0,2,0.15,1,0,0,0,1,0
2020-2021,EPL,West Brom,Mbaye Diagne,sn SEN,FW,28,13.2,22,1.67,16,0,2,1,2,1,5,0.38,3,0,0,1,0,1
2020-2021,EPL,West Brom,Karlan Grant,eng ENG,"FW,MF",22,12.5,15,1.2,11,0,0,3,1,0,2,0.16,1,0,0,1,0,0
2020-2021,EPL,West Brom,Kieran Gibbs,eng ENG,DF,30,9,5,0.56,5,0,0,0,0,0,1,0.11,1,0,0,0,0,0
2020-2021,EPL,West Brom,Branislav Ivanović,rs SRB,DF,36,8.5,3,0.35,2,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-2021,EPL,West Brom,Robert Snodgrass,sct SCO,"MF,FW",32,5.8,5,0.86,5,0,0,0,0,0,1,0.17,1,0,0,0,0,0
2020-2021,EPL,West Brom,Filip Krovinović,hr CRO,MF,24,6.1,20,3.29,13,3,3,0,1,0,0,0,0,0,0,0,0,0
2020-2021,EPL,West Brom,Lee Peltier,eng ENG,DF,33,2.5,3,1.18,3,0,0,0,0,0,1,0.39,1,0,0,0,0,0
2020-2021,EPL,West Brom,Hal Robson-Kanu,wls WAL,FW,31,6.2,12,1.93,8,0,0,1,2,1,0,0,0,0,0,0,0,0
2020-2021,EPL,West Brom,Kamil Grosicki,pl POL,"MF,FW",32,1.6,4,2.43,3,0,0,1,0,0,2,1.22,2,0,0,0,0,0
2020-2021,EPL,West Brom,Kyle Edwards,eng ENG,"MF,FW",22,1.3,2,1.55,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,EPL,West Brom,David Button,eng ENG,GK,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,EPL,West Brom,Ahmed Hegazi,eg EGY,DF,29,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,EPL,West Brom,Charlie Austin,eng ENG,"FW,MF",31,1.5,1,0.66,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,EPL,West Brom,Sam Field,eng ENG,MF,22,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,EPL,West Brom,Rekeem Harper,eng ENG,MF,20,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,EPL,Sheffield Utd,Aaron Ramsdale,eng ENG,GK,22,38,8,0.21,6,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,EPL,Sheffield Utd,George Baldock,gr GRE,DF,27,31,35,1.13,30,1,1,3,0,0,2,0.06,1,0,0,1,0,0
2020-2021,EPL,Sheffield Utd,Chris Basham,eng ENG,"DF,MF",32,28.6,25,0.87,19,1,3,0,2,0,2,0.07,0,1,1,0,0,0
2020-2021,EPL,Sheffield Utd,Enda Stevens,ie IRL,DF,30,30,39,1.3,36,0,0,1,2,0,4,0.13,3,0,0,0,1,0
2020-2021,EPL,Sheffield Utd,John Egan,ie IRL,DF,27,29.2,16,0.55,15,0,0,0,0,1,1,0.03,1,0,0,0,0,0
2020-2021,EPL,Sheffield Utd,John Fleck,sct SCO,MF,28,28.6,72,2.52,51,15,2,2,2,0,3,0.1,2,1,0,0,0,0
2020-2021,EPL,Sheffield Utd,David McGoldrick,ie IRL,"FW,MF",32,26.6,58,2.18,37,2,8,5,4,2,1,0.04,1,0,0,0,0,0
2020-2021,EPL,Sheffield Utd,Oliver Norwood,nir NIR,MF,29,24.7,53,2.15,38,14,0,0,0,1,1,0.04,1,0,0,0,0,0
2020-2021,EPL,Sheffield Utd,Ethan Ampadu,wls WAL,"DF,MF",19,23.2,20,0.86,17,2,0,0,1,0,0,0,0,0,0,0,0,0
2020-2021,EPL,Sheffield Utd,John Lundstram,eng ENG,MF,26,22.6,50,2.21,41,5,1,1,2,0,5,0.22,4,1,0,0,0,0
2020-2021,EPL,Sheffield Utd,Ben Osborn,eng ENG,"MF,DF",25,17.8,34,1.91,30,4,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,EPL,Sheffield Utd,Oliver Burke,sct SCO,FW,23,14.1,27,1.92,19,0,4,3,0,1,1,0.07,1,0,0,0,0,0
2020-2021,EPL,Sheffield Utd,Sander Berge,no NOR,MF,22,12.4,23,1.85,20,0,2,1,0,0,1,0.08,0,0,0,1,0,0
2020-2021,EPL,Sheffield Utd,Oliver McBurnie,sct SCO,FW,24,14.7,31,2.11,23,0,0,5,3,0,2,0.14,0,0,0,1,1,0
2020-2021,EPL,Sheffield Utd,Rhian Brewster,eng ENG,"FW,MF",20,12.5,23,1.83,16,0,0,4,3,0,0,0,0,0,0,0,0,0
2020-2021,EPL,Sheffield Utd,Jayden Bogle,eng ENG,"DF,MF",20,12.3,12,0.97,7,2,2,0,1,0,0,0,0,0,0,0,0,0
2020-2021,EPL,Sheffield Utd,Kean Bryan,eng ENG,DF,23,11.2,8,0.72,7,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-2021,EPL,Sheffield Utd,Jack Robinson,eng ENG,DF,26,9.7,9,0.92,6,0,1,1,1,0,4,0.41,2,0,1,0,1,0
2020-2021,EPL,Sheffield Utd,Billy Sharp,eng ENG,FW,34,8.2,6,0.73,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,EPL,Sheffield Utd,Max Lowe,eng ENG,DF,23,6.1,8,1.31,4,0,2,1,1,0,0,0,0,0,0,0,0,0
2020-2021,EPL,Sheffield Utd,Phil Jagielka,eng ENG,DF,37,5.8,1,0.17,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,EPL,Sheffield Utd,Daniel Jebbison,eng ENG,FW,17,3.2,3,0.95,1,0,0,1,1,0,0,0,0,0,0,0,0,0
2020-2021,EPL,Sheffield Utd,Lys Mousset,fr FRA,"FW,MF",24,3.3,6,1.82,5,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-2021,EPL,Sheffield Utd,Jack O'Connell,eng ENG,DF,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,EPL,Sheffield Utd,Iliman Ndiaye,sn SEN,MF,20,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,EPL,Sheffield Utd,Antwoine Hackford,eng ENG,DF,16,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,EPL,Sheffield Utd,Femi Seriki,eng ENG,MF,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,Bundesliga,Bayern Munich,Manuel Neuer,de GER,GK,34,33,5,0.15,4,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,Bundesliga,Bayern Munich,Thomas Müller,de GER,MF,30,29.7,141,4.75,130,1,2,6,2,0,28,0.94,24,0,1,2,1,0
2020-2021,Bundesliga,Bayern Munich,David Alaba,at AUT,"DF,MF",28,29.7,60,2.02,55,1,0,3,0,1,7,0.24,6,1,0,0,0,0
2020-2021,Bundesliga,Bayern Munich,Jérôme Boateng,de GER,DF,31,26.3,20,0.76,20,0,0,0,0,0,3,0.11,3,0,0,0,0,0
2020-2021,Bundesliga,Bayern Munich,Robert Lewandowski,pl POL,FW,31,27.3,82,3,56,1,4,14,6,1,17,0.62,12,0,2,1,2,0
2020-2021,Bundesliga,Bayern Munich,Joshua Kimmich,de GER,MF,25,24.4,126,5.17,82,38,1,4,1,0,20,0.82,14,6,0,0,0,0
2020-2021,Bundesliga,Bayern Munich,Kingsley Coman,fr FRA,"FW,MF",24,19.5,103,5.29,77,0,15,6,4,1,16,0.82,11,0,3,1,1,0
2020-2021,Bundesliga,Bayern Munich,Benjamin Pavard,fr FRA,DF,24,21.6,30,1.39,27,2,0,0,1,0,1,0.05,1,0,0,0,0,0
2020-2021,Bundesliga,Bayern Munich,Alphonso Davies,ca CAN,DF,19,19.6,63,3.22,53,0,6,0,3,1,7,0.36,5,0,1,0,0,1
2020-2021,Bundesliga,Bayern Munich,Serge Gnabry,de GER,"FW,MF",25,18.3,92,5.04,73,7,5,4,1,2,14,0.77,12,1,0,0,1,0
2020-2021,Bundesliga,Bayern Munich,Leroy Sané,de GER,"FW,MF",24,20.1,79,3.95,63,3,8,4,1,0,18,0.9,16,0,0,2,0,0
2020-2021,Bundesliga,Bayern Munich,Leon Goretzka,de GER,MF,25,18.9,53,2.8,39,0,3,8,2,1,14,0.74,10,0,2,2,0,0
2020-2021,Bundesliga,Bayern Munich,Lucas Hernández,fr FRA,DF,24,17.7,33,1.86,30,1,0,0,1,1,4,0.23,3,0,0,0,1,0
2020-2021,Bundesliga,Bayern Munich,Niklas Süle,de GER,DF,24,16.7,26,1.55,23,0,1,2,0,0,3,0.18,3,0,0,0,0,0
2020-2021,Bundesliga,Bayern Munich,Eric Maxim Choupo-Moting,cm CMR,"FW,MF",31,9.1,23,2.52,18,0,2,1,2,0,2,0.22,1,0,0,0,1,0
2020-2021,Bundesliga,Bayern Munich,Jamal Musiala,de GER,"FW,MF",17,9.8,35,3.57,21,2,8,1,2,1,8,0.82,5,0,3,0,0,0
2020-2021,Bundesliga,Bayern Munich,Corentin Tolisso,fr FRA,MF,25,8.7,21,2.42,16,2,1,1,1,0,3,0.35,3,0,0,0,0,0
2020-2021,Bundesliga,Bayern Munich,Bouna Sarr,sn SEN,DF,28,5,14,2.79,13,0,1,0,0,0,3,0.6,3,0,0,0,0,0
2020-2021,Bundesliga,Bayern Munich,Javi Martínez,es ESP,"DF,MF",31,5.2,5,0.96,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,Bundesliga,Bayern Munich,Douglas Costa,br BRA,"FW,MF",29,3.6,17,4.78,9,7,1,0,0,0,2,0.56,1,0,1,0,0,0
2020-2021,Bundesliga,Bayern Munich,Marc Roca,es ESP,MF,23,2,3,1.53,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-2021,Bundesliga,Bayern Munich,Joshua Zirkzee,nl NED,FW,19,1,2,1.94,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-2021,Bundesliga,Bayern Munich,Alexander Nübel,de GER,GK,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,Bundesliga,Bayern Munich,Josip Stanišić,hr CRO,DF,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,Bundesliga,Bayern Munich,Chris Richards,us USA,DF,20,1,3,3.03,3,0,0,0,0,0,1,1.01,1,0,0,0,0,0
2020-2021,Bundesliga,Bayern Munich,Tiago Dantas,pt POR,MF,19,0.8,2,2.61,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,Bundesliga,Bayern Munich,Tanguy Nianzou,fr FRA,"DF,FW",18,1.3,2,1.51,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,Bundesliga,Bayern Munich,Christopher Scott,de GER,"MF,FW",18,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,Bundesliga,Bayern Munich,Mickaël Cuisance,fr FRA,FW,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,Bundesliga,RB Leipzig,Péter Gulácsi,hu HUN,GK,30,33,3,0.09,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,Bundesliga,RB Leipzig,Dayot Upamecano,fr FRA,DF,21,25.9,27,1.04,25,0,0,2,0,0,2,0.08,1,0,0,1,0,0
2020-2021,Bundesliga,RB Leipzig,Dani Olmo,es ESP,MF,22,24.4,112,4.6,88,0,8,12,3,1,19,0.78,14,0,1,2,1,1
2020-2021,Bundesliga,RB Leipzig,Willi Orban,hu HUN,DF,27,26.3,25,0.95,19,0,0,4,1,1,3,0.11,1,0,0,0,1,1
2020-2021,Bundesliga,RB Leipzig,Angeliño,es ESP,"DF,FW",23,24,96,4,65,14,6,6,3,2,9,0.37,5,1,1,1,1,0
2020-2021,Bundesliga,RB Leipzig,Marcel Sabitzer,at AUT,MF,26,22.5,69,3.06,62,0,0,5,2,0,7,0.31,6,0,0,1,0,0
2020-2021,Bundesliga,RB Leipzig,Kevin Kampl,si SVN,MF,29,21.5,53,2.47,50,0,1,0,2,0,6,0.28,6,0,0,0,0,0
2020-2021,Bundesliga,RB Leipzig,Amadou Haidara,ml MLI,"MF,FW",22,21.2,67,3.16,59,0,1,3,3,1,4,0.19,2,0,0,1,1,0
2020-2021,Bundesliga,RB Leipzig,Tyler Adams,us USA,"MF,DF",21,20.6,37,1.8,31,0,0,0,3,3,3,0.15,2,0,0,0,0,1
2020-2021,Bundesliga,RB Leipzig,Nordi Mukiele,fr FRA,DF,22,18.6,29,1.56,26,0,0,0,3,0,4,0.21,3,0,0,0,1,0
2020-2021,Bundesliga,RB Leipzig,Emil Forsberg,se SWE,"FW,MF",28,17.1,80,4.68,55,9,8,4,4,0,10,0.59,7,1,1,0,1,0
2020-2021,Bundesliga,RB Leipzig,Christopher Nkunku,fr FRA,"FW,MF",22,21,143,6.8,69,40,9,8,16,1,16,0.76,10,2,2,1,1,0
2020-2021,Bundesliga,RB Leipzig,Marcel Halstenberg,de GER,DF,28,18.3,56,3.05,48,4,2,2,0,0,3,0.16,3,0,0,0,0,0
2020-2021,Bundesliga,RB Leipzig,Lukas Klostermann,de GER,DF,24,16.1,24,1.49,21,0,0,0,2,1,1,0.06,1,0,0,0,0,0
2020-2021,Bundesliga,RB Leipzig,Yussuf Poulsen,dk DEN,FW,26,15,41,2.72,26,0,2,5,7,1,6,0.4,4,0,1,0,1,0
