Season,League,Team,Player,Nation,Pos,Age,90s,Passes_Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Completed,Offside_pass,Blocked
2019-2020',SerieA,Hellas Verona,Fabio Depaoli,it ITA,DF,24,7.8,283,217,64,1,2,2,32,63,0,174,2,13
2019-2020',SerieA,Sampdoria,Fabio Depaoli,it ITA,"MF,DF",24,1.2,36,33,3,0,0,1,3,3,0,22,0,3
2019-2020',Bundesliga,Arminia,Mike van der Hoorn,nl NED,DF,28,0.2,2,2,0,0,0,0,0,0,0,2,0,0
2019-2020',Ligue1,Clermont Foot,Arthur Desmas,fr FRA,GK,27,14.5,414,268,146,34,0,0,0,0,0,299,0,0
2019-2020',LaLiga,Barcelona,Sergiño Dest,us USA,"DF,FW",20,16.8,999,863,134,12,1,3,59,122,0,876,2,15
2019-2020',SerieA,Genoa,Mattia Destro,it ITA,FW,30,19.4,340,295,44,0,1,2,2,3,0,196,1,12
2019-2020',SerieA,Udinese,Gerard Deulofeu,es ESP,"FW,MF",27,29.1,1089,870,212,62,7,2,166,11,123,756,7,47
2019-2020',EPL,Leicester City,Kiernan Dewsbury-Hall,eng ENG,MF,22,23.4,1250,1193,51,12,5,8,86,10,26,950,6,31
2019-2020',SerieA,Venezia,Jacopo Dezi,it ITA,MF,29,0.2,26,23,2,0,0,1,3,0,2,22,1,0
2019-2020',SerieA,Hellas Verona,Samuel Di Carmine,it ITA,FW,32,0.4,5,4,1,0,0,0,0,0,0,5,0,0
2019-2020',SerieA,Empoli,Federico Di Francesco,it ITA,"FW,MF",27,15.2,386,366,15,2,3,5,38,1,8,249,5,12
2019-2020',SerieA,Napoli,Giovanni Di Lorenzo,it ITA,DF,27,31.9,2290,1949,338,54,3,20,49,283,1,2008,3,41
2019-2020',Ligue1,Paris S-G,Ángel Di María,ar ARG,FW,33,18.3,1182,1088,86,15,10,14,122,21,49,881,8,22
2019-2020',SerieA,Venezia,Francesco Di Mariano,it ITA,FW,25,0.7,14,14,0,0,0,0,1,0,0,11,0,0
2019-2020',SerieA,Salernitana,Francesco Di Tacchio,it ITA,MF,31,13.9,535,482,50,44,2,5,7,1,0,426,3,11
2019-2020',LaLiga,Villarreal,Boulaye Dia,sn SEN,FW,24,14.1,253,237,15,0,1,1,1,0,0,189,1,6
2019-2020',Bundesliga,Leverkusen,Moussa Diaby,fr FRA,"FW,MF",22,30.7,1015,966,42,4,12,7,82,24,14,738,7,32
2019-2020',Ligue1,Clermont Foot,Yadaly Diaby,gn GUI,"FW,MF",20,0.7,18,17,1,0,0,0,0,0,0,12,0,1
2019-2020',LaLiga,Valencia,Mouctar Diakhaby,gn GUI,DF,24,21.6,726,688,38,31,0,10,5,1,0,540,0,5
2019-2020',Ligue1,Reims,Ibrahim Diakité,gn GUI,MF,17,0,2,2,0,0,0,0,0,0,0,1,0,0
2019-2020',Ligue1,Paris S-G,Abdou Diallo,sn SEN,DF,25,9.7,704,635,68,16,0,1,18,52,0,623,1,10
2019-2020',Ligue1,Strasbourg,Habib Diallo,sn SEN,FW,26,17.1,360,346,13,1,3,2,9,2,0,249,1,15
2019-2020',EPL,Southampton,Ibrahima Diallo,fr FRA,MF,22,11.4,453,446,5,5,0,1,7,0,0,361,2,11
2019-2020',Ligue1,Strasbourg,Habib Diarra,sn SEN,MF,17,1.2,61,61,0,0,0,2,0,0,0,52,0,1
2019-2020',Ligue1,Lorient,Stéphane Diarra,fr FRA,"MF,FW",22,5.8,204,180,23,0,3,0,22,9,10,148,1,11
2019-2020',Comp,Squad,Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks
2019-2020',EPL,Manchester City,Rúben Dias,pt POR,DF,24,26.7,2287,2233,52,36,1,6,3,15,0,2133,2,8
2019-2020',Ligue1,Monaco,Krépin Diatta,sn SEN,"MF,DF",22,3.2,106,106,0,0,0,0,3,0,0,79,0,6
2019-2020',SerieA,Roma,Amadou Diawara,gn GUI,MF,24,1.9,71,68,3,2,0,0,0,1,0,56,0,1
2019-2020',SerieA,Milan,Brahim Díaz,ma MAR,MF,21,20.6,721,674,37,5,5,2,11,1,3,605,10,11
2019-2020',LaLiga,Sevilla,Javier Díaz,es ESP,GK,24,1,34,27,7,4,0,0,0,0,0,28,0,0
2019-2020',EPL,Liverpool,Luis Díaz,co COL,FW,24,10.6,455,453,2,0,0,2,14,2,0,392,0,11
2019-2020',LaLiga,Granada,Víctor Díaz,es ESP,DF,33,16.7,694,638,50,18,0,4,13,31,0,508,6,3
2019-2020',Bundesliga,Stuttgart,Daniel Didavi,de GER,"MF,FW",31,3.1,110,101,9,3,0,0,9,4,1,72,0,9
2019-2020',Ligue1,Marseille,Bamba Dieng,sn SEN,FW,21,10.8,193,184,9,0,3,1,3,1,0,144,0,8
2019-2020',EPL,Tottenham,Eric Dier,eng ENG,DF,27,34.1,2341,2270,62,52,5,14,1,6,0,2056,9,7
2019-2020',Ligue1,Saint-Étienne,Elhadji Dieye,sn SEN,"FW,MF",19,0.4,9,8,1,0,0,0,1,1,0,3,0,0
2019-2020',EPL,Aston Villa,Lucas Digne,fr FRA,DF,28,14.1,838,645,192,18,1,6,101,135,39,629,1,21
2019-2020',EPL,Everton,Lucas Digne,fr FRA,DF,28,13,702,539,161,19,0,1,71,121,21,497,2,22
2019-2020',SerieA,Bologna,Mitchell Dijks,nl NED,"DF,FW",28,7.7,338,263,75,1,0,0,28,74,0,247,0,15
2019-2020',Ligue1,Bordeaux,Javairô Dilrosun,nl NED,"MF,FW",23,19.2,602,533,66,22,2,3,69,6,37,445,3,14
2019-2020',Bundesliga,Hertha BSC,Javairô Dilrosun,nl NED,FW,23,1.5,33,33,0,0,0,1,1,0,0,26,0,2
2019-2020',SerieA,Inter,Federico Dimarco,it ITA,DF,23,15.9,1216,1027,187,36,0,14,151,60,74,1000,2,20
2019-2020',LaLiga,Espanyol,Landry Dimata,be BEL,"FW,MF",23,6,92,85,7,0,0,1,0,0,0,67,0,7
2019-2020',LaLiga,Rayo Vallecano,Stole Dimitrievski,mk MKD,GK,27,30.8,947,618,323,93,0,1,0,0,0,545,6,0
2019-2020',Ligue1,Paris S-G,Junior Dina Ebimbe,fr FRA,MF,20,3.5,215,214,1,1,0,1,2,0,0,192,0,4
2019-2020',Ligue1,Troyes,Tristan Dingomé,cm CMR,"MF,FW",30,12,552,500,45,14,4,3,43,4,25,413,7,7
2019-2020',Ligue1,Lyon,Sinaly Diomande,ci CIV,DF,20,6.4,477,471,6,5,1,6,0,1,0,436,0,0
2019-2020',EPL,West Ham,Issa Diop,fr FRA,DF,24,10.7,478,465,13,5,2,0,0,1,0,407,0,0
2019-2020',Ligue1,Monaco,Sofiane Diop,fr FRA,"MF,FW",21,21.6,977,871,101,30,8,19,95,15,56,708,5,23
2019-2020',Ligue1,Rennes,Andy Diouf,fr FRA,MF,18,0.2,10,9,1,1,0,0,0,0,0,7,0,0
2019-2020',Comp,Squad,Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks
2019-2020',Ligue1,Saint-Étienne,Assane Dioussé,sn SEN,MF,23,0.3,35,33,2,2,0,0,1,0,0,33,0,0
2019-2020',Ligue1,Monaco,Axel Disasi,fr FRA,DF,23,30.2,1773,1733,35,32,2,13,1,3,0,1542,5,11
2019-2020',SerieA,Fiorentina,Filippo Distefano,it ITA,FW,17,0,1,1,0,0,0,0,0,0,0,1,0,0
2019-2020',LaLiga,Celta Vigo,Matías Dituro,ar ARG,GK,34,38,1465,1061,398,115,0,4,0,0,0,926,6,3
2019-2020',Ligue1,Lille,Tiago Djaló,pt POR,DF,21,25.9,1519,1344,174,23,2,6,11,151,0,1312,1,24
2019-2020',LaLiga,Getafe,Djené,tg TOG,DF,29,34.6,1348,1309,38,33,1,6,22,5,0,1031,1,26
2019-2020',EPL,Southampton,Moussa Djenepo,ml MLI,MF,23,5.1,147,145,2,1,1,0,6,1,0,109,0,6
2019-2020',SerieA,Torino,Koffi Djidji,ci CIV,DF,28,19.3,836,783,51,36,0,4,17,15,0,690,2,6
2019-2020',Ligue1,Strasbourg,Alexander Djiku,gh GHA,DF,26,29.9,1650,1562,81,56,1,36,15,5,0,1357,7,9
2019-2020',Ligue1,Saint-Étienne,Bryan Djile Nokoué,cm CMR,"DF,MF",19,0.6,29,20,9,1,0,0,1,8,0,21,0,0
2019-2020',SerieA,Atalanta,Berat Djimsiti,al ALB,DF,28,25.1,1435,1348,84,40,0,14,11,44,0,1192,3,16
2019-2020',Ligue1,Clermont Foot,Ouparine Djoco,gw GNB,GK,23,23.5,738,513,225,71,0,1,0,0,0,498,0,0
2019-2020',LaLiga,Real Sociedad,Naïs Djouahra,fr FRA,"FW,MF",21,2.4,95,92,3,0,0,0,15,1,2,63,0,3
2019-2020',LaLiga,Sevilla,Marko Dmitrović,rs SRB,GK,29,6,224,181,43,10,0,0,0,0,0,186,0,0
2019-2020',EPL,Everton,Lewis Dobbin,eng ENG,"FW,MF",18,0.4,8,7,1,0,0,0,0,0,0,5,0,0
2019-2020',EPL,Tottenham,Matt Doherty,ie IRL,DF,29,9.7,533,469,63,3,4,5,20,60,0,437,1,8
2019-2020',Ligue1,Rennes,Jeremy Doku,be BEL,"FW,MF",19,5.2,156,156,0,0,1,0,13,0,0,115,0,2
2019-2020',Ligue1,Nice,Kasper Dolberg,dk DEN,FW,23,16.6,243,236,7,0,1,1,5,0,0,172,0,5
2019-2020',LaLiga,Valencia,Jaume Doménech,es ESP,GK,30,3.8,107,61,46,14,0,0,0,0,0,65,0,0
2019-2020',Ligue1,Troyes,Brandon Domingues,fr FRA,"MF,FW",21,2.6,87,82,5,2,0,0,11,2,1,59,0,4
2019-2020',LaLiga,Celta Vigo,Carlos Dominguez,es ESP,DF,20,3.8,167,162,4,3,1,3,0,1,0,131,1,1
2019-2020',LaLiga,Valencia,Mario Dominguez,es ESP,FW,17,0.3,3,3,0,0,0,0,0,0,0,2,0,0
2019-2020',SerieA,Bologna,Nicolás Domínguez,ar ARG,MF,23,22.4,1203,1134,66,45,7,12,14,3,0,994,3,19
2019-2020',LaLiga,Elche,John Donald,es ESP,DF,20,2,89,83,4,1,1,0,0,3,0,76,2,0
2019-2020',Bundesliga,Hertha BSC,Lee Dongjun,kr KOR,"MF,FW",24,1.3,17,17,0,0,0,0,2,0,0,12,0,1
2019-2020',Comp,Squad,Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks
2019-2020',Ligue1,Reims,Anastasios Donis,gr GRE,"FW,MF",24,4.1,93,90,2,0,0,2,24,2,0,51,1,3
2019-2020',Ligue1,Paris S-G,Gianluigi Donnarumma,it ITA,GK,22,17,469,359,110,15,0,1,0,0,0,424,0,1
2019-2020',Bundesliga,Augsburg,Niklas Dorsch,de GER,MF,23,25.8,1097,1008,85,64,2,34,20,2,17,905,4,15
2019-2020',Ligue1,Clermont Foot,Jodel Dossou,bj BEN,FW,29,22.3,576,561,12,2,0,0,60,9,1,401,3,39
2019-2020',Ligue1,Nantes,Lohann Doucet,fr FRA,"MF,DF",18,0.1,10,10,0,0,0,0,0,0,0,7,0,0
2019-2020',EPL,Everton,Abdoulaye Doucouré,ml MLI,MF,28,28.2,1097,1078,17,11,3,3,11,1,0,864,2,32
2019-2020',Ligue1,Lens,Cheick Doucouré,ml MLI,MF,21,32.7,1904,1877,22,22,16,12,6,0,0,1656,5,24
2019-2020',Ligue1,Reims,Fodé Doucouré,ml MLI,"DF,FW",20,1.7,79,65,14,0,0,0,4,14,0,55,0,3
2019-2020',Ligue1,Strasbourg,Ismaël Doukouré,fr FRA,DF,18,0.2,3,3,0,0,0,0,0,0,0,1,0,0
2019-2020',Ligue1,Reims,Kamory Doumbia,ml MLI,"MF,FW",18,3.9,166,154,11,5,0,4,9,0,6,131,1,4
2019-2020',Ligue1,Reims,Moussa Doumbia,ml MLI,FW,26,1,35,32,3,1,0,0,2,0,1,28,0,1
2019-2020',Ligue1,Angers,Souleyman Doumbia,ci CIV,"DF,FW",24,24.7,1083,894,185,5,0,2,69,180,0,886,4,26
2019-2020',EPL,Norwich City,Kieran Dowell,eng ENG,"FW,MF",23,10.1,334,304,28,11,3,5,38,1,16,223,2,12
2019-2020',SerieA,Fiorentina,Bartłomiej Drągowski,pl POL,GK,23,6.2,345,294,49,10,0,1,0,0,0,276,2,0
2019-2020',SerieA,Sampdoria,Radu Drăgușin,ro ROU,DF,19,6.9,261,212,48,10,1,2,4,38,0,178,1,2
2019-2020',SerieA,Salernitana,Radu Drăgușin,ro ROU,DF,19,5.4,163,145,18,14,0,1,0,4,0,131,0,2
2019-2020',EPL,Leeds United,Cody Drameh,eng ENG,"DF,MF",19,1.4,82,55,27,2,0,0,2,25,0,62,0,5
2019-2020',Ligue1,Paris S-G,Julian Draxler,de GER,"FW,MF",27,6.1,306,298,5,1,1,5,5,1,3,275,3,3
2019-2020',Ligue1,Lorient,Matthieu Dreyer,fr FRA,GK,32,16,416,238,177,44,0,1,0,0,0,267,1,0
2019-2020',LaLiga,Granada,Domingos Duarte,pt POR,DF,26,18.7,738,702,33,30,0,7,1,3,0,567,3,7
2019-2020',LaLiga,Levante,Óscar Duarte,cr CRC,DF,32,19.7,970,918,47,43,0,4,0,0,0,807,5,4
2019-2020',LaLiga,Alavés,Rubén Duarte,es ESP,DF,25,29.1,1352,1003,338,25,1,8,119,299,13,897,11,32
2019-2020',Ligue1,Lyon,Leo Dubois,fr FRA,DF,26,19.4,1366,1168,195,22,2,7,76,168,5,1125,3,11
2019-2020',EPL,Newcastle Utd,Martin Dúbravka,sk SVK,GK,32,26,846,501,340,104,0,1,0,0,0,534,5,0
2019-2020',Bundesliga,Köln,Ondrej Duda,sk SVK,"MF,FW",26,17.9,678,617,53,11,2,10,27,6,18,491,8,14
2019-2020',Comp,Squad,Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks
2019-2020',Bundesliga,Greuther Fürth,Jeremy Dudziak,tn TUN,"MF,FW",25,12.6,341,291,47,13,5,0,34,1,17,222,3,13
2019-2020',EPL,Brighton,Shane Duffy,ie IRL,DF,29,16,1039,1018,20,12,0,10,1,8,0,906,1,3
2019-2020',LaLiga,Osasuna,Unai Dufur,es ESP,DF,22,1,49,49,0,0,0,0,0,0,0,35,0,0
2019-2020',SerieA,Inter,Denzel Dumfries,nl NED,DF,25,22.5,860,712,143,2,0,2,36,141,0,630,5,30
2019-2020',EPL,Newcastle Utd,Paul Dummett,wls WAL,DF,29,2.2,73,55,18,0,0,0,3,18,0,51,0,1
2019-2020',SerieA,Fiorentina,Alfred Duncan,gh GHA,MF,28,21.5,947,918,23,11,4,20,44,9,3,740,6,26
2019-2020',EPL,Brighton,Lewis Dunk,eng ENG,DF,29,28.6,1958,1885,69,62,0,16,3,6,0,1726,4,4
2019-2020',Bundesliga,Eint Frankfurt,Erik Durm,de GER,DF,29,5.3,278,211,66,2,0,1,14,64,0,183,1,10
2019-2020',LaLiga,Getafe,Hugo Duro,es ESP,"DF,MF",21,0.1,5,5,0,0,0,0,0,0,0,2,0,0
2019-2020',LaLiga,Valencia,Hugo Duro,es ESP,"FW,MF",21,20.4,391,367,21,1,0,0,12,3,0,271,3,12
2019-2020',Ligue1,Brest,Jean-Kevin Duverne,ht HAI,DF,24,33.4,1782,1472,307,28,0,13,74,279,0,1326,3,26
2019-2020',SerieA,Juventus,Paulo Dybala,ar ARG,"FW,MF",27,22.9,1137,1010,120,29,9,25,66,10,40,912,7,27
2019-2020',SerieA,Inter,Edin Džeko,ba BIH,FW,35,27.4,804,774,29,1,2,11,35,2,0,568,1,28
2019-2020',Ligue1,Angers,Enzo Ebosse,cm CMR,DF,22,21,1086,1017,68,30,1,5,16,38,0,911,1,13
2019-2020',SerieA,Venezia,Tyronne Ebuehi,ng NGA,DF,25,12.6,506,407,99,5,0,0,28,94,0,392,0,20
2019-2020',EPL,Manchester City,Ederson,br BRA,GK,27,37,1128,951,175,36,1,2,0,1,0,1016,2,2
2019-2020',SerieA,Salernitana,Éderson,br BRA,MF,22,12.7,370,366,3,3,1,9,5,0,0,297,1,13
2019-2020',EPL,Crystal Palace,Odsonne Édouard,fr FRA,FW,23,17.4,429,406,19,0,0,0,7,3,0,309,4,13
2019-2020',EPL,Manchester City,CJ Egan-Riley,eng ENG,DF,18,0,1,1,0,0,0,0,0,0,0,1,0,0
2019-2020',Bundesliga,Freiburg,Maximilian Eggestein,de GER,MF,24,24.4,942,918,19,13,4,6,11,4,2,690,5,27
2019-2020',Bundesliga,Stuttgart,Lilian Egloff,de GER,"MF,DF",18,0.3,9,9,0,0,0,0,0,0,0,6,0,0
2019-2020',Bundesliga,Köln,Kingsley Ehizibue,nl NED,DF,26,7.6,364,287,76,4,0,1,17,72,0,248,1,12
2019-2020',Bundesliga,Hertha BSC,Julian Eitschberger,de GER,DF,17,0.5,32,29,3,1,0,0,0,2,0,20,0,0
2019-2020',SerieA,Sampdoria,Albin Ekdal,se SWE,MF,32,18.2,747,692,53,51,2,4,2,2,0,589,2,14
2019-2020',Ligue1,Reims,Hugo Ekitike,fr FRA,FW,19,14.1,393,367,25,1,1,2,4,0,0,277,1,13
2019-2020',Comp,Squad,Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks
2019-2020',Bundesliga,Hertha BSC,Jurgen Ekkelenkamp,nl NED,"MF,FW",21,8,241,230,9,1,1,3,3,5,2,165,2,15
2019-2020',SerieA,Genoa,Caleb Ekuban,gh GHA,"FW,MF",27,19.1,431,413,18,1,2,2,13,2,0,297,0,17
2019-2020',EPL,Manchester Utd,Anthony Elanga,se SWE,FW,19,13.5,450,434,14,0,2,1,21,14,0,340,2,16
2019-2020',Ligue1,Bordeaux,Alberth Elis,hn HON,"FW,MF",25,15.7,309,292,17,0,0,0,28,5,0,185,0,17
2019-2020',EPL,Liverpool,Harvey Elliott,eng ENG,MF,18,3.8,256,246,8,0,1,1,10,3,2,209,2,8
2019-2020',SerieA,Napoli,Elif Elmas,mk MKD,"FW,MF",21,18,817,784,28,5,3,2,10,7,9,705,5,17
2019-2020',EPL,Arsenal,Mohamed Elneny,eg EGY,MF,29,9,565,549,16,14,1,0,0,0,0,528,0,6
2019-2020',LaLiga,Real Sociedad,Aritz Elustondo,es ESP,DF,27,23.4,1184,1107,76,34,1,8,5,42,0,989,1,9
2019-2020',Bundesliga,Gladbach,Nico Elvedi,ch SUI,DF,24,27,1754,1666,87,76,0,4,0,5,0,1615,1,11
2019-2020',EPL,Southampton,Mohamed Elyounoussi,no NOR,"MF,FW",26,22.7,638,629,6,1,5,1,29,2,1,432,3,24
2019-2020',LaLiga,Espanyol,Adri Embarba,es ESP,"FW,MF",29,22.1,782,621,154,38,0,6,192,7,109,474,7,20
2019-2020',Bundesliga,Gladbach,Breel Embolo,ch SUI,FW,24,24.1,541,502,36,1,10,2,2,1,0,398,3,18
2019-2020',EPL,Tottenham,Emerson,br BRA,"DF,MF",22,25.4,1450,1194,254,16,1,2,74,238,0,1170,2,47
2019-2020',LaLiga,Barcelona,Emerson,br BRA,DF,22,1,68,54,14,0,0,0,2,14,0,57,0,3
2019-2020',Ligue1,Nantes,Renaud Emond,be BEL,"FW,MF",29,2.1,32,32,0,0,0,0,0,0,0,20,0,0
2019-2020',LaLiga,Sevilla,Youssef En-Nesyri,ma MAR,FW,24,14.2,191,172,16,0,1,2,5,1,0,122,3,4
2019-2020',Bundesliga,Union Berlin,Keita Endo,jp JPN,MF,23,0.6,27,27,0,0,0,0,3,0,0,16,0,2
2019-2020',Bundesliga,Stuttgart,Wataru Endo,jp JPN,MF,28,32.2,1579,1548,22,17,8,8,7,5,0,1264,9,35
2019-2020',EPL,Brentford,Christian Eriksen,dk DEN,MF,29,10.4,639,524,111,43,4,8,86,5,54,478,4,7
2019-2020',SerieA,Spezia,Martin Erlic,hr CRO,DF,23,28.6,1101,1036,60,56,2,12,2,1,0,882,5,8
2019-2020',SerieA,Lazio,Gonzalo Escalante,ar ARG,MF,28,0.1,5,4,1,1,0,0,0,0,0,4,0,0
2019-2020',LaLiga,Alavés,Gonzalo Escalante,ar ARG,MF,28,14.4,399,395,3,0,0,3,3,0,0,265,1,10
2019-2020',LaLiga,Granada,Aarón Escandell,es ESP,GK,25,3.2,128,73,55,18,0,1,0,0,0,72,0,0
2019-2020',LaLiga,Granada,Sergio Escudero,es ESP,"DF,MF",31,15.9,732,562,167,24,0,7,30,138,5,521,3,10
2019-2020',LaLiga,Cádiz,Alfonso Espino,uy URU,DF,29,37,1757,1369,376,53,5,24,150,321,2,1092,12,63
2019-2020',Comp,Squad,Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks
2019-2020',Bundesliga,Bochum,Michael Esser,de GER,GK,33,3,135,101,33,3,0,0,0,0,0,81,1,0
2019-2020',LaLiga,Barcelona,Estanis,es ESP,FW,17,0.1,1,1,0,0,0,0,0,0,0,0,0,0
2019-2020',Ligue1,Montpellier,Maxime Estève,fr FRA,DF,19,20.6,814,788,26,13,0,4,0,4,0,688,0,8
2019-2020',LaLiga,Villarreal,Pervis Estupiñán,ec ECU,DF,23,17.5,1061,885,174,12,0,4,73,161,1,820,2,32
2019-2020',EPL,Watford,Oghenekaro Etebo,ng NGA,MF,25,4.5,168,156,11,11,0,2,2,0,0,151,1,1
2019-2020',EPL,Leicester City,Jonny Evans,nir NIR,DF,33,15,1020,974,44,36,1,1,3,8,0,846,2,3
2019-2020',EPL,Crystal Palace,Eberechi Eze,eng ENG,"MF,FW",23,6.7,304,268,33,12,1,3,27,1,16,234,3,7
2019-2020',LaLiga,Barcelona,Abdessamad Ezzalzouli,ma MAR,FW,19,6.4,186,182,4,0,0,1,15,3,1,132,0,8
2019-2020',EPL,West Ham,Łukasz Fabiański,pl POL,GK,36,37,1013,665,348,71,0,1,0,0,0,666,0,1
2019-2020',EPL,Liverpool,Fabinho,br BRA,MF,27,25.7,1550,1525,23,23,5,4,6,0,0,1350,2,17
2019-2020',Ligue1,Nantes,Fábio,br BRA,DF,31,18.5,853,649,199,17,1,4,35,182,0,618,5,14
2019-2020',Ligue1,Monaco,Cesc Fàbregas,es ESP,MF,34,0.4,54,45,8,5,0,0,5,1,2,42,1,1
2019-2020',Ligue1,Reims,Wout Faes,be BEL,DF,23,37,1472,1414,52,47,1,9,3,0,0,1254,6,15
2019-2020',Bundesliga,Stuttgart,Wahid Faghir,dk DEN,FW,18,1.4,32,31,1,1,0,0,0,0,0,21,0,1
2019-2020',Ligue1,Lyon,Romain Faivre,fr FRA,"FW,MF",23,9.9,597,525,68,22,2,4,61,4,37,492,4,8
2019-2020',Ligue1,Brest,Romain Faivre,fr FRA,MF,23,19.9,862,725,132,29,2,7,115,7,65,656,5,18
2019-2020',LaLiga,Rayo Vallecano,Radamel Falcao,co COL,FW,35,9.3,173,158,13,0,0,1,4,0,0,132,2,5
2019-2020',SerieA,Bologna,Diego Falcinelli,it ITA,FW,30,0.7,22,21,1,1,0,0,0,0,0,13,0,1
2019-2020',SerieA,Sampdoria,Wladimiro Falcone,it ITA,GK,26,9.5,359,261,97,23,0,0,0,0,0,260,1,0
2019-2020',LaLiga,Cádiz,Fali,es ESP,"DF,MF",27,20,690,652,36,21,3,5,11,13,0,520,2,2
2019-2020',SerieA,Cagliari,Paolo Faragò,it ITA,MF,28,0.2,8,8,0,0,0,0,0,0,0,6,0,0
2019-2020',LaLiga,Levante,Omar Faraj,ps PLE,FW,19,0,2,2,0,0,0,0,0,0,0,0,0,0
2019-2020',SerieA,Hellas Verona,Davide Faraoni,it ITA,DF,29,28.6,1359,1058,289,13,3,16,82,276,0,923,12,33
2019-2020',SerieA,Genoa,Mohamed Fares,dz ALG,"DF,FW",25,6.5,257,204,48,4,1,2,24,44,0,177,5,8
2019-2020',SerieA,Cagliari,Diego Farias,br BRA,"MF,FW",31,0.7,35,34,1,0,0,1,2,1,0,29,0,1
2019-2020',Comp,Squad,Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks
2019-2020',Ligue1,Lens,Wuilker Faríñez,ve VEN,GK,23,12.3,304,207,96,14,0,2,0,0,0,236,1,0
2019-2020',Bundesliga,Stuttgart,Ömer Faruk Beyaz,tr TUR,"DF,MF",17,0.8,36,36,0,0,0,0,2,0,0,27,0,1
2019-2020',Ligue1,Angers,Noah Fatar,fr FRA,"DF,MF",19,0.1,8,3,5,0,0,0,0,5,0,5,0,0
2019-2020',LaLiga,Barcelona,Ansu Fati,es ESP,FW,18,3.7,160,148,10,2,1,1,3,1,4,133,2,7
2019-2020',Ligue1,Brest,Julien Faussurier,fr FRA,"MF,DF",34,5.4,275,222,51,5,0,5,38,42,4,197,2,8
2019-2020',SerieA,Genoa,Andrea Favilli,it ITA,FW,24,0.4,6,4,2,0,0,0,0,0,0,5,0,1
2019-2020',SerieA,Salernitana,Federico Fazio,ar ARG,DF,34,15.9,634,581,51,34,1,4,6,17,0,512,2,6
2019-2020',LaLiga,Mallorca,Aleix Febas,es ESP,MF,25,1.3,53,53,0,0,1,1,0,0,0,46,0,2
2019-2020',Bundesliga,Greuther Fürth,Adrian Fein,de GER,MF,22,0.4,9,8,1,0,0,0,0,1,0,6,0,0
2019-2020',LaLiga,Betis,Nabil Fekir,fr FRA,MF,28,31,1507,1279,220,72,9,7,173,8,133,1207,8,31
2019-2020',LaLiga,Atlético Madrid,Felipe,br BRA,DF,32,16.7,780,745,29,26,0,4,0,3,0,632,6,10
2019-2020',SerieA,Lazio,Luiz Felipe,it ITA,DF,24,27.7,1825,1757,65,51,1,11,2,11,0,1668,3,10
2019-2020',LaLiga,Atlético Madrid,João Félix,pt POR,"FW,MF",21,14,451,414,32,8,10,11,18,8,2,325,5,12
2019-2020',Bundesliga,Augsburg,Ohis Felix Uduokhai,de GER,DF,23,8.7,420,394,25,13,0,4,4,12,0,324,1,6
2019-2020',EPL,Watford,Kiko Femenía,es ESP,DF,30,23.8,1228,917,308,29,0,1,106,242,37,867,3,23
2019-2020',EPL,Brighton,Evan Ferguson,ie IRL,MF,16,0.3,6,6,0,0,0,0,1,0,0,5,0,0
2019-2020',EPL,Crystal Palace,Nathan Ferguson,eng ENG,DF,20,0.1,5,3,2,0,0,0,0,2,0,3,0,0
2019-2020',EPL,Manchester Utd,Bruno Fernandes,pt POR,MF,26,34.6,2093,1891,180,39,22,29,148,22,68,1549,22,50
2019-2020',Bundesliga,Arminia,Edimilson Fernandes,ch SUI,"MF,FW",25,3.1,128,120,8,2,0,1,14,3,3,95,0,4
2019-2020',LaLiga,Levante,Aitor Fernández,es ESP,GK,30,13,381,260,118,26,0,0,0,0,0,267,3,0
2019-2020',LaLiga,Cádiz,Álex Fernández,es ESP,MF,28,22.8,1042,948,90,40,2,24,69,5,36,807,4,14
2019-2020',EPL,Brentford,Álvaro Fernández,es ESP,GK,23,12,517,396,120,37,0,0,0,0,0,336,1,0
2019-2020',EPL,Newcastle Utd,Federico Fernández,ar ARG,DF,32,5.8,211,202,8,6,1,1,1,2,0,182,1,2
2019-2020',EPL,Manchester City,Fernandinho,br BRA,"MF,DF",36,10.7,842,833,8,7,6,2,2,1,0,746,1,7
2019-2020',LaLiga,Sevilla,Fernando,br BRA,"MF,DF",34,20.6,1253,1213,37,32,2,16,1,5,0,1115,3,8
2019-2020',Comp,Squad,Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks
