Season,League,Team,Player,Nation,Pos,Age,90s,Passes_Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Completed,Offside_pass,Blocked
2020-2021',Bundesliga,Köln,Jorge Meré,es ESP,DF,24,5.4,305,293,11,9,0,3,1,0,0,255,1,1
2020-2021',SerieA,Napoli,Alex Meret,it ITA,GK,24,6.9,197,149,47,11,0,0,0,0,0,176,1,1
2020-2021',LaLiga,Espanyol,Fran Mérida,es ESP,MF,31,3,177,162,14,9,2,3,8,0,4,119,1,2
2020-2021',LaLiga,Real Sociedad,Mikel Merino,es ESP,MF,25,32.1,1768,1724,30,27,13,13,23,3,0,1351,14,35
2020-2021',Ligue1,Nantes,Quentin Merlin,fr FRA,"DF,MF",19,21.4,1358,1072,281,30,1,8,137,205,46,1027,5,28
2020-2021',LaLiga,Rayo Vallecano,Martín Merquelanz,es ESP,"FW,MF",26,1.9,69,60,9,4,0,1,12,0,5,48,0,5
2020-2021',SerieA,Hellas Verona,Yıldırım Mert Çetin,tr TUR,MF,24,0.5,33,22,11,0,0,0,1,11,0,23,0,2
2020-2021',SerieA,Napoli,Dries Mertens,be BEL,"FW,MF",34,15.4,548,523,21,0,6,9,22,2,12,400,4,14
2020-2021',EPL,Leeds United,Illan Meslier,fr FRA,GK,21,37.6,1392,1023,366,78,0,3,0,0,0,1037,3,2
2020-2021',Ligue1,Paris S-G,Lionel Messi,ar ARG,"FW,MF",34,23.9,1657,1566,72,24,28,19,32,3,34,1400,19,31
2020-2021',SerieA,Milan,Junior Messias,br BRA,"FW,MF",30,15.9,544,507,35,7,1,4,52,9,19,364,2,14
2020-2021',Bundesliga,Dortmund,Thomas Meunier,be BEL,DF,29,15.6,1155,1005,143,8,2,6,45,135,0,897,7,24
2020-2021',Comp,Squad,Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks
2020-2021',Ligue1,Bordeaux,Mexer,mz MOZ,DF,32,13.6,692,661,29,24,1,12,6,5,0,579,2,7
2020-2021',Bundesliga,Greuther Fürth,Marco Meyerhöfer,de GER,DF,25,25.3,1200,898,297,18,0,0,43,279,0,878,5,41
2020-2021',LaLiga,Alavés,Matt Miazga,us USA,DF,26,9.3,321,303,18,16,0,5,0,2,0,244,0,1
2020-2021',SerieA,Bologna,Kingsley Michael,ng NGA,MF,21,0.8,26,25,1,1,0,0,0,0,0,23,0,0
2020-2021',Bundesliga,Union Berlin,Sven Michel,de GER,FW,31,3.8,115,109,6,1,1,0,8,2,0,66,0,8
2020-2021',Ligue1,Paris S-G,Edouard Michut,fr FRA,MF,18,0.8,54,54,0,0,0,0,0,0,0,51,0,3
2020-2021',LaLiga,Alavés,Miguel,es ESP,"FW,MF",21,9.2,161,149,10,0,0,0,6,1,0,103,2,10
2020-2021',SerieA,Atalanta,Valentin Mihaila,ro ROU,"MF,FW",21,0.8,33,33,0,0,0,0,3,0,0,17,0,2
2020-2021',SerieA,Salernitana,Mikael,br BRA,"FW,MF",22,1,18,18,0,0,0,0,0,0,0,10,0,0
2020-2021',SerieA,Venezia,Hilmir Mikaelsson,is ISL,FW,17,0.2,3,3,0,0,0,0,0,0,0,2,0,1
2020-2021',Ligue1,Metz,Georges Mikautadze,ge GEO,FW,20,0,2,2,0,0,0,0,0,0,0,0,0,0
2020-2021',Ligue1,Metz,William Mikelbrencis,fr FRA,DF,17,6.8,311,244,66,3,1,2,23,63,0,224,1,11
2020-2021',SerieA,Fiorentina,Nikola Milenković,rs SRB,DF,23,32.5,2098,2019,78,73,0,38,2,5,0,1877,1,12
2020-2021',Ligue1,Marseille,Arkadiusz Milik,pl POL,FW,27,15.7,377,343,33,0,2,2,5,5,0,299,1,12
2020-2021',SerieA,Lazio,Sergej Milinković-Savić,rs SRB,MF,26,34.4,2367,2318,40,28,12,15,45,12,0,1893,9,45
2020-2021',SerieA,Torino,Vanja Milinković-Savić,rs SRB,GK,24,27,1026,747,271,102,0,8,0,0,0,528,8,1
2020-2021',LaLiga,Real Madrid,Éder Militão,br BRA,DF,23,33.7,2037,1905,120,57,5,28,11,21,0,1801,12,18
2020-2021',EPL,Crystal Palace,Luka Milivojević,rs SRB,MF,30,8.6,493,444,49,20,1,5,43,0,29,400,0,4
2020-2021',LaLiga,Granada,Luis Milla,es ESP,MF,26,30.8,1464,1251,206,106,5,30,132,2,70,1150,7,16
2020-2021',LaLiga,Elche,Pere Milla,es ESP,"MF,FW",28,18.3,515,493,18,0,3,3,13,9,1,367,4,11
2020-2021',Bundesliga,Stuttgart,Enzo Millot,fr FRA,MF,19,0.6,31,31,0,0,0,0,3,0,0,24,0,3
2020-2021',EPL,Liverpool,James Milner,eng ENG,"MF,DF",35,9.5,777,715,60,16,2,4,43,30,14,646,2,16
2020-2021',LaLiga,Celta Vigo,Santi Mina,es ESP,FW,25,26.3,662,639,17,1,2,8,12,11,0,432,6,12
2020-2021',EPL,Everton,Yerry Mina,co COL,DF,26,9.4,362,349,12,10,0,0,3,2,0,288,1,4
2020-2021',EPL,Liverpool,Takumi Minamino,jp JPN,"FW,MF",26,2.1,69,68,0,0,1,0,0,0,0,58,1,2
2020-2021',Comp,Squad,Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks
2020-2021',EPL,Aston Villa,Tyrone Mings,eng ENG,DF,28,35.4,1684,1615,66,47,3,8,4,18,0,1336,3,12
2020-2021',LaLiga,Barcelona,Óscar Mingueza,es ESP,DF,22,9.9,754,678,76,7,2,1,32,68,0,652,0,6
2020-2021',LaLiga,Sevilla,Rafa Mir,es ESP,FW,24,20.1,353,313,39,1,1,1,9,0,0,234,1,17
2020-2021',LaLiga,Levante,Jorge Miramón,es ESP,DF,32,22,1046,826,216,7,2,6,49,209,0,793,4,24
2020-2021',SerieA,Atalanta,Aleksei Miranchuk,ru RUS,"MF,FW",25,8.6,384,364,18,4,3,2,17,3,9,310,2,8
2020-2021',LaLiga,Betis,Juan Miranda,es ESP,DF,21,8.7,514,405,106,11,0,0,28,95,0,385,3,6
2020-2021',SerieA,Juventus,Fabio Miretti,it ITA,MF,17,3.6,145,132,12,5,0,1,6,1,6,117,1,1
2020-2021',EPL,Crystal Palace,Tyrick Mitchell,eng ENG,DF,21,34.5,1930,1522,400,29,1,0,62,367,4,1393,8,54
2020-2021',LaLiga,Getafe,Stefan Mitrović,rs SRB,DF,31,29.6,905,844,59,59,0,5,0,0,0,710,2,2
2020-2021',Bundesliga,Hertha BSC,Maximilian Mittelstädt,de GER,"DF,FW",24,16.6,780,623,152,23,0,5,85,109,20,526,5,26
2020-2021',SerieA,Roma,Henrikh Mkhitaryan,am ARM,"MF,FW",32,27.7,1168,1128,35,15,8,9,46,12,7,959,5,28
2020-2021',EPL,Brighton,Jakub Moder,pl POL,MF,22,18.9,814,786,26,10,6,1,45,7,7,581,2,35
2020-2021',Bundesliga,Köln,Anthony Modeste,fr FRA,FW,33,29,450,412,38,0,0,5,12,1,0,289,0,14
2020-2021',SerieA,Venezia,Marco Modolo,it ITA,DF,32,4.4,161,155,5,5,0,0,0,0,0,130,1,1
2020-2021',LaLiga,Real Madrid,Luka Modrić,hr CRO,MF,35,22.6,1706,1587,112,64,11,35,48,12,30,1500,7,28
2020-2021',Ligue1,Lorient,Terem Moffi,ng NGA,FW,22,30.1,567,527,39,0,6,3,7,2,0,413,1,16
2020-2021',Bundesliga,Union Berlin,Kevin Möhwald,de GER,MF,28,3.9,187,183,4,0,1,0,7,1,0,145,0,5
2020-2021',Ligue1,Strasbourg,Dion Moise Sahi,ci CIV,"FW,MF",19,1.4,42,42,0,0,0,0,1,0,0,36,0,0
2020-2021',LaLiga,Elche,Johan Mojica,co COL,DF,28,31.7,1863,1509,348,30,0,20,158,316,2,1400,6,59
2020-2021',Bundesliga,Stuttgart,Clinton Mola,eng ENG,DF,20,1.3,124,119,5,0,0,1,1,5,0,110,0,0
2020-2021',LaLiga,Granada,Jorge Molina,es ESP,FW,39,21.8,522,505,13,0,6,0,9,2,1,331,4,16
2020-2021',SerieA,Udinese,Nahuel Molina,ar ARG,DF,23,29.3,1228,1089,133,12,3,5,117,104,17,860,6,33
2020-2021',SerieA,Venezia,Cristian Molinaro,it ITA,DF,38,6.1,325,263,62,6,0,2,16,56,0,243,0,4
2020-2021',Ligue1,Montpellier,Florent Mollet,fr FRA,"FW,MF",29,29.2,1179,1063,107,32,2,9,105,14,59,951,9,23
2020-2021',LaLiga,Osasuna,Jon Moncayola,es ESP,MF,23,32.4,1411,1301,101,57,1,25,98,15,28,1104,9,22
2020-2021',Comp,Squad,Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks
2020-2021',LaLiga,Granada,Monchu,es ESP,MF,21,7.4,340,327,13,8,0,3,6,2,3,271,0,1
2020-2021',Ligue1,Lorient,Thomas Monconduit,fr FRA,MF,30,25,1280,1184,93,53,4,37,43,7,23,997,3,23
2020-2021',LaLiga,Sevilla,Gonzalo Montiel,ar ARG,DF,24,11.8,684,584,96,5,0,2,33,91,0,524,4,21
2020-2021',SerieA,Hellas Verona,Lorenzo Montipò,it ITA,GK,25,34,973,648,316,85,0,3,0,0,0,539,9,0
2020-2021',LaLiga,Granada,Ángel Montoro,es ESP,MF,33,14.8,664,574,89,51,1,11,45,1,27,493,1,10
2020-2021',LaLiga,Betis,Martín Montoya,es ESP,DF,30,5.8,317,274,43,5,0,5,13,38,0,251,0,4
2020-2021',EPL,Aston Villa,Wesley Moraes,br BRA,FW,24,0,2,2,0,0,0,0,0,0,0,2,0,0
2020-2021',SerieA,Juventus,Álvaro Morata,es ESP,FW,28,25.6,659,641,17,3,6,8,20,3,0,489,1,20
2020-2021',Bundesliga,Augsburg,Jan Morávek,cz CZE,MF,31,5.2,190,186,3,2,1,2,2,1,0,132,1,4
2020-2021',LaLiga,Athletic Club,Jon Morcillo,es ESP,"MF,FW",22,0.6,33,32,1,0,0,0,7,0,1,20,0,2
2020-2021',Ligue1,Lorient,Jérémy Morel,mg MAD,DF,37,6.7,296,288,8,5,0,3,1,3,0,248,0,4
2020-2021',LaLiga,Villarreal,Alberto Moreno,es ESP,"MF,DF",29,13.6,617,550,58,17,3,2,47,28,13,493,9,16
2020-2021',LaLiga,Betis,Álex Moreno,es ESP,DF,28,26.7,1389,1113,271,17,0,5,84,253,1,1016,5,35
2020-2021',LaLiga,Villarreal,Gerard Moreno,es ESP,FW,29,13.2,453,437,12,1,10,7,12,5,0,309,4,26
2020-2021',LaLiga,Elche,Tete Morente,es ESP,MF,24,18.1,579,553,26,6,2,5,74,9,8,393,0,21
2020-2021',LaLiga,Valencia,Ilaix Moriba,gn GUI,MF,18,9.1,285,276,6,5,2,5,3,1,0,216,3,5
2020-2021',Bundesliga,RB Leipzig,Ilaix Moriba,gn GUI,MF,18,0.4,21,20,1,1,0,1,0,0,0,17,0,0
2020-2021',LaLiga,Espanyol,Manu Morlanes,es ESP,MF,22,12.7,657,625,28,25,0,6,6,2,1,561,4,6
2020-2021',SerieA,Lazio,Raúl Moro,es ESP,FW,18,2.2,87,82,5,1,0,0,2,3,0,75,0,1
2020-2021',LaLiga,Espanyol,Loren Morón,es ESP,"FW,MF",27,6.3,92,86,4,0,0,0,5,0,0,51,2,9
2020-2021',LaLiga,Betis,Loren Morón,es ESP,FW,27,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021',EPL,Liverpool,Tyler Morton,eng ENG,MF,18,0.7,35,35,0,0,0,1,0,0,0,30,0,1
2020-2021',LaLiga,Valencia,Cristhian Mosquera,co COL,DF,17,2.4,76,73,3,2,0,1,0,0,0,65,0,0
2020-2021',Ligue1,Troyes,Lebo Mothiba,za RSA,"FW,MF",25,5.8,128,123,5,1,0,1,1,0,0,102,0,5
2020-2021',Ligue1,Strasbourg,Lebo Mothiba,za RSA,FW,25,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021',Comp,Squad,Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks
2020-2021',SerieA,Salernitana,Andrei Motoc,ro ROU,DF,19,1,26,23,3,2,0,0,0,1,0,21,0,0
2020-2021',Ligue1,Lorient,Baptiste Mouazan,fr FRA,MF,19,1.1,33,33,0,0,0,0,2,0,0,24,0,2
2020-2021',Ligue1,Saint-Étienne,Aimen Moueffek,fr FRA,MF,20,4.8,235,233,2,2,1,0,3,0,0,205,0,3
2020-2021',Bundesliga,Dortmund,Youssoufa Moukoko,de GER,"FW,MF",16,2.5,34,30,4,0,0,0,0,0,0,30,0,0
2020-2021',Ligue1,Saint-Étienne,Harold Moukoudi,cm CMR,DF,23,18.5,929,895,34,30,0,17,0,4,0,825,0,8
2020-2021',Ligue1,Troyes,Jessy Moulin,fr FRA,GK,35,7,239,135,104,29,0,2,0,0,0,164,0,0
2020-2021',Ligue1,Brest,Steve Mounié,bj BEN,FW,26,25.7,723,719,1,0,2,4,10,1,0,429,3,17
2020-2021',EPL,Chelsea,Mason Mount,eng ENG,MF,22,26.3,1278,1159,113,16,10,8,153,4,90,998,6,35
2020-2021',EPL,Tottenham,Lucas Moura,br BRA,"FW,MF",28,19.7,774,745,20,8,8,0,33,7,1,567,9,24
2020-2021',SerieA,Salernitana,Lys Mousset,fr FRA,"MF,FW",25,1.8,45,37,8,0,0,0,0,1,0,32,0,4
2020-2021',EPL,Wolves,João Moutinho,pt POR,MF,34,33,2039,1851,184,96,5,25,108,7,77,1700,4,35
2020-2021',Ligue1,Nantes,Samuel Moutoussamy,cd COD,MF,24,16.8,709,690,15,11,1,6,6,4,0,598,4,15
2020-2021',LaLiga,Alavés,Toni Moya,es ESP,MF,23,15.4,594,481,109,56,4,13,81,0,51,408,4,10
2020-2021',SerieA,Spezia,Samuel Mráz,sk SVK,FW,24,0.6,12,10,2,0,0,0,0,0,0,8,0,0
2020-2021',Bundesliga,RB Leipzig,Nordi Mukiele,fr FRA,"DF,FW",23,20.5,1147,981,164,22,0,5,34,142,0,851,2,31
2020-2021',SerieA,Sassuolo,Mert Müldür,tr TUR,DF,22,22.7,1203,1028,174,26,4,6,40,148,0,957,1,23
2020-2021',Bundesliga,Stuttgart,Florian Müller,de GER,GK,23,30,1014,725,288,48,0,2,0,0,0,853,1,0
2020-2021',Bundesliga,Bayern Munich,Thomas Müller,de GER,MF,31,28.4,1516,1406,100,10,17,8,89,44,12,1117,10,29
2020-2021',EPL,Norwich City,Bali Mumba,eng ENG,DF,19,0.5,10,9,0,0,1,0,0,0,0,7,1,0
2020-2021',Ligue1,Reims,Marshall Munetsi,zw ZIM,"MF,DF",25,20.9,680,661,14,12,1,13,4,2,0,535,5,8
2020-2021',LaLiga,Athletic Club,Iker Muniain,es ESP,MF,28,30.9,1580,1280,288,97,8,6,173,22,132,1235,12,21
2020-2021',LaLiga,Real Sociedad,Aihen Muñoz,es ESP,DF,23,14.9,772,607,163,24,0,2,39,138,1,577,2,20
2020-2021',SerieA,Atalanta,Luis Muriel,co COL,"FW,MF",30,17.1,755,654,98,20,4,6,75,6,55,541,3,14
2020-2021',LaLiga,Celta Vigo,Jeison Murillo,co COL,DF,29,12.4,699,674,23,22,0,6,1,1,0,621,2,2
2020-2021',SerieA,Lazio,Vedat Muriqi,xk KVX,FW,27,2.4,64,62,2,0,0,0,0,0,0,42,0,1
2020-2021',Comp,Squad,Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks
2020-2021',LaLiga,Mallorca,Vedat Muriqi,xk KVX,FW,27,16,458,447,10,0,2,3,7,0,0,245,1,16
2020-2021',EPL,Newcastle Utd,Jacob Murphy,eng ENG,"FW,DF",26,16.4,581,492,86,9,1,3,54,73,4,364,3,32
2020-2021',SerieA,Sampdoria,Nicola Murru,it ITA,DF,26,10.9,460,371,84,7,1,1,23,77,0,303,5,8
2020-2021',LaLiga,Valencia,Yunus Musah,us USA,"MF,FW",18,14,384,360,20,3,0,6,29,11,2,277,4,17
2020-2021',Bundesliga,Gladbach,Torben Müsel,de GER,MF,22,0.1,1,1,0,0,0,0,0,0,0,1,0,0
2020-2021',Bundesliga,Bayern Munich,Jamal Musiala,de GER,"MF,FW",18,16.3,710,692,13,1,4,2,5,9,0,595,5,13
2020-2021',SerieA,Atalanta,Juan Musso,ar ARG,GK,27,32.6,958,688,264,56,0,2,0,0,0,715,6,2
2020-2021',LaLiga,Levante,Shkodran Mustafi,de GER,DF,29,7.3,368,346,20,18,0,8,0,1,0,287,2,3
2020-2021',Ligue1,Bordeaux,Junior Mwanga,fr FRA,DF,18,1,54,53,1,1,0,1,1,0,0,44,0,1
2020-2021',EPL,Brighton,Enock Mwepu,zm ZAM,MF,23,11.1,393,388,5,1,4,1,7,1,0,289,0,10
2020-2021',EPL,Everton,Vitaliy Mykolenko,ua UKR,DF,22,11.7,465,342,123,16,1,0,41,104,3,319,0,11
2020-2021',SerieA,Atalanta,Joakim Mæhle,dk DEN,"DF,MF",24,16.3,930,786,140,5,1,3,27,134,1,752,4,23
2020-2021',Bundesliga,Eint Frankfurt,Obite N'Dicka,ci CIV,DF,21,31.7,1892,1832,54,34,1,10,12,20,0,1581,6,17
2020-2021',Ligue1,Metz,Kévin N'Doram,fr FRA,MF,25,13.7,521,498,23,22,1,7,2,1,0,437,0,6
2020-2021',Ligue1,Troyes,Eric N'Jo,fr FRA,DF,17,1.1,27,26,1,1,0,0,0,0,0,22,0,0
2020-2021',Ligue1,Clermont Foot,Vital N'Simba,cd COD,DF,28,31,1836,1510,320,26,7,14,111,291,3,1415,6,33
2020-2021',LaLiga,Real Madrid,Nacho,es ESP,DF,31,17.3,1047,970,75,23,0,5,11,42,0,962,2,6
2020-2021',Ligue1,Saint-Étienne,Mickael Nade,fr FRA,DF,22,28.5,1216,1175,39,37,0,9,0,2,0,985,2,9
2020-2021',EPL,Aston Villa,Marvelous Nakamba,zw ZIM,MF,27,10,385,374,11,6,1,2,1,0,0,327,0,5
2020-2021',SerieA,Cagliari,Nahitan Nández,uy URU,"MF,DF",25,16.9,648,601,44,7,0,8,65,33,4,453,3,20
2020-2021',SerieA,Venezia,Nani,pt POR,"MF,FW",34,3.2,132,117,14,3,1,0,14,6,4,91,1,3
2020-2021',Ligue1,Lorient,Paul Nardi,fr FRA,GK,27,22,536,296,238,61,1,2,0,0,0,299,2,0
2020-2021',Bundesliga,Stuttgart,Nikolas Nartey,dk DEN,"MF,DF",21,4.5,197,179,18,2,2,0,6,14,0,144,0,3
2020-2021',SerieA,Fiorentina,Matija Nastasić,rs SRB,DF,28,2.4,154,152,2,2,0,2,0,0,0,143,0,0
2020-2021',LaLiga,Real Sociedad,Roberto Navarro,es ESP,"MF,FW",19,2.2,93,87,4,2,0,1,2,1,1,76,2,3
2020-2021',Comp,Squad,Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks
2020-2021',LaLiga,Alavés,Ximo Navarro,es ESP,DF,31,15,587,447,138,11,2,7,29,127,0,414,2,11
2020-2021',LaLiga,Sevilla,Jesús Navas,es ESP,DF,35,19.8,1413,1201,208,16,0,17,112,192,0,1095,4,31
2020-2021',Ligue1,Paris S-G,Keylor Navas,cr CRC,GK,34,20.6,547,392,155,23,0,0,0,0,0,501,0,1
2020-2021',Ligue1,Metz,Papa Ndiaga Yade,mr MTN,"DF,FW",21,7.7,312,258,53,1,1,4,31,50,1,226,1,9
2020-2021',EPL,Leicester City,Wilfred Ndidi,ng NGA,"MF,DF",24,18,935,914,18,16,2,6,1,2,0,746,3,19
2020-2021',EPL,Tottenham,Tanguy Ndombele,fr FRA,MF,24,5.4,267,258,9,2,7,0,3,0,0,230,0,8
2020-2021',Ligue1,Lyon,Tanguy Ndombele,fr FRA,MF,24,7.8,525,498,25,24,4,2,2,1,0,466,2,6
2020-2021',Ligue1,Nice,Dan Ndoye,ch SUI,"FW,MF",20,2.3,52,49,2,0,0,1,1,0,0,37,1,2
2020-2021',Bundesliga,Mainz 05,Paul Nebel,de GER,"MF,FW",18,2.5,97,89,8,5,0,0,10,0,3,60,0,7
2020-2021',LaLiga,Cádiz,Álvaro Negredo,es ESP,FW,35,24,542,509,32,0,4,12,15,3,0,321,1,17
2020-2021',EPL,Arsenal,Reiss Nelson,eng ENG,FW,21,0.2,12,12,0,0,0,0,0,0,0,8,0,0
2020-2021',Bundesliga,Mainz 05,David Nemeth,at AUT,DF,20,3.5,174,168,6,5,0,0,0,1,0,146,0,1
2020-2021',SerieA,Udinese,Ilija Nestorovski,mk MKD,FW,31,2.1,62,59,3,0,0,0,2,3,0,44,0,1
2020-2021',LaLiga,Barcelona,Neto,br BRA,GK,32,3,130,101,29,5,0,0,0,0,0,106,0,0
2020-2021',EPL,Wolves,Pedro Neto,pt POR,"FW,MF",21,5.2,237,205,32,6,1,2,37,1,17,181,0,8
2020-2021',Bundesliga,Gladbach,Luca Netz,de GER,"DF,FW",18,15.5,545,418,125,11,1,2,35,94,20,412,2,17
2020-2021',Bundesliga,Bayern Munich,Manuel Neuer,de GER,GK,35,27.9,1255,1043,208,42,0,2,0,0,0,1097,4,1
2020-2021',Bundesliga,Gladbach,Florian Neuhaus,de GER,MF,24,23.6,1101,1058,36,33,11,14,14,2,1,874,7,16
2020-2021',LaLiga,Granada,Carlos Neva,es ESP,DF,25,23.4,955,699,252,18,0,2,84,234,0,676,4,37
2020-2021',EPL,Wolves,Rúben Neves,pt POR,MF,24,29.6,1992,1907,70,61,16,39,44,4,5,1635,15,29
2020-2021',Ligue1,Paris S-G,Neymar,br BRA,"FW,MF",29,20.6,1314,1207,97,26,20,9,64,19,50,1033,10,25
2020-2021',Ligue1,Saint-Étienne,Yvan Neyou,cm CMR,MF,24,10.4,508,490,16,11,1,4,4,2,2,427,2,4
2020-2021',EPL,Watford,Jeremy Ngakia,eng ENG,DF,20,10,442,352,87,6,1,1,25,78,3,322,3,15
2020-2021',Bundesliga,Greuther Fürth,Jessic Ngankam,de GER,FW,21,3.8,46,39,5,0,0,0,0,0,0,25,2,1
2020-2021',Ligue1,Metz,Opa Nguette,sn SEN,"FW,MF",27,11.6,253,242,11,1,0,0,5,2,0,184,0,8
2020-2021',Comp,Squad,Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks
2020-2021',SerieA,Spezia,Aurélien Nguiamba,fr FRA,MF,22,0.6,34,34,0,0,0,0,0,0,0,27,0,0
2020-2021',Ligue1,Metz,Sikou Niakaté,ml MLI,DF,22,7.3,226,220,6,6,0,1,1,0,0,176,0,6
2020-2021',Bundesliga,Mainz 05,Moussa Niakhate,sn SEN,DF,25,28.5,1611,1322,287,57,1,9,16,230,0,1206,2,19
2020-2021',Ligue1,Metz,Ibrahima Niane,sn SEN,FW,22,17.6,426,380,46,2,2,2,7,8,1,301,0,9
2020-2021',Ligue1,Bordeaux,M'Baye Niang,sn SEN,FW,26,8.6,179,158,21,0,1,1,3,3,0,106,0,9
2020-2021',Bundesliga,Bayern Munich,Tanguy Nianzou,fr FRA,DF,19,6.5,539,533,6,4,0,1,1,2,0,492,0,6
2020-2021',Ligue1,Lille,Cheikh Niasse,sn SEN,"FW,MF",21,0.5,25,24,0,0,0,0,0,0,0,20,1,1
2020-2021',Bundesliga,Augsburg,Florian Niederlechner,de GER,FW,30,12.9,217,189,27,0,3,0,5,2,0,153,1,6
2020-2021',Bundesliga,Greuther Fürth,Håvard Nielsen,no NOR,"MF,FW",28,15.2,342,335,4,1,1,0,3,0,0,224,3,14
2020-2021',EPL,Chelsea,Saúl Ñíguez,es ESP,"DF,MF",26,5.3,353,329,24,6,0,1,10,18,0,306,0,4
2020-2021',LaLiga,Atlético Madrid,Saúl Ñíguez,es ESP,"FW,MF",26,2.2,117,95,22,1,0,0,5,21,0,95,0,1
2020-2021',SerieA,Spezia,Dimitris Nikolaou,gr GRE,DF,22,36,1674,1564,103,66,2,19,7,13,0,1359,7,15
2020-2021',Bundesliga,Arminia,Joakim Nilsson,se SWE,DF,27,30.4,1222,1165,55,46,0,9,3,8,0,978,2,7
2020-2021',Ligue1,Angers,Casimir Ninga,td CHA,FW,28,4.5,71,63,8,0,0,1,3,2,0,56,0,1
2020-2021',LaLiga,Mallorca,Fernando Niño,es ESP,FW,20,9.8,216,193,20,0,1,0,1,0,0,145,3,4
2020-2021',EPL,Arsenal,Eddie Nketiah,eng ENG,FW,22,9.3,230,227,2,0,1,0,4,1,0,175,1,9
2020-2021',EPL,Watford,Nicolas Nkoulou,cm CMR,DF,31,1.9,57,57,0,0,0,0,0,0,0,50,0,1
2020-2021',Bundesliga,RB Leipzig,Christopher Nkunku,fr FRA,"FW,MF",23,30.3,1037,979,56,15,12,4,64,11,29,813,2,25
2020-2021',Bundesliga,Wolfsburg,Felix Nmecha,de GER,"MF,FW",20,3.6,124,121,2,1,1,2,3,1,0,88,1,5
2020-2021',Bundesliga,Wolfsburg,Lukas Nmecha,de GER,"FW,MF",22,18.1,395,372,21,0,2,4,21,1,0,258,2,11
2020-2021',EPL,West Ham,Mark Noble,eng ENG,MF,34,3.7,301,286,14,10,0,1,2,1,1,262,1,2
2020-2021',LaLiga,Athletic Club,Peru Nolaskoain,es ESP,DF,22,0,2,2,0,0,0,0,0,0,0,2,0,0
2020-2021',LaLiga,Celta Vigo,Nolito,es ESP,MF,34,15.4,552,534,17,6,5,3,18,5,5,418,1,13
2020-2021',Ligue1,Saint-Étienne,Arnaud Nordin,fr FRA,"FW,MF",23,20.8,600,532,66,8,1,1,83,12,35,442,2,26
2020-2021',Bundesliga,Hoffenheim,Håvard Nordtveit,no NOR,DF,31,3.4,258,240,17,11,1,3,1,6,0,206,1,4
2020-2021',Comp,Squad,Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks
2020-2021',EPL,Norwich City,Mathias Normann,no NOR,MF,25,18.3,795,727,65,33,8,21,34,11,20,546,3,16
2020-2021',Bundesliga,Gladbach,Connor Noß,ie IRL,MF,20,0.6,14,13,1,0,0,0,0,0,0,11,0,1
2020-2021',Bundesliga,RB Leipzig,Hugo Novoa,es ESP,"MF,FW",18,1.5,48,44,3,1,0,0,2,2,0,29,1,3
2020-2021',Bundesliga,Bochum,Soma Novothny,hu HUN,"FW,MF",27,0.9,18,18,0,0,0,0,0,0,0,12,0,0
2020-2021',SerieA,Venezia,Jean-Pierre Nsame,cm CMR,FW,28,2.7,67,64,1,0,1,0,1,0,0,40,2,0
2020-2021',LaLiga,Rayo Vallecano,Randy Nteka,ao ANG,"FW,MF",23,16.2,413,395,13,2,4,0,9,4,0,271,5,14
2020-2021',Ligue1,Monaco,Alexander Nübel,de GER,GK,24,38,1121,771,348,68,0,5,0,0,0,839,2,1
2020-2021',Bundesliga,Hoffenheim,Kasim Nuhu,gh GHA,DF,26,0.1,9,8,0,0,0,0,0,0,0,6,1,0
2020-2021',LaLiga,Athletic Club,Unai Núñez,es ESP,DF,24,6.9,339,326,13,12,0,7,1,1,0,292,0,1
2020-2021',Bundesliga,Greuther Fürth,Hans Nunoo Sarpei,gh GHA,"DF,MF",22,7.1,325,310,13,12,0,2,0,1,0,262,2,3
2020-2021',SerieA,Udinese,Bram Nuytinck,nl NED,DF,31,22.6,937,863,69,42,1,1,6,18,0,781,5,3
2020-2021',SerieA,Salernitana,Simeon Nwankwo,ng NGA,FW,29,9.4,185,176,9,0,1,2,2,0,0,133,0,7
2020-2021',Ligue1,Strasbourg,Gerzino Nyamsi,fr FRA,DF,24,33.2,1461,1418,37,29,1,7,2,2,0,1214,6,6
