Season,League,Team,Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,SP_Cmp,SP_Att,SP_Cmp%,MP_Cmp,MP_Att,MP_Cmp%,LP_Cmp,LP_Att,LP_Cmp%
2023-2024',SerieA,Cagliari,Leonardo Pavoletti,it ITA,FW,34,7,87,157,55.4,1272,351,53,81,65.4,27,50,54,4,9,44.4
2023-2024',SerieA,Udinese,Martín Payero,ar ARG,MF,24,20,413,547,75.5,6151,1792,228,267,85.4,144,191,75.4,26,53,49.1
2023-2024',LaLiga,Real Madrid,Nicolás Paz,ar ARG,"MF,FW",18,0.3,18,24,75,234,92,9,12,75,6,7,85.7,1,2,50
2023-2024',EPL,Brentford,Myles Peart-Harris,eng ENG,"DF,MF",20,0.1,6,10,60,68,10,5,5,100,1,2,50,0,2,0
2023-2024',EPL,Sheffield Utd,Sydie Peck,eng ENG,MF,18,0.1,1,1,100,10,0,1,1,100,0,0,,0,0,
2023-2024',Bundesliga,Augsburg,Mads Pedersen,dk DEN,DF,26,19.8,637,853,74.7,10860,3963,313,351,89.2,249,349,71.3,59,97,60.8
2023-2024',SerieA,Sassuolo,Marcus Pedersen,no NOR,DF,23,17.9,563,735,76.6,9376,3043,289,327,88.4,224,281,79.7,43,87,49.4
2023-2024',LaLiga,Villarreal,Alfonso Pedraza,es ESP,DF,27,12.4,459,598,76.8,7479,2335,251,278,90.3,177,221,80.1,27,60,45
2023-2024',LaLiga,Barcelona,Pedri,es ESP,"MF,FW",20,16.4,1035,1189,87,17171,3933,497,555,89.5,435,478,91,78,95,82.1
2023-2024',SerieA,Lazio,Pedro,es ESP,"FW,MF",36,9.1,357,431,82.8,5072,974,214,236,90.7,109,132,82.6,17,33,51.5
2023-2024',LaLiga,Sevilla,Adrià Pedrosa,es ESP,DF,25,19.5,681,931,73.1,10819,3651,385,442,87.1,240,315,76.2,47,122,38.5
2023-2024',Bundesliga,Gladbach,Jordan Pefok,us USA,FW,27,15.8,221,281,78.6,3069,514,123,153,80.4,65,74,87.8,12,16,75
2023-2024',Bundesliga,Union Berlin,Jordan Pefok,us USA,FW,27,0.3,2,5,40,14,0,2,3,66.7,0,0,,0,0,
2023-2024',Bundesliga,Wolfsburg,Dženan Pejčinović,de GER,FW,18,0.4,6,10,60,76,0,4,6,66.7,2,3,66.7,0,0,
2023-2024',SerieA,Torino,Pietro Pellegri,it ITA,FW,22,8.4,86,138,62.3,1094,113,60,81,74.1,16,30,53.3,4,7,57.1
2023-2024',SerieA,Roma,Lorenzo Pellegrini,it ITA,MF,27,20.7,665,850,78.2,10532,2994,347,388,89.4,247,293,84.3,47,108,43.5
2023-2024',SerieA,Lazio,Luca Pellegrini,it ITA,DF,24,8.7,372,515,72.2,5643,2051,196,227,86.3,137,177,77.4,20,64,31.3
2023-2024',SerieA,Salernitana,Marco Pellegrino,,DF,,6.1,211,256,82.4,3754,1365,83,94,88.3,112,126,88.9,16,33,48.5
2023-2024',SerieA,Milan,Marco Pellegrino,,DF,,0.8,43,48,89.6,753,211,19,20,95,23,23,100,1,4,25
2023-2024',Comp,Squad,Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%
2023-2024',EPL,Manchester Utd,Facundo Pellistri,uy URU,"FW,MF",21,1.9,60,79,75.9,675,146,47,53,88.7,11,17,64.7,0,0,
2023-2024',LaLiga,Granada,Facundo Pellistri,uy URU,"MF,FW",21,13.7,213,305,69.8,2770,661,131,159,82.4,63,87,72.4,6,12,50
2023-2024',Ligue1,Clermont Foot,Andy Pelmard,fr FRA,DF,23,33.2,1412,1666,84.8,23653,7665,624,678,92,656,720,91.1,82,195,42.1
2023-2024',Ligue1,Lorient,Aurélien Pelon,fr FRA,DF,19,1,26,33,78.8,555,191,8,9,88.9,13,18,72.2,5,5,100
2023-2024',Ligue1,Marseille,Faris Pemi Moumbagna,cm CMR,FW,23,6.1,74,107,69.2,1071,269,45,62,72.6,26,35,74.3,1,3,33.3
2023-2024',LaLiga,Barcelona,Iñaki Peña,es ESP,GK,24,10,259,297,87.2,5660,3681,76,76,100,145,146,99.3,37,74,50
2023-2024',LaLiga,Almería,Marcos Peña,es ESP,MF,18,4.9,188,217,86.6,2977,846,96,108,88.9,78,85,91.8,10,16,62.5
2023-2024',LaLiga,Osasuna,Rubén Peña,es ESP,"DF,FW",32,23.2,626,955,65.5,10643,4696,297,368,80.7,263,376,69.9,52,129,40.3
2023-2024',SerieA,Monza,Pepín,gq EQG,"MF,FW",26,2.7,113,143,79,1961,462,54,61,88.5,45,53,84.9,10,18,55.6
2023-2024',LaLiga,Granada,Alberto Perea,es ESP,"MF,FW",32,0,6,7,85.7,77,29,5,5,100,1,2,50,0,0,
2023-2024',EPL,Fulham,Andreas Pereira,br BRA,MF,27,29,912,1295,70.4,16256,5305,436,500,87.2,309,400,77.3,133,289,46
2023-2024',Ligue1,Paris S-G,Danilo Pereira,pt POR,DF,31,22.2,2089,2223,94,40180,13453,631,662,95.3,1277,1321,96.7,163,211,77.3
2023-2024',Ligue1,Brest,Mathias Pereira Lage,pt POR,"FW,MF",26,13.2,266,395,67.3,3999,1074,136,174,78.2,78,118,66.1,26,67,38.8
2023-2024',SerieA,Monza,Pedro Pereira,pt POR,DF,25,9.3,406,517,78.5,6526,2297,215,234,91.9,158,195,81,25,57,43.9
2023-2024',Bundesliga,Bayern Munich,Daniel Peretz,il ISR,GK,23,0.2,12,17,70.6,231,106,3,3,100,8,8,100,1,6,16.7
2023-2024',SerieA,Udinese,Roberto Pereyra,ar ARG,"FW,MF",32,20.6,472,598,78.9,7424,2531,252,287,87.8,172,210,81.9,33,49,67.3
2023-2024',LaLiga,Betis,Ayoze Pérez,es ESP,FW,30,25.5,572,738,77.5,7137,1889,377,433,87.1,139,177,78.5,15,26,57.7
2023-2024',LaLiga,Celta Vigo,Carles Pérez,es ESP,"MF,DF",25,8.6,201,259,77.6,3028,575,110,129,85.3,70,81,86.4,12,27,44.4
2023-2024',LaLiga,Valencia,Francisco Perez,es ESP,"MF,FW",20,22.8,436,584,74.7,5954,1592,283,337,84,112,155,72.3,19,37,51.4
2023-2024',LaLiga,Rayo Vallecano,Kike Pérez,es ESP,"MF,FW",26,9.3,279,368,75.8,4750,1507,128,143,89.5,113,151,74.8,26,45,57.8
2023-2024',SerieA,Udinese,Nehuén Pérez,ar ARG,DF,23,36,1267,1599,79.2,24513,9872,481,540,89.1,617,713,86.5,155,303,51.2
2023-2024',Bundesliga,Bayern Munich,Matteo Perez Vinlöf,se SWE,FW,17,0.2,11,13,84.6,156,22,7,7,100,4,4,100,0,1,0
2023-2024',SerieA,Hellas Verona,Simone Perilli,it ITA,GK,28,1,17,38,44.7,687,631,3,3,100,5,5,100,9,29,31
2023-2024',SerieA,Juventus,Mattia Perin,it ITA,GK,30,2.5,54,66,81.8,1199,718,13,13,100,28,28,100,12,24,50
2023-2024',SerieA,Empoli,Samuele Perisan,it ITA,GK,25,1,27,34,79.4,551,340,10,10,100,11,11,100,5,12,41.7
2023-2024',Comp,Squad,Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%
2023-2024',EPL,Tottenham,Ivan Perišić,hr CRO,FW,34,1.1,53,76,69.7,828,363,31,39,79.5,14,22,63.6,7,13,53.8
2023-2024',Ligue1,Nice,Romain Perraud,fr FRA,"DF,FW",25,4.1,176,243,72.4,2476,626,103,117,88,57,80,71.3,5,20,25
2023-2024',Ligue1,Strasbourg,Lucas Perrin,fr FRA,DF,24,30.3,1608,1839,87.4,33227,12865,435,471,92.4,957,1014,94.4,196,319,61.4
2023-2024',LaLiga,Las Palmas,Máximo Perrone,ar ARG,MF,20,18,1181,1311,90.1,16988,5059,678,728,93.1,424,464,91.4,37,55,67.3
2023-2024',Bundesliga,Wolfsburg,Pavao Pervan,at AUT,GK,35,9,229,300,76.3,6220,4414,55,55,100,105,108,97.2,68,136,50
2023-2024',SerieA,Monza,Matteo Pessina,it ITA,MF,26,35.8,1903,2154,88.3,33524,7225,780,865,90.2,952,1015,93.8,143,190,75.3
2023-2024',SerieA,Cagliari,Andrea Petagna,it ITA,FW,28,11.1,170,239,71.1,2451,422,95,123,77.2,51,72,70.8,13,18,72.2
2023-2024',Ligue1,Nantes,Denis Petrić,rs SRB,GK,35,0.3,6,8,75,156,126,2,2,100,3,3,100,1,2,50
2023-2024',LaLiga,Granada,Njegoš Petrović,rs SRB,"MF,FW",24,1.7,67,81,82.7,1037,304,36,41,87.8,26,29,89.7,4,8,50
2023-2024',EPL,Chelsea,Đorđe Petrović,rs SRB,GK,23,22.1,635,806,78.8,14560,8862,188,188,100,321,324,99.1,123,289,42.6
2023-2024',Bundesliga,Eint Frankfurt,Jens Petter Hauge,no NOR,"MF,FW",23,1.6,69,85,81.2,1097,270,33,39,84.6,31,36,86.1,4,6,66.7
2023-2024',LaLiga,Betis,Germán Pezzella,ar ARG,DF,32,30.7,1277,1485,86,23691,8483,443,475,93.3,724,811,89.3,94,168,56
2023-2024',SerieA,Empoli,Giuseppe Pezzella,it ITA,DF,25,12.1,434,585,74.2,6940,2645,237,271,87.5,160,197,81.2,29,77,37.7
2023-2024',Bundesliga,Darmstadt 98,Luca Pfeiffer,de GER,"FW,MF",26,18,290,414,70,4273,930,169,216,78.2,96,137,70.1,16,32,50
2023-2024',Bundesliga,Augsburg,Patric Pfeiffer,de GER,DF,23,5.7,193,267,72.3,4034,1515,56,65,86.2,105,132,79.5,30,58,51.7
2023-2024',Bundesliga,Freiburg,Maximilian Philipp,de GER,"FW,MF",29,3.6,81,109,74.3,1056,161,47,54,87,24,32,75,2,3,66.7
2023-2024',EPL,West Ham,Kalvin Phillips,eng ENG,MF,27,3.4,141,179,78.8,2507,567,62,74,83.8,64,77,83.1,12,20,60
2023-2024',EPL,Manchester City,Kalvin Phillips,eng ENG,MF,27,1,62,70,88.6,1067,300,31,32,96.9,24,26,92.3,7,10,70
2023-2024',EPL,Aston Villa,Jaden Philogene Bidace,eng ENG,FW,21,0,3,4,75,27,5,3,3,100,0,0,,0,0,
2023-2024',LaLiga,Granada,Kamil Piątkowski,pl POL,DF,23,5.6,197,230,85.7,3809,1273,67,70,95.7,111,118,94.1,18,37,48.6
2023-2024',SerieA,Empoli,Roberto Piccoli,it ITA,FW,22,0.4,4,6,66.7,47,16,3,4,75,1,1,100,0,0,
2023-2024',SerieA,Lecce,Roberto Piccoli,it ITA,FW,22,15.3,147,246,59.8,1864,373,92,142,64.8,36,59,61,5,10,50
2023-2024',Bundesliga,Heidenheim,Florian Pick,de GER,"MF,FW",27,3.6,118,183,64.5,2066,705,47,65,72.3,50,64,78.1,15,35,42.9
2023-2024',EPL,Everton,Jordan Pickford,eng ENG,GK,29,38,986,1576,62.6,33034,26388,144,145,99.3,378,390,96.9,461,1031,44.7
2023-2024',Bundesliga,Werder Bremen,Amos Pieper,de GER,DF,25,6.6,229,312,73.4,4549,1880,79,100,79,114,131,87,33,66,50
2023-2024',Comp,Squad,Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%
2023-2024',Bundesliga,Heidenheim,Marvin Pieringer,de GER,"MF,FW",23,16.8,298,431,69.1,4439,992,166,227,73.1,93,132,70.5,22,33,66.7
2023-2024',SerieA,Lecce,Santiago Pierotti,ar ARG,"MF,FW",22,2.2,48,67,71.6,687,142,29,39,74.4,12,17,70.6,3,5,60
2023-2024',SerieA,Salernitana,Niccolò Pierozzi,it ITA,DF,21,9.7,264,348,75.9,4521,1389,130,147,88.4,104,131,79.4,24,52,46.2
2023-2024',Ligue1,Nantes,Ronaël Pierre-Gabriel,fr FRA,DF,25,6.6,227,289,78.5,3413,1320,110,127,86.6,96,119,80.7,8,18,44.4
2023-2024',SerieA,Sassuolo,Andrea Pinamonti,it ITA,FW,24,34.2,411,630,65.2,5473,873,236,315,74.9,130,194,67,12,33,36.4
2023-2024',EPL,Brentford,Ethan Pinnock,jm JAM,DF,30,28,1192,1432,83.2,22546,7516,399,466,85.6,672,739,90.9,98,178,55.1
2023-2024',LaLiga,Villarreal,Yeremi Pino,es ESP,"MF,FW",20,5.3,137,171,80.1,2032,432,81,95,85.3,42,48,87.5,11,17,64.7
2023-2024',SerieA,Juventus,Carlo Pinsoglio,it ITA,GK,33,0.5,14,21,66.7,349,231,2,2,100,8,9,88.9,4,10,40
2023-2024',SerieA,Salernitana,Lorenzo Pirola,it ITA,DF,21,22.1,868,1040,83.5,14823,5563,381,417,91.4,416,470,88.5,52,113,46
2023-2024',SerieA,Roma,Niccolò Pisilli,it ITA,MF,18,0.1,5,6,83.3,62,0,5,5,100,0,1,0,0,0,
2023-2024',Bundesliga,Gladbach,Alassane Pléa,fr FRA,"FW,MF",30,21.3,541,774,69.9,8777,2694,282,345,81.7,186,267,69.7,52,87,59.8
2023-2024',SerieA,Milan,Tommaso Pobega,it ITA,MF,24,3.5,103,132,78,1779,547,47,58,81,42,45,93.3,10,18,55.6
2023-2024',SerieA,Juventus,Paul Pogba,fr FRA,MF,30,0.6,27,35,77.1,425,113,13,14,92.9,11,13,84.6,2,4,50
2023-2024',Bundesliga,Dortmund,Ole Pohlmann,de GER,MF,22,0.6,13,20,65,164,2,9,9,100,3,5,60,0,4,0
2023-2024',SerieA,Napoli,Matteo Politano,it ITA,FW,29,26.2,994,1292,76.9,16623,5282,526,581,90.5,315,403,78.2,115,207,55.6
2023-2024',Bundesliga,Darmstadt 98,Sebastian Polter,de GER,FW,32,5,65,112,58,872,241,31,52,59.6,26,39,66.7,1,1,100
2023-2024',Ligue1,Lorient,Julien Ponceau,fr FRA,MF,22,24.9,1014,1200,84.5,15686,3946,516,575,89.7,377,424,88.9,69,106,65.1
2023-2024',SerieA,Lecce,Marin Pongračić,hr CRO,DF,25,35.8,1583,1872,84.6,34979,12707,363,424,85.6,931,1012,92,272,395,68.9
2023-2024',EPL,Newcastle Utd,Nick Pope,eng ENG,GK,31,14.9,307,399,76.9,7910,4836,59,60,98.3,168,172,97.7,79,165,47.9
2023-2024',EPL,Tottenham,Pedro Porro,es ESP,DF,23,34.3,1806,2369,76.2,27440,10519,1057,1171,90.3,579,745,77.7,121,297,40.7
2023-2024',LaLiga,Getafe,Portu,es ESP,FW,31,1.1,17,23,73.9,226,115,8,10,80,5,6,83.3,1,1,100
2023-2024',LaLiga,Girona,Portu,es ESP,"MF,FW",31,13.2,232,308,75.3,3208,778,128,154,83.1,83,99,83.8,7,19,36.8
2023-2024',SerieA,Bologna,Stefan Posch,at AUT,DF,26,26.8,1712,2082,82.2,28051,10439,845,909,93,725,807,89.8,110,261,42.1
2023-2024',Bundesliga,RB Leipzig,Yussuf Poulsen,dk DEN,FW,29,13.5,207,289,71.6,2552,622,130,164,79.3,48,66,72.7,6,10,60
2023-2024',LaLiga,Rayo Vallecano,José Pozo,es ESP,MF,27,0.2,11,11,100,142,15,7,7,100,4,4,100,0,0,
2023-2024',Comp,Squad,Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%
2023-2024',LaLiga,Almería,Alejandro Pozo Pozo,es ESP,"DF,MF",24,10.8,443,598,74.1,7276,2929,238,272,87.5,157,211,74.4,37,77,48.1
2023-2024',LaLiga,Athletic Club,Beñat Prados,es ESP,"MF,DF",22,16.1,667,811,82.2,10307,2698,351,394,89.1,273,329,83,26,46,56.5
2023-2024',SerieA,Cagliari,Matteo Prati,it ITA,MF,19,21.9,560,755,74.2,9877,2794,231,275,84,273,338,80.8,47,98,48
2023-2024',LaLiga,Mallorca,Abdón Prats,es ESP,"FW,MF",30,14.1,132,240,55,2042,475,73,110,66.4,42,71,59.2,12,23,52.2
2023-2024',Ligue1,Strasbourg,Sanjin Prcić,ba BIH,MF,29,1,44,47,93.6,941,265,15,16,93.8,20,21,95.2,7,7,100
2023-2024',Bundesliga,Hoffenheim,Grischa Prömel,de GER,MF,28,23.8,802,983,81.6,12526,2950,414,470,88.1,317,360,88.1,47,87,54
2023-2024',SerieA,Lazio,Ivan Provedel,it ITA,GK,29,30,835,1022,81.7,22233,15095,166,166,100,350,353,99.2,316,494,64
2023-2024',LaLiga,Almería,Pubill,es ESP,DF,20,20.9,686,958,71.6,10815,4008,359,416,86.3,266,361,73.7,42,119,35.3
2023-2024',Bundesliga,Leverkusen,Gustavo Puerta,co COL,"DF,MF",20,0.5,39,42,92.9,596,209,20,21,95.2,16,17,94.1,3,4,75
2023-2024',LaLiga,Granada,Antonio Puertas,es ESP,"MF,FW",31,8.1,154,214,72,2256,553,80,103,77.7,48,68,70.6,11,20,55
2023-2024',LaLiga,Almería,Arnau Puigmal,es ESP,"FW,DF",22,2.8,65,93,69.9,976,349,42,46,91.3,16,22,72.7,5,17,29.4
2023-2024',SerieA,Milan,Christian Pulisic,us USA,"FW,MF",24,28.9,832,1074,77.5,11830,2542,483,555,87,282,348,81,32,63,50.8
2023-2024',SerieA,Genoa,George Pușcaș,ro ROU,FW,27,2.1,34,61,55.7,430,67,24,37,64.9,8,14,57.1,0,1,0
2023-2024',EPL,Liverpool,Jarell Quansah,eng ENG,DF,20,13.2,1038,1172,88.6,18672,6199,368,392,93.9,595,633,94,61,115,53
2023-2024',SerieA,Udinese,Domingos Quina,pt POR,MF,23,0.1,1,1,100,13,10,1,1,100,0,0,,0,0,
2023-2024',SerieA,Juventus,Adrien Rabiot,fr FRA,MF,28,29.5,996,1211,82.2,14960,3691,548,620,88.4,361,429,84.1,53,81,65.4
2023-2024',SerieA,Sassuolo,Uroš Račić,rs SRB,MF,25,9.1,322,396,81.3,5773,1601,134,153,87.6,151,169,89.3,29,57,50.9
2023-2024',SerieA,Torino,Nemanja Radonjić,rs SRB,"MF,FW",27,4.2,57,89,64,838,199,33,46,71.7,16,23,69.6,5,10,50
2023-2024',LaLiga,Mallorca,Nemanja Radonjić,rs SRB,"MF,DF",27,3.9,78,119,65.5,1304,465,41,55,74.5,25,34,73.5,9,21,42.9
2023-2024',LaLiga,Almería,Aleksandar Radovanović,rs SRB,DF,29,6.3,181,197,91.9,3645,1019,49,51,96.1,107,110,97.3,21,30,70
2023-2024',EPL,Bournemouth,Ionuț Radu,ro ROU,GK,26,2,56,68,82.4,1211,583,19,19,100,29,30,96.7,8,19,42.1
2023-2024',SerieA,Cagliari,Boris Radunović,rs SRB,GK,27,7,169,222,76.1,5495,3933,24,24,100,68,70,97.1,77,128,60.2
2023-2024',SerieA,Lecce,Hamza Rafia,tn TUN,MF,24,13.4,359,504,71.2,5633,1650,179,223,80.3,132,165,80,27,71,38
2023-2024',LaLiga,Atlético Madrid,Abdellah Raihani,ma MAR,FW,19,0.1,0,0,,0,0,0,0,,0,0,,0,0,
2023-2024',LaLiga,Mallorca,Antonio Raillo,es ESP,DF,31,24.4,990,1159,85.4,19217,7350,337,384,87.8,544,598,91,103,150,68.7
2023-2024',Comp,Squad,Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%
2023-2024',Bundesliga,Stuttgart,Luca Raimund,de GER,"FW,MF",18,0.3,16,23,69.6,203,18,11,14,78.6,5,7,71.4,0,0,
2023-2024',LaLiga,Mallorca,Predrag Rajković,rs SRB,GK,27,36,735,1249,58.8,28267,23581,74,74,100,251,258,97.3,407,911,44.7
2023-2024',EPL,Crystal Palace,Jesurun Rak Sakyi,eng ENG,"MF,FW",20,1.5,37,50,74,535,79,24,28,85.7,11,16,68.8,2,3,66.7
2023-2024',LaLiga,Sevilla,Ivan Rakitić,hr CRO,MF,35,15.8,821,1095,75,16004,4888,352,406,86.7,302,374,80.7,145,259,56
2023-2024',SerieA,Lecce,Ylber Ramadani,al ALB,MF,27,33,991,1250,79.3,18442,5050,382,452,84.5,466,531,87.8,120,199,60.3
2023-2024',LaLiga,Almería,Largie Ramazani,be BEL,"FW,MF",22,17.3,203,340,59.7,3265,1275,109,150,72.7,64,108,59.3,19,43,44.2
2023-2024',LaLiga,Las Palmas,Benito Ramírez,es ESP,"FW,MF",28,4.3,136,196,69.4,1861,488,99,109,90.8,23,37,62.2,8,29,27.6
2023-2024',LaLiga,Las Palmas,Sandro Ramírez,es ESP,FW,28,20.1,516,690,74.8,7912,1872,302,353,85.6,148,178,83.1,47,92,51.1
2023-2024',LaLiga,Cádiz,Chris Ramos,es ESP,"FW,MF",26,29,274,486,56.4,3305,630,181,275,65.8,65,129,50.4,7,16,43.8
2023-2024',Ligue1,Paris S-G,Gonçalo Ramos,pt POR,FW,22,15.8,304,397,76.6,3651,601,199,245,81.2,67,90,74.4,7,11,63.6
2023-2024',LaLiga,Sevilla,Sergio Ramos,es ESP,DF,37,28,1356,1524,89,29709,10962,387,420,92.1,712,754,94.4,248,325,76.3
2023-2024',EPL,Arsenal,Aaron Ramsdale,eng ENG,GK,25,6,131,188,69.7,3303,2420,38,38,100,61,62,98.4,32,86,37.2
2023-2024',EPL,Burnley,Aaron Ramsey,eng ENG,"MF,FW",20,5.9,118,151,78.1,1856,224,71,84,84.5,37,46,80.4,9,10,90
2023-2024',EPL,Aston Villa,Jacob Ramsey,eng ENG,"FW,MF",22,9.5,257,322,79.8,3751,863,143,173,82.7,97,115,84.3,9,12,75
2023-2024',SerieA,Fiorentina,Luca Ranieri,it ITA,DF,24,22.9,1142,1362,83.8,23351,8689,350,385,90.9,617,682,90.5,165,265,62.3
2023-2024',SerieA,Empoli,Filippo Ranocchia,it ITA,"MF,DF",22,5.3,152,216,70.4,2895,1062,61,73,83.6,66,80,82.5,21,51,41.2
2023-2024',Bundesliga,Gladbach,Grant Ranos,am ARM,"MF,FW",20,0.5,20,25,80,262,76,9,10,90,8,11,72.7,0,1,0
2023-2024',LaLiga,Barcelona,Raphinha,br BRA,"FW,MF",26,15.2,522,693,75.3,8785,2397,261,313,83.4,182,222,82,63,114,55.3
2023-2024',Bundesliga,Werder Bremen,Nicolai Rapp,de GER,DF,26,0.8,32,40,80,563,213,12,14,85.7,18,22,81.8,2,3,66.7
2023-2024',Ligue1,Clermont Foot,Elba Rashani,xk KVX,"MF,FW",30,13.1,294,392,75,3753,849,191,225,84.9,75,106,70.8,6,17,35.3
2023-2024',EPL,Manchester Utd,Marcus Rashford,eng ENG,FW,25,25.2,559,742,75.3,7674,2035,351,418,84,139,192,72.4,33,61,54.1
2023-2024',SerieA,Napoli,Giacomo Raspadori,it ITA,"FW,MF",23,17.6,525,709,74,9296,1615,242,289,83.7,198,258,76.7,67,113,59.3
2023-2024',LaLiga,Rayo Vallecano,Andrei Ratiu,ro ROU,"DF,MF",25,7,245,313,78.3,3843,1243,135,159,84.9,90,108,83.3,16,27,59.3
2023-2024',LaLiga,Osasuna,Raúl,es ESP,FW,22,15.1,191,306,62.4,2465,453,128,190,67.4,46,68,67.6,6,10,60
2023-2024',Bundesliga,RB Leipzig,David Raum,de GER,DF,25,30.4,1566,2154,72.7,28030,10264,680,769,88.4,697,906,76.9,162,371,43.7
2023-2024',Comp,Squad,Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%
2023-2024',SerieA,Bologna,Federico Ravaglia,it ITA,GK,23,5.9,166,206,80.6,3557,2149,58,58,100,82,83,98.8,25,64,39.1
2023-2024',EPL,Arsenal,David Raya,es ESP,GK,27,32,800,1068,74.9,19691,14108,228,231,98.7,387,391,99,183,439,41.7
2023-2024',EPL,Fulham,Tim Ream,us USA,DF,35,16.7,944,1060,89.1,18892,6949,308,333,92.5,515,559,92.1,110,143,76.9
2023-2024',LaLiga,Alavés,Abderrahman Rebbach,dz ALG,"FW,MF",24,8,124,225,55.1,2213,845,63,84,75,40,67,59.7,17,45,37.8
2023-2024',EPL,Burnley,Nathan Redmond,eng ENG,"FW,MF",29,1.6,48,73,65.8,723,137,30,36,83.3,11,19,57.9,4,9,44.4
2023-2024',EPL,Fulham,Harrison Reed,eng ENG,MF,28,14.7,627,748,83.8,9667,2279,306,341,89.7,263,298,88.3,33,51,64.7
2023-2024',EPL,Manchester Utd,Sergio Reguilón,es ESP,DF,26,4.6,244,314,77.7,3669,1356,137,157,87.3,84,111,75.7,16,26,61.5
2023-2024',EPL,Brentford,Sergio Reguilón,es ESP,DF,26,12.4,351,522,67.2,6057,2626,161,194,83,147,201,73.1,34,82,41.5
2023-2024',EPL,Fulham,Bobby Reid,jm JAM,FW,30,15.8,364,487,74.7,5129,1431,211,240,87.9,112,157,71.3,17,37,45.9
2023-2024',SerieA,Milan,Tijjani Reijnders,nl NED,MF,25,31.3,1575,1746,90.2,24974,6527,773,822,94,664,708,93.8,92,129,71.3
2023-2024',LaLiga,Villarreal,Pepe Reina,es ESP,GK,40,2,57,69,82.6,1467,1057,11,11,100,32,32,100,14,26,53.8
2023-2024',SerieA,Frosinone,Reinier,br BRA,"MF,FW",21,11.8,318,401,79.3,4584,1095,192,220,87.3,103,134,76.9,13,19,68.4
2023-2024',Bundesliga,Gladbach,Rocco Reitz,de GER,MF,21,23.7,782,1043,75,12375,4208,417,489,85.3,285,368,77.4,54,99,54.5
2023-2024',LaLiga,Real Sociedad,Álex Remiro,es ESP,GK,28,36.4,965,1258,76.7,26777,19177,165,165,100,489,495,98.8,310,592,52.4
2023-2024',Ligue1,Toulouse,Guillaume Restes,fr FRA,GK,18,34,666,897,74.2,16109,10808,173,174,99.4,333,342,97.4,156,373,41.8
2023-2024',SerieA,Genoa,Mateo Retegui,it ITA,FW,24,24.6,265,412,64.3,3135,410,177,233,76,61,104,58.7,6,15,40
2023-2024',Bundesliga,Dortmund,Marco Reus,de GER,"MF,FW",34,17.8,588,707,83.2,8017,2071,339,374,90.6,172,202,85.1,30,46,65.2
2023-2024',Bundesliga,Augsburg,Elvis Rexhbeçaj,de GER,MF,25,22.1,523,709,73.8,8584,2372,240,297,80.8,212,272,77.9,44,75,58.7
2023-2024',EPL,Nott'ham Forest,Gio Reyna,us USA,"FW,MF",20,2.6,118,140,84.3,1768,374,69,74,93.2,40,45,88.9,7,13,53.8
2023-2024',Bundesliga,Dortmund,Gio Reyna,us USA,"MF,FW",20,3.1,166,193,86,2376,582,105,112,93.8,51,63,81,5,7,71.4
2023-2024',LaLiga,Betis,Chadi Riad,ma MAR,DF,20,24,1074,1198,89.6,19044,5584,423,451,93.8,568,600,94.7,62,111,55.9
2023-2024',Ligue1,Lille,Alexsandro Ribeiro,br BRA,DF,23,24.7,1615,1804,89.5,29871,10802,584,618,94.5,868,934,92.9,128,201,63.7
2023-2024',EPL,Nott'ham Forest,Rodrigo Ribeiro,pt POR,"MF,FW",18,0.2,6,8,75,89,35,2,4,50,3,3,100,0,0,
2023-2024',SerieA,Torino,Samuele Ricci,it ITA,MF,21,26.6,1121,1310,85.6,18378,4368,524,574,91.3,496,551,90,71,117,60.7
2023-2024',EPL,Arsenal,Declan Rice,eng ENG,MF,24,35.8,2041,2295,88.9,34242,9378,958,1031,92.9,910,975,93.3,137,210,65.2
2023-2024',Comp,Squad,Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%
2023-2024',EPL,Crystal Palace,Chris Richards,us USA,"DF,MF",23,23.3,778,942,82.6,13337,4341,362,413,87.7,341,389,87.7,58,100,58
