Year,Country,Player,Pos,Age,Int Matches Played,Int Starts,Int Min,Int 90s,Int Goals,Int Assists,Int Goals + Assists ,Int Non Penalty Goals,Int Penalty Goals,Int Penaltes Attempted,Int Yellow Cards,Int Red Cards,Int Goals Per 90,Int Assists Per 90,Int Goals + Assits Per 90,Int Non Penalty Goals Per 90,Int Non Penalty Goals + Assits Per 90
2017,Moldova,Gheorghe Anton,MF,24,1,1,65,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Moldova,Dinu Graur,MF,22,2,1,56,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Moldova,Vladislav Ivanov,DF,26,2,1,53,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Moldova,Stanislav Nama?co,GK,30,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Moldova,Eugen Sidorenco,"FW,MF",27,2,0,80,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Moldova,Ion Jardan,DF,27,2,0,70,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Moldova,Maxim Antoniuc,"FW,MF",26,1,0,35,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Moldova,Artiom Zabun,FW,20,1,0,35,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Moldova,Adrian Ca?caval,DF,29,1,0,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Moldova,Sergiu Pl?tic?,"DF,FW",25,1,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Moldova,Gheorghe Andronic,MF,25,1,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Moldova,Maxim Potîrniche,DF,27,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Moldova,Igor Andronic,DF,28,1,0,6,0.1,0,0,0,,,,,,,,,,
2018,Moldova,Alexandru Epureanu,DF,31,9,9,810,9,0,0,0,0,0,0,1,0,0,0,0,0,0
2018,Moldova,Alexandru Dedov,"MF,FW",28,8,8,650,7.2,1,0,1,1,0,0,3,0,0.14,0,0.14,0.14,0.14
2018,Moldova,Ilie Cebanu,GK,31,7,7,630,7,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Moldova,Radu Gînsari,"FW,MF",26,8,7,628,7,1,0,1,1,0,0,2,0,0.14,0,0.14,0.14,0.14
2018,Moldova,Vitalie Bordian,"DF,MF",33,6,6,540,6,0,0,0,0,0,0,2,0,0,0,0,0,0
2018,Moldova,Veaceslav Posmac,DF,27,6,6,540,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Moldova,Alexandru Ga?can,MF,33,6,6,539,6,1,1,2,1,0,0,2,1,0.17,0.17,0.33,0.17,0.33
2018,Moldova,Eugeniu Cebotaru,"MF,DF",33,6,5,450,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Moldova,Vadim Bolohan,DF,31,5,5,444,4.9,0,0,0,0,0,0,1,0,0,0,0,0,0
2018,Moldova,Artur Ioni??,MF,27,6,5,437,4.9,0,0,0,0,0,0,2,1,0,0,0,0,0
2018,Moldova,Igor Bugaiov,FW,33,8,4,410,4.6,1,0,1,1,0,0,1,0,0.22,0,0.22,0.22,0.22
2018,Moldova,Andrei Cojocari,"MF,DF",31,7,4,405,4.5,0,0,0,0,0,0,2,0,0,0,0,0,0
2018,Moldova,Gheorghe Anton,MF,25,4,4,350,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Moldova,Artiom Rozgoniuc,DF,22,3,3,270,3,0,0,0,0,0,0,1,0,0,0,0,0,0
2018,Moldova,Eugeniu Cociuc,MF,24,4,3,256,2.8,0,1,1,0,0,0,1,0,0,0.35,0.35,0,0.35
2018,Moldova,Petru Racu,DF,30,5,3,244,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Moldova,Igor Arma?,DF,30,3,3,215,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Moldova,Alexandru Antoniuc,MF,28,4,2,204,2.3,0,2,2,0,0,0,0,0,0,0.88,0.88,0,0.88
2018,Moldova,Ion Jardan,"MF,DF",28,2,2,180,2,0,0,0,0,0,0,1,0,0,0,0,0,0
2018,Moldova,Stanislav Nama?co,GK,31,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Moldova,C?t?lin Carp,"MF,DF",24,3,2,178,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Moldova,Gheorghe Andronic,MF,26,3,2,164,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Moldova,Sergiu Pl?tic?,MF,26,2,2,156,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Moldova,Victor Golovatenco,DF,33,3,1,184,2,0,0,0,0,0,0,1,0,0,0,0,0,0
2018,Moldova,Eugen Sidorenco,MF,28,4,1,121,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Moldova,Maxim Mihaliov,MF,31,4,1,105,1.2,0,0,0,0,0,0,1,0,0,0,0,0,0
2018,Moldova,Nicolae Calancea,GK,31,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Moldova,Adrian Ca?caval,DF,30,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Moldova,Dinu Graur,MF,23,1,1,84,0.9,0,0,0,0,0,0,1,0,0,0,0,0,0
2018,Moldova,Igor ?îgîrla?,DF,33,1,1,77,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Moldova,Alexandru Pa?cenco,MF,28,1,1,69,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Moldova,Vladislav Ivanov,MF,27,1,1,68,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0
2018,Moldova,Eugen Zasavi?chi,MF,25,1,1,60,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Moldova,Vladimir Ambros,FW,24,3,0,30,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Moldova,Vadim Paireli,"FW,MF",22,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Moldova,Maxim Antoniuc,"FW,MF",27,0,0,,,,,,,,,,,,,,,
2018,Moldova,Alexei Ko?elev,GK,24,0,0,,,,,,,,,,,,,,,
2018,Moldova,Petru Ojog,MF,27,0,0,,,,,,,,,,,,,,,
2018,Moldova,Serghei Pa?cenco,GK,35,0,0,,,,,,,,,,,,,,,
2018,Moldova,Igor Picu?ceac,FW,34,0,0,,,,,,,,,,,,,,,
2018,Moldova,Maxim Potîrniche,DF,28,0,0,,,,,,,,,,,,,,,
2019,Moldova,Alexandru Epureanu,DF,31,6,6,540,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Moldova,Alexei Ko?elev,GK,24,6,6,540,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Moldova,Veaceslav Posmac,DF,27,6,6,540,6,0,0,0,0,0,0,1,0,0,0,0,0,0
2019,Moldova,Alexandru Ga?can,MF,34,6,6,532,5.9,0,0,0,0,0,0,1,0,0,0,0,0,0
2019,Moldova,C?t?lin Carp,"MF,DF",24,6,6,498,5.5,0,0,0,0,0,0,2,0,0,0,0,0,0
2019,Moldova,Oleg Reabciuk,"DF,MF",20,6,6,495,5.5,0,0,0,0,0,0,2,0,0,0,0,0,0
2019,Moldova,Alexandru Antoniuc,MF,29,6,6,484,5.4,0,0,0,0,0,0,2,0,0,0,0,0,0
2019,Moldova,Radu Gînsari,"MF,FW",26,6,6,477,5.3,3,0,3,2,1,1,1,0,0.57,0,0.57,0.38,0.38
2019,Moldova,Artur Ioni??,MF,27,5,5,450,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Moldova,Eugeniu Cociuc,"MF,FW",25,4,3,267,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Moldova,Ilie Dama?can,FW,22,5,3,263,2.9,1,0,1,1,0,0,0,0,0.34,0,0.34,0.34,0.34
2019,Moldova,Dinu Graur,DF,23,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Moldova,Ion Jardan,DF,28,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Moldova,Ion Nicolaescu,FW,19,4,2,160,1.8,0,0,0,0,0,0,1,0,0,0,0,0,0
2019,Moldova,Alexandru Dedov,MF,29,5,1,154,1.7,0,1,1,0,0,0,0,0,0,0.58,0.58,0,0.58
2019,Moldova,Constantin Sandu,MF,24,3,0,69,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Moldova,Alexandru Boiciuc,FW,20,2,0,56,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Moldova,Sergiu Pl?tic?,"DF,FW",27,2,0,33,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Moldova,Andrei Cojocari,MF,31,1,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Moldova,Eugeniu Cebotaru,MF,33,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Moldova,Vladimir Ambros,FW,24,0,0,,,,,,,,,,,,,,,
2019,Moldova,Gheorghe Anton,MF,25,0,0,,,,,,,,,,,,,,,
2019,Moldova,Stanislav Nama?co,GK,31,0,0,,,,,,,,,,,,,,,
2019,Moldova,Serghei Pa?cenco,GK,35,0,0,,,,,,,,,,,,,,,
2019,Moldova,Petru Racu,DF,31,0,0,,,,,,,,,,,,,,,
2019,Moldova,Artiom Rozgoniuc,DF,22,0,0,,,,,,,,,,,,,,,
2020,Moldova,Igor Arma?,DF,32,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Moldova,Artur Ioni??,MF,29,2,2,180,2,0,0,0,0,0,0,1,0,0,0,0,0,0
2020,Moldova,Vadim Ra??,MF,26,2,2,180,2,0,0,0,0,0,0,2,0,0,0,0,0,0
2020,Moldova,Sergiu Pl?tic?,"MF,DF",28,2,2,179,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Moldova,Ion Nicolaescu,FW,21,2,2,141,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Moldova,Alexandru Epureanu,DF,33,2,1,152,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Moldova,Stanislav Nama?co,GK,33,2,1,135,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Moldova,Oleg Reabciuk,MF,22,2,1,135,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Moldova,Ion Jardan,DF,30,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Moldova,Veaceslav Posmac,DF,29,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Moldova,Eugeniu Cebotaru,MF,35,1,1,82,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Moldova,Mihail Caimacov,MF,21,1,1,63,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Moldova,Artur Cr?ciun,DF,21,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Moldova,Alexei Ko?elev,GK,26,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Moldova,Denis Marandici,MF,23,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Moldova,Alexandru Suvorov,FW,32,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Moldova,C?t?lin Carp,MF,26,1,1,28,0.3,0,0,0,0,0,0,1,0,0,0,0,0,0
2020,Moldova,Eugeniu Cociuc,MF,26,2,0,72,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Moldova,Victor Mudrac,"DF,FW",25,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Moldova,Vitalie Dama?can,"FW,MF",21,1,0,27,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Moldova,Nicolae Milinceanu,FW,27,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Moldova,Dan Sp?taru,MF,25,1,0,8,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0
2020,Moldova,Cristian Dros,DF,21,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Moldova,Alexandr Belousov,MF,21,0,0,,,,,,,,,,,,,,,
2020,Moldova,Constantin Bogdan,DF,26,0,0,,,,,,,,,,,,,,,
2020,Moldova,Alexandru Boiciuc,FW,22,0,0,,,,,,,,,,,,,,,
2020,Moldova,Vadim Bolohan,DF,33,0,0,,,,,,,,,,,,,,,
2020,Moldova,Nicolae Calancea,GK,33,0,0,,,,,,,,,,,,,,,
2020,Moldova,Nicolai Cebotari,GK,22,0,0,,,,,,,,,,,,,,,
2020,Moldova,Daniel Dumbravanu,DF,18,0,0,,,,,,,,,,,,,,,
2020,Moldova,Dinu Graur,DF,25,0,0,,,,,,,,,,,,,,,
2020,Moldova,Petru Racu,DF,32,0,0,,,,,,,,,,,,,,,
2021,Moldova,Alexei Ko?elev,GK,27,10,10,900,10,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Moldova,Artur Ioni??,MF,30,9,9,756,8.4,0,0,0,0,0,0,4,1,0,0,0,0,0
2021,Moldova,Radu Gînsari,"FW,MF",29,9,9,698,7.8,0,0,0,0,0,0,2,1,0,0,0,0,0
2021,Moldova,Oleg Reabciuk,"DF,MF",23,8,8,720,8,0,0,0,0,0,0,2,0,0,0,0,0,0
2021,Moldova,Eugeniu Cebotaru,MF,36,8,7,671,7.5,0,0,0,0,0,0,2,0,0,0,0,0,0
2021,Moldova,C?t?lin Carp,"MF,DF",27,7,7,560,6.2,0,0,0,0,0,0,3,0,0,0,0,0,0
2021,Moldova,Alexandru Suvorov,"FW,MF",33,6,6,435,4.8,0,0,0,0,0,0,1,0,0,0,0,0,0
2021,Moldova,Dinu Graur,"DF,MF",26,8,5,496,5.5,0,0,0,0,0,0,1,0,0,0,0,0,0
2021,Moldova,Igor Arma?,DF,33,5,5,450,5,1,0,1,1,0,0,2,0,0.2,0,0.2,0.2,0.2
2021,Moldova,Veaceslav Posmac,DF,30,5,5,450,5,0,0,0,0,0,0,1,0,0,0,0,0,0
2021,Moldova,Ion Jardan,DF,31,5,5,412,4.6,0,0,0,0,0,0,1,0,0,0,0,0,0
2021,Moldova,Alexandru Antoniuc,MF,31,4,4,244,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Moldova,?tefan Efros,DF,30,3,3,270,3,0,1,1,0,0,0,0,0,0,0.33,0.33,0,0.33
2021,Moldova,Eugeniu Cociuc,MF,27,5,3,269,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Moldova,Victor Mudrac,DF,26,3,3,210,2.3,0,0,0,0,0,0,1,0,0,0,0,0,0
2021,Moldova,Artiom Rozgoniuc,DF,25,4,2,211,2.3,0,0,0,0,0,0,1,0,0,0,0,0,0
2021,Moldova,Artur Cr?ciun,DF,22,2,2,180,2,0,0,0,0,0,0,2,0,0,0,0,0,0
2021,Moldova,Sergiu Pl?tic?,"MF,DF",29,2,2,180,2,0,1,1,0,0,0,0,0,0,0.5,0.5,0,0.5
2021,Moldova,Anatolie Prepeli??,DF,23,2,2,180,2,0,0,0,0,0,0,1,0,0,0,0,0,0
2021,Moldova,Vadim Ra??,"FW,DF",27,2,2,170,1.9,1,0,1,1,0,0,2,0,0.53,0,0.53,0.53,0.53
2021,Moldova,Iaser ?urcan,MF,23,3,2,159,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Moldova,Ilie Dama?can,FW,25,2,2,101,1.1,0,1,1,0,0,0,1,0,0,0.89,0.89,0,0.89
2021,Moldova,Ion Nicolaescu,FW,22,2,2,93,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Moldova,Vladimir Ambros,FW,27,2,2,75,0.8,1,0,1,1,0,0,1,0,1.2,0,1.2,1.2,1.2
2021,Moldova,Alexandru Boiciuc,FW,23,4,1,153,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Moldova,Constantin Sandu,FW,27,3,1,112,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Moldova,Vitalie Dama?can,FW,22,2,1,110,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Moldova,Gheorghe Anton,MF,28,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Moldova,Maxim Foc?a,DF,28,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Moldova,Vadim Cemîrtan,FW,33,2,1,87,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Moldova,Eugen Sidorenco,FW,31,1,1,79,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Moldova,Nicolae Milinceanu,FW,28,2,1,76,0.8,1,0,1,1,0,0,0,0,1.18,0,1.18,1.18,1.18
2021,Moldova,Maxim Mihaliov,MF,34,1,1,71,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Moldova,Maxim Cojocaru,MF,23,1,0,26,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Moldova,Alexandru Dedov,"FW,MF",31,1,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Moldova,Mihail Ghecev,MF,23,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Moldova,Artur P?tra?,MF,32,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Moldova,Andrei Cojocari,MF,34,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Moldova,Alexandr Belousov,MF,22,0,0,,,,,,,,,,,,,,,
2021,Moldova,Nicolai Cebotari,GK,23,0,0,,,,,,,,,,,,,,,
2021,Moldova,Dumitru Celeadnic,GK,28,0,0,,,,,,,,,,,,,,,
2021,Moldova,Valerii Macri?chii,MF,24,0,0,,,,,,,,,,,,,,,
2021,Moldova,Denis Marandici,DF,24,0,0,,,,,,,,,,,,,,,
2021,Moldova,Stanislav Nama?co,GK,34,0,0,,,,,,,,,,,,,,,
2021,Moldova,Evgheni Oancea,MF,25,0,0,,,,,,,,,,,,,,,
2021,Moldova,Denis Rusu,"GK,MF",30,0,0,,,,,,,,,,,,,,,
2021,Moldova,Veaceslav Zagaevschi,MF,24,0,0,,,,,,,,,,,,,,,
2022,Moldova,Ion Jardan,"MF,DF",32,10,9,855,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Moldova,Artur Ioni??,MF,31,8,8,706,7.8,0,0,0,0,0,0,3,0,0,0,0,0,0
2022,Moldova,Vadim Ra??,MF,28,8,8,703,7.8,0,0,0,0,0,1,4,0,0,0,0,0,0
2022,Moldova,Igor Arma?,DF,34,7,7,630,7,0,0,0,0,0,0,2,0,0,0,0,0,0
2022,Moldova,Veaceslav Posmac,DF,31,7,7,630,7,0,0,0,0,0,0,2,0,0,0,0,0,0
2022,Moldova,Oleg Reabciuk,"MF,DF",24,7,7,624,6.9,0,0,0,0,0,0,4,1,0,0,0,0,0
2022,Moldova,Ion Nicolaescu,"FW,MF",23,8,6,527,5.9,3,0,3,3,0,0,0,1,0.51,0,0.51,0.51,0.51
2022,Moldova,Vadim Bolohan,DF,35,8,5,526,5.8,0,0,0,0,0,0,1,0,0,0,0,0,0
2022,Moldova,Cristian Avram,GK,27,5,5,450,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Moldova,Cristian Dros,MF,23,7,5,435,4.8,0,1,1,0,0,0,1,0,0,0.21,0.21,0,0.21
2022,Moldova,Radu Gînsari,"MF,FW",30,7,5,416,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Moldova,Sergiu Pl?tic?,"FW,MF",30,5,5,389,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Moldova,Stanislav Nama?co,GK,35,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Moldova,Alexandru Epureanu,DF,35,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Moldova,Maxim Potîrniche,DF,32,4,3,228,2.5,0,0,0,0,0,0,1,0,0,0,0,0,0
2022,Moldova,C?t?lin Carp,MF,28,3,3,185,2.1,1,0,1,1,0,0,2,0,0.49,0,0.49,0.49,0.49
2022,Moldova,Mihail Ghecev,FW,24,3,3,148,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Moldova,Ioan-C?lin Revenco,"MF,DF",21,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Moldova,Denis Marandici,DF,25,3,2,178,2,0,0,0,0,0,0,2,0,0,0,0,0,0
2022,Moldova,Artiom Puntus,FW,26,4,2,135,1.5,0,0,0,0,0,0,1,0,0,0,0,0,0
2022,Moldova,Eugeniu Cociuc,FW,28,2,2,103,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Moldova,Dan Sp?taru,FW,27,6,1,192,2.1,0,1,1,0,0,0,1,0,0,0.47,0.47,0,0.47
2022,Moldova,Marius Iosipoi,FW,21,5,1,175,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Moldova,Andrei Cojocari,MF,35,3,1,113,1.3,0,0,0,0,0,0,1,0,0,0,0,0,0
2022,Moldova,Alexei Ko?elev,GK,28,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Moldova,Vitalie Dama?can,FW,23,2,1,88,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Moldova,Artiom Rozgoniuc,DF,26,2,1,75,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Moldova,Alexandr Belousov,FW,23,1,1,72,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0
2022,Moldova,Alexandru Antoniuc,MF,32,2,1,52,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Moldova,Igor Arhirii,DF,24,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Moldova,Victor Bogaciuc,DF,22,2,0,62,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Moldova,Corneliu Cotogoi,MF,20,3,0,49,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Moldova,Maxim Cojocaru,MF,24,2,0,37,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Moldova,Nicolae Milinceanu,FW,29,1,0,31,0.3,1,0,1,1,0,0,0,0,2.9,0,2.9,2.9,2.9
2022,Moldova,Ion Dr?gan,FW,25,1,0,29,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Moldova,Mihail Caimacov,MF,23,1,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Moldova,Virgiliu Postolachi,FW,21,1,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Moldova,Nicky Clescenco,FW,20,2,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Moldova,Daniel Dumbravanu,DF,20,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Moldova,Iurie Iovu,DF,19,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Moldova,Sebastian Agachi,GK,21,0,0,,,,,,,,,,,,,,,
2022,Moldova,Alexandru Bejan,MF,25,0,0,,,,,,,,,,,,,,,
2022,Moldova,Nicolae Calancea,GK,35,0,0,,,,,,,,,,,,,,,
2022,Moldova,Nicolai Cebotari,GK,24,0,0,,,,,,,,,,,,,,,
2022,Moldova,Dumitru Celeadnic,GK,29,0,0,,,,,,,,,,,,,,,
2023,Moldova,Igor Arma?,DF,35,6,6,540,6,0,0,0,0,0,0,1,0,0,0,0,0,0
2023,Moldova,Ion Nicolaescu,FW,23,6,6,475,5.3,4,0,4,2,2,2,1,0,0.76,0,0.76,0.38,0.38
2023,Moldova,Vadim Ra??,MF,29,5,5,450,5,0,2,2,0,0,0,2,0,0,0.4,0.4,0,0.4
2023,Moldova,Vadim Bolohan,DF,35,5,5,365,4.1,1,0,1,1,0,0,2,0,0.25,0,0.25,0.25,0.25
2023,Moldova,Ioan-C?lin Revenco,"MF,DF",22,5,4,398,4.4,1,0,1,1,0,0,2,0,0.23,0,0.23,0.23,0.23
2023,Moldova,Dorian Railean,GK,28,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Moldova,Oleg Reabciuk,"DF,MF",24,4,4,360,4,0,0,0,0,0,0,1,0,0,0,0,0,0
2023,Moldova,Mihail Caimacov,"MF,FW",24,4,4,354,3.9,1,0,1,0,1,1,2,0,0.25,0,0.25,0,0
2023,Moldova,Veaceslav Posmac,DF,31,6,4,340,3.8,0,0,0,0,0,0,1,0,0,0,0,0,0
2023,Moldova,Sergiu Pl?tic?,MF,31,6,3,335,3.7,0,1,1,0,0,0,0,0,0,0.27,0.27,0,0.27
2023,Moldova,Artur Cr?ciun,DF,24,5,3,330,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Moldova,Nichita Mo?pan,"MF,FW",21,4,3,267,3,1,0,1,1,0,0,0,0,0.34,0,0.34,0.34,0.34
2023,Moldova,Mihai Pl?tic?,MF,32,3,3,167,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Moldova,Dumitru Celeadnic,GK,30,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Moldova,Artur Ioni??,MF,31,2,2,180,2,0,1,1,0,0,0,0,0,0,0.5,0.5,0,0.5
2023,Moldova,Vitalie Dama?can,FW,23,2,2,179,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Moldova,Maxim Cojocaru,FW,24,5,1,113,1.3,0,0,0,0,0,0,1,0,0,0,0,0,0
2023,Moldova,Dmitri Mandrîcenco,FW,25,2,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Moldova,Alexandr Belousov,MF,24,1,1,80,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Moldova,Victor Stîn?,FW,24,3,1,64,0.7,2,0,2,2,0,0,0,1,2.81,0,2.81,2.81,2.81
2023,Moldova,Ion Jardan,DF,32,2,1,59,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Moldova,Marius Iosipoi,FW,22,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Moldova,Cristian Dros,DF,24,2,0,79,0.9,0,0,0,0,0,0,1,0,0,0,0,0,0
2023,Moldova,Virgiliu Postolachi,FW,22,2,0,52,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Moldova,Andrei Cobe?,MF,25,2,0,24,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Moldova,Eugeniu Cociuc,MF,29,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Moldova,Cristian Avram,GK,28,0,0,,,,,,,,,,,,,,,
2023,Moldova,Corneliu Cotogoi,MF,21,0,0,,,,,,,,,,,,,,,
2023,Moldova,Daniel Dumbravanu,DF,21,0,0,,,,,,,,,,,,,,,
2023,Moldova,Iurie Iovu,DF,20,0,0,,,,,,,,,,,,,,,
2023,Moldova,Denis Marandici,DF,25,0,0,,,,,,,,,,,,,,,
2023,Moldova,Stanislav Nama?co,GK,35,0,0,,,,,,,,,,,,,,,
2024,Moldova,Artur Cr?ciun,DF,25,8,8,720,8,0,0,0,0,0,0,1,0,0,0,0,0,0
2024,Moldova,Dorian Railean,GK,30,8,8,720,8,0,0,0,0,0,0,2,0,0,0,0,0,0
2024,Moldova,Ion Nicolaescu,FW,25,8,8,613,6.8,4,1,5,3,1,1,1,0,0.59,0.15,0.73,0.44,0.59
