Total_Tackles,Tackles_Won,Tackles_Def_3rd,Tackles_mid_3rd,Tackles_Att_3rd,Drib_Tackled,Drib_Tackle_Lost,Total_Blocks,Shots_Blocked,Passes_Blocked,Interceptions,Clearance,Errors_to_shot,Key
67,33,41,19,7,24,24,30,16,14,79,60,2,2020-2021_joseluispalomino
1,0,1,0,0,1,1,1,0,1,1,11,0,2020-2021_pierluigigollini
19,8,2,13,4,8,15,16,1,15,2,4,0,2020-2021_ruslanmalinovskyi
14,7,4,6,4,7,17,17,2,15,17,7,1,2020-2021_matteopessina
28,17,12,14,2,13,10,8,1,7,17,9,0,2020-2021_hanshateboer
9,4,1,5,3,5,16,12,0,12,2,0,1,2020-2021_josipilicic
20,9,4,8,8,9,17,17,0,17,7,4,0,2020-2021_luismuriel
2,2,2,0,0,1,2,0,0,0,2,5,1,2020-2021_marcosportiello
18,10,7,5,6,8,11,17,2,15,11,5,0,2020-2021_joakimmhle
26,15,5,17,4,12,7,12,1,11,8,6,0,2020-2021_mariopasalic
3,2,2,1,0,2,6,8,1,7,1,1,0,2020-2021_papugomez
24,13,8,9,7,6,3,1,0,1,3,1,0,2020-2021_alekseimiranchuk
4,4,3,1,0,2,1,3,0,3,7,6,0,2020-2021_johanmojica
5,5,0,3,2,4,1,2,1,1,2,7,1,2020-2021_boskosutalo
3,0,1,2,0,2,1,2,0,2,4,2,0,2020-2021_matteoruggeri
3,2,0,1,2,1,1,4,0,4,3,2,0,2020-2021_fabiodepaoli
2,0,0,2,0,0,6,0,0,0,0,3,0,2020-2021_samlammers
1,0,0,1,0,1,0,3,2,1,4,3,0,2020-2021_mattiacaldara
1,1,1,0,0,0,1,1,0,1,0,0,0,2020-2021_cristianopiccini
0,0,0,0,0,0,0,0,0,0,0,0,0,2020-2021_amaddiallo
0,0,0,0,0,0,0,0,0,0,0,1,0,2020-2021_davideangeloghislandi
0,0,0,0,0,0,0,0,0,0,0,1,0,2020-2021_viktorkovalenko
0,0,0,0,0,0,0,0,0,0,0,0,0,2020-2021_manugyabuaa
62,31,37,16,9,35,31,32,12,20,66,68,2,2020-2021_danilo
6,3,1,3,2,3,12,11,3,8,5,15,1,2020-2021_cristianoronaldo
0,0,0,0,0,0,0,2,0,2,3,5,1,2020-2021_wojciechszczesny
47,26,21,14,12,19,31,23,1,22,12,16,0,2020-2021_federicochiesa
63,33,21,37,5,20,39,35,12,23,47,46,1,2020-2021_rodrigobentancur
43,25,22,15,6,29,31,16,2,14,43,22,2,2020-2021_juancuadrado
72,42,24,41,7,28,32,32,11,21,43,29,1,2020-2021_adrienrabiot
37,19,20,16,1,18,10,42,21,21,31,64,0,2020-2021_matthijsdeligt
19,14,10,8,1,6,8,24,13,11,33,67,0,2020-2021_leonardobonucci
17,12,2,10,5,4,24,22,2,20,5,21,0,2020-2021_alvaromorata
37,23,19,13,5,13,12,20,4,16,31,57,0,2020-2021_alexsandro
33,19,12,10,11,14,29,22,0,22,9,2,1,2020-2021_dejankulusevski
34,19,9,20,5,12,21,21,3,18,28,26,0,2020-2021_westonmckennie
12,9,9,3,0,5,6,18,13,5,27,56,0,2020-2021_giorgiochiellini
14,8,3,4,7,2,12,15,0,15,1,1,0,2020-2021_paulodybala
17,9,7,10,0,12,19,6,1,5,18,9,1,2020-2021_arthurmelo
22,14,8,13,1,8,17,13,2,11,7,8,2,2020-2021_aaronramsey
12,9,8,4,0,5,8,16,9,7,21,40,0,2020-2021_merihdemiral
9,4,3,5,1,4,16,6,2,4,14,7,1,2020-2021_federicobernardeschi
0,0,0,0,0,0,0,0,0,0,0,3,1,2020-2021_gianluigibuffon
7,4,5,0,2,5,7,9,1,8,14,15,0,2020-2021_gianlucafrabotta
2,0,2,0,0,0,2,4,1,3,0,1,0,2020-2021_manoloportanova
1,0,1,0,0,1,2,0,0,0,0,0,0,2020-2021_douglascosta
0,0,0,0,0,0,0,0,0,0,0,1,0,2020-2021_mattiadesciglio
0,0,0,0,0,0,0,0,0,0,0,0,0,2020-2021_carlopinsoglio
0,0,0,0,0,0,0,0,0,0,0,1,0,2020-2021_nicolofagioli
0,0,0,0,0,0,0,1,1,0,0,0,0,2020-2021_alessandrodipardo
0,0,0,0,0,0,0,0,0,0,0,1,0,2020-2021_felixcorreia
0,0,0,0,0,0,0,0,0,0,0,0,0,2020-2021_radudragusin
0,0,0,0,0,0,0,0,0,0,0,0,0,2020-2021_giacomovrioni
79,50,54,21,4,43,32,37,13,24,35,64,1,2020-2021_giovannidilorenzo
26,18,8,12,6,13,59,30,1,29,37,6,1,2020-2021_lorenzoinsigne
18,10,8,7,3,7,13,23,4,19,18,12,0,2020-2021_piotrzielinski
58,31,26,21,11,25,45,33,3,30,36,32,1,2020-2021_fabianruizpena
31,18,24,7,0,17,7,22,13,9,23,82,2,2020-2021_kostasmanolas
36,24,25,7,4,19,13,46,26,20,29,64,2,2020-2021_kalidoukoulibaly
29,18,10,13,6,10,26,37,1,36,18,14,0,2020-2021_hirvinglozano
69,41,21,41,7,23,17,24,2,22,36,13,2,2020-2021_tiemouebakayoko
0,0,0,0,0,0,1,0,0,0,0,5,0,2020-2021_alexmeret
24,16,13,9,2,11,36,14,1,13,14,18,0,2020-2021_matteopolitano
29,17,16,11,2,17,16,18,4,14,30,52,0,2020-2021_elseidhysaj
56,32,26,22,8,23,40,14,1,13,11,15,1,2020-2021_diegodemme
16,14,4,7,5,5,20,7,1,6,9,3,1,2020-2021_driesmertens
24,13,17,6,1,17,16,17,4,13,28,29,1,2020-2021_mariorui
22,15,2,6,14,3,12,6,0,6,7,10,0,2020-2021_victorosimhen
0,0,0,0,0,0,0,0,0,0,0,4,0,2020-2021_davidospina
18,9,11,6,1,9,9,15,6,9,21,49,3,2020-2021_nikolamaksimovic
13,8,7,6,0,6,3,17,14,3,8,39,1,2020-2021_amirrrahmani
2,0,0,2,0,2,5,4,0,4,1,7,0,2020-2021_andreapetagna
15,4,3,6,6,7,5,11,1,10,2,10,0,2020-2021_elifelmas
6,5,3,2,1,0,1,4,2,2,3,1,0,2020-2021_faouzighoulam
1,1,0,1,0,0,1,1,1,0,0,1,1,2020-2021_stanislavlobotka
0,0,0,0,0,0,0,0,0,0,0,0,0,2020-2021_fernandollorente
2,1,2,0,0,0,1,0,0,0,2,2,0,2020-2021_kevinmalcuit
0,0,0,0,0,0,0,1,0,1,1,0,0,2020-2021_antoniocioffi
14,13,4,6,4,7,15,13,1,12,6,9,0,2020-2021_ciroimmobile
38,22,22,15,1,20,20,38,6,32,40,54,0,2020-2021_adammarusic
43,24,15,19,9,15,58,41,2,39,13,11,1,2020-2021_luisalberto
51,32,34,13,4,18,22,24,15,9,76,121,2,2020-2021_francescoacerbi
59,40,20,30,9,27,57,52,12,40,33,47,0,2020-2021_sergejmilinkovic-savic
24,14,15,4,5,14,25,22,3,19,18,28,0,2020-2021_manuellazzari
43,24,20,19,4,25,15,27,14,13,45,73,1,2020-2021_stefanradu
68,32,38,28,2,30,56,21,0,21,57,21,0,2020-2021_lucasleiva
0,0,0,0,0,0,1,0,0,0,1,6,0,2020-2021_pepereina
21,12,6,11,4,7,18,14,0,14,7,12,0,2020-2021_joaquincorrea
30,16,15,11,4,13,11,13,3,10,18,51,1,2020-2021_patric
20,15,9,7,4,11,8,14,1,13,16,21,0,2020-2021_mohamedfares
22,16,18,4,0,10,7,9,5,4,17,48,1,2020-2021_wesleyhoedt
32,20,19,11,2,16,8,20,9,11,21,29,1,2020-2021_luizfelipe
10,7,4,4,2,1,7,7,0,7,4,2,0,2020-2021_felipecaicedo
1,1,1,0,0,0,0,0,0,0,1,4,0,2020-2021_thomasstrakosha
14,7,6,5,3,7,8,10,1,9,4,13,0,2020-2021_senadlulic
3,1,0,2,1,0,8,9,2,7,3,20,0,2020-2021_vedatmuriqi
21,8,8,11,2,8,12,20,6,14,14,31,0,2020-2021_marcoparolo
38,25,13,22,3,8,19,24,6,18,18,13,0,2020-2021_jean-danielakpa-akpro
26,13,11,14,1,8,20,10,3,7,19,13,0,2020-2021_gonzaloescalante
7,2,1,5,1,4,14,3,1,2,9,7,0,2020-2021_danilocataldi
5,0,1,3,1,2,10,6,0,6,1,4,0,2020-2021_andreaspereira
1,1,1,0,0,0,0,5,2,3,2,5,0,2020-2021_mateomusacchio
0,0,0,0,0,0,1,1,0,1,1,0,0,2020-2021_djavananderson
3,1,2,0,1,3,2,1,0,1,0,3,0,2020-2021_bastos
0,0,0,0,0,0,1,0,0,0,1,3,0,2020-2021_denisvavro
0,0,0,0,0,0,1,0,0,0,0,0,0,2020-2021_raulmoro
0,0,0,0,0,0,0,0,0,0,0,0,0,2020-2021_nicoloarmini
1,0,1,0,0,0,0,0,0,0,0,0,0,2020-2021_marcobertini
50,29,29,19,2,18,13,38,18,20,72,77,3,2020-2021_gianlucamancini
58,24,13,27,18,13,49,34,0,34,39,10,0,2020-2021_henrikhmkhitaryan
40,24,13,20,7,21,39,37,2,35,42,23,1,2020-2021_lorenzopellegrini
36,23,19,12,5,21,27,18,1,17,30,32,0,2020-2021_rickkarsdorp
59,37,28,25,6,25,20,38,17,21,68,78,3,2020-2021_rogeribanez
12,6,3,9,0,8,12,16,1,15,25,31,0,2020-2021_leonardospinazzola
20,12,8,12,0,9,24,14,3,11,14,21,3,2020-2021_jordanveretout
27,20,10,14,3,10,18,21,7,14,40,61,1,2020-2021_bryancristante
44,18,14,24,6,18,43,25,3,22,22,14,1,2020-2021_gonzalovillar
8,6,2,3,3,3,6,9,4,5,1,11,0,2020-2021_edindzeko
2,0,2,0,0,2,0,1,0,1,0,7,4,2020-2021_paulopez
22,14,6,11,5,7,28,10,0,10,9,2,1,2020-2021_pedro
3,2,0,0,3,1,9,5,0,5,0,5,2,2020-2021_borjamayoral
21,11,11,7,3,13,11,18,4,14,27,11,0,2020-2021_brunoperes
16,11,8,7,1,5,12,12,5,7,24,38,1,2020-2021_marashkumbulla
0,0,0,0,0,0,1,1,0,1,0,7,2,2020-2021_antoniomirante
14,8,5,7,2,6,4,17,11,6,28,46,1,2020-2021_chrissmalling
10,8,4,6,0,2,6,11,2,9,12,4,0,2020-2021_amadoudiawara
4,3,2,2,0,3,4,10,1,9,4,12,0,2020-2021_davidesanton
9,4,3,6,0,6,25,9,0,9,6,1,0,2020-2021_carlesperez
4,3,0,3,1,2,7,3,1,2,3,2,0,2020-2021_stephanelshaarawy
0,0,0,0,0,0,0,1,0,1,0,1,1,2020-2021_danielfuzato
3,2,3,0,0,3,1,3,3,0,7,18,1,2020-2021_federicofazio
5,2,3,1,1,3,7,3,0,3,8,0,1,2020-2021_ebrimadarboe
4,2,1,1,2,1,4,4,0,4,6,4,0,2020-2021_bryanreynolds
1,0,1,0,0,1,3,1,0,1,0,0,0,2020-2021_riccardocalafiori
3,1,2,1,0,2,2,1,0,1,2,5,0,2020-2021_juanjesus
2,2,2,0,0,2,0,0,0,0,0,0,0,2020-2021_javierpastore
0,0,0,0,0,0,0,0,0,0,0,0,0,2020-2021_justinkluivert
0,0,0,0,0,0,1,0,0,0,0,0,0,2020-2021_edoardobove
1,1,0,1,0,1,0,0,0,0,0,0,0,2020-2021_nicolazalewski
2,2,2,0,0,2,0,0,0,0,0,14,4,2020-2021_andreaconsigli
32,20,15,14,3,10,13,46,37,9,50,100,1,2020-2021_gianmarcoferrari
81,47,43,28,10,29,27,35,15,20,51,65,1,2020-2021_manuellocatelli
42,22,17,11,14,21,41,23,1,22,26,34,0,2020-2021_domenicoberardi
32,23,6,16,10,12,18,20,2,18,9,12,0,2020-2021_filipuricic
24,13,15,6,3,14,27,9,0,9,16,10,1,2020-2021_maximelopez
38,23,34,3,1,21,14,31,21,10,50,59,2,2020-2021_vladchiriches
26,13,19,5,2,19,8,26,5,21,31,53,0,2020-2021_rogerio
29,17,10,10,9,14,21,27,3,24,18,9,0,2020-2021_hamedjuniortraore
11,9,5,0,6,3,8,10,0,10,8,7,0,2020-2021_jeremieboga
19,13,13,6,0,13,5,23,17,6,27,44,2,2020-2021_marlon
0,0,0,0,0,0,2,4,0,4,1,3,0,2020-2021_francescocaputo
43,20,26,9,8,27,26,17,1,16,36,41,0,2020-2021_mertmuldur
21,12,16,3,2,12,15,15,7,8,13,28,0,2020-2021_jeremytoljan
35,22,17,15,3,12,23,26,7,19,22,27,0,2020-2021_pedroobiang
35,18,17,12,6,8,20,16,5,11,15,42,0,2020-2021_giorgoskyriakopoulos
13,8,5,5,3,5,8,9,0,9,7,5,0,2020-2021_gregoiredefrel
5,3,1,1,3,0,4,13,5,8,2,9,0,2020-2021_giacomoraspadori
15,9,8,5,2,8,5,9,5,4,16,33,0,2020-2021_kaanayhan
7,5,2,5,0,3,7,6,2,4,13,10,0,2020-2021_francescomagnanelli
6,5,1,4,1,2,5,14,6,8,12,8,0,2020-2021_mehdibourabia
8,4,2,5,1,2,3,1,0,1,0,2,0,2020-2021_lukasharaslin
1,1,1,0,0,1,1,2,2,0,3,12,0,2020-2021_federicopeluso
0,0,0,0,0,0,0,0,0,0,0,1,0,2020-2021_gianlucapegolo
2,1,1,1,0,2,1,1,0,1,0,1,0,2020-2021_brianoddei
0,0,0,0,0,0,0,0,0,0,0,0,0,2020-2021_nicolasschiappacasse
0,0,0,0,0,0,0,0,0,0,0,0,0,2020-2021_federicoricci
1,0,0,0,1,1,0,0,0,0,0,0,0,2020-2021_isaackaramoko
1,1,1,0,0,1,1,0,0,0,1,16,0,2020-2021_emilaudero
42,30,27,10,5,23,16,22,2,20,32,76,1,2020-2021_tommasoaugello
76,42,32,36,8,20,40,51,16,35,25,30,0,2020-2021_mortenthorsby
66,44,37,22,7,41,32,40,20,20,42,88,0,2020-2021_bartoszbereszynski
28,17,14,7,7,11,24,16,1,15,24,34,0,2020-2021_jakubjankto
28,16,19,8,1,13,10,43,29,14,68,133,1,2020-2021_omarcolley
28,19,17,9,2,21,32,24,3,21,9,27,1,2020-2021_antoniocandreva
56,29,21,32,3,23,42,31,12,19,49,35,0,2020-2021_albinekdal
17,4,10,7,0,7,6,45,34,11,57,93,1,2020-2021_mayayoshida
12,8,4,4,4,2,17,14,1,13,7,10,0,2020-2021_fabioquagliarella
33,18,20,11,2,10,11,21,14,7,25,94,1,2020-2021_lorenzotonelli
42,21,14,20,8,22,48,40,4,36,24,17,0,2020-2021_mikkeldamsgaard
49,22,21,22,6,18,36,34,1,33,30,10,1,2020-2021_adriensilva
9,6,2,6,1,4,6,10,1,9,0,3,0,2020-2021_keitabalde
11,7,2,7,2,4,15,14,2,12,9,3,0,2020-2021_valerioverre
27,15,16,9,2,15,9,18,6,12,23,26,0,2020-2021_alexferrari
31,15,10,17,4,8,19,19,3,16,4,13,0,2020-2021_gastonramirez
2,2,0,2,0,0,1,3,1,2,3,5,0,2020-2021_manologabbiadini
3,2,0,1,2,0,3,5,1,4,3,5,0,2020-2021_antoninolagumina
11,5,6,4,1,6,10,12,2,10,12,15,0,2020-2021_mehdileris
0,0,0,0,0,0,0,1,0,1,0,0,0,2020-2021_federicobonazzoli
1,1,0,0,1,0,2,4,0,4,1,1,0,2020-2021_ernestotorregrossa
0,0,0,0,0,0,0,0,0,0,0,2,0,2020-2021_karloletica
2,2,2,0,0,2,0,1,1,0,1,5,0,2020-2021_vascoregini
1,0,0,1,0,0,2,0,0,0,1,1,0,2020-2021_fabiodepaoli
0,0,0,0,0,0,0,2,0,2,3,3,0,2020-2021_kristofferaskildsen
0,0,0,0,0,0,1,0,0,0,0,0,0,2020-2021_antoniopalumbo
0,0,0,0,0,0,0,0,0,0,0,14,1,2020-2021_marcosilvestri
62,33,36,19,7,28,23,48,17,31,49,83,1,2020-2021_davidefaraoni
27,13,8,11,8,8,17,28,4,24,27,13,1,2020-2021_mattiazaccagni
30,19,8,16,6,14,33,26,7,19,12,38,1,2020-2021_antoninbarak
32,19,23,7,2,13,15,18,9,9,47,50,1,2020-2021_federicodimarco
39,25,23,15,1,11,16,31,8,23,32,46,2,2020-2021_adrientameze
29,17,8,17,4,20,22,17,7,10,20,29,0,2020-2021_darkolazovic
16,12,10,6,0,2,5,15,8,7,40,60,0,2020-2021_federicoceccherini
42,28,30,10,2,14,10,28,19,9,27,62,1,2020-2021_pawedawidowicz
20,10,10,9,1,4,5,27,21,6,70,87,0,2020-2021_koraygunter
26,14,11,11,4,7,14,17,5,12,27,26,0,2020-2021_ivanilic
26,15,14,9,3,9,7,25,16,9,44,105,1,2020-2021_giangiacomomagnani
24,17,10,10,4,12,22,12,1,11,12,25,0,2020-2021_miguelveloso
5,1,2,2,1,0,3,6,0,6,1,7,0,2020-2021_nikolakalinic
21,12,14,5,2,10,11,20,10,10,37,48,1,2020-2021_matteolovato
7,3,0,5,2,1,4,12,1,11,1,11,0,2020-2021_kevinlasagna
6,2,3,2,1,3,0,6,0,6,6,6,0,2020-2021_eddiesalcedo
1,2,0,1,0,0,3,1,0,1,0,5,0,2020-2021_samueldicarmine
11,4,2,6,3,3,8,6,0,6,6,1,0,2020-2021_ebrimacolley
15,8,3,11,1,6,8,5,1,4,2,0,0,2020-2021_danielbessa
4,3,3,0,1,2,6,5,1,4,5,10,0,2020-2021_stefanosturaro
8,4,3,5,0,2,4,7,5,2,14,11,1,2020-2021_yldrmmertcetin
0,0,0,0,0,0,0,0,0,0,0,0,0,2020-2021_ivorpandur
0,0,0,0,0,0,0,1,1,0,6,7,1,2020-2021_alanempereur
3,1,0,1,2,2,1,2,0,2,0,2,0,2020-2021_andreafavilli
,3,,,,,,,,,0,,,2020-2021_ronaldovieira
0,0,0,0,0,0,0,3,0,3,2,3,0,2020-2021_kevinruegg
0,0,0,0,0,0,1,0,0,0,3,1,0,2020-2021_andreadanzi
0,0,0,0,0,0,0,0,0,0,0,0,0,2020-2021_lubomirtupta
6,4,2,2,2,2,0,3,0,3,2,4,0,2020-2021_iyenomaudogie
0,0,0,0,0,0,0,0,0,0,0,0,0,2020-2021_alessandroberardi
0,0,0,0,0,0,0,1,0,1,0,0,0,2020-2021_philipankhrah
0,0,0,0,0,0,0,0,0,0,1,6,0,2020-2021_mattiaperin
38,22,29,6,3,23,25,32,13,19,53,107,3,2020-2021_andreamasiello
56,27,27,22,7,26,58,51,10,41,87,45,1,2020-2021_milanbadelj
18,15,13,5,0,12,19,39,21,18,37,114,2,2020-2021_ivanradovanovic
33,16,15,13,5,15,15,17,1,16,18,41,0,2020-2021_davidezappacosta
22,14,9,10,3,13,26,30,4,26,27,19,0,2020-2021_mihazajc
6,3,0,3,3,2,7,11,0,11,4,8,0,2020-2021_mattiadestro
43,22,29,11,3,22,17,27,14,13,44,51,0,2020-2021_domenicocriscito
28,18,21,7,0,14,9,17,7,10,38,62,1,2020-2021_edoardogoldaniga
30,18,13,15,2,14,18,35,3,32,25,18,0,2020-2021_kevinstrootman
28,14,7,13,8,9,28,17,2,15,6,11,0,2020-2021_eldorshomurodov
13,6,6,3,4,4,12,7,2,5,7,12,0,2020-2021_markopjaca
9,5,1,6,2,4,6,6,0,6,2,7,1,2020-2021_goranpandev
19,10,7,7,5,11,8,6,1,5,17,27,0,2020-2021_lennart-martenczyborra
27,15,17,8,2,13,15,14,2,12,13,25,0,2020-2021_paologhiglione
19,10,6,7,6,7,12,21,4,17,9,12,0,2020-2021_gianlucascamacca
24,13,14,9,1,11,19,13,3,10,14,25,1,2020-2021_lukaslerager
29,16,15,11,3,9,23,11,0,11,20,19,1,2020-2021_nicolorovella
18,12,11,7,0,10,4,15,11,4,15,56,0,2020-2021_cristianzapata
17,9,12,5,0,5,5,12,6,6,21,26,0,2020-2021_davidebiraschi
10,5,5,5,0,5,7,16,11,5,27,44,0,2020-2021_mattiabani
21,9,9,10,2,9,17,13,5,8,9,13,0,2020-2021_valonbehrami
9,6,6,2,1,4,6,11,2,9,8,13,1,2020-2021_lucapellegrini
11,5,3,6,2,3,12,5,0,5,7,2,0,2020-2021_stefanosturaro
1,0,1,0,0,1,0,0,0,0,0,2,1,2020-2021_federicomarchetti
7,6,2,5,0,3,3,5,0,5,5,8,0,2020-2021_filippomelegoni
7,6,7,0,0,4,3,0,0,0,3,1,0,2020-2021_francescocassata
0,0,0,0,0,0,0,0,0,0,0,1,0,2020-2021_albertopaleari
2,1,2,0,0,2,5,2,0,2,2,8,0,2020-2021_jeromeonguene
3,3,1,1,1,0,2,3,1,2,1,2,0,2020-2021_manoloportanova
5,2,4,0,1,0,1,0,0,0,0,0,0,2020-2021_vittorioparigini
0,0,0,0,0,0,0,0,0,0,0,0,0,2020-2021_giuseppecaso
2,1,1,0,1,0,3,1,0,1,0,0,0,2020-2021_steeve-mikeebongue
0,0,0,0,0,0,0,0,0,0,0,0,0,2020-2021_yayahkallon
48,26,15,20,13,15,49,31,8,23,18,43,0,2020-2021_robertosoriano
33,24,23,10,0,8,21,58,36,22,51,127,2,2020-2021_danilolarangeira
26,10,8,10,8,10,15,37,2,35,11,15,0,2020-2021_musabarrow
47,31,27,14,6,21,13,37,19,18,54,106,0,2020-2021_takehirotomiyasu
1,1,1,0,0,1,3,0,0,0,0,23,5,2020-2021_ukaszskorupski
50,25,23,25,2,16,21,36,13,23,79,37,6,2020-2021_jerdyschouten
13,6,2,3,8,1,14,18,0,18,7,29,0,2020-2021_rodrigopalacio
34,24,18,13,3,16,21,37,10,27,30,62,3,2020-2021_lorenzodesilvestri
38,17,21,9,8,16,29,25,4,21,30,25,1,2020-2021_mattiassvanberg
37,18,13,12,12,16,23,22,3,19,10,22,0,2020-2021_riccardoorsolini
24,14,17,7,0,6,6,28,23,5,20,72,0,2020-2021_adamasoumaoro
21,14,15,5,1,12,9,17,2,15,17,35,0,2020-2021_mitchelldijks
48,28,26,17,5,15,22,26,7,19,24,20,0,2020-2021_nicolasdominguez
19,10,11,4,4,11,10,15,0,15,3,25,0,2020-2021_andreasskovolsen
18,9,9,6,3,3,12,6,1,5,10,7,0,2020-2021_emanuelvignato
22,11,7,12,3,10,21,15,0,15,9,7,0,2020-2021_nicolasansone
12,8,10,2,0,7,10,6,1,5,15,15,1,2020-2021_aaronhickey
0,0,0,0,0,0,0,0,0,0,0,2,3,2020-2021_angelodacostajunior
12,9,6,5,1,4,6,8,6,2,7,10,0,2020-2021_garymedel
6,5,5,1,0,3,2,5,3,2,1,10,0,2020-2021_ibrahimambaye
9,7,4,2,3,6,6,7,1,6,7,7,0,2020-2021_andreapoli
0,0,0,0,0,0,1,0,0,0,0,2,0,2020-2021_federicoravaglia
9,4,4,5,0,6,1,4,2,2,11,16,0,2020-2021_nehuenpaz
4,2,3,1,0,3,7,6,5,1,4,13,0,2020-2021_valentinantov
6,6,1,2,3,1,2,3,1,2,3,7,0,2020-2021_andrifannarbaldursson
2,1,1,1,0,0,1,1,0,1,1,1,0,2020-2021_stefanodenswil
2,2,2,0,0,1,2,1,0,1,0,0,0,2020-2021_musajuwara
0,0,0,0,0,0,0,0,0,0,0,0,0,2020-2021_federicosantander
0,0,0,0,0,0,1,0,0,0,0,0,0,2020-2021_simonerabbi
0,0,0,0,0,0,0,2,0,2,1,0,0,2020-2021_omarkhailoti
1,1,1,0,0,1,1,1,0,1,0,0,0,2020-2021_paolofarago
0,0,0,0,0,0,0,0,0,0,0,2,0,2020-2021_arturocalabresi
0,0,0,0,0,0,0,0,0,0,1,0,0,2020-2021_mattiapagliuca
0,0,0,0,0,0,0,0,0,0,0,0,0,2020-2021_edoardovergani
0,0,0,0,0,0,0,0,0,0,0,0,0,2020-2021_wisdomamey
0,0,0,0,0,0,0,0,0,0,0,0,0,2020-2021_kacperurbanski
0,0,0,0,0,0,0,0,0,0,0,0,0,2020-2021_antonioraimondo
1,0,1,0,0,1,0,0,0,0,1,13,1,2020-2021_bartomiejdragowski
49,29,33,14,2,21,12,42,33,9,44,122,1,2020-2021_nikolamilenkovic
13,4,3,4,6,5,11,16,2,14,4,15,0,2020-2021_dusanvlahovic
34,20,22,12,0,18,14,26,14,12,36,109,1,2020-2021_germanpezzella
42,23,19,15,8,27,18,23,9,14,27,56,3,2020-2021_cristianobiraghi
33,19,15,11,7,11,31,25,2,23,34,14,0,2020-2021_gaetanocastrovilli
39,22,11,24,4,18,30,30,5,25,23,12,0,2020-2021_sofyanamrabat
24,11,4,9,11,5,24,11,2,9,3,1,0,2020-2021_franckribery
34,19,16,13,5,16,37,26,2,24,39,12,0,2020-2021_giacomobonaventura
28,12,16,11,1,15,20,20,14,6,14,52,1,2020-2021_martincaceres
41,18,17,23,1,22,27,24,10,14,41,45,1,2020-2021_erickpulgar
24,11,14,7,3,14,14,18,3,15,17,24,0,2020-2021_lorenzovenuti
32,20,17,11,4,18,23,27,9,18,39,48,0,2020-2021_lucasmartinezquarta
15,9,9,6,0,7,5,17,9,8,23,34,0,2020-2021_igor
9,4,2,4,3,4,8,9,1,8,5,4,0,2020-2021_christiankouame
14,8,6,7,1,5,6,11,0,11,7,8,0,2020-2021_valentineysseric
10,7,0,6,4,5,4,4,1,3,4,5,0,2020-2021_josecallejon
13,8,8,2,3,6,6,6,3,3,6,9,0,2020-2021_pollirola
13,9,7,4,2,3,12,6,1,5,6,2,0,2020-2021_borjavalero
4,1,1,3,0,1,0,6,5,1,7,15,0,2020-2021_federicoceccherini
6,2,2,2,2,3,5,3,1,2,1,3,0,2020-2021_federicochiesa
0,0,0,0,0,0,0,0,0,0,0,1,0,2020-2021_pietroterracciano
5,3,2,2,1,0,1,5,0,5,3,6,0,2020-2021_kevinmalcuit
3,0,1,1,1,0,2,2,0,2,2,0,0,2020-2021_alfredduncan
2,0,1,1,0,1,0,3,1,2,0,8,0,2020-2021_maximilianoolivera
1,0,0,1,0,1,0,0,0,0,0,1,0,2020-2021_antoniobarreca
4,3,1,2,1,1,1,1,0,1,1,0,0,2020-2021_patrickcutrone
1,0,0,1,0,0,1,1,0,1,0,0,0,2020-2021_aleksandrkokorin
2,1,0,2,0,1,2,0,0,0,1,0,0,2020-2021_riccardosaponara
0,0,0,0,0,0,1,0,0,0,0,0,0,2020-2021_cristobalmontiel
41,24,17,22,2,15,45,32,1,31,17,20,1,2020-2021_rodrigodepaul
1,1,1,0,0,1,0,0,0,0,1,8,1,2020-2021_juanmusso
18,11,7,8,3,7,16,24,5,19,27,24,0,2020-2021_robertopereyra
59,33,36,20,3,27,22,48,27,21,68,94,2,2020-2021_rodrigobecao
17,11,14,3,0,8,17,26,11,15,24,65,0,2020-2021_jensstrygerlarsen
32,21,24,6,2,8,15,33,20,13,50,85,1,2020-2021_kevinbonifazi
52,32,24,24,4,25,29,22,2,20,22,15,1,2020-2021_tolgayarslan
40,23,26,12,2,13,16,33,17,16,58,60,1,2020-2021_samirsantos
50,23,28,19,3,21,39,36,3,33,34,23,0,2020-2021_walace
40,18,23,16,1,20,19,21,9,12,24,43,0,2020-2021_marvinzeegelaar
21,15,10,9,2,13,7,30,17,13,25,77,0,2020-2021_bramnuytinck
27,18,13,10,4,16,26,26,4,22,21,49,1,2020-2021_nahuelmolina
10,7,2,5,3,2,8,7,1,6,2,19,0,2020-2021_stefanookaka
6,1,2,3,1,3,11,11,0,11,6,7,0,2020-2021_kevinlasagna
15,10,6,9,0,4,1,16,9,7,18,41,0,2020-2021_sebastiendemaio
16,8,5,6,5,6,11,14,0,14,13,6,0,2020-2021_ignaciopussetto
4,1,2,2,0,2,3,3,0,3,2,17,0,2020-2021_fernandollorente
2,2,1,1,0,2,10,2,0,2,3,0,0,2020-2021_gerarddeulofeu
8,7,5,3,0,3,10,7,1,6,5,7,0,2020-2021_jean-victormakengo
6,4,2,3,1,2,11,5,0,5,1,7,0,2020-2021_ilijanestorovski
5,2,3,2,0,2,3,3,1,2,2,5,0,2020-2021_hiddeteravest
9,7,4,4,1,3,4,7,0,7,2,0,0,2020-2021_fernandoforestieri
