Total_Tackles,Tackles_Won,Tackles_Def_3rd,Tackles_mid_3rd,Tackles_Att_3rd,Drib_Tackled,Drib_Tackle_Lost,Total_Blocks,Shots_Blocked,Passes_Blocked,Interceptions,Clearance,Errors_to_shot,Key
54,37,32,14,8,13,14,25,4,21,26,48,0,2017-2018_timothycastagne
61,46,35,22,4,27,19,17,2,15,22,40,0,2017-2018_robingosens
9,5,3,3,3,1,6,7,0,7,2,7,0,2017-2018_andreascornelius
20,14,11,8,1,10,7,8,2,6,15,22,0,2017-2018_gianlucamancini
12,7,6,3,3,3,4,7,0,7,5,4,0,2017-2018_jasminkurtic
0,0,0,0,0,0,0,0,0,0,0,1,0,2017-2018_pierluigigollini
5,2,1,3,1,2,2,2,0,2,1,2,0,2017-2018_musabarrow
1,1,1,0,0,0,2,1,1,0,1,4,1,2017-2018_nicolashaas
3,2,3,0,0,1,0,1,0,1,0,0,0,2017-2018_riccardoorsolini
2,2,2,0,0,1,0,0,0,0,1,3,0,2017-2018_alessandrobastoni
5,5,2,3,0,1,0,1,0,1,0,0,0,2017-2018_lucavido
0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_francescorossi
0,0,0,0,0,0,1,0,0,0,1,13,4,2017-2018_marcosportiello
65,45,34,23,8,20,49,39,4,35,37,59,0,2017-2018_jordanveretout
32,23,9,17,6,8,32,27,1,26,12,32,0,2017-2018_giovannisimeone
62,41,22,22,18,16,38,34,1,33,18,16,0,2017-2018_federicochiesa
54,38,18,22,14,17,35,52,2,50,28,36,0,2017-2018_marcobenassi
74,48,33,32,9,36,22,42,5,37,43,103,2,2017-2018_cristianobiraghi
63,47,42,19,2,19,22,33,16,17,63,185,1,2017-2018_germanpezzella
71,41,26,38,7,28,43,48,2,46,71,52,3,2017-2018_milanbadelj
47,31,33,13,1,18,11,29,17,12,51,131,2,2017-2018_davideastori
34,23,21,9,4,12,10,20,5,15,11,72,1,2017-2018_vincentlaurini
11,6,3,6,2,7,12,13,0,13,8,9,0,2017-2018_cyrilthereau
39,25,20,16,3,16,13,18,8,10,23,70,0,2017-2018_nikolamilenkovic
32,21,26,6,0,10,7,10,6,4,43,92,0,2017-2018_vitorhugo
12,8,2,8,2,2,9,3,1,2,1,5,0,2017-2018_riccardosaponara
49,31,28,15,6,19,29,23,0,23,19,12,1,2017-2018_gilbastiaodias
17,13,7,4,6,6,14,10,2,8,6,6,0,2017-2018_valentineysseric
20,11,13,6,1,9,6,8,1,7,9,25,0,2017-2018_brunogaspar
17,11,6,10,1,6,9,13,1,12,15,24,1,2017-2018_bryandabo
12,9,5,4,3,3,5,4,1,3,11,11,0,2017-2018_maximilianoolivera
1,1,1,0,0,0,5,5,1,4,1,4,0,2017-2018_diegofalcinelli
7,6,2,5,0,4,2,3,1,2,8,10,0,2017-2018_carlossanchez
16,12,6,8,2,9,10,4,0,4,4,6,0,2017-2018_sebastiancristoforo
2,1,1,1,0,0,2,0,0,0,3,5,1,2017-2018_nenadtomovic
4,4,3,0,1,2,2,0,0,0,2,5,0,2017-2018_khoumababacar
0,0,0,0,0,0,0,0,0,0,0,0,1,2017-2018_bartomiejdragowski
1,1,1,0,0,0,1,0,0,0,1,0,0,2017-2018_simonelofaso
0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_rafikzekhnini
0,0,0,0,0,0,0,0,0,0,1,35,3,2017-2018_salvatoresirigu
56,40,40,15,1,22,11,44,22,22,57,163,1,2017-2018_nicolasnkoulou
66,40,30,34,2,24,42,33,8,25,57,61,1,2017-2018_tomasrincon
39,25,19,13,7,16,10,47,10,37,27,165,0,2017-2018_lorenzodesilvestri
41,31,15,20,6,6,37,22,0,22,15,15,0,2017-2018_iagofalque
63,33,23,36,4,20,36,29,5,24,57,40,1,2017-2018_danielebaselli
32,23,9,15,8,3,27,14,1,13,6,19,1,2017-2018_andreabelotti
12,9,4,6,2,5,8,11,1,10,9,13,0,2017-2018_ademljajic
20,11,13,7,0,7,4,23,14,9,30,124,3,2017-2018_nicolasburdisso
49,33,25,20,4,14,23,23,5,18,20,61,0,2017-2018_cristianansaldi
31,18,25,6,0,14,2,30,23,7,21,77,2,2017-2018_emilianomoretti
29,23,11,9,9,6,12,17,3,14,13,15,0,2017-2018_mbayeniang
37,29,19,14,4,11,7,15,4,11,22,70,1,2017-2018_cristianmolinaro
45,25,20,20,5,8,18,17,3,14,24,15,0,2017-2018_joelobi
18,15,7,8,3,5,12,22,3,19,10,13,0,2017-2018_alexberenguer
8,6,2,6,0,1,6,8,1,7,16,10,2,2017-2018_afriyieacquah
13,9,5,7,1,2,9,3,1,2,6,9,0,2017-2018_mirkovaldifiori
11,7,6,5,0,4,2,7,5,2,13,15,0,2017-2018_kevinbonifazi
11,8,8,3,0,5,3,4,3,1,5,17,0,2017-2018_lyanco
9,8,3,5,1,4,0,3,0,3,5,16,0,2017-2018_antoniobarreca
0,0,0,0,0,0,3,1,0,1,1,2,0,2017-2018_umarsadiq
6,2,2,4,0,3,7,0,0,0,2,1,0,2017-2018_simoneedera
1,0,1,0,0,0,0,0,0,0,2,1,0,2017-2018_davidezappacosta
0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_vanjamilinkovic-savic
9,8,5,3,1,1,2,5,0,5,2,2,0,2017-2018_lucasboye
3,2,3,0,0,1,2,2,0,2,0,0,0,2017-2018_samuelgustafson
0,0,0,0,0,0,0,0,0,0,0,1,0,2017-2018_alessandrobuongiorno
101,73,36,57,8,30,47,52,17,35,72,36,1,2017-2018_lucastorreira
12,8,10,1,1,6,6,33,26,7,11,154,3,2017-2018_matiassilvestre
11,9,1,3,7,2,23,34,0,34,7,23,0,2017-2018_fabioquagliarella
85,57,34,36,15,38,35,49,1,48,37,22,0,2017-2018_dennispraet
12,8,8,4,0,5,5,42,38,4,31,149,4,2017-2018_gianmarcoferrari
63,47,30,28,5,31,22,33,8,25,30,98,2,2017-2018_bartoszbereszynski
33,20,4,15,14,9,47,30,3,27,18,24,0,2017-2018_gastonramirez
0,0,0,0,0,0,0,0,0,0,2,10,4,2017-2018_emilianoviviano
12,7,1,7,4,1,5,13,0,13,5,22,1,2017-2018_duvanzapata
67,42,23,32,12,18,52,45,2,43,21,29,3,2017-2018_edgarbarreto
66,49,25,31,10,17,60,40,2,38,18,13,0,2017-2018_karollinetty
19,11,2,11,6,0,10,25,2,23,5,3,0,2017-2018_gianlucacaprari
40,31,18,18,4,24,14,29,4,25,17,60,1,2017-2018_nicolamurru
35,24,22,12,1,17,21,21,2,19,22,46,2,2017-2018_ivanstrinic
17,10,12,4,1,4,6,9,1,8,8,28,2,2017-2018_jacoposala
13,7,11,0,2,6,5,14,7,7,11,68,0,2017-2018_vascoregini
0,0,0,0,0,0,0,0,0,0,0,6,1,2017-2018_christianpuggioni
8,7,1,4,3,3,8,7,0,7,1,5,0,2017-2018_dawidkownacki
8,3,6,2,0,4,0,6,4,2,9,41,1,2017-2018_joachimandersen
7,3,3,2,2,2,5,12,0,12,8,7,0,2017-2018_valerioverre
4,2,1,3,0,1,3,5,0,5,2,3,0,2017-2018_rickyalvarez
8,4,5,3,0,4,2,6,0,6,0,3,0,2017-2018_leonardocapezzi
0,0,0,0,0,0,0,0,0,0,0,1,0,2017-2018_vidbelec
3,1,1,1,1,1,0,0,0,0,0,5,0,2017-2018_danielpavlovic
0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_federicobonazzoli
0,0,0,0,0,0,1,0,0,0,0,0,0,2017-2018_filipuricic
0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_ognjenstijepovic
51,32,26,22,3,22,14,42,21,21,88,255,1,2017-2018_francescoacerbi
0,0,0,0,0,0,2,0,0,0,0,27,6,2017-2018_andreaconsigli
62,37,25,31,6,14,58,46,8,38,67,70,0,2017-2018_simonemissiroli
23,16,8,10,5,3,29,13,2,11,14,13,0,2017-2018_matteopolitano
56,38,30,20,6,20,45,26,7,19,58,78,2,2017-2018_francescomagnanelli
31,17,9,16,6,11,54,23,0,23,17,14,1,2017-2018_domenicoberardi
46,34,29,13,4,14,12,39,13,26,40,132,1,2017-2018_federicopeluso
39,29,16,18,5,15,37,32,2,30,19,29,1,2017-2018_alfredduncan
34,21,26,6,2,20,15,11,4,7,28,88,1,2017-2018_pollirola
17,9,11,5,1,8,12,17,13,4,27,94,1,2017-2018_paolocannavaro
4,4,1,2,1,1,12,12,2,10,2,9,0,2017-2018_diegofalcinelli
35,26,24,5,6,11,2,16,3,13,23,37,0,2017-2018_claudadjapong
14,8,10,4,0,5,4,10,5,5,19,56,0,2017-2018_edoardogoldaniga
17,13,11,6,0,9,13,16,3,13,22,10,1,2017-2018_stefanosensi
37,24,14,15,8,10,26,21,2,19,21,19,0,2017-2018_lucamazzitelli
18,14,10,5,3,7,8,11,1,10,9,31,0,2017-2018_rogerio
10,9,3,6,1,8,4,10,2,8,8,25,0,2017-2018_marcellogazzola
10,6,2,4,4,2,4,8,0,8,3,1,0,2017-2018_khoumababacar
11,9,8,3,0,7,7,10,5,5,9,33,1,2017-2018_mauriciolemos
2,1,1,1,0,0,3,1,0,1,0,5,0,2017-2018_alessandromatri
17,7,11,4,2,8,15,12,1,11,6,16,0,2017-2018_antoninoragusa
12,7,6,5,1,2,8,3,0,3,5,0,0,2017-2018_francescocassata
4,1,1,2,1,1,2,5,1,4,10,19,0,2017-2018_cristiandellorco
13,8,10,3,0,5,3,9,3,6,7,23,0,2017-2018_timoletschert
4,4,2,2,0,1,1,1,0,1,3,1,0,2017-2018_davidebiondini
0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_gianlucapegolo
1,1,0,0,1,0,0,1,0,1,1,0,0,2017-2018_nicholaspierini
0,0,0,0,0,0,0,1,0,1,0,0,0,2017-2018_gianlucascamacca
0,0,0,0,0,0,1,0,0,0,1,14,2,2017-2018_mattiaperin
85,53,40,38,7,21,42,46,12,34,46,37,1,2017-2018_andreabertolacci
54,43,31,17,6,22,37,38,3,35,25,55,1,2017-2018_diegolaxalt
50,41,33,16,1,20,31,32,19,13,48,175,0,2017-2018_ervinzukanovic
16,8,12,3,1,6,11,31,21,10,29,151,1,2017-2018_lucarossettini
10,9,3,6,1,2,11,8,0,8,4,5,0,2017-2018_goranpandev
24,17,7,13,4,5,14,24,5,19,20,61,1,2017-2018_aleandrorosi
40,29,18,19,3,11,30,26,3,23,13,35,0,2017-2018_miguelveloso
27,21,24,2,1,13,9,26,17,9,36,120,2,2017-2018_nicolasspolli
33,25,13,19,1,18,7,19,10,9,38,78,0,2017-2018_davidebiraschi
32,22,11,20,1,7,28,24,2,22,19,13,0,2017-2018_lucarigoni
18,11,5,11,2,7,9,13,3,10,12,7,0,2017-2018_adeltaarabt
30,23,14,10,6,12,6,15,6,9,34,70,0,2017-2018_armandoizzo
12,8,2,8,2,3,21,14,4,10,9,12,0,2017-2018_oscarhiljemark
8,5,4,4,0,1,10,7,1,6,3,8,0,2017-2018_gianlucalapadula
19,12,16,2,1,9,9,8,0,8,13,12,0,2017-2018_darkolazovic
7,5,0,5,2,0,5,17,1,16,2,11,0,2017-2018_andreygalabinov
6,4,3,2,1,4,4,3,1,2,2,3,0,2017-2018_iurimedeiros
25,15,16,8,1,7,11,20,1,19,5,6,0,2017-2018_stephaneomeonga
13,10,3,9,1,7,8,9,3,6,10,7,0,2017-2018_isaaccofie
6,6,2,2,2,0,1,7,0,7,3,6,0,2017-2018_danielbessa
5,4,2,1,2,3,2,5,2,3,5,15,0,2017-2018_pedropereira
8,5,7,1,0,6,2,11,5,6,5,22,1,2017-2018_jawadelyamiq
5,5,4,1,0,2,4,1,0,1,3,9,1,2017-2018_francescomigliore
4,3,4,0,0,1,5,1,0,1,3,11,1,2017-2018_santiagogentiletti
1,0,0,0,1,0,5,3,0,3,2,1,0,2017-2018_pietropellegri
9,7,4,5,0,3,4,0,0,0,1,3,0,2017-2018_petarbrlek
1,1,1,0,0,0,1,0,0,0,1,0,0,2017-2018_raffaelepalladino
2,2,2,0,0,1,2,2,0,2,1,1,0,2017-2018_federicoricci
1,1,0,1,0,0,3,2,0,2,1,1,0,2017-2018_giusepperossi
0,0,0,0,0,0,0,0,0,0,0,1,0,2017-2018_eugeniolamanna
0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_ricardocenturion
0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_eddiesalcedo
0,0,0,0,0,0,0,0,0,0,0,23,3,2017-2018_stefanosorrentino
55,35,30,22,3,18,30,39,16,23,47,107,1,2017-2018_ivanradovanovic
31,21,13,9,9,7,23,21,2,19,8,17,1,2017-2018_robertoinglese
34,27,20,9,5,15,15,33,11,22,38,99,3,2017-2018_fabriziocacciatore
28,14,7,18,3,7,47,22,2,20,24,20,1,2017-2018_valterbirsa
74,48,34,25,15,29,49,39,6,33,39,47,1,2017-2018_perparimhetemaj
23,17,17,6,0,10,7,29,21,8,50,146,0,2017-2018_nenadtomovic
24,18,13,9,2,11,15,20,5,15,22,90,1,2017-2018_massimogobbi
54,40,14,29,11,16,27,39,7,32,38,35,0,2017-2018_lucascastro
13,8,11,2,0,8,4,32,25,7,16,117,1,2017-2018_alessandrogamberini
19,14,14,4,1,10,11,27,22,5,46,126,0,2017-2018_dariodainelli
23,14,3,11,9,8,13,15,0,15,7,4,0,2017-2018_manuelpucciarelli
17,13,7,8,2,7,16,23,2,21,18,25,0,2017-2018_samuelbastien
28,20,22,6,0,11,15,19,10,9,27,111,0,2017-2018_mattiabani
31,22,21,7,3,21,19,27,10,17,15,42,0,2017-2018_fabiodepaoli
29,20,15,12,2,9,17,8,3,5,11,22,1,2017-2018_nicolarigoni
7,4,4,2,1,5,20,9,3,6,5,6,0,2017-2018_emanuelegiaccherini
9,6,3,6,0,1,5,12,3,9,2,9,0,2017-2018_riccardomeggiorini
20,12,14,5,1,9,9,11,4,7,21,40,1,2017-2018_pawejaroszynski
9,5,4,4,1,2,8,5,1,4,4,5,0,2017-2018_mariuszstepinski
4,3,3,1,0,3,1,6,4,2,3,40,0,2017-2018_bostjancesar
6,2,1,3,2,1,2,3,0,3,1,2,0,2017-2018_sergiopellissier
4,3,2,1,1,0,4,3,1,2,1,6,0,2017-2018_lucagarritano
1,1,1,0,0,0,1,0,0,0,1,0,0,2017-2018_mehdileris
0,0,0,0,0,0,0,1,0,1,0,1,0,2017-2018_gianlucagaudino
2,2,2,0,0,2,0,0,0,0,1,12,4,2017-2018_albanobizzarri
35,21,26,8,1,16,13,50,38,12,50,161,2,2017-2018_danilolarangeira
58,38,22,27,9,21,37,34,2,32,18,26,1,2017-2018_antoninbarak
55,38,35,17,3,19,19,33,16,17,75,161,1,2017-2018_samirsantos
29,18,9,14,6,10,36,46,8,38,20,27,0,2017-2018_jakubjankto
36,27,25,10,1,21,18,35,14,21,31,82,2,2017-2018_jensstrygerlarsen
65,41,40,24,1,25,14,43,24,19,37,124,1,2017-2018_bramnuytinck
10,7,0,8,2,2,5,27,4,23,8,18,0,2017-2018_kevinlasagna
31,18,10,17,4,4,28,34,1,33,16,8,0,2017-2018_rodrigodepaul
20,17,8,12,0,4,16,17,3,14,27,26,1,2017-2018_sekofofana
12,8,2,7,3,0,4,8,2,6,2,18,0,2017-2018_maxilopez
54,35,35,14,5,29,21,31,6,25,41,90,0,2017-2018_aliadnankadhim
45,32,30,15,0,22,18,22,5,17,28,59,0,2017-2018_silvanwidmer
63,46,30,27,6,8,36,47,15,32,22,19,0,2017-2018_valonbehrami
18,9,5,12,1,8,19,6,3,3,16,13,0,2017-2018_andrijabalic
19,11,10,4,5,7,12,8,1,7,6,32,0,2017-2018_giuseppepezzella
8,5,2,5,1,2,11,7,1,6,3,9,0,2017-2018_stipeperica
15,13,11,3,1,8,3,11,9,2,21,66,0,2017-2018_gabrieleangella
19,14,9,7,3,7,17,13,2,11,20,16,0,2017-2018_emilhallfresson
0,0,0,0,0,0,0,0,0,0,1,1,1,2017-2018_simonescuffet
9,7,5,3,1,5,5,4,0,4,6,7,0,2017-2018_francescozampano
9,6,3,3,3,2,8,4,0,4,6,4,0,2017-2018_svanteingelsson
1,1,1,0,0,1,1,0,0,0,0,2,0,2017-2018_cyrilthereau
3,1,1,1,1,1,0,2,0,2,2,3,0,2017-2018_rydermatos
1,0,0,1,0,0,0,0,0,0,2,5,0,2017-2018_mollawague
0,0,0,0,0,0,0,0,0,0,0,3,0,2017-2018_riadbajic
1,0,0,1,0,0,0,0,0,0,0,0,0,2017-2018_simonepontisso
33,24,17,13,3,11,32,20,1,19,36,12,0,2017-2018_simoneverdi
0,0,0,0,0,0,3,1,0,1,0,11,5,2017-2018_antoniomirante
82,57,49,26,7,36,48,46,7,39,51,127,0,2017-2018_adammasina
66,53,33,27,6,18,46,55,3,52,43,27,0,2017-2018_andreapoli
70,48,41,29,0,24,51,49,13,36,46,83,1,2017-2018_erickpulgar
48,32,33,15,0,15,14,47,25,22,37,160,2,2017-2018_filiphelander
25,18,6,12,7,10,18,16,2,14,12,14,0,2017-2018_rodrigopalacio
26,17,15,11,0,10,15,35,18,17,36,147,0,2017-2018_sebastiendemaio
20,15,14,5,1,9,4,26,18,8,33,152,1,2017-2018_giancarlogonzalez
29,20,11,14,4,10,7,25,0,25,22,43,0,2017-2018_godfreddonsah
26,13,14,8,4,5,15,24,2,22,16,25,0,2017-2018_federicodifrancesco
15,13,4,9,2,3,8,10,1,9,5,26,0,2017-2018_mattiadestro
59,34,40,17,2,25,11,25,6,19,28,95,0,2017-2018_ibrahimambaye
27,19,11,15,1,9,18,15,4,11,18,11,0,2017-2018_blerimdzemaili
23,16,14,8,1,10,9,12,4,8,16,39,1,2017-2018_emilkrafth
8,7,5,2,1,4,5,8,3,5,15,42,0,2017-2018_vasilistorosidis
16,9,6,8,2,7,6,11,0,11,7,5,0,2017-2018_adamnagy
18,14,8,9,1,7,17,8,2,6,13,16,1,2017-2018_lorenzocrisetig
12,9,10,2,0,4,5,12,8,4,7,41,2,2017-2018_simoneromagnoli
5,4,4,1,0,3,6,8,6,2,7,13,1,2017-2018_domenicomaietta
6,4,1,5,0,1,1,7,1,6,1,6,0,2017-2018_felipeavenatti
0,0,0,0,0,0,0,0,0,0,0,2,0,2017-2018_angelodacostajunior
5,5,4,1,0,1,4,2,1,1,3,4,0,2017-2018_riccardoorsolini
6,2,4,2,0,1,1,3,2,1,1,4,0,2017-2018_saphirtaider
7,6,0,5,2,1,0,3,0,3,4,5,0,2017-2018_brunopetkovic
7,5,1,3,3,1,4,3,0,3,2,3,0,2017-2018_ladislavkrejci
11,7,4,6,1,4,4,10,0,10,0,5,0,2017-2018_cesarfalletti
9,3,6,3,0,1,3,2,0,2,1,1,0,2017-2018_orjiokwonkwo
2,2,1,1,0,1,2,5,0,5,2,1,0,2017-2018_cheickkeita
0,0,0,0,0,0,0,0,0,0,0,1,0,2017-2018_antoniosanturro
22,18,8,10,4,12,16,38,14,24,24,74,0,2017-2018_simonepadoin
92,69,37,43,12,25,53,48,6,42,45,53,0,2017-2018_nicolobarella
27,13,5,14,8,2,19,13,5,8,13,28,0,2017-2018_leonardopavoletti
63,45,30,24,9,17,21,39,7,32,28,29,0,2017-2018_arturionita
0,0,0,0,0,0,0,1,0,1,0,12,0,2017-2018_alessiocragno
45,33,31,12,2,16,18,33,21,12,50,156,0,2017-2018_lucaceppitelli
92,67,53,24,15,24,36,41,5,36,23,76,0,2017-2018_paolofarago
42,30,16,25,1,18,46,32,5,27,42,27,1,2017-2018_lucacigarini
52,39,36,13,3,15,26,29,16,13,38,105,1,2017-2018_fabiopisacane
33,18,20,12,1,16,10,20,11,9,33,96,0,2017-2018_filipporomagna
25,17,20,4,1,12,8,24,17,7,30,139,0,2017-2018_marcoandreolli
15,9,4,9,2,0,12,9,1,8,11,24,0,2017-2018_joaopedro
9,6,2,4,3,1,16,10,0,10,9,1,0,2017-2018_marcosau
21,15,3,9,9,6,18,17,0,17,8,6,0,2017-2018_diegofarias
24,15,16,8,0,15,5,16,10,6,23,48,1,2017-2018_leandrocastan
7,5,4,2,1,3,4,8,1,7,7,35,0,2017-2018_sennamiangue
0,0,0,0,0,0,0,0,0,0,1,9,0,2017-2018_rafael
16,12,9,5,2,11,7,12,3,9,15,28,0,2017-2018_charalamboslykogiannis
13,9,6,7,0,4,4,7,2,5,6,23,1,2017-2018_marcocapuano
18,10,12,5,1,6,6,7,1,6,6,17,0,2017-2018_danieledessena
9,7,5,3,1,6,7,8,0,8,4,12,0,2017-2018_alessandrodeiola
5,4,2,3,0,2,4,1,0,1,1,3,0,2017-2018_niccologiannetti
5,3,4,1,0,3,2,1,0,1,10,12,0,2017-2018_gregoryvanderwiel
1,1,0,0,1,0,4,4,0,4,0,0,0,2017-2018_hankwang-song
1,0,0,0,1,0,2,2,0,2,3,2,0,2017-2018_andreacossu
2,1,0,2,0,0,0,3,0,3,0,1,0,2017-2018_damirceter
1,1,0,0,1,0,1,1,0,1,0,0,0,2017-2018_dujecop
0,0,0,0,0,0,0,0,0,0,0,1,0,2017-2018_lucacrosta
0,0,0,0,0,0,0,1,1,0,1,1,0,2017-2018_fabriziocaligara
61,47,33,21,7,27,35,32,7,25,31,73,2,2017-2018_manuellazzari
38,22,25,13,0,21,18,33,27,6,45,210,1,2017-2018_francescovicari
51,34,32,16,3,25,24,42,24,18,48,157,1,2017-2018_felipedalbelo
52,36,23,26,3,18,37,39,9,30,58,26,2,2017-2018_federicoviviani
16,13,6,8,2,0,21,14,0,14,11,15,0,2017-2018_mircoantenucci
44,33,22,12,10,16,19,27,8,19,47,55,0,2017-2018_albertograssi
0,0,0,0,0,0,1,0,0,0,1,10,3,2017-2018_alfredgomis
10,7,0,9,1,0,10,2,1,1,4,11,0,2017-2018_albertopaloschi
59,40,31,22,6,21,23,53,15,38,64,66,0,2017-2018_federicomattiello
40,31,20,15,5,13,30,7,2,5,24,26,0,2017-2018_pasqualeschiattarella
28,22,21,7,0,12,9,24,18,6,58,148,0,2017-2018_bartoszsalamon
28,18,13,11,4,5,16,13,1,12,17,25,0,2017-2018_jasminkurtic
28,21,18,6,4,11,9,19,9,10,35,99,0,2017-2018_thiagocionek
19,12,7,7,5,7,10,23,6,17,22,50,0,2017-2018_filippocosta
0,0,0,0,0,0,1,0,0,0,0,5,0,2017-2018_alexmeret
19,17,6,8,5,5,12,9,3,6,4,20,0,2017-2018_lucamora
13,9,7,5,1,6,5,6,1,5,2,6,0,2017-2018_sergiofloccari
4,2,2,1,1,0,1,1,0,1,1,6,0,2017-2018_marcoborriello
22,16,10,10,2,6,23,8,1,7,10,8,1,2017-2018_evertonluiz
12,9,9,3,0,6,2,5,4,1,13,26,0,2017-2018_saulivaisanen
18,10,7,10,1,5,12,10,0,10,3,5,1,2017-2018_lucarizzo
4,2,2,2,0,1,3,5,3,2,7,28,0,2017-2018_michelecremonesi
6,5,2,3,1,1,6,6,2,4,2,4,0,2017-2018_erosschiavon
5,3,5,0,0,3,1,7,4,3,11,15,0,2017-2018_lorencosimic
1,0,0,1,0,0,0,3,0,3,0,0,0,2017-2018_federicobonazzoli
5,3,4,1,0,0,2,0,0,0,4,12,0,2017-2018_mariosoikonomou
2,1,2,0,0,0,0,1,0,1,3,1,0,2017-2018_mattiavitale
1,1,1,0,0,0,0,0,0,0,2,4,0,2017-2018_boukarydrame
0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_gabrielemarchegiani
0,0,0,0,0,0,0,0,0,0,2,16,4,2017-2018_alexcordaz
35,21,28,4,3,13,12,39,21,18,83,276,1,2017-2018_federicoceccherini
91,60,48,34,9,26,43,41,13,28,86,75,0,2017-2018_rolandomandragora
80,44,33,42,5,16,52,52,5,47,58,67,1,2017-2018_andreabarberis
30,21,19,7,4,12,18,22,9,13,48,151,1,2017-2018_brunomartella
39,21,12,18,9,10,45,22,2,20,14,20,0,2017-2018_marcellotrotta
23,19,12,10,1,11,33,29,0,29,25,26,0,2017-2018_adrianstoian
44,32,29,12,3,13,9,27,14,13,43,116,2,2017-2018_mariosampirisi
33,19,21,10,2,14,36,14,1,13,18,30,0,2017-2018_marcusrohden
43,32,22,16,5,16,9,25,2,23,15,19,1,2017-2018_andreanalini
62,39,36,20,6,28,19,30,8,22,58,76,0,2017-2018_davidefaraoni
28,20,4,16,8,2,18,20,3,17,7,27,0,2017-2018_antebudimir
20,10,14,6,0,5,10,19,13,6,28,93,0,2017-2018_marcocapuano
42,23,25,14,3,18,12,27,15,12,34,82,0,2017-2018_arlindajeti
12,9,1,5,6,1,11,16,3,13,1,20,0,2017-2018_simeonnwankwo
25,18,9,10,6,9,19,14,0,14,11,5,0,2017-2018_federicoricci
19,10,8,10,1,5,22,14,1,13,8,15,0,2017-2018_ahmadbenali
10,5,9,0,1,5,5,4,3,1,5,22,0,2017-2018_danielpavlovic
13,8,11,2,0,10,1,6,3,3,10,44,0,2017-2018_stefansimic
5,3,1,2,2,0,1,4,1,3,1,6,0,2017-2018_aleksandartonev
8,5,8,0,0,0,3,5,2,3,6,33,0,2017-2018_leandrocabrera
9,6,3,4,2,1,3,7,0,7,4,3,0,2017-2018_giovannicrociata
2,2,0,1,1,0,2,2,0,2,0,0,0,2017-2018_marcotumminello
6,4,2,4,0,2,2,2,0,2,4,1,0,2017-2018_marianojulioizco
1,0,1,0,0,1,3,1,0,1,1,0,0,2017-2018_moussadiaby
1,0,0,1,0,0,0,1,0,1,2,2,0,2017-2018_oliverkragl
11,7,7,4,0,3,2,3,0,3,5,0,0,2017-2018_aristotelesromero
2,0,2,0,0,0,0,0,0,0,1,8,0,2017-2018_noedussenne
3,2,0,3,0,1,1,3,0,3,0,0,0,2017-2018_niccolozanellato
2,1,2,0,0,1,3,2,0,2,2,16,7,2017-2018_nicolasandrade
58,44,23,29,6,13,41,29,2,27,43,41,0,2017-2018_romulo
52,34,41,8,3,17,13,64,44,20,39,203,0,2017-2018_antoniocaracciolo
50,33,29,17,4,16,26,24,5,19,50,132,2,2017-2018_mohamedfares
73,54,42,23,8,36,31,41,15,26,47,117,4,2017-2018_alexferrari
10,9,8,1,1,6,14,8,0,8,30,19,0,2017-2018_danieleverde
15,10,7,3,5,4,12,4,0,4,4,8,0,2017-2018_alessiocerci
37,21,15,21,1,13,35,35,6,29,45,46,1,2017-2018_marcelbuchel
29,19,25,3,1,12,7,18,9,9,22,67,1,2017-2018_samuelsouprayen
62,41,21,35,6,11,42,25,3,22,41,37,1,2017-2018_mattiavaloti
14,11,12,2,0,4,4,25,16,9,37,97,1,2017-2018_thomasheurtaux
26,19,9,15,2,8,21,12,2,10,14,8,1,2017-2018_danielbessa
5,4,3,1,1,3,3,19,14,5,20,113,0,2017-2018_jagosvukovic
68,49,37,28,3,20,28,35,8,27,38,31,0,2017-2018_brunozuculini
16,11,14,1,1,7,11,9,5,4,19,41,1,2017-2018_martincaceres
8,5,1,3,4,1,5,6,0,6,7,4,0,2017-2018_moisekean
27,13,11,14,2,11,22,19,6,13,23,31,1,2017-2018_marcofossati
18,15,11,5,2,4,5,5,0,5,3,9,1,2017-2018_rydermatos
14,12,3,8,3,6,7,11,1,10,7,12,0,2017-2018_brunopetkovic
0,0,0,0,0,0,4,2,0,2,1,13,0,2017-2018_giampaolopazzini
13,12,4,9,0,3,13,10,4,6,15,14,1,2017-2018_simonecalvano
13,8,4,4,5,1,6,3,1,2,2,0,0,2017-2018_rolandoaarons
3,2,2,0,1,1,3,3,1,2,4,18,0,2017-2018_enricobearzotti
11,6,7,4,0,5,8,3,0,3,5,5,1,2017-2018_andreadanzi
11,8,5,5,1,5,9,4,0,4,5,6,1,2017-2018_francozuculini
13,8,5,5,3,0,4,0,0,0,5,6,0,2017-2018_gianfilippofelicioli
0,0,0,0,0,0,0,0,0,0,1,0,0,2017-2018_marcosilvestri
