SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Key
47,1.66,38,0,1,4,2,2,8,0.28,4,0,1,2,0,1,2021-2022_jurrientimber
139,5.23,102,23,3,5,5,1,17,0.64,11,4,0,0,1,1,2021-2022_stevenberghuis
39,1.51,32,0,0,6,1,0,4,0.15,2,0,0,2,0,0,2021-2022_edsonalvarez
118,4.82,83,15,11,6,2,1,20,0.82,15,3,0,2,0,0,2021-2022_ryangravenberch
81,3.73,71,1,2,3,1,3,4,0.18,3,0,0,1,0,0,2021-2022_noussairmazraoui
34,1.61,27,0,0,7,0,0,4,0.19,1,0,0,3,0,0,2021-2022_lisandromartinez
107,5.59,89,2,6,6,4,0,8,0.42,7,0,0,0,1,0,2021-2022_antony
1,0.05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_remkopasveer
42,2.1,35,0,1,3,2,1,6,0.3,4,0,0,0,1,1,2021-2022_davyklaassen
20,1.72,18,1,1,0,0,0,3,0.26,3,0,0,0,0,0,2021-2022_perrschuurs
32,3.06,29,1,1,1,0,0,4,0.38,4,0,0,0,0,0,2021-2022_nicolastagliafico
17,1.91,16,0,0,0,1,0,2,0.23,1,0,0,0,1,0,2021-2022_devynerensch
1,0.14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_maartenstekelenburg
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_andreonana
22,3.41,19,1,0,0,2,0,6,0.93,4,1,0,0,1,0,2021-2022_kennethtaylor
18,3.87,10,0,3,4,0,1,2,0.43,1,0,0,1,0,0,2021-2022_kudusmohammed
10,2.26,7,0,2,0,1,0,1,0.23,1,0,0,0,0,0,2021-2022_brianbrobbey
21,4,20,0,0,0,1,0,4,0.76,4,0,0,0,0,0,2021-2022_davidneres
2,1.18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_youriregeer
14,4.44,10,0,0,2,1,1,2,0.63,1,0,0,1,0,0,2021-2022_danilo
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_jaygorter
26,11.25,17,2,3,3,1,0,5,2.16,3,0,0,2,0,0,2021-2022_mohammeddaramy
3,4.66,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2021-2022_liamvangelderen
1,3.33,1,0,0,0,0,0,1,3.33,1,0,0,0,0,0,2021-2022_zakarialabyad
1,3.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_anasssalah-eddine
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_victorjensen
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_amourrichiovanaxeldongen
91,3.39,74,1,4,9,2,1,6,0.22,5,0,1,0,0,0,2021-2022_ibrahimsangare
39,1.49,30,2,0,6,0,1,2,0.08,1,1,0,0,0,0,2021-2022_olivierboscagli
4,0.15,2,2,0,0,0,0,2,0.08,1,1,0,0,0,0,2021-2022_joeldrommel
108,4.39,96,1,4,5,2,0,10,0.41,9,0,0,1,0,0,2021-2022_mariogotze
76,3.23,57,9,5,3,2,0,8,0.34,7,1,0,0,0,0,2021-2022_maurojunior
39,1.72,35,1,1,2,0,0,4,0.18,4,0,0,0,0,0,2021-2022_jordanteze
144,6.81,68,34,22,11,9,0,22,1.04,11,8,1,2,0,0,2021-2022_codygakpo
57,2.86,43,6,2,4,1,1,8,0.4,7,0,0,1,0,0,2021-2022_philippmax
60,3.57,43,0,4,10,3,0,11,0.65,9,0,0,2,0,0,2021-2022_eranzahavi
35,1.81,30,1,0,1,0,3,6,0.31,5,0,0,0,0,1,2021-2022_erickgutierrez
20,1.06,19,0,0,1,0,0,4,0.21,3,0,0,1,0,0,2021-2022_andreramalho
61,3.64,48,0,6,5,1,1,10,0.6,9,0,0,1,0,0,2021-2022_ritsudoan
38,2.42,28,5,1,0,4,0,4,0.26,3,0,0,0,1,0,2021-2022_phillippmwene
28,2.54,27,0,0,0,1,0,2,0.18,2,0,0,0,0,0,2021-2022_marcovanginkel
76,5.38,63,1,5,6,1,0,11,0.78,9,0,0,2,0,0,2021-2022_bruma
45,3.92,36,7,1,1,0,0,7,0.61,5,1,0,1,0,0,2021-2022_joeyveerman
31,3.39,20,0,8,3,0,0,8,0.88,4,0,3,1,0,0,2021-2022_nonimadueke
40,3.25,35,0,3,1,1,0,10,0.81,8,0,1,0,1,0,2021-2022_carlosvinicius
5,0.43,5,0,0,0,0,0,1,0.09,1,0,0,0,0,0,2021-2022_armandoobispo
1,0.12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_yvonmvogo
37,4.17,23,0,5,5,1,3,8,0.9,6,0,1,1,0,0,2021-2022_yorbevertessen
6,1.84,6,0,0,0,0,0,3,0.92,3,0,0,0,0,0,2021-2022_davypropper
9,4.09,5,4,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_ryanthomas
5,2.71,4,0,0,1,0,0,2,1.08,2,0,0,0,0,0,2021-2022_maximilianoromero
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_dennisvos
3,7.11,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2021-2022_richyledezma
2,5.29,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2021-2022_johanbakayoko
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_jensonseelt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_fredrikoppegard
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_nickviergever
92,2.92,77,4,5,3,3,0,4,0.13,3,0,0,1,0,0,2021-2022_tyrellmalacia
204,7,118,60,10,9,6,1,22,0.75,12,5,3,1,1,0,2021-2022_orkunkokcu
93,3.25,64,0,7,11,4,7,10,0.35,6,0,1,2,1,0,2021-2022_guustil
39,1.38,34,0,0,3,0,2,4,0.14,2,0,0,2,0,0,2021-2022_marcossenesi
44,1.51,38,0,1,3,2,0,6,0.21,5,0,0,1,0,0,2021-2022_gernottrauner
142,5.32,109,0,22,5,6,0,18,0.67,10,0,7,1,0,0,2021-2022_luissinisterra
87,3.14,76,6,0,2,0,3,9,0.33,7,1,0,0,0,1,2021-2022_fredrikaursnes
55,2.3,34,7,2,7,2,3,12,0.5,6,1,2,2,0,1,2021-2022_bryanlinssen
51,2.31,47,0,3,0,1,0,6,0.27,4,0,2,0,0,0,2021-2022_marcuspedersen
4,0.18,2,1,0,1,0,0,0,0,0,0,0,0,0,0,2021-2022_justinbijlow
99,4.98,82,6,3,6,1,1,7,0.35,5,0,0,2,0,0,2021-2022_jenstoornstra
22,1.15,20,0,0,2,0,0,2,0.1,2,0,0,0,0,0,2021-2022_lutsharelgeertruida
87,5.03,54,7,10,5,6,5,9,0.52,5,0,0,2,1,1,2021-2022_alirezajahanbakhsh
2,0.17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_ofirmarciano
47,4.64,36,0,6,3,1,1,3,0.3,3,0,0,0,0,0,2021-2022_reissnelson
32,2.67,20,0,5,4,3,0,4,0.33,3,0,0,1,0,0,2021-2022_cyrieldessers
1,0.37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_ramonhendriks
8,2.29,8,0,0,0,0,0,1,0.29,1,0,0,0,0,0,2021-2022_jorrithendrix
21,5,10,2,4,1,4,0,1,0.24,1,0,0,0,0,0,2021-2022_patrikwalemark
4,3.96,4,0,0,0,0,0,1,0.99,1,0,0,0,0,0,2021-2022_colebassett
1,1.17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_wouterburger
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_philippesandler
1,1.73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_denzelhall
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_robertbozenik
1,4.74,0,0,0,1,0,0,1,4.74,0,0,0,1,0,0,2021-2022_ridgecianohaps
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_naoufalbannis
3,19.29,1,1,0,0,1,0,1,6.43,0,1,0,0,0,0,2021-2022_markdiemers
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_alioubadarabalde
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_joaocarlosteixeira
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_karimdermane
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_leroyfer
2,0.06,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_larsunnerstall
30,0.95,24,1,1,2,1,1,6,0.19,4,0,1,0,1,0,2021-2022_robinpropper
61,2.11,41,14,2,1,1,2,4,0.14,4,0,0,0,0,0,2021-2022_ramizzerrouki
61,2.14,41,0,2,10,6,2,11,0.39,8,0,1,0,2,0,2021-2022_rickyvanwolfswinkel
91,3.37,73,1,3,9,4,1,13,0.48,8,0,2,2,1,0,2021-2022_michelvlap
77,2.68,40,29,3,1,2,2,11,0.38,8,3,0,0,0,0,2021-2022_michalsadilek
63,2.61,42,9,2,2,7,1,6,0.25,5,0,0,1,0,0,2021-2022_dimitrislimnios
50,2.64,39,0,1,4,4,2,6,0.32,4,0,1,0,1,0,2021-2022_daanrots
47,2.26,33,9,1,4,0,0,3,0.14,3,0,0,0,0,0,2021-2022_gijssmal
14,0.69,14,0,0,0,0,0,1,0.05,1,0,0,0,0,0,2021-2022_meeshilgers
15,0.79,12,3,0,0,0,0,1,0.05,1,0,0,0,0,0,2021-2022_giovannitroupee
12,0.81,9,0,2,1,0,0,2,0.13,2,0,0,0,0,0,2021-2022_juliopleguezuelo
56,4.43,31,2,11,5,7,0,7,0.55,3,0,2,1,1,0,2021-2022_virgilmisidjan
30,2.7,26,0,3,1,0,0,3,0.27,3,0,0,0,0,0,2021-2022_joshuabrenet
13,1.3,10,1,0,0,1,1,1,0.1,0,0,0,0,1,0,2021-2022_jaydenoosterwolde
20,2.05,14,0,1,0,1,4,1,0.1,0,0,0,0,0,1,2021-2022_jessebosch
6,0.84,2,2,0,1,1,0,1,0.14,0,0,0,1,0,0,2021-2022_woutbrama
19,2.63,13,0,1,2,2,1,2,0.28,1,0,0,1,0,0,2021-2022_manfredugalde
23,3.83,17,1,1,4,0,0,2,0.33,2,0,0,0,0,0,2021-2022_vaclavcerny
9,3,6,0,1,2,0,0,1,0.33,0,0,0,1,0,0,2021-2022_queensymenig
10,3.81,9,0,1,0,0,0,0,0,0,0,0,0,0,0,2021-2022_lukailic
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_jeffreydelange
4,2.24,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_lucaeverink
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_maxbruns
2,1.84,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_casperstaring
8,3.77,3,0,4,0,1,0,0,0,0,0,0,0,0,0,2021-2022_denilhocleonise
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_darioumic
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_kikpierie
140,4.34,93,23,9,9,4,2,23,0.71,15,4,3,1,0,0,2021-2022_jesperkarlsson
52,1.65,37,0,2,5,7,1,9,0.29,6,0,1,0,1,1,2021-2022_danidewit
6,0.19,4,2,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_petervindahljensen
67,2.42,50,0,9,4,4,0,7,0.25,5,0,1,0,1,0,2021-2022_vangelispavlidis
27,0.88,22,1,0,4,0,0,5,0.16,2,0,0,3,0,0,2021-2022_brunomartinsindi
85,2.85,73,3,2,2,2,3,16,0.54,15,0,1,0,0,0,2021-2022_owenwijndal
75,2.56,64,7,1,1,1,1,11,0.38,9,0,0,0,1,1,2021-2022_yukinarisugawara
68,2.54,64,1,0,1,1,1,5,0.19,5,0,0,0,0,0,2021-2022_jordyclasie
75,2.94,54,13,4,1,1,2,6,0.24,6,0,0,0,0,0,2021-2022_fredrikmidtsj
18,0.77,16,0,0,1,1,0,3,0.13,2,0,0,1,0,0,2021-2022_pantelishatzidiakos
30,1.94,28,1,0,0,0,1,3,0.19,2,0,0,0,0,1,2021-2022_aslakwitry
38,3.13,33,0,1,1,3,0,3,0.25,2,0,0,0,1,0,2021-2022_albertgumundsson
56,3.86,44,0,8,2,2,0,7,0.48,5,0,2,0,0,0,2021-2022_tijjanireijnders
29,2.87,23,1,2,0,2,1,5,0.5,4,0,0,0,1,0,2021-2022_hakonevjen
8,0.72,6,0,0,2,0,0,2,0.18,2,0,0,0,0,0,2021-2022_sambeukema
25,2.76,14,0,4,3,4,0,4,0.44,1,0,0,2,1,0,2021-2022_zakariaaboukhlal
5,1.57,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_timoletschert
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_hobieverhulst
1,0.68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_thijsoosting
7,5.21,1,6,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_teunkoopmeiners
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_peerkoopmeiners
3,1.63,3,0,0,0,0,0,1,0.54,1,0,0,0,0,0,2021-2022_kamalsowah
2,3.21,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2021-2022_yusufbarasi
3,5.87,3,0,0,0,0,0,1,1.96,1,0,0,0,0,0,2021-2022_ernestpoku
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_jelleduin
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_myronvanbrederode
1,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_mohamedtaabouni
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_zicobuurmeester
77,2.62,69,0,1,2,3,2,8,0.27,7,0,0,0,1,0,2021-2022_sondretronstad
103,3.5,57,0,17,10,18,1,6,0.2,2,0,2,1,1,0,2021-2022_loisopenda
117,4.01,91,17,5,2,1,1,8,0.27,5,2,0,1,0,0,2021-2022_elidasa
29,1,24,0,0,4,0,1,2,0.07,2,0,0,0,0,0,2021-2022_danilhodoekhi
35,1.44,30,0,0,3,1,1,4,0.16,2,0,0,1,1,0,2021-2022_jacobrasmussen
116,4.69,50,55,3,6,1,1,7,0.28,4,2,0,1,0,0,2021-2022_maximilianwittek
60,2.48,46,2,0,3,8,1,5,0.21,5,0,0,0,0,0,2021-2022_matusbero
51,2.34,42,3,1,3,2,0,6,0.28,6,0,0,0,0,0,2021-2022_riechedlybazoer
4,0.21,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_markusschubert
29,2,16,0,4,4,5,0,2,0.14,1,0,1,0,0,0,2021-2022_nikolaibadenfrederiksen
4,0.28,4,0,0,0,0,0,1,0.07,1,0,0,0,0,0,2021-2022_jeroenhouwen
29,2.43,22,2,1,2,2,0,2,0.17,1,1,0,0,0,0,2021-2022_tonidomgjoni
42,3.95,31,0,5,2,4,0,2,0.19,1,0,0,0,1,0,2021-2022_yanngboho
31,2.42,21,1,2,2,4,1,3,0.23,1,0,1,0,1,0,2021-2022_thomasbuitink
11,1.09,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_tomashajek
29,2.93,26,0,1,1,1,0,1,0.1,1,0,0,0,0,0,2021-2022_daanhuisman
7,0.77,6,1,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_aloisoroz
20,2.37,15,1,1,3,0,0,3,0.36,2,0,1,0,0,0,2021-2022_millionmanhoef
14,1.67,11,0,0,2,1,0,1,0.12,1,0,0,0,0,0,2021-2022_adriangrbic
5,0.54,4,0,0,1,0,0,0,0,0,0,0,0,0,0,2021-2022_enzocornelisse
11,1.84,8,0,2,1,0,0,3,0.5,2,0,1,0,0,0,2021-2022_oussamadarfalou
17,2.34,14,2,0,1,0,0,2,0.27,2,0,0,0,0,0,2021-2022_patrickvroegh
3,0.92,3,0,0,0,0,0,1,0.31,1,0,0,0,0,0,2021-2022_romaricyapi
14,6.09,8,3,1,0,2,0,0,0,0,0,0,0,0,0,2021-2022_oussamatannane
1,2.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2021-2022_gyanderegt
5,3.81,3,1,0,0,0,1,2,1.53,1,0,0,0,0,1,2021-2022_julianvonmoos
1,1.45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_hilarygong
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_simonvanduivenbooden
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_milianojonathans
108,3.53,46,58,0,1,1,2,8,0.26,4,4,0,0,0,0,2021-2022_adammaher
24,0.84,14,1,0,6,2,1,4,0.14,0,0,0,3,1,0,2021-2022_mikevanderhoorn
88,3.37,59,1,15,8,1,4,10,0.38,7,0,2,1,0,0,2021-2022_quintentimber
50,1.9,29,0,8,7,5,1,6,0.23,3,0,0,1,2,0,2021-2022_anastasiosdouvikas
35,1.54,24,3,1,2,2,3,3,0.13,2,0,0,1,0,0,2021-2022_markvandermaarel
58,2.61,47,0,4,6,1,0,6,0.27,4,0,0,1,1,0,2021-2022_bartramselaar
18,0.84,16,0,0,1,1,0,0,0,0,0,0,0,0,0,2021-2022_willemjanssen
24,1.12,20,2,0,2,0,0,2,0.09,2,0,0,0,0,0,2021-2022_djangowarmerdam
38,1.86,28,5,1,3,0,1,2,0.1,2,0,0,0,0,0,2021-2022_hiddeteravest
1,0.06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_maartenpaes
52,3.48,37,10,1,2,1,1,5,0.33,3,1,0,0,1,0,2021-2022_simongustafson
44,2.55,38,0,1,3,2,0,2,0.12,2,0,0,0,0,0,2021-2022_sandervandestreek
54,3.54,37,6,1,4,5,1,5,0.33,4,0,0,1,0,0,2021-2022_moussasylla
52,3.78,42,6,2,2,0,0,7,0.51,7,0,0,0,0,0,2021-2022_othmanboussaid
1,0.07,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_fabiandekeijzer
16,1.5,12,3,0,0,0,1,0,0,0,0,0,0,0,0,2021-2022_djevenciovanderkust
43,3.68,41,1,0,1,0,0,4,0.34,3,1,0,0,0,0,2021-2022_jorisvanovereem
33,3.42,20,3,4,3,2,1,6,0.62,4,0,0,2,0,0,2021-2022_mimounmahi
14,2.81,7,0,3,2,2,0,2,0.4,1,0,1,0,0,0,2021-2022_remcobalk
13,2.83,12,0,0,0,1,0,0,0,0,0,0,0,0,0,2021-2022_arthurzagre
8,1.74,4,0,0,4,0,0,1,0.22,1,0,0,0,0,0,2021-2022_henkveerman
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_ericoelschlagel
7,2.43,5,1,0,0,1,0,1,0.35,1,0,0,0,0,0,2021-2022_pontusalmqvist
5,1.87,2,0,1,1,1,0,1,0.37,0,0,0,0,1,0,2021-2022_adriandalmau
1,0.47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_tommyst.jago
8,4,3,0,3,2,0,0,1,0.5,0,0,0,1,0,0,2021-2022_gyranokerk
1,0.97,0,1,0,0,0,0,1,0.97,0,1,0,0,0,0,2021-2022_benaissabenamar
1,1.55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_roccorobertshein
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_naokimaeda
6,10.8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_mohamedmallahi
2,9.47,1,0,0,1,0,0,2,9.47,1,0,0,1,0,0,2021-2022_sylianmokono
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_rickmeijssen
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_meesrijks
1,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_erosmaddy
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_davevandenberg
1,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2021-2022_rubenkluivert
52,1.62,36,6,1,1,6,2,3,0.09,1,0,0,1,1,0,2021-2022_milanvanewijk
68,2.37,53,0,7,3,4,1,5,0.17,4,0,0,1,0,0,2021-2022_tiborhalilovic
24,0.84,17,1,1,4,1,0,2,0.07,1,0,0,1,0,0,2021-2022_svenvanbeek
21,0.92,20,0,0,0,1,0,0,0,0,0,0,0,0,0,2021-2022_ibrahimdresevic
31,1.5,27,2,1,1,0,0,2,0.1,2,0,0,0,0,0,2021-2022_ramikaib
32,1.72,28,0,2,1,1,0,2,0.11,2,0,0,0,0,0,2021-2022_nicolasmadsen
3,0.16,3,0,0,0,0,0,1,0.05,1,0,0,0,0,0,2021-2022_erwinmulder
13,0.72,12,0,0,0,0,1,2,0.11,2,0,0,0,0,0,2021-2022_nickbakker
37,2.41,32,0,2,0,2,1,2,0.13,2,0,0,0,0,0,2021-2022_siemdejong
32,1.85,29,0,0,2,1,0,3,0.17,2,0,0,0,1,0,2021-2022_henkveerman
79,4.68,45,23,3,2,3,3,7,0.41,4,3,0,0,0,0,2021-2022_joeyveerman
11,0.66,9,1,1,0,0,0,1,0.06,1,0,0,0,0,0,2021-2022_lucaswoudenberg
5,0.32,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_xaviermous
40,2.74,19,0,12,7,2,0,1,0.07,1,0,0,0,0,0,2021-2022_anthonymusaba
63,4.62,37,21,2,1,2,0,7,0.51,4,3,0,0,0,0,2021-2022_thomhaye
17,1.53,12,0,2,3,0,0,2,0.18,1,0,0,1,0,0,2021-2022_sydneyvanhooijdonk
36,3.01,22,0,7,4,3,0,7,0.58,4,0,0,2,1,0,2021-2022_aminsarr
24,2.18,19,3,1,0,1,0,1,0.09,1,0,0,0,0,0,2021-2022_anastahiri
19,2,13,0,2,1,3,0,4,0.42,2,0,0,0,2,0,2021-2022_filipstevanovic
11,1.6,8,0,1,1,0,1,2,0.29,1,0,0,0,0,1,2021-2022_rodneykongolo
18,3.29,14,2,0,1,0,1,1,0.18,1,0,0,0,0,0,2021-2022_arjenvanderheide
15,2.84,12,0,0,3,0,0,2,0.38,2,0,0,0,0,0,2021-2022_benjaminnygren
14,2.69,13,1,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_ramialhajj
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_sybvanottele
5,2.26,3,0,0,2,0,0,0,0,0,0,0,0,0,0,2021-2022_joostvanaken
4,2.54,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_hamdiakujobi
3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_mitchellvanbergen
1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_djenahronunumete
1,3.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_trustinvantloo
1,6.92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_timozaal
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_janras
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_stanislavshopov
83,2.8,62,1,5,6,8,1,16,0.54,9,0,1,2,3,1,2021-2022_issakallon
80,2.71,49,23,2,5,0,1,10,0.34,5,4,0,1,0,0,2021-2022_robinmaulun
19,0.69,17,0,0,0,2,0,1,0.04,0,0,0,0,1,0,2021-2022_calvinmac-intosch
6,0.21,4,2,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_sonnystevens
28,1.01,18,6,0,1,3,0,2,0.07,2,0,0,0,0,0,2021-2022_dokeschmidt
14,0.53,10,2,0,2,0,0,2,0.08,1,0,0,1,0,0,2021-2022_erikschouten
50,1.9,35,11,2,1,0,1,5,0.19,3,2,0,0,0,0,2021-2022_meeshoedemakers
38,1.42,26,0,3,1,7,1,6,0.22,3,0,1,0,2,0,2021-2022_alexbangura
51,2.41,45,0,3,1,1,1,9,0.42,8,0,0,1,0,0,2021-2022_jamiejacobs
37,2.16,27,1,3,3,3,0,3,0.18,1,1,0,1,0,0,2021-2022_robertsuldrikis
32,2.08,25,4,0,0,3,0,4,0.26,3,0,0,0,1,0,2021-2022_mitchellpaulissen
27,1.92,21,0,3,1,2,0,6,0.43,3,0,2,1,0,0,2021-2022_tomboere
30,1.93,26,0,0,2,2,0,7,0.45,4,0,0,2,1,0,2021-2022_michaelbreij
24,2.24,19,0,2,0,2,1,4,0.37,4,0,0,0,0,0,2021-2022_patrickjoosten
1,0.07,1,0,0,0,0,0,1,0.07,1,0,0,0,0,0,2021-2022_marcotol
23,2.48,20,0,1,1,1,0,3,0.32,3,0,0,0,0,0,2021-2022_davidsambissa
18,2.77,15,1,0,1,1,0,3,0.46,3,0,0,0,0,0,2021-2022_nickdoodeman
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_pieterbos
7,1.68,5,1,0,0,1,0,0,0,0,0,0,0,0,0,2021-2022_sekououmarsylla
4,0.76,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_jasperterheide
8,1.69,6,2,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_jhondlyvandermeer
9,3.01,8,0,1,0,0,0,1,0.33,1,0,0,0,0,0,2021-2022_tamaskiss
1,0.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2021-2022_samhendriks
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_maximgullit
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_milansmit
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_filipkrastev
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_thomasrier
27,0.84,25,0,0,2,0,0,0,0,0,0,0,0,0,0,2021-2022_mellemeulensteen
37,1.22,34,0,0,1,0,2,2,0.07,2,0,0,0,0,0,2021-2022_vurnonanita
10,0.32,4,6,0,0,0,0,3,0.1,1,2,0,0,0,0,2021-2022_etiennevaessen
28,1.01,20,1,2,3,0,2,6,0.22,3,0,1,1,0,1,2021-2022_ahmedtouba
81,2.95,46,1,13,12,8,1,8,0.29,8,0,0,0,0,0,2021-2022_jensodgaard
91,3.47,71,7,3,7,2,1,6,0.23,4,0,0,1,0,1,2021-2022_saidbakari
39,1.55,34,0,0,3,2,0,3,0.12,3,0,0,0,0,0,2021-2022_michielkramer
31,1.2,25,2,2,0,2,0,4,0.16,4,0,0,0,0,0,2021-2022_juriengaari
63,3.01,24,30,1,0,6,2,4,0.19,3,1,0,0,0,0,2021-2022_alexanderbuttner
29,1.56,29,0,0,0,0,0,2,0.11,2,0,0,0,0,0,2021-2022_aymanazhil
14,0.73,11,1,2,0,0,0,1,0.05,1,0,0,0,0,0,2021-2022_shawnadewoye
44,2.94,34,1,2,1,5,1,4,0.27,3,0,0,0,0,1,2021-2022_richardvandervenne
4,0.34,3,0,0,1,0,0,0,0,0,0,0,0,0,0,2021-2022_dariovandenbuijs
38,3.04,36,0,1,1,0,0,7,0.56,7,0,0,0,0,0,2021-2022_finnstokkers
27,2.89,17,7,2,0,1,0,4,0.43,3,0,1,0,0,0,2021-2022_iliassbelhassani
18,1.79,13,0,1,2,1,1,2,0.2,2,0,0,0,0,0,2021-2022_yassinoukili
5,0.77,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_luukwouters
19,3.01,12,3,0,1,3,0,1,0.16,1,0,0,0,0,0,2021-2022_lennerddaneels
3,0.72,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_thierrylutonda
