SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Key
21,1.17,15,1,1,1,3,0,1,0.06,1,0,0,0,0,0,2017-2018_joelward
5,0.28,5,0,0,0,0,0,3,0.17,3,0,0,0,0,0,2017-2018_mamadousakho
19,1.07,17,0,0,1,1,0,0,0,0,0,0,0,0,0,2017-2018_timothyfosu-mensah
13,0.82,11,0,0,2,0,0,1,0.06,1,0,0,0,0,0,2017-2018_scottdann
4,0.3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,2017-2018_martinkelly
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_juliansperoni
8,1.15,7,0,1,0,0,0,0,0,0,0,0,0,0,0,2017-2018_aaronwan-bissaka
18,2.84,11,3,2,1,1,0,0,0,0,0,0,0,0,0,2017-2018_jasonpuncheon
18,3.39,11,0,2,4,1,0,3,0.56,1,0,0,2,0,0,2017-2018_bakarysako
3,0.61,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_jairoriedewald
14,3.5,8,0,3,2,0,1,1,0.25,1,0,0,0,0,0,2017-2018_alexandersrloth
5,3.33,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_leechung-yong
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_damiendelaney
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_levilumeka
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_freddieladapo
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_sullaykaikai
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_papesouare
4,0.11,2,2,0,0,0,0,1,0.03,0,1,0,0,0,0,2017-2018_asmirbegovic
20,0.54,17,0,3,0,0,0,5,0.13,5,0,0,0,0,0,2017-2018_nathanake
57,1.71,43,10,0,2,0,2,4,0.12,3,0,0,1,0,0,2017-2018_charliedaniels
26,0.85,17,5,0,2,1,1,3,0.1,2,0,0,1,0,0,2017-2018_stevecook
46,1.53,40,2,2,1,0,1,2,0.07,1,0,0,1,0,0,2017-2018_simonfrancis
86,3.16,59,0,8,2,13,4,9,0.33,5,0,2,0,2,0,2017-2018_joshuaking
65,2.62,53,5,3,2,1,1,6,0.24,6,0,0,0,0,0,2017-2018_lewiscook
71,3.19,52,12,1,2,4,0,5,0.22,3,1,0,0,1,0,2017-2018_ryanfraser
47,2.13,32,3,2,5,5,0,7,0.32,6,0,0,0,1,0,2017-2018_callumwilson
53,2.3,39,3,8,1,1,1,6,0.26,5,0,1,0,0,0,2017-2018_adamsmith
90,4.06,50,22,9,5,3,1,10,0.45,5,3,1,0,1,0,2017-2018_jordonibe
46,2.13,36,0,4,3,2,1,1,0.05,1,0,0,0,0,0,2017-2018_dangosling
42,2.04,33,3,2,2,2,0,8,0.39,3,3,1,1,0,0,2017-2018_andrewsurman
53,3.71,34,6,7,5,1,0,6,0.42,4,0,0,2,0,0,2017-2018_juniorstanislas
28,2.32,19,0,0,6,2,1,4,0.33,1,0,0,2,0,1,2017-2018_jermaindefoe
24,2.19,18,3,1,1,1,0,1,0.09,0,0,0,0,1,0,2017-2018_marcpugh
23,2.16,19,2,0,0,0,2,1,0.09,0,0,0,0,0,1,2017-2018_harryarter
11,1.84,6,0,1,2,2,0,1,0.17,0,0,0,0,1,0,2017-2018_benikafobe
12,1.81,8,0,2,1,1,0,2,0.3,2,0,0,0,0,0,2017-2018_lysmousset
3,1.34,3,0,0,0,0,0,1,0.45,1,0,0,0,0,0,2017-2018_tyronemings
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_jacksimpson
2,3.1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_emersonhyndman
41,1.12,32,3,3,0,2,1,1,0.03,1,0,0,0,0,0,2017-2018_pablozabaleta
66,1.94,36,24,1,2,3,0,9,0.26,6,3,0,0,0,0,2017-2018_aaroncresswell
18,0.56,12,1,1,2,2,0,0,0,0,0,0,0,0,0,2017-2018_angeloogbonna
38,1.22,32,0,0,2,2,2,8,0.26,7,0,0,0,0,1,2017-2018_cheikhoukouyate
56,2.1,45,5,0,1,4,1,1,0.04,1,0,0,0,0,0,2017-2018_marknoble
80,3.11,51,2,15,7,4,1,16,0.62,10,0,3,2,0,1,2017-2018_markoarnautovic
86,3.79,56,11,9,2,8,0,12,0.53,9,1,1,0,1,0,2017-2018_manuellanzini
39,1.88,31,2,4,0,2,0,6,0.29,6,0,0,0,0,0,2017-2018_arthurmasuaku
2,0.11,1,1,0,0,0,0,1,0.05,0,1,0,0,0,0,2017-2018_adrian
4,0.21,3,1,0,0,0,0,1,0.05,1,0,0,0,0,0,2017-2018_joehart
26,1.5,24,0,0,0,1,1,2,0.12,2,0,0,0,0,0,2017-2018_pedroobiang
8,0.5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_winstonreid
44,2.56,30,0,8,1,5,0,4,0.23,0,0,2,1,1,0,2017-2018_javierhernandez
38,2.53,24,1,6,1,6,0,5,0.33,1,0,2,1,1,0,2017-2018_michailantonio
10,0.63,9,1,0,0,0,0,1,0.06,1,0,0,0,0,0,2017-2018_declanrice
7,0.6,6,0,0,0,0,1,0,0,0,0,0,0,0,0,2017-2018_jamescollins
34,2.99,18,10,3,0,3,0,2,0.18,1,0,0,0,1,0,2017-2018_joaomario
13,1.31,8,0,3,0,2,0,4,0.4,3,0,1,0,0,0,2017-2018_andreayew
12,1.28,8,1,2,0,1,0,2,0.21,1,0,0,0,1,0,2017-2018_edimilsonfernandes
9,1.18,7,1,0,1,0,0,2,0.26,1,0,0,1,0,0,2017-2018_josefonte
17,2.04,11,0,2,3,1,0,1,0.12,0,0,0,1,0,0,2017-2018_andycarroll
2,0.79,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2017-2018_patriceevra
2,0.73,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_sambyram
5,1.47,3,0,0,1,1,0,1,0.29,0,0,0,1,0,0,2017-2018_diafrasakho
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_jordanhugill
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_joshcullen
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_reeceoxford
99,2.68,83,1,6,4,1,4,7,0.19,6,0,1,0,0,0,2017-2018_abdoulayedoucoure
93,2.96,53,0,13,11,14,2,12,0.38,4,0,2,3,3,0,2017-2018_richarlison
13,0.5,12,1,0,0,0,0,2,0.08,2,0,0,0,0,0,2017-2018_christiankabasele
67,2.53,25,32,4,4,0,2,4,0.15,1,3,0,0,0,0,2017-2018_joseholebas
7,0.29,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_adrianmariappa
4,0.17,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_heurelhogomes
58,2.75,37,16,0,1,3,1,3,0.14,2,1,0,0,0,0,2017-2018_tomcleverley
30,1.48,23,0,2,4,0,1,4,0.2,1,0,1,2,0,0,2017-2018_daryljanmaat
48,2.34,43,0,0,3,2,0,5,0.24,5,0,0,0,0,0,2017-2018_troydeeney
38,2,30,1,3,2,2,0,4,0.21,3,0,1,0,0,0,2017-2018_kikofemenia
61,3.38,39,8,6,5,2,1,10,0.55,5,1,1,2,1,0,2017-2018_robertopereyra
31,1.81,21,2,2,1,2,3,2,0.12,1,0,0,1,0,0,2017-2018_etiennecapoue
4,0.23,3,0,0,0,0,1,0,0,0,0,0,0,0,0,2017-2018_sebastianprodl
64,3.74,38,1,17,2,4,2,3,0.18,2,0,1,0,0,0,2017-2018_andrecarrillo
28,1.68,24,0,0,3,1,0,3,0.18,1,0,0,2,0,0,2017-2018_andregray
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_orestiskarnezis
15,1.36,12,1,0,0,1,1,1,0.09,1,0,0,0,0,0,2017-2018_marvinzeegelaar
38,3.45,31,0,2,0,4,1,6,0.55,5,0,1,0,0,0,2017-2018_willhughes
8,0.9,6,1,0,1,0,0,0,0,0,0,0,0,0,0,2017-2018_miguelbritos
7,1.38,4,2,0,1,0,0,0,0,0,0,0,0,0,0,2017-2018_benwatson
5,0.91,4,0,0,1,0,0,0,0,0,0,0,0,0,0,2017-2018_craigcathcart
7,1.41,2,1,1,1,1,1,1,0.2,1,0,0,0,0,0,2017-2018_nathanielchalobah
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_mollawague
17,3.52,9,3,2,1,2,0,1,0.21,0,0,0,0,1,0,2017-2018_gerarddeulofeu
15,2.98,11,0,2,2,0,0,1,0.2,1,0,0,0,0,0,2017-2018_stefanookaka
5,2.27,4,0,0,0,1,0,0,0,0,0,0,0,0,0,2017-2018_nordinamrabat
1,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_youneskaboul
1,2.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_jeromesinclair
2,11.25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_dodilukebakio
32,0.84,21,0,1,6,2,2,3,0.08,1,0,0,1,1,0,2017-2018_lewisdunk
3,0.08,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_mathewryan
13,0.36,8,0,0,3,2,0,2,0.05,1,0,0,0,1,0,2017-2018_shaneduffy
47,1.31,43,0,0,3,0,1,3,0.08,2,0,0,1,0,0,2017-2018_dalestephens
64,1.85,48,0,6,5,3,2,7,0.2,6,0,1,0,0,0,2017-2018_davypropper
134,4.12,78,47,3,4,2,0,13,0.4,10,3,0,0,0,0,2017-2018_pascalgro
84,3.12,58,8,12,2,4,0,8,0.3,8,0,0,0,0,0,2017-2018_anthonyknockaert
20,0.8,17,3,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_gaetanbong
43,1.76,32,0,2,3,5,1,4,0.16,2,0,0,0,2,0,2017-2018_glennmurray
37,1.65,28,4,3,0,2,0,2,0.09,2,0,0,0,0,0,2017-2018_bruno
67,3.04,47,0,12,6,2,0,9,0.41,3,0,3,2,1,0,2017-2018_joseizquierdo
48,2.34,36,6,4,0,2,0,4,0.19,3,0,0,0,1,0,2017-2018_sollymarch
21,1.43,14,2,1,2,1,1,1,0.07,1,0,0,0,0,0,2017-2018_ezequielschelotto
17,1.3,13,3,0,1,0,0,0,0,0,0,0,0,0,0,2017-2018_markussuttner
7,0.74,5,0,0,1,1,0,2,0.21,2,0,0,0,0,0,2017-2018_tomerhemed
16,1.93,12,0,1,1,1,1,1,0.12,1,0,0,0,0,0,2017-2018_beramkayal
12,3.48,9,0,1,0,2,0,0,0,0,0,0,0,0,0,2017-2018_izzybrown
4,1.61,3,0,0,0,1,0,1,0.4,1,0,0,0,0,0,2017-2018_jurgenlocadia
10,3.37,9,0,0,0,1,0,0,0,0,0,0,0,0,0,2017-2018_leonardoulloa
1,0.45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_connorgoldson
3,1.61,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_jamiemurphy
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_liamrosenior
1,2.81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_sambaldock
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_uwehunemeier
19,0.5,16,1,0,0,0,2,4,0.11,4,0,0,0,0,0,2017-2018_mathiasjrgensen
8,0.21,5,3,0,0,0,0,2,0.05,1,1,0,0,0,0,2017-2018_jonaslossl
16,0.44,13,0,0,1,0,2,1,0.03,1,0,0,0,0,0,2017-2018_christopherschindler
89,2.61,66,20,0,1,0,2,7,0.21,5,2,0,0,0,0,2017-2018_aaronmooy
37,1.39,31,0,1,1,3,1,1,0.04,0,0,0,0,1,0,2017-2018_jonathanhogg
67,2.46,41,5,6,9,5,1,2,0.07,1,0,0,1,0,0,2017-2018_tomince
49,2.06,31,0,8,4,6,0,0,0,0,0,0,0,0,0,2017-2018_rajivvanlaparra
34,1.61,28,4,0,0,0,2,2,0.09,2,0,0,0,0,0,2017-2018_tommysmith
30,1.46,21,0,3,4,2,0,4,0.19,2,0,2,0,0,0,2017-2018_stevemounie
41,2.2,34,4,1,1,1,0,1,0.05,1,0,0,0,0,0,2017-2018_florenthadergjonaj
20,1.13,9,6,0,1,2,2,2,0.11,1,1,0,0,0,0,2017-2018_chrislowe
32,1.58,22,0,3,3,3,1,6,0.3,2,0,2,1,1,0,2017-2018_laurentdepoitre
29,1.96,23,0,3,0,3,0,1,0.07,1,0,0,0,0,0,2017-2018_eliaskachunga
39,2.74,27,1,5,3,3,0,5,0.35,4,0,0,1,0,0,2017-2018_collinquaner
23,1.85,19,1,1,1,0,1,1,0.08,1,0,0,0,0,0,2017-2018_scottmalone
38,3.43,22,6,3,3,4,0,3,0.27,1,0,1,0,1,0,2017-2018_alexpritchard
12,0.96,9,0,0,1,1,1,1,0.08,1,0,0,0,0,0,2017-2018_dannywilliams
12,1.03,8,0,1,1,2,0,0,0,0,0,0,0,0,0,2017-2018_terencekongolo
6,0.71,4,0,1,0,0,1,0,0,0,0,0,0,0,0,2017-2018_philipbilling
6,2.44,4,0,2,0,0,0,1,0.41,0,0,1,0,0,0,2017-2018_joelolley
8,3.27,7,0,0,0,1,0,1,0.41,1,0,0,0,0,0,2017-2018_abdelhamidsabiri
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_martincranie
5,2.65,2,1,1,1,0,0,0,0,0,0,0,0,0,0,2017-2018_kaseypalmer
1,1.27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_deanwhitehead
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_michaelhefele
76,2.18,54,12,4,4,1,1,7,0.2,4,1,1,1,0,0,2017-2018_ryanbertrand
59,1.83,55,0,0,0,2,2,1,0.03,1,0,0,0,0,0,2017-2018_oriolromeu
122,3.93,96,8,9,5,4,0,9,0.29,6,0,2,1,0,0,2017-2018_dusantadic
56,1.8,50,4,1,1,0,0,4,0.13,3,0,1,0,0,0,2017-2018_cedricsoares
22,0.79,15,1,3,2,1,0,4,0.14,1,0,1,1,1,0,2017-2018_wesleyhoedt
14,0.61,10,0,0,3,1,0,2,0.09,1,0,0,0,1,0,2017-2018_mayayoshida
10,0.45,8,0,1,1,0,0,0,0,0,0,0,0,0,0,2017-2018_jackstephens
79,3.66,59,8,9,0,2,1,6,0.28,6,0,0,0,0,0,2017-2018_nathanredmond
1,0.05,0,1,0,0,0,0,1,0.05,0,1,0,0,0,0,2017-2018_fraserforster
33,1.73,25,0,4,1,1,2,1,0.05,1,0,0,0,0,0,2017-2018_mariolemina
60,3.15,32,23,0,5,0,0,7,0.37,3,3,0,1,0,0,2017-2018_jamesward-prowse
33,1.78,25,1,4,1,2,0,3,0.16,1,0,0,1,1,0,2017-2018_pierrehjbjerg
2,0.11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_alexmccarthy
46,2.72,38,6,1,0,1,0,2,0.12,1,0,0,0,1,0,2017-2018_stevendavis
55,3.13,36,0,2,5,9,3,5,0.28,3,0,1,0,1,0,2017-2018_shanelong
54,3.99,30,4,11,3,5,1,8,0.59,5,0,3,0,0,0,2017-2018_sofianeboufal
14,1.17,11,0,1,1,1,0,1,0.08,1,0,0,0,0,0,2017-2018_manologabbiadini
9,0.81,8,0,0,0,1,0,0,0,0,0,0,0,0,0,2017-2018_virgilvandijk
23,1.99,15,0,2,5,1,0,1,0.09,0,0,0,1,0,0,2017-2018_charlieaustin
11,2.2,9,0,1,1,0,0,1,0.2,1,0,0,0,0,0,2017-2018_guidocarrillo
2,0.42,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_janbednarek
3,1.5,3,0,0,0,0,0,1,0.5,1,0,0,0,0,0,2017-2018_jeremypied
2,1.08,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_matttargett
10,5.52,5,0,1,4,0,0,1,0.55,1,0,0,0,0,0,2017-2018_joshsims
3,1.82,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_sammcqueen
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_michaelobafemi
5,0.13,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_ukaszfabianski
13,0.34,11,0,2,0,0,0,1,0.03,1,0,0,0,0,0,2017-2018_alfiemawson
35,1,24,4,3,1,3,0,2,0.06,2,0,0,0,0,0,2017-2018_martinolsson
48,1.43,41,2,1,2,1,1,4,0.12,3,0,0,0,0,1,2017-2018_kylenaughton
83,2.62,38,1,15,12,12,5,4,0.13,1,0,1,2,0,0,2017-2018_jordanayew
14,0.47,13,0,0,1,0,0,1,0.03,1,0,0,0,0,0,2017-2018_federicofernandez
82,2.87,51,26,1,1,2,1,7,0.25,5,1,0,0,0,1,2017-2018_tomcarroll
9,0.42,7,0,0,2,0,0,0,0,0,0,0,0,0,0,2017-2018_mikevanderhoorn
35,1.54,26,5,0,4,0,0,2,0.09,1,1,0,0,0,0,2017-2018_samclucas
36,1.73,22,13,0,1,0,0,5,0.24,1,4,0,0,0,0,2017-2018_kisung-yueng
29,2,23,0,2,1,2,1,1,0.07,0,0,0,1,0,0,2017-2018_nathandyer
42,2.19,19,0,11,5,5,2,2,0.1,1,0,0,1,0,0,2017-2018_tammyabraham
24,1.55,17,0,4,1,1,1,2,0.13,2,0,0,0,0,0,2017-2018_leroyfer
20,1.89,15,1,1,2,1,0,4,0.38,2,0,0,1,1,0,2017-2018_andreayew
14,1.67,13,0,0,1,0,0,0,0,0,0,0,0,0,0,2017-2018_roquemesa
9,1.13,8,0,0,0,1,0,0,0,0,0,0,0,0,0,2017-2018_andyking
17,2.18,12,2,1,0,2,0,1,0.13,0,1,0,0,0,0,2017-2018_renatosanches
16,2.04,9,0,2,2,3,0,1,0.13,0,0,0,1,0,0,2017-2018_wilfriedbony
24,3.46,18,0,5,1,0,0,1,0.14,1,0,0,0,0,0,2017-2018_lucianonarsingh
10,2.1,10,0,0,0,0,0,1,0.21,1,0,0,0,0,0,2017-2018_wayneroutledge
3,0.89,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_leonbritton
3,1.01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_connorroberts
3,0.98,3,0,0,0,0,0,1,0.33,1,0,0,0,0,0,2017-2018_olivermcburnie
2,0.77,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_kylebartley
5,2.88,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_angelrangel
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_jayfulton
74,2.12,63,3,2,1,4,1,12,0.34,8,1,1,0,1,1,2017-2018_joeallen
145,4.29,80,40,10,9,6,0,12,0.36,3,5,1,2,1,0,2017-2018_xherdanshaqiri
10,0.29,6,4,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_jackbutland
22,0.69,17,0,2,2,0,1,2,0.06,2,0,0,0,0,0,2017-2018_kurtzouma
37,1.23,29,4,1,0,3,0,2,0.07,2,0,0,0,0,0,2017-2018_erikpieters
51,1.77,29,1,2,10,9,0,4,0.14,4,0,0,0,0,0,2017-2018_mamebiramdiouf
10,0.38,7,0,0,2,0,1,2,0.08,2,0,0,0,0,0,2017-2018_ryanshawcross
59,2.37,40,0,6,7,5,1,10,0.4,7,0,1,2,0,0,2017-2018_ericmaximchoupo-moting
48,1.95,35,6,1,3,1,2,4,0.16,2,1,0,1,0,0,2017-2018_darrenfletcher
15,0.89,10,1,2,2,0,0,1,0.06,0,0,0,1,0,0,2017-2018_geoffcameron
23,1.58,18,2,3,0,0,0,0,0,0,0,0,0,0,0,2017-2018_moritzbauer
37,2.13,35,0,0,1,1,0,2,0.11,2,0,0,0,0,0,2017-2018_petercrouch
7,0.48,6,1,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_kevinwimmer
5,0.36,5,0,0,0,0,0,1,0.07,1,0,0,0,0,0,2017-2018_brunomartinsindi
27,2.14,19,0,2,1,2,3,4,0.32,2,0,1,0,1,0,2017-2018_badoundiaye
26,1.89,22,0,2,1,0,1,0,0,0,0,0,0,0,0,2017-2018_ramadansobhi
22,3.22,12,4,2,1,3,0,3,0.44,2,0,0,1,0,0,2017-2018_jese
11,1.81,8,0,1,1,1,0,0,0,0,0,0,0,0,0,2017-2018_glenjohnson
2,0.37,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_tomedwards
17,3.72,7,2,3,1,4,0,1,0.22,1,0,0,0,0,0,2017-2018_charlieadam
4,1.07,2,0,1,0,0,1,0,0,0,0,0,0,0,0,2017-2018_kostasstafylidis
9,1.64,6,0,0,2,1,0,1,0.18,1,0,0,0,0,0,2017-2018_saidoberahino
1,0.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_leegrant
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_joshtymon
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_ibrahimafellay
3,2.06,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2017-2018_stephenireland
2,2.4,1,1,0,0,0,0,1,1.2,0,1,0,0,0,0,2017-2018_lassesrensen
2,2.54,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2017-2018_bojankrkic
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_tyresecampbell
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_julienngoy
17,0.45,14,0,1,0,1,1,0,0,0,0,0,0,0,0,2017-2018_ahmedhegazi
12,0.32,5,7,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_benfoster
51,1.62,43,4,3,1,0,0,3,0.1,3,0,0,0,0,0,2017-2018_kierangibbs
72,2.34,51,0,8,7,6,0,7,0.23,6,0,1,0,0,0,2017-2018_salomonrondon
56,1.79,33,0,6,7,9,1,2,0.06,2,0,0,0,0,0,2017-2018_jayrodriguez
42,1.41,35,1,0,1,2,3,3,0.1,3,0,0,0,0,0,2017-2018_jakelivermore
31,1.11,21,1,0,6,3,0,2,0.07,1,0,0,1,0,0,2017-2018_craigdawson
22,0.87,18,2,0,2,0,0,3,0.12,2,0,0,1,0,0,2017-2018_jonnyevans
35,1.36,26,6,0,0,2,1,4,0.16,3,0,0,0,1,0,2017-2018_allannyom
60,2.58,33,17,6,1,3,0,3,0.13,2,1,0,0,0,0,2017-2018_mattphillips
38,1.78,28,5,1,0,4,0,2,0.09,2,0,0,0,0,0,2017-2018_garethbarry
76,3.56,41,28,3,3,0,1,10,0.47,4,5,0,1,0,0,2017-2018_chrisbrunt
43,2.36,32,3,4,1,1,2,3,0.16,2,0,0,0,1,0,2017-2018_grzegorzkrychowiak
29,1.86,21,1,4,1,1,1,1,0.06,0,0,1,0,0,0,2017-2018_jamesmcclean
6,0.6,5,0,0,0,1,0,1,0.1,1,0,0,0,0,0,2017-2018_claudioyacob
21,2.29,14,0,3,0,4,0,2,0.22,0,0,2,0,0,0,2017-2018_halrobson-kanu
11,1.84,7,2,0,1,0,1,0,0,0,0,0,0,0,0,2017-2018_samfield
1,0.2,1,0,0,0,0,0,1,0.2,1,0,0,0,0,0,2017-2018_garethmcauley
10,2.45,7,0,1,1,1,0,3,0.74,2,0,0,0,1,0,2017-2018_oliverburke
3,1.26,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_nacerchadli
6,2.61,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_jamesmorrison
5,3.81,4,0,0,1,0,0,1,0.76,1,0,0,0,0,0,2017-2018_danielsturridge
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_boazmyhill
2,8.57,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_rekeemharper
1,0.03,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_svenulreich
100,3.86,67,21,1,1,9,1,23,0.89,19,1,0,1,2,0,2017-2018_joshuakimmich
39,1.59,36,0,0,2,0,1,3,0.12,2,0,0,1,0,0,2017-2018_matshummels
71,2.94,44,1,7,11,8,0,11,0.46,6,0,3,0,2,0,2017-2018_robertlewandowski
90,4.13,81,0,5,1,2,1,21,0.96,19,0,0,1,0,1,2017-2018_thomasmuller
18,0.84,17,0,0,1,0,0,3,0.14,3,0,0,0,0,0,2017-2018_niklassule
50,2.43,47,2,0,0,1,0,6,0.29,6,0,0,0,0,0,2017-2018_rafinha
27,1.48,27,0,0,0,0,0,8,0.44,8,0,0,0,0,0,2017-2018_jeromeboateng
110,6.11,75,25,2,6,1,1,16,0.89,14,1,0,0,1,0,2017-2018_jamesrodriguez
99,5.91,66,14,2,7,9,1,14,0.84,10,2,0,1,1,0,2017-2018_arjenrobben
29,1.62,27,0,0,0,1,1,4,0.22,4,0,0,0,0,0,2017-2018_javimartinez
58,3.41,53,0,1,2,2,0,9,0.53,9,0,0,0,0,0,2017-2018_corentintolisso
53,3.07,44,4,1,3,0,1,4,0.23,4,0,0,0,0,0,2017-2018_davidalaba
56,3.46,45,0,0,7,1,3,11,0.68,8,0,0,2,0,1,2017-2018_arturovidal
45,2.67,33,10,0,2,0,0,8,0.48,5,3,0,0,0,0,2017-2018_sebastianrudy
82,6.14,59,5,6,1,10,1,8,0.6,4,0,2,1,1,0,2017-2018_franckribery
60,4.33,52,3,1,0,2,2,5,0.36,4,0,1,0,0,0,2017-2018_thiagoalcantara
26,2.64,23,0,1,0,2,0,5,0.51,4,0,1,0,0,0,2017-2018_juanbernat
69,5.38,52,0,10,3,4,0,7,0.55,4,0,2,0,1,0,2017-2018_kingsleycoman
11,1.37,6,0,0,4,1,0,3,0.37,1,0,0,2,0,0,2017-2018_sandrowagner
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_manuelneuer
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_larslukasmai
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_tomstarke
3,2.45,1,0,0,1,1,0,0,0,0,0,0,0,0,0,2017-2018_franckevina
2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_niklasdorsch
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_meritanshabani
5,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_marcofriedl
1,3.91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_kwasiokyerewriedt
30,0.88,24,0,0,5,1,0,4,0.12,2,0,0,2,0,0,2017-2018_naldo
7,0.21,5,2,0,0,0,0,1,0.03,1,0,0,0,0,0,2017-2018_ralffahrmann
98,3.02,54,23,10,2,4,5,14,0.43,7,6,1,0,0,0,2017-2018_danielcaligiuri
24,0.91,18,1,1,1,2,1,1,0.04,0,0,0,0,1,0,2017-2018_thilokehrer
102,3.96,50,42,6,3,1,0,6,0.23,4,2,0,0,0,0,2017-2018_bastianoczipka
57,2.21,40,0,6,5,4,2,9,0.35,6,0,2,1,0,0,2017-2018_guidoburgstaller
29,1.19,26,0,0,0,0,3,3,0.12,3,0,0,0,0,0,2017-2018_benjaminstambouli
98,4.31,66,0,13,2,17,0,15,0.66,5,0,2,1,7,0,2017-2018_amineharit
12,0.54,9,1,0,1,0,1,1,0.05,1,0,0,0,0,0,2017-2018_matijanastasic
38,2.07,24,0,1,7,5,1,4,0.22,2,0,0,1,1,0,2017-2018_francodisanto
52,2.36,36,1,4,5,4,2,5,0.23,2,0,0,2,1,0,2017-2018_leongoretzka
