Shots,ShotsOnTarget,SoT%,Sh/90,SoT/90,GoalsPerShot,GoalsPerShotOnTarget,AvgShotDistance,GoalsFromPenalties,PKatt,Key
22,8,36.4,0.68,0.25,0.18,0.5,16.2,0,0,2021-2022_silvanwidmer
22,5,22.7,0.69,0.16,0.09,0.4,10.2,0,0,2021-2022_stefanbell
0,0,,0,0,,,,0,0,2021-2022_robinzentner
78,33,42.3,2.69,1.14,0.13,0.3,14.4,1,1,2021-2022_jonathanburkardt
10,3,30,0.35,0.11,0.2,0.67,15.1,2,2,2021-2022_moussaniakhate
65,19,29.2,2.48,0.72,0.08,0.26,13.6,0,0,2021-2022_karimonisiwo
18,5,27.8,0.71,0.2,0.06,0.2,21.5,0,0,2021-2022_aaronmartin
23,5,21.7,1,0.22,0.13,0.6,16.4,0,0,2021-2022_alexanderhack
49,12,24.5,2.37,0.58,0.02,0.08,25.6,0,0,2021-2022_antonstach
32,10,31.3,1.61,0.5,0.03,0.1,19.5,0,0,2021-2022_leandrobarreiromartins
24,8,33.3,1.2,0.4,0.08,0.25,24.4,0,0,2021-2022_jean-paulboetius
18,2,11.1,1,0.11,0,0,20.6,0,0,2021-2022_dominikkohr
26,10,38.5,1.63,0.63,0.15,0.4,16.7,0,0,2021-2022_leejae-sung
8,4,50,0.97,0.48,0.13,0.25,18.7,0,0,2021-2022_andersonlucoqui
12,3,25,1.79,0.45,0.08,0.33,17.7,0,0,2021-2022_jerryst.juste
24,11,45.8,3.18,1.46,0.21,0.45,18.3,1,1,2021-2022_marcusingvartsen
2,2,100,0.37,0.37,0,0,20,0,0,2021-2022_niklastauer
1,0,0,0.23,0,0,,38.7,0,0,2021-2022_danielbrosinski
0,0,,0,0,,,,0,0,2021-2022_davidnemeth
9,3,33.3,3.12,1.04,0.11,0.33,13.2,0,0,2021-2022_adamszalai
3,1,33.3,1.18,0.39,0,0,11.5,0,0,2021-2022_paulnebel
0,0,,0,0,,,,0,0,2021-2022_finndahmen
16,6,37.5,3.44,1.29,0.06,0.17,21.4,0,0,2021-2022_kevinstoger
1,0,0,1.08,0,0,,30,0,0,2021-2022_matondo-merveillepapela
2,1,50,6.67,3.33,0.5,1,12.1,0,0,2021-2022_delanoburgzorg
0,0,,0,0,,,,0,0,2021-2022_stephanfurstner
0,0,,0,0,,,,0,0,2021-2022_lucakilian
0,0,,0,0,,,,0,0,2021-2022_romariorosch
0,0,,0,0,,,,0,0,2021-2022_oliverbaumann
25,8,32,0.82,0.26,0.12,0.38,19.8,0,0,2021-2022_davidraum
93,35,37.6,3.09,1.16,0.06,0.17,15.8,0,0,2021-2022_andrejkramaric
3,0,0,0.11,0,0,,30.6,0,0,2021-2022_kevinvogt
14,7,50,0.57,0.29,0.14,0.29,19.5,0,0,2021-2022_stefanposch
46,14,30.4,1.98,0.6,0.15,0.5,11.8,0,0,2021-2022_ihlasbebou
42,17,40.5,2,0.81,0.17,0.41,13.5,0,0,2021-2022_christophbaumgartner
15,4,26.7,0.82,0.22,0.13,0.5,17.4,0,0,2021-2022_diadiesamassekou
12,4,33.3,0.71,0.24,0.17,0.5,12.8,0,0,2021-2022_kevinakpoguma
15,4,26.7,0.8,0.21,0.13,0.5,17.6,0,0,2021-2022_angelostiller
14,2,14.3,0.92,0.13,0.14,1,20.4,0,0,2021-2022_dennisgeiger
33,9,27.3,2.27,0.62,0.09,0.33,12.4,0,0,2021-2022_moanesdabbur
8,2,25,0.48,0.12,0,0,26,0,0,2021-2022_floriangrillitsch
11,2,18.2,0.83,0.15,0.09,0.5,10.2,0,0,2021-2022_pavelkaderabek
52,21,40.4,2.91,1.17,0.15,0.38,13.9,0,0,2021-2022_georginiorutter
9,1,11.1,0.62,0.07,0.11,1,8.1,0,0,2021-2022_chrisrichards
18,7,38.9,2,0.78,0.22,0.57,12.3,0,0,2021-2022_jacobbruunlarsen
14,5,35.7,1.63,0.58,0.21,0.6,20.1,0,0,2021-2022_sebastianrudy
8,3,37.5,1.92,0.72,0.13,0.33,11,0,0,2021-2022_benjaminhubner
12,2,16.7,2.93,0.49,0,0,17.5,0,0,2021-2022_robertskov
3,2,66.7,0.82,0.54,0.33,0.5,17.2,0,0,2021-2022_sargisadamyan
1,0,0,0.3,0,0,,13.2,0,0,2021-2022_havardnordtveit
1,0,0,0.82,0,0,,10.9,0,0,2021-2022_mijatgacinovic
0,0,,0,0,,,,0,0,2021-2022_philipppentke
0,0,,0,0,,,,0,0,2021-2022_marcojohn
1,0,0,2.2,0,0,,9.6,0,0,2021-2022_justinche
1,0,0,3.33,0,0,,9.1,0,0,2021-2022_nickproschwitz
0,0,,0,0,,,,0,0,2021-2022_tombischof
0,0,,0,0,,,,0,0,2021-2022_fisnikasllani
0,0,,0,0,,,,0,0,2021-2022_erminbicakcic
1,1,100,18,18,0,0,9.9,0,0,2021-2022_kasimnuhu
0,0,,0,0,,,,0,0,2021-2022_umuttohumcu
0,0,,0,0,,,,0,0,2021-2022_yannsommer
13,1,7.7,0.48,0.04,0.08,1,10,0,0,2021-2022_nicoelvedi
31,14,45.2,1.18,0.54,0.03,0.07,13.9,0,0,2021-2022_matthiasginter
29,10,34.5,1.2,0.41,0.07,0.2,22.2,0,0,2021-2022_kouadiokone
48,23,47.9,1.99,0.96,0.19,0.39,13.7,0,0,2021-2022_breelembolo
48,19,39.6,2.04,0.81,0.08,0.21,21.3,0,0,2021-2022_florianneuhaus
54,22,40.7,2.34,0.95,0.22,0.55,16.3,0,0,2021-2022_jonashofmann
59,23,39,2.57,1,0.12,0.3,17.7,3,3,2021-2022_alassaneplea
28,7,25,1.25,0.31,0.07,0.29,17.4,2,2,2021-2022_ramybensebaini
18,6,33.3,0.85,0.28,0.06,0.17,18.5,0,0,2021-2022_joescally
41,14,34.1,2.27,0.77,0.1,0.29,18.6,0,2,2021-2022_larsstindl
12,2,16.7,0.73,0.12,0.08,0.5,14.7,0,0,2021-2022_stefanlainer
14,5,35.7,0.9,0.32,0,0,15.2,0,0,2021-2022_lucanetz
18,4,22.2,1.16,0.26,0.11,0.5,24.8,0,0,2021-2022_deniszakaria
7,0,0,0.46,0,0,,13.1,0,0,2021-2022_louisbeyer
32,11,34.4,2.94,1.01,0.09,0.27,13.1,0,0,2021-2022_marcusthuram
3,1,33.3,0.36,0.12,0,0,14.6,0,0,2021-2022_christophkramer
5,1,20,0.75,0.15,0,0,15,0,0,2021-2022_marvinfriedrich
13,4,30.8,1.55,0.48,0,0,14.9,0,0,2021-2022_patrickherrmann
1,0,0,0.4,0,0,,15.7,0,0,2021-2022_tonyjantschke
6,2,33.3,1.76,0.59,0,0,19.6,0,0,2021-2022_hanneswolf
7,5,71.4,2.56,1.83,0,0,22.6,0,0,2021-2022_laszlobenes
0,0,,0,0,,,,0,0,2021-2022_tobiassippel
1,0,0,1.73,0,0,,15,0,0,2021-2022_connorno
1,0,0,1.8,0,0,,19.3,0,0,2021-2022_keananbennetts
0,0,,0,0,,,,0,0,2021-2022_torbenmusel
0,0,,0,0,,,,0,0,2021-2022_kevintrapp
26,5,19.2,0.82,0.16,0.15,0.8,9,0,0,2021-2022_obitendicka
51,18,35.3,1.82,0.64,0.08,0.22,22.8,0,0,2021-2022_filipkostic
16,3,18.8,0.6,0.11,0.13,0.67,25.9,0,0,2021-2022_djibrilsow
53,24,45.3,2.01,0.91,0.15,0.33,14.5,0,0,2021-2022_rafaelborre
15,6,40,0.62,0.25,0.27,0.67,11.7,0,0,2021-2022_tuta
54,18,33.3,2.46,0.82,0.09,0.28,17.1,0,0,2021-2022_jesperlindstrm
16,4,25,0.65,0.16,0.06,0.25,19.8,0,0,2021-2022_martinhinteregger
36,8,22.2,1.51,0.34,0.11,0.5,16.5,0,0,2021-2022_daichikamada
30,7,23.3,1.44,0.34,0.03,0.14,19,0,0,2021-2022_kristijanjakic
13,3,23.1,0.97,0.22,0,0,15.3,0,0,2021-2022_timothychandler
0,0,,0,0,,,,0,0,2021-2022_makotohasebe
6,2,33.3,0.71,0.24,0.17,0.5,18.8,0,0,2021-2022_sebastianrode
19,10,52.6,1.64,0.87,0.11,0.2,15.9,0,0,2021-2022_jenspetterhauge
29,8,27.6,2.71,0.75,0.07,0.25,24.6,0,0,2021-2022_ajdinhrustic
12,4,33.3,1.42,0.47,0.08,0.25,19.5,0,0,2021-2022_ansgarknauff
2,0,0,0.25,0,0,,12.3,0,0,2021-2022_dannydacosta
1,0,0,0.19,0,0,,32.2,0,0,2021-2022_erikdurm
6,0,0,0.81,0,0,,23.7,0,0,2021-2022_christopherlenz
12,4,33.3,2.09,0.7,0.08,0.25,12.9,0,0,2021-2022_samlammers
6,2,33.3,1.07,0.36,0,0,13.3,0,0,2021-2022_almamytoure
27,7,25.9,4.71,1.22,0.07,0.29,19.2,1,2,2021-2022_goncalopaciencia
4,0,0,1.35,0,0,,13.9,0,0,2021-2022_stefanilsanker
2,1,50,1.13,0.56,0,0,30.3,0,0,2021-2022_aymenbarkok
10,2,20,3.47,0.69,0,0,16.1,0,0,2021-2022_ragnarache
0,0,,0,0,,,,0,0,2021-2022_jensgrahl
0,0,,0,0,,,,0,0,2021-2022_diantramaj
39,15,38.5,1.17,0.45,0.1,0.27,32,0,0,2021-2022_maximilianarnold
11,1,9.1,0.38,0.03,0.09,1,14.6,0,0,2021-2022_johnbrooks
17,3,17.6,0.61,0.11,0,0,14,0,0,2021-2022_maxencelacroix
0,0,,0,0,,,,0,0,2021-2022_koencasteels
36,8,22.2,1.32,0.29,0.08,0.38,21.2,0,0,2021-2022_ridlebaku
13,4,30.8,0.58,0.18,0.08,0.25,11,0,0,2021-2022_sebastiaanbornauw
12,5,41.7,0.61,0.25,0.08,0.2,23.8,0,0,2021-2022_jeromeroussillon
52,22,42.3,2.88,1.22,0.15,0.36,12.8,0,0,2021-2022_lukasnmecha
14,3,21.4,0.8,0.17,0.07,0.33,15.6,0,0,2021-2022_yannickgerhardt
36,19,52.8,2.09,1.1,0.14,0.26,11.9,1,2,2021-2022_woutweghorst
5,0,0,0.32,0,0,,11,0,0,2021-2022_kevinmbabu
36,16,44.4,2.75,1.22,0.14,0.31,14.5,0,0,2021-2022_jonaswind
19,9,47.4,1.52,0.72,0.26,0.56,17,2,2,2021-2022_maxkruse
10,1,10,0.87,0.09,0,0,21.4,0,0,2021-2022_xaverschlager
13,2,15.4,1.21,0.19,0,0,15.3,0,0,2021-2022_renatosteffen
25,8,32,1.97,0.63,0.08,0.25,21.6,0,0,2021-2022_astervranckx
15,1,6.7,1.4,0.09,0.07,1,22.2,0,0,2021-2022_maximilianphilipp
8,2,25,0.76,0.19,0,0,17.3,0,0,2021-2022_josuhaguilavogui
17,3,17.6,2.13,0.38,0.06,0.33,17.7,0,0,2021-2022_lucawaldschmidt
17,7,41.2,1.73,0.71,0.06,0.14,15.4,0,0,2021-2022_dodilukebakio
0,0,,0,0,,,,0,0,2021-2022_pavaopervan
4,0,0,0.99,0,0,,19.2,0,0,2021-2022_paulootavio
0,0,,0,0,,,,0,0,2021-2022_mickeyvandeven
9,5,55.6,2.51,1.39,0,0,21.3,0,0,2021-2022_felixkalunmecha
6,2,33.3,3.03,1.01,0,0,13.7,0,0,2021-2022_bartoszbialek
1,0,0,3.75,0,0,,34.3,0,0,2021-2022_omarmarmoush
0,0,,0,0,,,,0,0,2021-2022_josipbrekalo
0,0,,0,0,,,,0,0,2021-2022_kevinparedes
1,1,100,6.92,6.92,0,0,16.6,0,0,2021-2022_danielginczek
0,0,,0,0,,,,0,0,2021-2022_admirmehmedi
34,9,26.5,1.04,0.28,0.06,0.22,19.3,0,0,2021-2022_anthonylosilla
0,0,,0,0,,,,0,1,2021-2022_manuelriemann
13,1,7.7,0.46,0.04,0,0,26.2,0,0,2021-2022_danilosoares
34,6,17.6,1.2,0.21,0,0,23.2,0,0,2021-2022_elvisrexhbecaj
54,21,38.9,2.08,0.81,0.17,0.43,12.2,1,2,2021-2022_sebastianpolter
46,18,39.1,2.25,0.88,0.11,0.28,21,0,0,2021-2022_gerritholtmann
10,3,30,0.51,0.15,0,0,16.4,0,0,2021-2022_armelbellakotchap
5,1,20,0.26,0.05,0.2,1,27.3,0,0,2021-2022_cristiangamboa
33,11,33.3,1.85,0.62,0.09,0.27,16.8,0,0,2021-2022_takumaasano
22,10,45.5,1.29,0.59,0.14,0.3,18,1,1,2021-2022_milospantovic
5,0,0,0.29,0,0,,15.7,0,0,2021-2022_erhanmasovic
5,1,20,0.29,0.06,0.2,1,13.1,0,0,2021-2022_maximleitsch
37,13,35.1,2.35,0.83,0.03,0.08,24.8,1,1,2021-2022_eduardlowen
16,5,31.3,1.04,0.32,0,0,29.4,0,0,2021-2022_kostasstafylidis
4,1,25,0.31,0.08,0,0,12,0,0,2021-2022_vassilislambropoulos
29,10,34.5,2.31,0.8,0.03,0.1,15.2,0,0,2021-2022_christopherantwi-adjei
7,2,28.6,0.74,0.21,0,0,23.4,0,0,2021-2022_herbertbockhorn
4,1,25,0.6,0.15,0,0,23.5,0,0,2021-2022_patrickosterhage
11,7,63.6,1.66,1.06,0.27,0.43,11.6,0,0,2021-2022_simonzoller
2,0,0,0.52,0,0,,16.9,0,0,2021-2022_roberttesche
17,7,41.2,3.45,1.42,0.06,0.14,19.8,1,1,2021-2022_jurgenlocadia
0,0,,0,0,,,,0,0,2021-2022_michaelesser
11,5,45.5,2.86,1.3,0.18,0.4,16.5,0,0,2021-2022_dannyblum
3,1,33.3,1.76,0.59,0,0,8.1,0,0,2021-2022_silvereganvoulamboussy
3,1,33.3,3.38,1.13,0.33,1,10.2,0,0,2021-2022_somanovothny
3,1,33.3,15.88,5.29,0,0,14.9,0,0,2021-2022_tarsisbonga
1,1,100,10,10,0,0,14,0,0,2021-2022_saulodecarli
0,0,,0,0,,,,0,0,2021-2022_luishartwig
0,0,,0,0,,,,0,0,2021-2022_rafagikiewicz
14,4,28.6,0.47,0.13,0.14,0.5,9.2,0,0,2021-2022_reeceoxford
11,4,36.4,0.38,0.14,0.09,0.25,19.9,1,1,2021-2022_jeffreygouweleeuw
12,1,8.3,0.46,0.04,0.08,1,29.4,0,0,2021-2022_niklasdorsch
7,0,0,0.28,0,0,,13.4,0,0,2021-2022_robertgumny
12,5,41.7,0.5,0.21,0.17,0.4,18.4,0,0,2021-2022_iago
40,8,20,1.81,0.36,0.03,0.13,18.1,0,0,2021-2022_rubenvargas
45,20,44.4,1.93,0.86,0.11,0.25,16.9,0,0,2021-2022_andrehahn
33,10,30.3,1.48,0.45,0.03,0.1,24.2,3,3,2021-2022_danielcaligiuri
17,8,47.1,0.82,0.39,0.06,0.13,21.1,0,0,2021-2022_arnemaier
41,17,41.5,2.65,1.1,0.2,0.47,16.5,1,1,2021-2022_michaelgregoritsch
19,6,31.6,1.23,0.39,0.11,0.33,20.3,0,0,2021-2022_madspedersen
28,12,42.9,2.16,0.93,0.18,0.42,12,0,0,2021-2022_florianniederlechner
30,8,26.7,2.66,0.71,0.07,0.25,16.8,0,0,2021-2022_andizeqiri
10,0,0,0.93,0,0,,24.8,0,0,2021-2022_carlosgruezo
1,0,0,0.11,0,0,,21,0,0,2021-2022_raphaelframberger
2,0,0,0.23,0,0,,11.5,0,0,2021-2022_ohisfelixuduokhai
2,0,0,0.38,0,0,,13.7,0,0,2021-2022_janmoravek
8,4,50,1.51,0.75,0,0,12,0,0,2021-2022_ricardopepi
2,1,50,0.56,0.28,0,0,18.6,0,0,2021-2022_tobiasstrobl
0,0,,0,0,,,,0,0,2021-2022_frederikwinther
6,4,66.7,1.85,1.23,0.33,0.5,12.8,0,0,2021-2022_alfrefinnbogason
6,1,16.7,1.29,0.22,0,0,20.7,0,0,2021-2022_fredrikjensen
7,1,14.3,1.92,0.27,0,0,10.9,0,0,2021-2022_sergiocordova
7,3,42.9,2.61,1.12,0.14,0.33,14.2,0,0,2021-2022_noahjoelsarenrenbazee
2,0,0,1.12,0,0,,21.4,0,0,2021-2022_lassegunther
45,16,35.6,1.4,0.5,0.09,0.25,16.3,0,0,2021-2022_wataruendo
33,11,33.3,1.1,0.37,0.12,0.36,13.9,0,0,2021-2022_konstantinosmavropanos
0,0,,0,0,,,,0,0,2021-2022_florianmuller
24,6,25,0.83,0.21,0.08,0.33,14.1,0,0,2021-2022_waldemaranton
25,6,24,0.9,0.22,0.04,0.17,22.6,0,0,2021-2022_bornasosa
11,2,18.2,0.42,0.08,0.09,0.5,22.5,0,0,2021-2022_hirokiito
9,2,22.2,0.43,0.09,0,0,26.6,0,0,2021-2022_atakankarazor
17,8,47.1,0.83,0.39,0.06,0.13,16.9,0,0,2021-2022_orelmangala
30,12,40,1.58,0.63,0.1,0.25,19.6,0,0,2021-2022_chrisfuhrich
48,13,27.1,2.75,0.74,0.06,0.23,19.4,0,1,2021-2022_omarmarmoush
36,13,36.1,2.65,0.96,0.14,0.38,13.2,1,2,2021-2022_sasakalajdzic
28,15,53.6,2.34,1.26,0.14,0.27,15.1,0,0,2021-2022_tiagotomas
13,3,23.1,1.08,0.25,0,0,16.8,0,0,2021-2022_tanguycoulibaly
29,7,24.1,2.7,0.65,0.07,0.29,17.9,0,0,2021-2022_philippforster
20,11,55,2.05,1.13,0.1,0.18,18.5,0,0,2021-2022_robertomassimo
13,6,46.2,1.39,0.64,0.23,0.5,14.1,0,0,2021-2022_marc-oliverkempf
7,3,42.9,0.7,0.3,0,0,26.1,0,0,2021-2022_pascalstenzel
11,3,27.3,1.64,0.45,0,0,18.7,0,0,2021-2022_mateoklimowicz
12,4,33.3,2.17,0.72,0.17,0.5,11.3,0,0,2021-2022_hamadialghaddioui
1,0,0,0.22,0,0,,12.5,0,0,2021-2022_nikolasnartey
0,0,,0,0,,,,0,0,2021-2022_fabianbredlow
6,2,33.3,1.6,0.53,0.17,0.5,22.8,0,0,2021-2022_philippklement
1,0,0,0.32,0,0,,13.7,0,0,2021-2022_silaskatompa
4,0,0,0.94,0,0,,12.5,0,0,2021-2022_alexistibidi
7,3,42.9,2.27,0.97,0,0,17.2,0,0,2021-2022_danieldidavi
10,4,40,3.28,1.31,0,0,24.4,0,0,2021-2022_erikthommy
0,0,,0,0,,,,0,0,2021-2022_clintonmola
5,1,20,3.66,0.73,0.2,1,17.3,0,0,2021-2022_wahidullahfaghir
3,1,33.3,3.8,1.27,0,0,20.8,0,0,2021-2022_omerfarukbeyaz
0,0,,0,0,,,,0,0,2021-2022_naouirouahamada
0,0,,0,0,,,,0,0,2021-2022_enzomillot
0,0,,0,0,,,,0,0,2021-2022_lilianegloff
0,0,,0,0,,,,0,0,2021-2022_matejmaglica
1,1,100,22.5,22.5,0,0,15.5,0,0,2021-2022_mohamedsankoh
13,1,7.7,0.49,0.04,0,0,17.7,0,0,2021-2022_santiagoascacibar
33,10,30.3,1.34,0.41,0.09,0.3,17.7,0,0,2021-2022_suatserdar
10,3,30,0.4,0.12,0,0,18.7,0,0,2021-2022_peterpekarik
0,0,,0,0,,,,0,0,2021-2022_alexanderschwolow
24,9,37.5,1.21,0.45,0.08,0.22,21.8,0,0,2021-2022_vladimirdarida
11,4,36.4,0.49,0.18,0.09,0.25,15.2,0,0,2021-2022_niklasstark
23,7,30.4,1.06,0.32,0.09,0.29,19.5,0,0,2021-2022_lucastousart
10,2,20,0.47,0.09,0,0,9.7,0,0,2021-2022_dedryckboyata
44,17,38.6,2.32,0.9,0.11,0.29,20.1,0,0,2021-2022_marcorichter
7,1,14.3,0.38,0.05,0,0,26.7,0,0,2021-2022_marvinplattenhardt
31,17,54.8,1.71,0.94,0.13,0.24,13.1,1,1,2021-2022_ishakbelfodil
10,0,0,0.6,0,0,,21.7,0,0,2021-2022_maximilianmittelstadt
44,16,36.4,3.89,1.42,0.14,0.38,18.9,0,0,2021-2022_stevanjovetic
8,1,12.5,0.69,0.09,0,0,9.7,0,0,2021-2022_marc-oliverkempf
24,9,37.5,2.15,0.81,0.13,0.33,13.3,1,1,2021-2022_davieselke
0,0,,0,0,,,,0,0,2021-2022_marcellotka
14,3,21.4,1.62,0.35,0.07,0.33,19.5,0,0,2021-2022_myzianemaolida
4,3,75,0.48,0.36,0,0,16.2,0,0,2021-2022_martondardai
10,2,20,1.29,0.26,0,0,22.5,0,0,2021-2022_kevin-princeboateng
14,4,28.6,1.75,0.5,0.21,0.75,14.6,0,0,2021-2022_jurgenekkelenkamp
5,1,20,0.63,0.13,0.2,1,9.6,0,0,2021-2022_linusgechter
0,0,,0,0,,,,0,0,2021-2022_deyovaisiozeefuik
2,0,0,0.37,0,0,,8.7,0,0,2021-2022_jordantorunarigha
12,5,41.7,3.11,1.3,0.08,0.2,14.9,0,0,2021-2022_krzysztofpiatek
0,0,,0,0,,,,0,0,2021-2022_fredrikandrebjrkan
0,0,,0,0,,,,0,0,2021-2022_lukasklunter
3,1,33.3,1.53,0.51,0,0,25.6,1,1,2021-2022_dodilukebakio
1,0,0,0.4,0,0,,16.8,0,0,2021-2022_dennisjastrzembski
1,0,0,0.65,0,0,,22.6,0,0,2021-2022_javairodilrosun
3,1,33.3,2.29,0.76,0,0,12.9,0,0,2021-2022_leedongjun
2,1,50,2.81,1.41,0,0,11.1,0,0,2021-2022_matheuscunha
0,0,,0,0,,,,0,0,2021-2022_julianeitschberger
1,1,100,1.17,1.17,0,0,11,0,0,2021-2022_antonkade
0,0,,0,0,,,,0,0,2021-2022_martenwinkler
0,0,,0,0,,,,0,0,2021-2022_cimorocker
1,0,0,5.63,0,0,,17.6,0,0,2021-2022_lucawollschlager
0,0,,0,0,,,,0,0,2021-2022_stefanortega
5,3,60,0.16,0.1,0.4,0.67,15.6,0,0,2021-2022_joakimnilsson
32,15,46.9,1.14,0.53,0.25,0.53,16.5,0,0,2021-2022_masayaokugawa
35,9,25.7,1.31,0.34,0.03,0.11,21.4,0,0,2021-2022_alessandroschopf
14,2,14.3,0.53,0.08,0,0,16,0,0,2021-2022_amospieper
56,15,26.8,2.46,0.66,0.05,0.2,20.2,0,0,2021-2022_patrickwimmer
10,0,0,0.41,0,0,,27.3,0,0,2021-2022_cedricbrunner
17,4,23.5,0.72,0.17,0,0,19.8,0,0,2021-2022_manuelprietl
8,4,50,0.44,0.22,0.25,0.5,26.1,0,0,2021-2022_jacobbarrettlaursen
12,2,16.7,0.91,0.15,0,0,25.1,0,0,2021-2022_sebastianvasiliadis
24,9,37.5,1.93,0.73,0.13,0.33,14.2,0,0,2021-2022_janniserra
37,13,35.1,2.35,0.82,0.03,0.08,16.8,2,2,2021-2022_fabianklos
31,6,19.4,2.05,0.4,0,0,21.5,0,0,2021-2022_robinhack
11,1,9.1,0.79,0.07,0,0,26.1,0,0,2021-2022_fabiankunze
18,5,27.8,1.43,0.4,0.06,0.2,18.7,0,0,2021-2022_floriankruger
7,3,42.9,0.6,0.26,0,0,19.6,0,0,2021-2022_andresandradecedeno
7,3,42.9,0.7,0.3,0,0,13.7,0,0,2021-2022_guilhermeramos
13,8,61.5,1.33,0.82,0.15,0.25,14.7,0,0,2021-2022_bryanlasme
5,1,20,0.58,0.12,0,0,20.8,0,0,2021-2022_nathandemedina
8,2,25,1.65,0.41,0.13,0.5,20.9,0,0,2021-2022_gonzalocastro
3,0,0,0.62,0,0,,24.6,0,0,2021-2022_georgebello
4,2,50,1.27,0.64,0,0,41.8,0,0,2021-2022_edimilsonfernandes
4,2,50,2.59,1.29,0,0,18.5,0,0,2021-2022_burakince
0,0,,0,0,,,,0,0,2021-2022_lennart-martenczyborra
0,0,,0,0,,,,0,0,2021-2022_stefanoskapino
0,0,,0,0,,,,0,0,2021-2022_mikevanderhoorn
60,20,33.3,1.94,0.65,0.07,0.2,20.3,5,5,2021-2022_branimirhrgota
7,2,28.6,0.26,0.07,0.14,0.5,12,0,0,2021-2022_sebastiangriesbeck
10,2,20,0.39,0.08,0.1,0.5,17.2,0,0,2021-2022_marcomeyerhofer
2,1,50,0.08,0.04,0,0,5.7,0,0,2021-2022_nickviergever
11,2,18.2,0.47,0.09,0,0,23.8,0,0,2021-2022_paulseguin
24,8,33.3,1.08,0.36,0.04,0.13,19.1,0,0,2021-2022_timothytillman
10,1,10,0.44,0.04,0,0,24.6,0,0,2021-2022_maxchristiansen
44,17,38.6,2.02,0.78,0.11,0.29,17.6,0,0,2021-2022_jamieleweling
11,3,27.3,0.62,0.17,0.09,0.33,19.5,0,0,2021-2022_jetrowillems
5,1,20,0.27,0.05,0,0,12.6,0,0,2021-2022_maximilianbauer
5,1,20,0.31,0.06,0,0,18.9,0,0,2021-2022_gian-lucaitter
16,4,25,1.27,0.32,0.13,0.5,14.3,0,0,2021-2022_jeremydudziak
28,10,35.7,1.84,0.66,0.07,0.2,13.5,0,0,2021-2022_havardnielsen
0,0,,0,0,,,,0,0,2021-2022_saschaburchert
0,0,,0,0,,,,0,0,2021-2022_andreaslinde
19,5,26.3,1.62,0.43,0,0,25.6,0,0,2021-2022_juliangreen
3,0,0,0.34,0,0,,14.3,0,0,2021-2022_simonasta
0,0,,0,0,,,,0,0,2021-2022_mariusfunk
3,0,0,0.42,0,0,,14.6,0,0,2021-2022_hansnunoosarpei
15,9,60,2.13,1.28,0.13,0.22,15.1,0,0,2021-2022_cedricitten
5,1,20,0.75,0.15,0,0,25.4,0,0,2021-2022_tobiasraschl
18,4,22.2,2.23,0.5,0,0,16.7,0,0,2021-2022_dicksonabiama
9,5,55.6,2.38,1.32,0.22,0.4,13.3,0,0,2021-2022_jessicngankam
1,0,0,0.33,0,0,,13.1,0,0,2021-2022_justinhoogma
1,0,0,0.43,0,0,,25.9,0,0,2021-2022_abdourahmanebarry
0,0,,0,0,,,,0,0,2021-2022_gideonjung
0,0,,0,0,,,,0,0,2021-2022_nilsseufert
1,0,0,1.29,0,0,,15.7,0,0,2021-2022_afimicopululu
1,0,0,2.81,0,0,,28.3,0,0,2021-2022_adrianfein
0,0,,0,0,,,,0,0,2021-2022_thibautcourtois
33,8,24.2,0.98,0.24,0.03,0.13,16.8,0,0,2021-2022_edermilitao
117,48,41,4.06,1.67,0.17,0.42,16.2,7,11,2021-2022_karimbenzema
41,9,22,1.44,0.32,0.02,0.11,25.1,0,0,2021-2022_casemiro
80,42,52.5,2.68,1.41,0.21,0.4,15.2,0,0,2021-2022_viniciusjunior
21,7,33.3,0.72,0.24,0.1,0.29,21.8,0,0,2021-2022_davidalaba
46,12,26.1,1.97,0.51,0.02,0.08,24,0,0,2021-2022_tonikroos
26,10,38.5,1.15,0.44,0.04,0.1,22,1,1,2021-2022_lukamodric
18,5,27.8,0.88,0.25,0.17,0.6,20.6,0,0,2021-2022_lucasvazquez
12,5,41.7,0.62,0.26,0.17,0.4,19.4,0,0,2021-2022_ferlandmendy
34,9,26.5,1.67,0.44,0,0,25.7,0,0,2021-2022_federicovalverde
64,32,50,3.33,1.66,0.16,0.31,18.9,0,0,2021-2022_marcoasensio
10,3,30,0.58,0.17,0.3,1,12,0,0,2021-2022_nacho
10,2,20,0.58,0.12,0.1,0.5,19.9,0,0,2021-2022_danicarvajal
34,15,44.1,2.01,0.89,0.12,0.27,16.4,0,0,2021-2022_rodrygo
12,5,41.7,0.87,0.36,0.17,0.4,24.2,0,0,2021-2022_eduardocamavinga
12,7,58.3,1.51,0.88,0,0,16,0,0,2021-2022_edenhazard
8,3,37.5,1.37,0.51,0,0,20.8,0,0,2021-2022_marcelo
0,0,,0,0,,,,0,0,2021-2022_jesusvallejo
15,6,40,4.82,1.93,0.07,0.17,19.7,0,0,2021-2022_garethbale
14,3,21.4,3.68,0.79,0.07,0.33,13,0,0,2021-2022_mariano
9,3,33.3,2.45,0.82,0.11,0.33,16.5,0,0,2021-2022_isco
0,0,,0,0,,,,0,0,2021-2022_miguelgutierrez
10,4,40,3.26,1.3,0,0,20.1,0,0,2021-2022_daniceballos
0,0,,0,0,,,,0,0,2021-2022_andriylunin
