Shots,ShotsOnTarget,SoT%,Sh/90,SoT/90,GoalsPerShot,GoalsPerShotOnTarget,AvgShotDistance,GoalsFromPenalties,PKatt,Key
16,4,25,3.9,0.98,0.06,0.25,13.8,0,0,2021-2022_lukajovic
0,0,,0,0,,,,0,0,2021-2022_blanco
2,1,50,6.67,3.33,0,0,22.8,0,0,2021-2022_petergonzalez
0,0,,0,0,,,,0,0,2021-2022_mariogila
0,0,,0,0,,,,0,0,2021-2022_sergiosantos
1,0,0,10,0,0,,9.3,0,0,2021-2022_latasa
14,4,28.6,0.39,0.11,0.14,0.5,21.3,0,0,2021-2022_sergiobusquets
0,0,,0,0,,,,0,0,2021-2022_marc-andreterstegen
31,6,19.4,1.06,0.2,0.06,0.33,23.2,0,0,2021-2022_jordialba
17,7,41.2,0.62,0.25,0.18,0.43,14.4,0,0,2021-2022_frenkiedejong
30,8,26.7,1.17,0.31,0.07,0.25,15.3,0,0,2021-2022_gavi
18,10,55.6,0.71,0.4,0.22,0.4,12.6,0,0,2021-2022_ronaldaraujo
19,2,10.5,0.82,0.09,0.05,0.5,13.3,0,0,2021-2022_gerardpique
6,4,66.7,0.26,0.18,0,0,24.6,0,0,2021-2022_ericgarcia
56,29,51.8,2.72,1.41,0.14,0.28,19.4,4,5,2021-2022_memphis
12,3,25,0.71,0.18,0,0,16.6,0,0,2021-2022_serginodest
51,18,35.3,3.25,1.15,0.06,0.17,16.5,1,1,2021-2022_ferrantorres
46,7,15.2,2.94,0.45,0.02,0.14,19.5,0,0,2021-2022_ousmanedembele
5,2,40,0.41,0.16,0.2,0.5,31.4,0,0,2021-2022_danialves
37,20,54.1,3.08,1.66,0.3,0.55,12,0,0,2021-2022_pierre-emerickaubameyang
17,3,17.6,1.37,0.24,0.12,0.67,21.4,0,0,2021-2022_nicolasgonzalez
12,5,41.7,1.22,0.51,0.25,0.6,18.6,0,0,2021-2022_pedri
2,1,50,0.2,0.1,0,0,7.3,0,0,2021-2022_oscarmingueza
2,1,50,0.22,0.11,0,0,10.1,0,0,2021-2022_clementlenglet
24,10,41.7,3.3,1.38,0.25,0.6,10.5,0,0,2021-2022_luukdejong
16,4,25,2.48,0.62,0.06,0.25,16.5,0,0,2021-2022_abdessamadezzalzouli
23,6,26.1,4.12,1.07,0.04,0.17,19,1,1,2021-2022_philippecoutinho
4,3,75,0.9,0.68,0.5,0.67,10.1,0,0,2021-2022_sergiroberto
9,3,33.3,2.12,0.71,0,0,15.1,0,0,2021-2022_adamatraore
10,4,40,2.99,1.2,0.1,0.25,16.9,0,0,2021-2022_jutgla
18,8,44.4,4.82,2.14,0.22,0.5,17.3,0,0,2021-2022_ansufati
0,0,,0,0,,,,0,0,2021-2022_neto
4,0,0,1.37,0,0,,13.7,0,0,2021-2022_antoinegriezmann
7,3,42.9,2.68,1.15,0.29,0.67,12,0,0,2021-2022_martinbraithwaite
9,3,33.3,1.66,0.55,0.11,0.33,20.5,0,0,2021-2022_riquipuig
1,0,0,0.47,0,0,,12.4,0,0,2021-2022_yusufdemir
1,0,0,0.48,0,0,,19.3,0,0,2021-2022_alejandrobalde
6,1,16.7,3.58,0.6,0.17,1,12,0,0,2021-2022_sergioaguero
4,2,50,2.9,1.45,0,0,19,0,0,2021-2022_iliasakhomach
0,0,,0,0,,,,0,0,2021-2022_emerson
0,0,,0,0,,,,0,0,2021-2022_samuelumtiti
0,0,,0,0,,,,0,0,2021-2022_alvarosanz
0,0,,0,0,,,,0,0,2021-2022_estanis
0,0,,0,0,,,,0,0,2021-2022_mikamarmol
1,0,0,0.03,0,0,,12.5,0,0,2021-2022_janoblak
12,6,50,0.43,0.22,0.08,0.17,26.2,0,0,2021-2022_koke
16,2,12.5,0.59,0.07,0,0,20.9,0,0,2021-2022_marcosllorente
48,9,18.8,1.67,0.31,0.08,0.44,18.2,2,2,2021-2022_yannickcarrasco
15,5,33.3,0.55,0.18,0,0,8.8,0,0,2021-2022_stefansavic
24,9,37.5,1,0.38,0.13,0.33,22.8,0,0,2021-2022_rodrigodepaul
20,7,35,0.88,0.31,0.05,0.14,13.5,0,0,2021-2022_josemariagimenez
15,1,6.7,0.72,0.05,0.07,1,25.4,0,0,2021-2022_geoffreykondogbia
17,4,23.5,0.82,0.19,0.12,0.5,16.2,0,0,2021-2022_mariohermoso
50,23,46,2.42,1.12,0.24,0.52,17,0,0,2021-2022_angelcorrea
43,14,32.6,2.28,0.74,0.07,0.21,16.3,0,0,2021-2022_antoinegriezmann
51,23,45.1,2.5,1.13,0.18,0.39,19.6,2,3,2021-2022_luissuarez
29,8,27.6,1.81,0.5,0.14,0.5,18.6,0,0,2021-2022_thomaslemar
11,4,36.4,0.66,0.24,0.18,0.5,9.5,0,0,2021-2022_felipe
2,0,0,0.14,0,0,,8.7,0,0,2021-2022_reinildomandava
39,15,38.5,2.78,1.07,0.21,0.53,14.8,0,0,2021-2022_joaofelix
10,4,40,0.76,0.3,0.2,0.5,17.1,0,0,2021-2022_renanlodi
2,0,0,0.18,0,0,,18.9,0,0,2021-2022_kierantrippier
4,1,25,0.39,0.1,0.25,1,13.4,0,0,2021-2022_simevrsaljko
37,14,37.8,3.13,1.19,0.16,0.43,15.4,0,0,2021-2022_matheuscunha
8,3,37.5,0.84,0.31,0,0,23.8,0,0,2021-2022_hectorherrera
4,0,0,1.79,0,0,,16.3,0,0,2021-2022_saulniguez
0,0,,0,0,,,,0,0,2021-2022_javierserrano
0,0,,0,0,,,,0,0,2021-2022_danielwass
0,0,,0,0,,,,0,0,2021-2022_carlosmartin
0,0,,0,0,,,,0,0,2021-2022_giulianosimeone
30,10,33.3,0.91,0.3,0.1,0.3,14.6,0,0,2021-2022_diegocarlos
0,0,,0,0,,,,0,0,2021-2022_yassinebounou
13,3,23.1,0.43,0.1,0.15,0.67,12.5,0,0,2021-2022_juleskounde
16,1,6.3,0.57,0.04,0,0,21.5,0,0,2021-2022_joanjordan
16,5,31.3,0.64,0.2,0.06,0.2,21.7,0,0,2021-2022_marcosacuna
29,10,34.5,1.2,0.41,0.1,0.3,22.4,1,2,2021-2022_ivanrakitic
51,16,31.4,2.16,0.68,0.12,0.38,16.8,0,0,2021-2022_lucasocampos
6,1,16.7,0.29,0.05,0.17,1,18.5,0,0,2021-2022_fernando
10,1,10,0.5,0.05,0,0,22.8,0,0,2021-2022_jesusnavas
34,12,35.3,1.72,0.61,0.15,0.42,22.3,0,0,2021-2022_papugomez
62,22,35.5,3.09,1.1,0.16,0.45,13,0,0,2021-2022_rafamir
17,4,23.5,0.99,0.23,0.12,0.5,12.2,0,0,2021-2022_thomasdelaney
36,13,36.1,2.54,0.92,0.11,0.31,11.9,1,1,2021-2022_youssefen-nesyri
5,1,20,0.42,0.08,0.2,1,17.1,0,0,2021-2022_gonzalomontiel
12,3,25,0.93,0.23,0.17,0.67,13.1,0,0,2021-2022_jesuscorona
4,0,0,0.33,0,0,,10.4,0,0,2021-2022_karimrekik
14,5,35.7,1.25,0.45,0.14,0.4,19.1,0,0,2021-2022_olivertorres
21,12,57.1,1.86,1.06,0.24,0.42,16.1,0,0,2021-2022_eriklamela
4,1,25,0.34,0.09,0,0,25.2,0,0,2021-2022_nemanjagudelj
4,2,50,0.45,0.23,0,0,15.1,0,0,2021-2022_ludwigaugustinsson
7,3,42.9,1.29,0.55,0,0,21.8,0,0,2021-2022_anthonymartial
0,0,,0,0,,,,0,0,2021-2022_markodmitrovic
6,2,33.3,1.41,0.47,0,0,23.2,0,0,2021-2022_suso
12,7,58.3,2.28,1.33,0.17,0.29,14,0,0,2021-2022_munirelhaddadi
14,1,7.1,3.02,0.22,0,0,24.5,0,0,2021-2022_oscarrodriguezarnaiz
2,1,50,1.01,0.51,0,0,12.5,0,0,2021-2022_ivanromero
4,2,50,2.83,1.42,0,0,17.9,0,0,2021-2022_oussamaidrissi
0,0,,0,0,,,,0,0,2021-2022_javierdiaz
0,0,,0,0,,,,0,0,2021-2022_carmona
0,0,,0,0,,,,0,0,2021-2022_luismi
1,1,100,12.86,12.86,0,0,9,0,0,2021-2022_pedroortiz
0,0,,0,0,,,,0,0,2021-2022_juansanchez
0,0,,0,0,,,,0,0,2021-2022_valentinoscotta
84,32,38.1,2.71,1.03,0.07,0.19,21.4,0,0,2021-2022_nabilfekir
54,24,44.4,1.74,0.77,0.09,0.21,21,0,0,2021-2022_sergiocanales
21,8,38.1,0.75,0.28,0.05,0.13,21.4,0,0,2021-2022_guidorodriguez
27,8,29.6,1.01,0.3,0.19,0.63,16.5,0,0,2021-2022_alexmoreno
55,30,54.5,2.32,1.27,0.29,0.53,14.2,0,0,2021-2022_juanmi
15,3,20,0.68,0.14,0.07,0.33,16.3,0,0,2021-2022_marcbartra
19,6,31.6,0.86,0.27,0.05,0.17,12.5,0,0,2021-2022_germanpezzella
10,2,20,0.45,0.09,0,0,21,0,0,2021-2022_hectorbellerin
0,0,,0,0,,,,0,0,2021-2022_ruisilva
33,10,30.3,1.65,0.5,0.06,0.2,16.8,0,0,2021-2022_williamcarvalho
32,9,28.1,1.8,0.5,0.16,0.56,19.2,3,3,2021-2022_willianjose
35,16,45.7,2,0.92,0.2,0.44,16.2,3,3,2021-2022_borjaiglesias
0,0,,0,0,,,,0,0,2021-2022_claudiobravo
7,1,14.3,0.44,0.06,0,0,8.5,0,0,2021-2022_victorruiz
15,3,20,0.97,0.19,0,0,24.5,0,0,2021-2022_andresguardado
5,1,20,0.31,0.06,0.2,1,8.6,0,0,2021-2022_edgargonzalez
15,7,46.7,1.53,0.72,0.07,0.14,16,0,0,2021-2022_rodrigo
20,3,15,2.1,0.32,0,0,18.2,0,0,2021-2022_aitorruibal
4,1,25,0.46,0.11,0,0,24.2,0,0,2021-2022_youssoufsabaly
6,2,33.3,0.69,0.23,0,0,26.5,0,0,2021-2022_juanmiranda
5,2,40,0.87,0.35,0,0,20.8,0,0,2021-2022_martinmontoya
2,0,0,0.35,0,0,,22.8,0,0,2021-2022_paulakouokou
29,9,31,3.19,0.99,0.07,0.22,21.1,0,0,2021-2022_cristiantello
10,3,30,1.91,0.57,0,0,14.1,0,0,2021-2022_joaquin
1,1,100,0.64,0.64,0,0,18,0,0,2021-2022_diegolainez
2,0,0,1.33,0,0,,17,0,0,2021-2022_robertogonzalez
2,1,50,2,1,0.5,1,10.5,0,0,2021-2022_kikehermoso
1,0,0,0.83,0,0,,33,0,0,2021-2022_victorcamarasa
0,0,,0,0,,,,0,0,2021-2022_calderon
0,0,,0,0,,,,0,0,2021-2022_lorenmoron
0,0,,0,0,,,,0,0,2021-2022_raul
18,5,27.8,0.49,0.14,0.06,0.2,10.2,0,0,2021-2022_robinlenormand
0,0,,0,0,,,,0,0,2021-2022_alexremiro
45,15,33.3,1.4,0.47,0.07,0.2,17.3,0,0,2021-2022_mikelmerino
20,9,45,0.69,0.31,0.1,0.22,13.2,0,0,2021-2022_martinzubimendi
71,33,46.5,2.99,1.39,0.06,0.12,15.7,2,2,2021-2022_alexanderisak
11,0,0,0.43,0,0,,19.6,0,0,2021-2022_andonigorosabel
14,7,50,0.6,0.3,0.29,0.57,13.7,0,0,2021-2022_aritzelustondo
21,6,28.6,1.1,0.31,0.1,0.33,16.4,0,0,2021-2022_davidsilva
35,12,34.3,1.79,0.61,0.11,0.33,12.5,0,0,2021-2022_alexandersrloth
37,12,32.4,1.99,0.65,0.14,0.42,19,4,5,2021-2022_mikeloyarzabal
9,2,22.2,0.49,0.11,0,0,17.7,0,0,2021-2022_igorzubeldia
10,1,10,0.55,0.05,0,0,26.3,0,0,2021-2022_diegorico
40,13,32.5,2.22,0.72,0.03,0.08,23.1,2,2,2021-2022_adnanjanuzaj
24,9,37.5,1.36,0.51,0,0,14.7,1,1,2021-2022_portu
7,0,0,0.47,0,0,,26.2,0,0,2021-2022_aihenmunoz
6,3,50,0.46,0.23,0,0,26.8,0,0,2021-2022_josebazaldua
14,2,14.3,1.2,0.17,0.07,0.5,16.9,0,0,2021-2022_rafinha
2,0,0,0.21,0,0,,23,0,0,2021-2022_anderguevara
8,2,25,1.32,0.33,0.13,0.5,15.2,0,0,2021-2022_anderbarrenetxea
0,0,,0,0,,,,0,0,2021-2022_asierillarramendi
0,0,,0,0,,,,0,0,2021-2022_jonpacheco
0,0,,0,0,,,,0,0,2021-2022_mathewryan
7,3,42.9,3.17,1.36,0,0,16.1,0,0,2021-2022_robertonavarro
10,2,20,3.17,0.63,0.2,1,13.7,0,0,2021-2022_julenlobete
5,2,40,2.05,0.82,0,0,18,0,0,2021-2022_naisdjouahra
7,2,28.6,3.04,0.87,0,0,23.2,0,0,2021-2022_benatturrientes
2,1,50,0.87,0.44,0.5,1,7.1,0,0,2021-2022_jonguridi
3,2,66.7,3.07,2.05,0,0,25.7,0,0,2021-2022_andermartin
1,0,0,1.76,0,0,,25.8,0,0,2021-2022_germanvalera
1,0,0,2,0,0,,16.2,0,0,2021-2022_jonbautista
1,0,0,2.2,0,0,,19.7,0,0,2021-2022_alexsola
1,0,0,5.29,0,0,,33.6,0,0,2021-2022_cristo
24,9,37.5,0.76,0.28,0.21,0.56,8.2,0,0,2021-2022_pautorres
0,0,,0,0,,,,0,0,2021-2022_geronimorulli
15,5,33.3,0.5,0.17,0.07,0.2,24.8,1,1,2021-2022_danielparejo
5,1,20,0.18,0.04,0,0,7.5,0,0,2021-2022_raulalbiol
41,18,43.9,1.69,0.74,0.15,0.33,17.7,0,0,2021-2022_manutrigueros
14,5,35.7,0.55,0.2,0.07,0.2,19.9,0,0,2021-2022_etiennecapoue
6,2,33.3,0.28,0.09,0.17,0.5,12.1,0,0,2021-2022_juanfoyth
27,15,55.6,1.45,0.8,0.22,0.4,11.3,0,0,2021-2022_yeremipino
22,8,36.4,1.16,0.42,0.18,0.5,15.3,0,0,2021-2022_alfonsopedraza
14,4,28.6,0.8,0.23,0,0,19.1,0,0,2021-2022_pervisestupinan
59,25,42.4,3.61,1.53,0.12,0.28,15.1,3,3,2021-2022_arnautdanjuma
10,3,30,0.65,0.2,0.1,0.33,10.1,0,0,2021-2022_aissamandi
36,13,36.1,2.72,0.98,0.22,0.62,15.4,1,2,2021-2022_gerardmoreno
13,5,38.5,0.91,0.35,0.15,0.4,13.8,0,0,2021-2022_moigomez
37,11,29.7,2.62,0.78,0.14,0.45,14.3,0,0,2021-2022_boulayedia
22,10,45.5,1.62,0.74,0.14,0.3,18,0,0,2021-2022_albertomoreno
32,7,21.9,2.16,0.47,0.09,0.43,16.3,0,0,2021-2022_samuelchukwueze
8,2,25,0.7,0.17,0,0,15.6,0,0,2021-2022_vicenteiborra
18,6,33.3,1.63,0.54,0.06,0.17,18.1,0,0,2021-2022_giovanilocelso
11,2,18.2,0.98,0.18,0,0,15.9,0,0,2021-2022_sergeaurier
18,7,38.9,2.06,0.8,0.06,0.14,13.4,0,0,2021-2022_pacoalcacer
5,2,40,0.54,0.22,0.4,1,13.2,0,0,2021-2022_franciscoquelin
4,1,25,0.58,0.14,0,0,17.5,0,0,2021-2022_mariogaspar
0,0,,0,0,,,,0,0,2021-2022_sergioasenjo
3,2,66.7,2.05,1.36,0,0,12.1,0,0,2021-2022_rubenpena
5,1,20,2.73,0.55,0,0,11.6,0,0,2021-2022_nicolasjackson
0,0,,0,0,,,,0,0,2021-2022_daniraba
0,0,,0,0,,,,0,0,2021-2022_carlo
0,0,,0,0,,,,0,0,2021-2022_nikitaiosifov
0,0,,0,0,,,,0,0,2021-2022_unaisimon
38,17,44.7,1.23,0.55,0.08,0.18,19.3,1,3,2021-2022_ikermuniain
94,35,37.2,3.05,1.13,0.07,0.2,14,1,1,2021-2022_inakiwilliams
20,2,10,0.76,0.08,0,0,21,0,0,2021-2022_unaivencedorparis
12,2,16.7,0.5,0.08,0,0,20.6,0,0,2021-2022_danigarcia
27,8,29.6,1.04,0.31,0.11,0.38,13.4,0,0,2021-2022_inigomartinez
45,14,31.1,1.87,0.58,0.07,0.21,18,0,1,2021-2022_alexberenguer
43,12,27.9,2.15,0.6,0.14,0.5,17,0,1,2021-2022_raulgarcia
7,2,28.6,0.31,0.09,0,0,24.7,0,0,2021-2022_mikelbalenziaga
17,8,47.1,0.77,0.36,0.12,0.25,12.6,0,0,2021-2022_danielvivian
7,1,14.3,0.33,0.05,0,0,25.7,0,0,2021-2022_inigolekue
7,0,0,0.34,0,0,,14.1,0,0,2021-2022_yerayalvarez
3,3,100,0.16,0.16,0.33,0.33,16.2,0,0,2021-2022_oscardemarcos
14,4,28.6,0.93,0.27,0.14,0.5,17.9,0,0,2021-2022_mikelvesga
30,14,46.7,1.9,0.89,0.2,0.43,15,0,0,2021-2022_oihansancet
33,10,30.3,2.22,0.67,0,0,15.5,0,0,2021-2022_nicowilliams
8,3,37.5,0.71,0.27,0.13,0.33,20.2,0,0,2021-2022_yuriberchiche
17,3,17.6,1.31,0.23,0,0,25.5,1,1,2021-2022_oierzarraga
6,1,16.7,0.87,0.14,0,0,8.5,0,0,2021-2022_unainunez
0,0,,0,0,,,,0,0,2021-2022_julenagirrezabala
19,6,31.6,3.12,0.99,0.11,0.33,12.3,0,0,2021-2022_asiervillalibre
9,4,44.4,2.56,1.14,0.11,0.25,25.1,0,0,2021-2022_nicolasserrano
2,1,50,0.44,0.22,0,0,18,0,0,2021-2022_alexpetxa
1,0,0,1.67,0,0,,7.5,0,0,2021-2022_jonmorcillo
1,0,0,22.5,0,0,,22.8,0,0,2021-2022_andercapa
0,0,,0,0,,,,0,0,2021-2022_perunolaskoain
67,24,35.8,2.31,0.83,0.15,0.42,21.9,1,2,2021-2022_goncaloguedes
34,14,41.2,1.24,0.51,0.12,0.29,23.7,7,7,2021-2022_carlossoler
18,5,27.8,0.67,0.19,0.11,0.4,16.7,0,0,2021-2022_omaralderete
7,2,28.6,0.27,0.08,0.14,0.5,18.2,0,0,2021-2022_hugoguillamon
16,5,31.3,0.61,0.19,0,0,21.9,0,0,2021-2022_dimitrifoulquier
18,9,50,0.87,0.43,0.11,0.22,20.3,0,0,2021-2022_joseluisgaya
31,15,48.4,1.52,0.74,0.23,0.47,11.7,0,0,2021-2022_hugoduro
43,13,30.2,1.98,0.6,0.12,0.38,18.1,0,0,2021-2022_maxigomez
8,2,25,0.37,0.09,0,0,9.9,0,0,2021-2022_mouctardiakhaby
6,3,50,0.34,0.17,0.33,0.67,16.5,0,0,2021-2022_gabrielpaulista
28,8,28.6,1.59,0.46,0.04,0.13,24.5,0,0,2021-2022_danielwass
0,0,,0,0,,,,0,0,2021-2022_giorgimamardashvili
3,1,33.3,0.19,0.06,0,0,20,0,0,2021-2022_thierrycorreia
0,0,,0,0,,,,0,0,2021-2022_jaspercillessen
7,2,28.6,0.5,0.14,0.14,0.5,14.5,0,0,2021-2022_yunusmusah
16,1,6.3,1.19,0.07,0,0,21.5,0,0,2021-2022_urosracic
9,2,22.2,0.72,0.16,0,0,17.2,0,0,2021-2022_heldercosta
14,5,35.7,1.54,0.55,0,0,19.6,0,0,2021-2022_ilaixmoriba
11,2,18.2,1.31,0.24,0,0,16.3,0,0,2021-2022_bryan
30,8,26.7,2.77,0.74,0.03,0.13,14.8,0,0,2021-2022_maranhao
4,1,25,0.44,0.11,0,0,15.9,0,0,2021-2022_jesusvazquez
0,0,,0,0,,,,0,0,2021-2022_tonilato
10,4,40,1.6,0.64,0,0,16.7,0,0,2021-2022_denischeryshev
3,1,33.3,0.66,0.22,0,0,8.8,0,0,2021-2022_eraycomert
0,0,,0,0,,,,0,0,2021-2022_jaumedomenech
3,1,33.3,0.84,0.28,0.33,1,16.1,0,0,2021-2022_cristianopiccini
1,0,0,0.42,0,0,,5.7,0,0,2021-2022_cristhianmosquera
1,0,0,0.5,0,0,,32.8,0,0,2021-2022_kobakoindredi
1,0,0,0.66,0,0,,14.2,0,0,2021-2022_rubenlendinez
2,0,0,2.4,0,0,,23.7,0,0,2021-2022_jason
3,1,33.3,2.76,0.92,0,0,20.6,0,0,2021-2022_manuvallejo
0,0,,0,0,,,,0,0,2021-2022_jesussantiago
0,0,,0,0,,,,0,0,2021-2022_mariodominguez
0,0,,0,0,,,,0,0,2021-2022_rubensobrino
0,0,,0,0,,,,0,0,2021-2022_sergioherrera
31,4,12.9,0.9,0.12,0.13,1,12.8,0,0,2021-2022_davidgarcia
41,12,29.3,1.27,0.37,0.05,0.17,25.5,0,0,2021-2022_jonmoncayola
21,1,4.8,0.65,0.03,0,0,19.3,0,0,2021-2022_nachovidal
34,9,26.5,1.12,0.3,0.03,0.11,21.1,0,0,2021-2022_lucastorro
31,10,32.3,1.17,0.38,0.03,0.1,22.7,0,2,2021-2022_rubengarcia
17,5,29.4,0.64,0.19,0.06,0.2,14.8,0,0,2021-2022_darkobrasanac
6,2,33.3,0.24,0.08,0.17,0.5,21,0,0,2021-2022_manuelsanchez
3,0,0,0.14,0,0,,17.2,0,0,2021-2022_juancruzarmada
62,15,24.2,2.98,0.72,0.08,0.33,24.6,1,1,2021-2022_ezequielavila
43,19,44.2,2.23,0.98,0.14,0.32,12.3,2,2,2021-2022_antebudimir
52,19,36.5,2.51,0.92,0.08,0.21,15.8,1,1,2021-2022_kike
8,0,0,0.51,0,0,,17.3,0,0,2021-2022_unaigarcia
2,0,0,0.16,0,0,,14.2,0,0,2021-2022_aridanehernandez
11,3,27.3,0.91,0.25,0.09,0.33,27.3,0,0,2021-2022_joseangel
9,2,22.2,0.92,0.2,0.11,0.5,16.3,0,0,2021-2022_javimartinez
17,6,35.3,1.77,0.62,0.12,0.33,18.9,0,0,2021-2022_kikebarja
9,1,11.1,1.07,0.12,0.11,1,17.5,0,0,2021-2022_oiersanjurjo
13,3,23.1,1.45,0.33,0,0,25,2,2,2021-2022_robertotorres
4,1,25,1.07,0.27,0.25,1,25.6,0,0,2021-2022_inigoperez
2,0,0,0.74,0,0,,24.3,0,0,2021-2022_jonasramalho
0,0,,0,0,,,,0,0,2021-2022_jesusareso
0,0,,0,0,,,,0,0,2021-2022_juanperez
3,1,33.3,2.29,0.76,0,0,25.8,0,0,2021-2022_ikerbenito
3,0,0,2.9,0,0,,17.3,0,0,2021-2022_robertibanez
1,0,0,1,0,0,,9,0,0,2021-2022_unaidufur
2,1,50,4.62,2.31,0,0,22.9,0,0,2021-2022_javierontiveros
0,0,,0,0,,,,0,0,2021-2022_barbero
0,0,,0,0,,,,0,0,2021-2022_jaumegrau
1,0,0,0.03,0,0,,20.2,0,0,2021-2022_matiasdituro
19,5,26.3,0.52,0.14,0,0,27.7,0,0,2021-2022_javigalan
85,36,42.4,2.48,1.05,0.18,0.42,16.5,3,5,2021-2022_iagoaspas
56,16,28.6,1.67,0.48,0.07,0.25,19.3,0,0,2021-2022_braismendez
22,8,36.4,0.7,0.26,0.18,0.5,23.4,0,0,2021-2022_denissuarez
20,4,20,0.69,0.14,0.05,0.25,29.2,0,0,2021-2022_franbeltran
6,1,16.7,0.2,0.03,0,0,13.3,0,0,2021-2022_josephaidoo
59,21,35.6,2.24,0.8,0.12,0.33,14.8,0,1,2021-2022_santimina
8,1,12.5,0.28,0.03,0,0,21.5,0,0,2021-2022_nestoraraujo
17,2,11.8,0.84,0.1,0.06,0.5,17.9,0,0,2021-2022_hugomallo
22,9,40.9,1.1,0.45,0.18,0.44,16.2,0,0,2021-2022_francocervi
3,1,33.3,0.2,0.07,0,0,9.4,0,0,2021-2022_kevinvazquez
20,9,45,1.3,0.59,0.1,0.22,16.6,0,0,2021-2022_nolito
12,3,25,0.76,0.19,0,0,24.5,0,0,2021-2022_renatotapia
6,1,16.7,0.48,0.08,0,0,15.8,0,0,2021-2022_jeisonmurillo
30,16,53.3,2.35,1.25,0.07,0.13,12.5,0,0,2021-2022_thiagogalhardo
7,1,14.3,0.88,0.13,0,0,24.3,0,0,2021-2022_augustosolari
1,0,0,0.26,0,0,,7.7,0,0,2021-2022_carlosdominguez
1,0,0,0.33,0,0,,14,0,0,2021-2022_josefontan
2,0,0,1.29,0,0,,10.8,0,0,2021-2022_okayyokuslu
2,0,0,1.67,0,0,,28.6,0,0,2021-2022_gabrielveiga
5,1,20,4.55,0.91,0,0,19.4,0,0,2021-2022_orbelinpineda
1,0,0,8.18,0,0,,11.5,0,0,2021-2022_hugoalvarez
0,0,,0,0,,,,0,0,2021-2022_miguelbaeza
0,0,,0,0,,,,0,0,2021-2022_hugosotelo
23,6,26.1,0.64,0.17,0.09,0.33,10.8,0,0,2021-2022_catena
15,3,20,0.43,0.09,0.07,0.33,19.9,0,0,2021-2022_ivanballiu
25,8,32,0.74,0.24,0.04,0.13,23.6,0,0,2021-2022_franciscogarcia
68,23,33.8,2.04,0.69,0.1,0.3,17,0,0,2021-2022_alvarogarcia
32,5,15.6,1.07,0.17,0.03,0.2,13.3,0,0,2021-2022_santicomesana
0,0,,0,0,,,,0,0,2021-2022_stoledimitrievski
11,1,9.1,0.39,0.04,0,0,19.9,0,0,2021-2022_oscarvalentin
58,12,20.7,2.28,0.47,0.03,0.17,21.8,0,0,2021-2022_isaacpalazoncamacho
20,6,30,0.9,0.27,0,0,25.5,3,3,2021-2022_oscartrejo
9,3,33.3,0.48,0.16,0,0,8.4,0,0,2021-2022_estebansaveljich
50,16,32,2.63,0.84,0.14,0.44,14.5,1,1,2021-2022_sergiguardiola
29,8,27.6,1.79,0.49,0.1,0.38,13.3,0,0,2021-2022_randyntekja
19,7,36.8,1.47,0.54,0,0,24.6,0,0,2021-2022_unailopez
19,5,26.3,1.56,0.41,0.11,0.4,26.8,0,0,2021-2022_patheciss
1,0,0,0.09,0,0,,17,0,0,2021-2022_nikolamaras
33,15,45.5,3.54,1.61,0.18,0.4,13.4,0,0,2021-2022_radamelfalcao
9,3,33.3,1.14,0.38,0,0,13.1,0,0,2021-2022_mariosuarez
0,0,,0,0,,,,0,0,2021-2022_lucazidane
50,8,16,5.19,0.83,0.02,0.13,26.7,0,0,2021-2022_bebe
4,0,0,0.83,0,0,,26.9,0,0,2021-2022_kevinrodrigues
3,1,33.3,0.68,0.23,0.33,1,15.4,0,0,2021-2022_mariohernandez
2,0,0,1.04,0,0,,20.9,0,0,2021-2022_martinmerquelanz
11,1,9.1,3.91,0.36,0,0,11.3,0,0,2021-2022_mamadousylla
5,1,20,2.42,0.48,0,0,17.9,0,0,2021-2022_andresmartin
3,0,0,3.75,0,0,,19.6,0,0,2021-2022_josepozo
1,1,100,7.5,7.5,0,0,10.1,0,0,2021-2022_alejandroasensio
0,0,,0,0,,,,0,0,2021-2022_alvaroaguirre
0,0,,0,0,,,,0,0,2021-2022_yacineqasmi
16,3,18.8,0.5,0.09,0.13,0.67,24.1,0,0,2021-2022_johanmojica
12,1,8.3,0.43,0.04,0,0,24.2,0,0,2021-2022_omarmascarell
11,3,27.3,0.39,0.11,0.09,0.33,11.4,0,0,2021-2022_enzoroco
17,7,41.2,0.68,0.28,0.24,0.57,15.8,1,1,2021-2022_fidel
0,0,,0,0,,,,0,0,2021-2022_edgarbadia
1,0,0,0.05,0,0,,12.6,0,0,2021-2022_helibeltonpalacios
49,16,32.7,2.57,0.84,0.14,0.44,16.2,0,0,2021-2022_lucasboye
21,3,14.3,1,0.14,0,0,29.1,0,0,2021-2022_gerardgumbau
4,1,25,0.2,0.05,0,0,12.2,0,0,2021-2022_diegogonzalez
12,3,25,0.7,0.17,0.08,0.33,20.6,0,0,2021-2022_pedrobigas
28,8,28.6,1.54,0.44,0.11,0.38,18.5,0,0,2021-2022_tetemorente
29,14,48.3,1.59,0.77,0.28,0.57,13.1,0,0,2021-2022_peremilla
18,5,27.8,1,0.28,0,0,22.9,0,0,2021-2022_raulguti
3,0,0,0.19,0,0,,17.6,0,0,2021-2022_gonzaloverdu
14,5,35.7,1,0.36,0.14,0.4,15.1,0,0,2021-2022_lucasperez
0,0,,0,0,,,,0,0,2021-2022_kikocasilla
