Touches,TouchesDef Pen,TouchesDef 3rd,TouchesMid 3rd,TouchesAtt 3rd,TouchesAtt Pen,TouchesLive,DribblesAtt,DribbleSucc,DribbleSucc%,DribbleTkld,Carries,TotDist,ProgressivegDist,ProgressiveCarries,ProgressiveFinalThird,CarriesPenArea,Miscontrolled,Dispossed,Recievd ,ProgressiveReceive,Key
6,0,0,0,6,0,6,1,1,100,0,4,58,41,3,0,0,0,0,6,6,2021-2022_erosmaddy
3,0,0,1,2,0,3,0,0,,0,3,31,30,1,1,0,1,0,3,1,2021-2022_davevandenberg
1,0,0,0,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,2021-2022_rubenkluivert
2076,160,794,906,402,33,2076,46,32,69.6,14,957,6493,3518,86,52,12,51,19,1003,118,2021-2022_milanvanewijk
1248,30,218,689,362,51,1248,60,33,55,27,761,4438,2276,52,53,5,60,33,887,96,2021-2022_tiborhalilovic
1898,291,1121,699,92,45,1898,9,7,77.8,2,980,5013,2822,10,9,0,20,4,1139,8,2021-2022_svenvanbeek
1522,210,849,626,57,13,1522,11,7,63.6,4,834,4509,2473,4,5,0,17,7,889,7,2021-2022_ibrahimdresevic
1439,81,466,597,389,29,1439,31,10,32.3,21,783,4543,2273,56,31,8,39,21,865,108,2021-2022_ramikaib
1039,87,325,580,145,18,1039,12,8,66.7,4,529,2853,1542,32,25,1,19,8,635,23,2021-2022_nicolasmadsen
764,678,763,1,0,0,764,0,0,,0,380,1722,961,0,0,0,2,0,372,0,2021-2022_erwinmulder
977,158,575,381,23,15,977,3,1,33.3,2,573,3108,1766,12,1,0,3,6,621,2,2021-2022_nickbakker
599,29,99,312,189,61,599,25,9,36,16,278,881,308,8,4,4,26,13,403,86,2021-2022_siemdejong
545,37,49,269,228,74,543,7,3,42.9,4,204,725,166,8,4,4,36,17,378,88,2021-2022_henkveerman
1281,49,326,661,309,21,1281,46,30,65.2,16,757,3828,1747,22,21,5,26,26,839,35,2021-2022_joeyveerman
842,57,380,325,143,11,842,9,4,44.4,5,349,1277,619,13,8,3,12,3,401,37,2021-2022_lucaswoudenberg
657,593,657,0,0,0,657,0,0,,0,357,1675,940,0,0,0,1,0,297,0,2021-2022_xaviermous
521,9,69,178,283,86,521,89,41,46.1,48,335,3122,1850,80,47,44,53,38,382,134,2021-2022_anthonymusaba
1029,45,241,556,256,7,1029,45,31,68.9,14,503,2945,1454,34,31,3,32,13,558,21,2021-2022_thomhaye
314,10,17,165,134,34,313,15,4,26.7,11,153,755,186,9,4,5,27,14,239,48,2021-2022_sydneyvanhooijdonk
408,9,45,169,203,48,408,40,21,52.5,19,226,1654,684,31,25,16,46,18,286,83,2021-2022_aminsarr
639,16,124,358,166,9,639,11,8,72.7,3,370,2126,847,18,20,3,20,14,435,22,2021-2022_anastahiri
329,7,63,95,175,23,329,24,10,41.7,14,198,1081,603,26,13,14,30,15,236,67,2021-2022_filipstevanovic
336,21,105,200,36,4,336,14,8,57.1,6,177,837,341,7,7,1,11,5,191,2,2021-2022_rodneykongolo
243,7,36,82,126,31,243,16,5,31.3,11,131,786,353,13,8,3,12,8,141,46,2021-2022_arjenvanderheide
276,5,57,138,83,12,276,9,7,77.8,2,142,669,296,9,6,2,11,2,183,34,2021-2022_benjaminnygren
289,10,60,126,107,18,289,26,19,73.1,7,161,875,374,9,10,2,23,8,190,21,2021-2022_ramialhajj
134,19,76,54,4,1,134,1,0,0,1,81,498,316,1,1,0,0,0,88,0,2021-2022_sybvanottele
133,15,58,61,15,11,133,0,0,,0,70,243,113,0,0,0,1,0,80,0,2021-2022_joostvanaken
137,6,46,55,37,6,137,3,1,33.3,2,75,488,251,7,8,1,5,5,79,12,2021-2022_hamdiakujobi
50,1,4,12,34,2,50,0,0,,0,40,291,164,7,4,1,1,0,37,17,2021-2022_mitchellvanbergen
25,0,4,13,8,0,25,0,0,,0,17,75,60,2,2,0,0,0,18,3,2021-2022_djenahronunumete
10,0,0,4,6,3,10,0,0,,0,8,69,57,2,0,1,0,0,6,4,2021-2022_trustinvantloo
16,3,4,9,3,0,16,0,0,,0,6,20,13,0,0,0,1,0,6,0,2021-2022_timozaal
4,0,2,2,0,0,4,0,0,,0,3,6,2,0,0,0,0,0,3,0,2021-2022_janras
2,0,0,1,1,0,2,0,0,,0,0,0,0,0,0,0,0,0,1,0,2021-2022_stanislavshopov
1144,29,155,374,636,98,1143,80,40,50,40,784,6329,3049,106,86,38,102,37,837,240,2021-2022_issakallon
1598,25,255,912,451,18,1594,44,30,68.2,14,936,4650,1756,34,33,0,53,27,1102,51,2021-2022_robinmaulun
1727,235,936,758,41,11,1727,14,8,57.1,6,965,5580,3550,23,11,0,17,6,1058,1,2021-2022_calvinmac-intosch
1451,1336,1450,1,0,0,1451,0,0,,0,789,3687,2197,0,0,0,1,0,740,0,2021-2022_sonnystevens
1905,168,806,909,209,5,1905,18,14,77.8,4,838,4036,2279,35,20,1,24,8,952,16,2021-2022_dokeschmidt
1794,292,1060,722,21,14,1794,3,3,100,0,998,5886,3582,17,2,0,15,2,1109,2,2021-2022_erikschouten
1482,94,431,812,260,6,1482,34,20,58.8,14,731,4135,1914,31,32,1,40,18,796,14,2021-2022_meeshoedemakers
1547,89,666,615,286,42,1547,38,30,78.9,8,797,5067,2970,63,42,8,42,14,845,69,2021-2022_alexbangura
926,57,185,476,275,54,926,27,11,40.7,16,410,2059,901,24,27,5,52,25,516,89,2021-2022_jamiejacobs
672,49,86,397,197,63,672,19,9,47.4,10,267,1088,312,5,8,2,37,28,440,62,2021-2022_robertsuldrikis
720,55,201,366,166,21,720,19,12,63.2,7,352,1790,901,22,23,9,32,10,420,30,2021-2022_mitchellpaulissen
430,17,25,248,159,40,430,15,8,53.3,7,195,752,276,9,6,4,34,24,317,77,2021-2022_tomboere
613,32,122,299,206,37,613,34,17,50,17,366,2231,1204,44,31,14,30,14,372,86,2021-2022_michaelbreij
371,5,55,149,173,12,371,48,23,47.9,25,255,1802,778,20,25,6,28,19,261,68,2021-2022_patrickjoosten
825,144,506,311,14,3,825,2,2,100,0,413,2212,1186,2,0,0,4,1,450,2,2021-2022_marcotol
477,16,119,204,163,19,477,49,19,38.8,30,270,2062,1009,34,24,9,26,9,276,54,2021-2022_davidsambissa
232,4,42,80,114,24,232,11,5,45.5,6,134,825,385,15,3,9,16,8,146,61,2021-2022_nickdoodeman
235,211,234,1,0,0,235,0,0,,0,138,807,494,0,0,0,0,0,106,0,2021-2022_pieterbos
264,23,120,100,45,2,264,1,1,100,0,137,665,337,3,5,0,6,3,138,15,2021-2022_sekououmarsylla
258,21,90,141,28,3,258,13,7,53.8,6,99,514,298,5,0,0,4,5,112,5,2021-2022_jasperterheide
304,35,163,123,20,5,304,5,3,60,2,137,755,446,8,3,1,7,1,163,3,2021-2022_jhondlyvandermeer
139,1,27,57,56,10,139,8,3,37.5,5,80,487,208,6,5,4,10,4,85,23,2021-2022_tamaskiss
30,3,5,14,11,6,30,0,0,,0,14,53,30,1,1,0,2,1,18,0,2021-2022_samhendriks
57,11,39,15,3,0,57,2,2,100,0,23,82,33,0,0,0,0,0,27,0,2021-2022_maximgullit
30,1,2,14,14,7,30,1,0,0,1,14,85,21,1,0,0,4,1,22,3,2021-2022_milansmit
27,1,5,15,7,2,27,1,0,0,1,10,33,9,0,1,0,1,1,14,1,2021-2022_filipkrastev
1,0,0,1,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,1,0,2021-2022_thomasrier
1966,269,998,842,152,31,1966,27,18,66.7,9,1041,4764,2400,22,17,1,17,13,1108,14,2021-2022_mellemeulensteen
1383,50,399,828,170,12,1383,30,18,60,12,733,2449,926,11,14,0,35,21,836,27,2021-2022_vurnonanita
1417,1236,1411,7,0,0,1417,1,1,100,0,814,4485,2741,0,0,0,2,0,547,0,2021-2022_etiennevaessen
1569,227,860,654,76,20,1569,21,14,66.7,7,901,4513,2390,16,25,1,27,8,843,5,2021-2022_ahmedtouba
1164,19,88,514,578,132,1163,147,67,45.6,80,733,4716,2069,80,61,36,114,91,883,199,2021-2022_jensodgaard
1421,52,341,587,516,54,1421,85,42,49.4,43,721,3918,1960,60,47,18,53,25,790,167,2021-2022_saidbakari
758,43,105,369,290,69,758,15,7,46.7,8,369,1247,434,14,11,7,41,14,558,91,2021-2022_michielkramer
1443,104,564,594,297,27,1443,31,18,58.1,13,657,3243,1389,28,15,6,52,19,644,81,2021-2022_juriengaari
1316,30,333,549,444,12,1315,37,16,43.2,21,616,3209,1440,45,28,2,44,23,646,90,2021-2022_alexanderbuttner
821,29,215,482,134,13,821,21,8,38.1,13,379,1712,786,17,4,1,35,12,455,19,2021-2022_aymanazhil
995,172,590,387,26,10,995,12,8,66.7,4,478,2629,1326,11,7,1,14,4,490,6,2021-2022_shawnadewoye
589,24,104,245,249,54,589,24,8,33.3,15,299,1335,667,21,11,7,37,10,339,71,2021-2022_richardvandervenne
773,88,421,313,41,1,773,4,2,50,2,432,1853,957,11,5,1,7,2,442,2,2021-2022_dariovandenbuijs
545,13,37,210,303,50,545,27,7,25.9,20,284,1205,487,18,15,6,50,25,411,115,2021-2022_finnstokkers
445,6,58,231,160,16,445,26,20,76.9,6,269,1355,489,9,11,1,25,14,301,43,2021-2022_iliassbelhassani
511,22,120,265,132,13,511,10,4,40,6,254,1055,453,15,9,6,22,4,265,30,2021-2022_yassinoukili
284,31,127,111,48,3,284,3,1,33.3,2,101,393,204,4,3,0,5,1,116,27,2021-2022_luukwouters
288,8,42,85,163,27,288,13,7,53.8,6,162,1015,343,18,8,9,20,9,173,62,2021-2022_lennerddaneels
233,15,91,94,52,6,233,16,11,68.8,5,104,541,216,6,3,3,10,11,105,26,2021-2022_thierrylutonda
353,7,95,180,82,5,353,8,2,25,6,191,857,343,5,3,1,7,3,228,6,2021-2022_achrafelbouchataoui
90,77,89,1,0,0,90,0,0,,0,48,240,151,0,0,0,0,0,35,0,2021-2022_joelcastropereira
82,12,52,27,3,0,82,0,0,,0,44,184,67,0,0,0,2,0,48,0,2021-2022_larsnieuwpoort
72,5,27,34,11,3,72,3,0,0,3,28,79,31,0,0,0,3,3,31,7,2021-2022_sebbeaugustijns
45,7,17,20,9,3,45,0,0,,0,15,83,36,0,0,0,1,1,19,1,2021-2022_hansmulder
53,48,53,0,0,0,53,0,0,,0,21,171,138,0,0,0,0,0,8,0,2021-2022_issamelmaach
105,1,13,36,58,19,105,11,9,81.8,2,65,378,183,5,3,4,12,3,66,19,2021-2022_roykuijpers
1180,1123,1178,0,2,2,1180,0,0,,0,620,3298,1905,0,0,0,3,0,423,0,2021-2022_mattijsbranderhorst
2170,133,793,945,448,32,2170,35,18,51.4,17,997,4824,2265,49,37,6,45,15,1127,104,2021-2022_bartvanrooij
2266,106,597,1248,452,7,2266,50,28,56,22,1254,5937,2587,38,28,3,51,43,1432,39,2021-2022_lasseschone
1794,88,632,736,458,27,1794,57,34,59.6,23,931,4804,2774,69,43,7,52,27,953,114,2021-2022_souffianelkarouani
1775,352,1123,613,45,23,1775,9,8,88.9,1,921,4374,2371,9,9,1,4,1,1058,1,2021-2022_ivanmarquez
1726,264,975,711,47,20,1726,8,6,75,2,1016,4913,2445,11,7,0,16,11,1103,4,2021-2022_casodenthal
1304,15,183,626,518,92,1303,112,44,39.3,68,863,5309,2399,77,61,28,86,56,991,169,2021-2022_jonathanokita
1003,8,131,429,470,107,1003,101,60,59.4,41,687,6041,3296,136,77,60,91,47,750,159,2021-2022_elayistavsan
891,34,210,480,210,54,889,47,24,51.1,23,509,2758,1200,30,24,12,43,33,588,65,2021-2022_jordybruijn
905,14,169,473,282,55,905,96,53,55.2,43,517,2610,1176,31,27,10,69,36,627,81,2021-2022_magnusmattsson
1201,190,666,484,57,23,1201,3,2,66.7,1,585,2928,1350,9,6,0,10,2,699,8,2021-2022_rodrigoguth
686,2,47,336,312,60,686,47,28,59.6,19,397,1424,519,18,24,6,66,30,502,111,2021-2022_aliakman
874,42,253,540,94,8,874,16,12,75,4,495,1978,791,7,9,0,14,16,577,11,2021-2022_dirkproper
886,76,292,490,113,24,886,11,8,72.7,3,408,1281,586,5,9,1,20,15,534,15,2021-2022_edgarbarreto
486,15,85,244,167,25,486,29,18,62.1,11,302,1641,581,16,13,4,42,25,351,50,2021-2022_mikkelduelund
737,73,362,290,91,8,737,15,14,93.3,1,320,1755,900,23,7,3,8,5,350,22,2021-2022_calvinverdonk
295,7,56,149,95,21,295,21,12,57.1,9,149,652,230,9,6,1,17,12,176,29,2021-2022_javiervet
116,5,29,53,35,5,116,0,0,,0,44,372,224,7,5,0,6,2,59,15,2021-2022_iliasbronkhorst
86,3,6,49,32,7,86,6,2,33.3,4,44,272,118,6,4,3,13,6,57,13,2021-2022_oleromeny
57,1,10,14,35,10,57,9,4,44.4,5,37,246,145,7,4,3,1,1,38,11,2021-2022_ibrahimcissoko
27,1,4,12,13,5,27,8,3,37.5,5,19,103,39,2,2,0,4,2,23,5,2021-2022_pedro
15,2,12,4,0,0,15,1,1,100,0,4,70,33,0,0,0,0,1,4,0,2021-2022_rensvaneijden
7,0,0,2,5,0,7,0,0,,0,2,3,0,0,0,0,2,0,5,0,2021-2022_wilfriedbony
4,0,1,2,1,1,4,0,0,,0,2,3,0,0,0,0,1,0,3,0,2021-2022_thomasbeekman
5,0,2,2,1,0,5,0,0,,0,0,0,0,0,0,0,0,0,1,0,2021-2022_mathiasdewolf
1846,1584,1833,13,0,0,1846,0,0,,0,1150,5437,2608,0,0,0,3,0,1040,0,2021-2022_peterleeuwenburgh
2223,241,1073,1045,132,7,2223,33,28,84.8,5,1258,7272,3740,40,21,1,31,19,1319,12,2021-2022_nerayshokasanwirjo
1150,33,226,546,403,35,1150,61,31,50.8,30,608,4212,1886,54,43,14,69,31,614,76,2021-2022_tomassuslov
1750,196,850,706,205,12,1750,8,3,37.5,5,862,3639,2182,12,11,0,7,3,996,40,2021-2022_bartvanhintum
543,28,93,234,220,56,543,10,3,30,7,199,648,256,7,5,4,38,13,295,51,2021-2022_michaeldeleeuw
777,32,59,354,370,114,777,41,21,51.2,20,429,1806,550,15,15,13,101,30,581,118,2021-2022_jrgenstrandlarsen
1154,35,260,467,444,46,1153,62,30,48.4,32,662,4881,2471,92,58,17,44,19,718,190,2021-2022_mohamedelhankouri
1302,48,300,775,242,6,1302,26,19,73.1,7,646,3530,1944,31,20,2,27,13,695,24,2021-2022_larosduarte
1615,194,881,675,68,1,1615,3,3,100,0,811,4418,2378,22,10,0,8,2,906,2,2021-2022_miketewierik
537,16,70,198,280,71,537,44,19,43.2,25,298,1724,753,25,18,13,65,39,345,77,2021-2022_cyrilngonge
1055,65,355,493,214,32,1055,11,6,54.5,5,521,2858,1584,40,33,2,23,10,573,90,2021-2022_bjornmeijer
1066,50,369,486,220,17,1066,31,16,51.6,15,540,3110,1671,51,23,3,27,5,548,66,2021-2022_damildankerlui
507,9,72,221,225,53,507,66,30,45.5,36,312,2505,1208,41,28,12,53,20,342,91,2021-2022_paulosabraham
787,120,452,300,40,23,787,3,2,66.7,1,406,1878,951,1,1,2,6,0,438,1,2021-2022_wesseldammers
733,77,342,348,47,15,733,5,4,80,1,415,2338,1454,13,5,0,13,4,437,3,2021-2022_marinsverko
450,7,50,235,171,26,450,19,9,47.4,10,268,1604,836,22,21,3,33,17,296,60,2021-2022_dalehoirandust
339,11,93,186,63,5,339,9,5,55.6,4,206,1345,813,17,11,1,8,5,233,15,2021-2022_danielvankaam
134,2,15,60,63,7,134,15,5,33.3,10,71,533,178,7,7,2,11,9,76,18,2021-2022_patrickjoosten
149,11,49,81,21,2,149,2,1,50,1,57,312,166,2,5,1,3,0,54,1,2021-2022_azormatusiwa
171,2,52,72,48,5,171,13,7,53.8,6,73,669,388,14,8,1,4,2,75,15,2021-2022_gabrielgudmundsson
199,2,16,60,126,42,199,9,3,33.3,6,114,600,288,11,4,1,29,16,123,41,2021-2022_romanopostema
133,7,32,71,30,0,133,4,2,50,2,58,307,155,3,1,0,7,3,62,3,2021-2022_melayrobogarde
69,2,26,33,11,1,69,0,0,,0,23,143,66,1,1,0,1,1,17,4,2021-2022_yahyakalley
59,3,7,24,29,7,59,7,2,28.6,5,27,166,94,4,2,0,7,2,29,5,2021-2022_ahmedelmessaoudi
91,2,18,63,11,0,91,3,1,33.3,2,53,281,94,1,0,0,1,0,50,1,2021-2022_emmanuelmatuta
5,1,1,4,0,0,5,1,1,100,0,1,5,0,0,0,0,0,0,1,1,2021-2022_ramonlundqvist
7,0,1,4,2,0,7,0,0,,0,2,11,5,0,0,0,0,0,3,0,2021-2022_alexmortensen
2,0,2,0,0,0,2,0,0,,0,2,24,2,0,0,0,0,0,2,0,2021-2022_eliasolsson
1845,99,566,1004,292,57,1844,32,23,71.9,9,882,4181,1993,35,22,10,27,21,1114,51,2021-2022_luukbrouwers
1462,40,272,775,449,35,1462,141,85,60.3,56,903,6844,2943,80,69,15,77,60,974,127,2021-2022_ragnaroratmangoen
1687,62,376,925,406,23,1687,16,11,68.8,5,707,3201,1461,24,26,0,42,18,905,63,2021-2022_philipperommens
1571,127,562,598,422,28,1571,42,20,47.6,22,661,3374,1735,37,25,4,31,18,766,101,2021-2022_baskuipers
1489,89,452,717,329,33,1489,29,12,41.4,17,659,3164,1390,29,23,1,36,16,761,86,2021-2022_matsdeijl
1259,9,175,567,541,89,1259,98,55,56.1,43,684,4059,1665,67,37,15,99,46,817,198,2021-2022_inigocordoba
1393,262,839,515,42,22,1393,5,4,80,1,724,3324,1803,7,4,1,12,5,799,3,2021-2022_gerritnauber
1653,279,955,645,60,16,1653,7,4,57.1,3,801,4298,2375,22,6,1,15,10,917,5,2021-2022_joriskramer
765,18,61,378,332,80,765,28,13,46.4,15,392,2148,682,32,18,10,69,30,570,136,2021-2022_isaclidberg
1345,110,490,634,227,18,1345,19,12,63.2,7,554,2573,1278,24,19,1,29,15,639,40,2021-2022_boydlucassen
863,764,861,2,0,0,863,0,0,,0,494,2313,1318,0,0,0,2,0,428,0,2021-2022_warnerhahn
1019,147,613,372,43,13,1019,2,2,100,0,510,2599,1548,5,6,0,9,5,574,4,2021-2022_jayidzes
676,602,670,5,1,1,676,0,0,,0,404,2133,1345,0,0,0,2,0,327,1,2021-2022_andriesnoppert
429,6,39,178,214,70,429,18,5,27.8,13,220,961,380,13,5,11,40,16,313,84,2021-2022_ioannis-foivosbotos
564,45,251,234,82,2,564,4,2,50,2,227,1174,480,7,4,0,12,4,268,18,2021-2022_cucomartina
396,9,42,146,213,65,396,29,12,41.4,17,224,1118,528,20,15,11,49,32,257,64,2021-2022_marccardona
561,79,294,228,41,2,560,1,0,0,1,315,1614,962,7,2,0,2,0,339,1,2021-2022_justinbakker
223,5,31,76,124,21,223,24,11,45.8,13,130,888,421,10,7,1,15,18,151,47,2021-2022_martijnberden
363,8,49,151,171,33,363,30,13,43.3,17,240,1569,689,24,17,10,30,19,246,61,2021-2022_ogechikaheil
94,4,11,36,49,20,94,3,0,0,3,41,100,27,2,1,2,12,2,67,13,2021-2022_jacobmulenga
46,0,9,19,18,0,46,1,0,0,1,23,162,53,2,2,0,1,3,27,4,2021-2022_frankross
32,2,8,22,3,0,32,1,1,100,0,19,75,35,0,0,0,0,0,26,0,2021-2022_evertlinthorst
30,1,4,22,4,1,30,0,0,,0,19,104,61,2,2,0,1,1,23,0,2021-2022_yacinebourhane
7,0,2,2,3,0,7,0,0,,0,2,11,0,0,0,0,2,0,5,0,2021-2022_zakariaeddahchouri
12,0,4,3,5,0,12,0,0,,0,5,17,11,0,1,0,2,0,7,1,2021-2022_turantuzlacik
7,0,5,2,0,0,7,0,0,,0,2,3,0,0,0,0,0,1,1,0,2021-2022_aventisaventisian
1820,152,651,919,263,14,1820,14,8,57.1,6,752,2864,1464,23,15,4,27,8,837,47,2021-2022_dirkabels
1627,238,861,721,58,23,1627,9,5,55.6,4,803,3631,1765,4,5,1,15,6,839,9,2021-2022_bartvriends
1404,169,630,683,103,31,1404,17,10,58.8,7,663,3190,1428,8,6,1,27,17,718,12,2021-2022_adilauassar
989,890,984,5,0,0,989,0,0,,0,487,3429,1908,0,0,0,2,0,269,0,2021-2022_madukaokoye
1131,35,124,548,468,88,1130,35,20,57.1,15,543,1851,541,19,12,8,84,24,851,163,2021-2022_lennartthy
991,20,159,457,381,57,990,32,9,28.1,23,477,2440,833,26,19,10,28,22,578,123,2021-2022_vitovancrooy
1126,47,207,568,364,42,1126,71,40,56.3,31,568,2600,920,30,18,11,36,36,647,111,2021-2022_svenmijnans
928,12,161,545,236,15,928,16,9,56.3,7,513,2298,750,14,14,2,19,10,567,49,2021-2022_bryansmeets
1098,63,380,503,223,8,1098,21,13,61.9,8,544,2816,1329,35,30,1,18,10,591,57,2021-2022_michaelpinto
877,114,423,406,56,23,877,9,6,66.7,3,413,2012,1030,1,5,1,12,1,456,9,2021-2022_tombeugelsdijk
615,35,176,390,60,0,615,13,6,46.2,7,282,1162,489,4,7,1,19,7,283,8,2021-2022_joeridekamps
484,37,140,238,113,20,484,8,6,75,2,163,775,281,7,8,1,18,7,218,21,2021-2022_arnoverschueren
506,9,59,267,185,7,506,39,23,59,16,294,1676,709,17,15,1,25,19,324,35,2021-2022_younesnamli
365,6,33,123,216,57,365,52,18,34.6,33,220,1663,722,28,24,19,51,20,226,84,2021-2022_marioengels
520,78,312,198,12,5,520,2,1,50,1,296,1212,437,0,1,0,8,2,301,1,2021-2022_michaelheylen
563,25,148,250,176,8,563,21,7,33.3,14,221,1516,843,22,17,4,23,7,208,26,2021-2022_giannismasouras
382,16,34,146,205,47,382,31,13,41.9,18,208,1230,504,22,15,14,49,15,285,79,2021-2022_emanuelemegha
480,34,149,220,118,9,480,6,2,33.3,4,206,1128,523,17,9,2,13,5,235,37,2021-2022_aaronmeijers
388,3,56,226,113,6,388,12,7,58.3,5,214,979,403,7,9,2,14,11,242,22,2021-2022_mohammedosman
293,16,115,146,33,1,293,5,0,0,5,115,550,284,9,3,0,6,2,135,8,2021-2022_rizadurmisi
485,39,141,225,129,10,485,13,9,69.2,4,253,1276,675,17,9,4,16,2,244,39,2021-2022_laurentjans
185,5,16,74,96,30,185,2,0,0,2,103,336,84,2,2,1,29,8,143,38,2021-2022_adriandalmau
297,31,102,165,31,0,297,10,4,40,6,115,481,194,3,0,0,14,4,127,4,2021-2022_jeremyvanmullem
103,92,103,0,0,0,103,0,0,,0,55,232,140,0,0,0,0,0,50,0,2021-2022_timcoremans
103,4,27,51,27,0,103,5,5,100,0,54,232,88,0,3,0,4,2,69,2,2021-2022_larosduarte
85,74,85,0,0,0,85,0,0,,0,55,318,174,0,0,0,0,0,38,0,2021-2022_benjaminvanleer
62,0,11,44,8,0,62,5,4,80,1,43,218,77,2,0,0,2,1,45,1,2021-2022_abdouharroui
116,1,14,62,40,4,116,5,2,40,3,59,258,97,0,3,0,2,1,73,5,2021-2022_kenzogoudmijn
23,4,8,7,8,0,23,1,0,0,1,9,52,27,1,1,0,1,0,11,1,2021-2022_gaultieroverman
11,1,7,4,0,0,11,0,0,,0,5,16,9,0,0,0,0,0,4,0,2021-2022_augustindrakpe
4,0,1,0,3,0,4,0,0,,0,0,0,0,0,0,0,0,0,1,0,2021-2022_jasonmeerstadt
2,0,0,2,0,0,2,0,0,,0,1,1,1,0,0,0,1,0,1,1,2021-2022_achrafmadi
1276,1105,1270,7,0,0,1276,0,0,,0,668,3747,2356,0,0,0,1,0,528,0,2021-2022_yanickvanosch
1440,53,249,669,559,86,1437,142,85,59.9,57,835,5516,2227,64,55,30,94,67,906,152,2021-2022_matsseuntjens
1279,76,359,663,265,28,1279,37,21,56.8,16,575,2613,892,24,23,6,46,19,629,54,2021-2022_deroyduarte
1587,240,919,633,44,14,1587,6,4,66.7,2,810,3724,1863,11,9,0,14,5,887,3,2021-2022_martinangha
1016,65,134,506,394,100,1016,60,37,61.7,23,468,2286,1025,34,32,15,72,22,616,101,2021-2022_zianflemming
1411,112,552,557,316,21,1411,24,8,33.3,16,593,2934,1262,27,16,4,35,7,597,68,2021-2022_georgecox
1074,52,256,668,161,28,1074,14,10,71.4,4,536,2184,918,8,20,1,24,7,661,29,2021-2022_benrienstra
1382,100,475,610,326,24,1382,54,35,64.8,19,664,4189,2079,53,43,14,27,21,679,85,2021-2022_mickaeltirpan
1140,52,308,624,229,16,1140,58,33,56.9,25,637,3614,1975,38,30,6,50,19,694,38,2021-2022_tesfaldettekie
983,135,567,394,25,7,983,1,0,0,1,498,2403,1508,4,4,1,11,1,552,2,2021-2022_roeljanssen
928,124,429,413,94,2,928,18,8,44.4,10,468,2764,1445,22,14,0,17,10,492,14,2021-2022_ivopinto
606,120,328,246,39,8,606,16,12,75,4,297,1514,703,4,4,3,12,9,297,4,2021-2022_andreassamaris
652,121,412,217,25,8,652,5,4,80,1,292,1435,774,2,5,0,9,1,299,2,2021-2022_dimitrissiovas
322,9,47,133,153,36,322,32,13,40.6,19,183,1120,575,18,16,5,39,8,205,64,2021-2022_tijjaninoslin
412,21,128,194,94,5,412,21,13,61.9,8,183,975,472,11,7,1,18,6,211,29,2021-2022_arianitferati
297,4,52,101,147,13,297,16,7,43.8,9,171,1164,539,18,23,3,20,6,202,38,2021-2022_emilhansson
600,102,357,224,23,5,600,5,2,40,3,306,1266,613,3,2,1,7,4,303,4,2021-2022_nigellonwijk
221,6,11,106,105,42,220,5,2,40,3,102,330,78,2,4,3,20,11,174,31,2021-2022_paulgladon
194,9,23,108,64,11,194,5,5,100,0,80,275,80,2,2,1,19,10,127,23,2021-2022_charlisonbenschop
185,12,42,64,80,18,185,8,7,87.5,1,98,601,349,15,3,5,14,7,112,30,2021-2022_lisandrosemedo
201,5,41,79,84,27,201,17,6,35.3,11,107,622,281,14,5,5,15,5,115,24,2021-2022_samybaghdadi
121,7,12,57,53,11,121,5,2,40,3,70,315,74,2,2,2,19,7,97,32,2021-2022_bassalasambou
77,4,14,39,26,4,77,6,2,33.3,4,40,241,90,4,1,1,12,3,40,9,2021-2022_richiemusaba
130,10,38,70,22,3,130,4,3,75,1,71,375,222,3,4,1,2,0,72,4,2021-2022_ryanjohansson
124,11,41,41,43,1,124,0,0,,0,54,312,194,4,4,0,3,1,65,7,2021-2022_llazarosrota
81,70,81,0,0,0,81,0,0,,0,42,167,101,0,0,0,0,0,45,0,2021-2022_michaelverrips
112,1,25,62,27,5,112,10,8,80,2,63,332,163,7,2,2,7,3,63,7,2021-2022_jordanbotaka
,,,,,,,,,,,,,,,,,,,,,2021-2022_toshiolake
1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,2021-2022_thibaudverlinden
1749,43,315,964,510,47,1749,81,58,71.6,23,1120,8154,3816,125,84,18,80,54,1192,108,2021-2022_lucadelatorre
1735,80,529,819,413,40,1735,62,31,50,31,852,5222,2712,64,43,15,56,28,930,117,2021-2022_noahfadiga
1993,223,1019,870,118,18,1993,10,7,70,3,1144,7876,4529,44,39,0,21,7,1226,8,2021-2022_matsknoester
1918,73,512,815,625,40,1918,91,45,49.5,46,908,5654,3135,86,59,11,60,26,987,181,2021-2022_giacomoquagliata
1765,212,975,751,50,23,1765,8,4,50,4,922,5798,3414,29,13,1,7,3,1004,4,2021-2022_marcorente
1346,96,430,740,197,29,1346,29,16,55.2,13,658,3657,1689,18,26,2,31,18,740,20,2021-2022_lucasschoofs
913,35,161,410,359,70,913,46,28,60.9,18,460,2472,1142,36,24,19,59,19,584,120,2021-2022_nikolailaursen
874,675,857,16,1,0,874,1,1,100,0,482,2360,1636,0,0,0,0,0,425,0,2021-2022_janisblaswich
1278,70,373,744,175,38,1278,18,9,50,9,523,2378,876,9,15,2,29,13,673,16,2021-2022_orestiskiomourtzoglou
