Passes_Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Completed,Offside_pass,Blocked,Key
2940,2888,50,37,4,22,5,13,0,2782,2,2,2020-2021_aymericlaporte
1454,1398,48,45,1,21,2,3,0,1223,8,9,2020-2021_julienlaporte
163,137,26,1,0,2,15,25,0,128,0,3,2020-2021_yasserlarouci
273,254,15,0,1,5,10,2,0,179,4,17,2020-2021_kevinlasagna
696,679,12,4,0,6,0,1,0,516,5,1,2020-2021_jamaallascelles
182,178,4,0,0,0,16,0,0,107,0,7,2020-2021_bryanlasme
416,408,6,6,0,3,12,0,0,345,2,8,2020-2021_paullasne
Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks,2020-2021_player
5,5,0,0,0,0,0,0,0,4,0,1,2020-2021_juanmilatasa
314,245,68,8,0,6,19,60,0,230,1,7,2020-2021_tonilato
710,663,45,10,5,4,45,7,21,553,2,20,2020-2021_armandlauriente
1540,1266,261,9,0,2,94,246,6,1077,13,50,2020-2021_darkolazovic
1014,836,178,18,1,1,56,160,0,859,0,18,2020-2021_manuellazzari
16,16,0,0,0,0,0,0,0,12,0,0,2020-2021_theolebris
300,295,5,0,0,0,43,0,1,194,0,14,2020-2021_jeremyledouaron
1232,1098,128,32,4,24,102,12,75,965,6,18,2020-2021_enzolefee
1855,1487,358,38,3,5,84,320,0,1448,10,27,2020-2021_vincentlegoff
547,529,18,9,1,9,5,5,0,481,0,3,2020-2021_maximelemarchand
2163,2086,70,59,1,14,1,2,0,1897,7,7,2020-2021_robinlenormand
1,1,0,0,0,0,0,0,0,0,0,0,2020-2021_patrickleal
787,759,21,3,4,9,63,14,2,555,7,38,2020-2021_rafaelleao
735,495,239,40,0,4,0,0,0,559,1,0,2020-2021_jean-louisleca
1160,703,450,137,0,8,0,0,0,606,7,2,2020-2021_jeremiasledesma
1033,1012,20,8,7,28,33,9,1,807,1,24,2020-2021_pierrelees-melou
89,86,2,0,2,1,4,1,0,60,1,0,2020-2021_wulei
835,818,13,8,0,6,5,5,0,685,4,5,2020-2021_maximleitsch
1235,1194,37,36,0,2,4,0,1,1131,4,12,2020-2021_lucasleiva
1172,1089,78,76,1,52,3,2,0,908,5,9,2020-2021_florianlejeune
1205,917,283,25,0,19,66,258,0,874,5,30,2020-2021_inigolekue
791,705,82,22,2,7,90,18,42,621,4,17,2020-2021_thomaslemar
16,16,0,0,0,0,0,0,0,12,0,0,2020-2021_felixlemarechal
1178,1154,21,17,3,5,7,4,0,1028,3,7,2020-2021_mariolemina
888,861,27,23,0,15,6,2,1,783,0,5,2020-2021_fabienlemoine
Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks,2020-2021_player
61,55,4,0,0,0,1,1,0,39,2,3,2020-2021_timlemperle
50,46,4,1,0,0,0,3,0,40,0,0,2020-2021_rubenlendinez
820,802,16,12,2,13,1,4,0,743,2,7,2020-2021_clementlenglet
382,370,9,1,0,1,40,3,2,252,3,19,2020-2021_aaronlennon
115,71,43,6,0,0,0,0,0,76,1,0,2020-2021_berndleno
521,401,120,12,1,1,43,87,21,374,0,12,2020-2021_christopherlenz
323,318,5,5,2,1,4,0,0,256,0,11,2020-2021_leoleroy
3,2,1,0,0,0,0,0,0,3,0,0,2020-2021_alexandreletellier
767,733,29,7,10,4,26,1,0,575,5,26,2020-2021_robertlewandowski
415,379,34,2,0,4,40,15,0,255,2,20,2020-2021_jamieleweling
104,81,23,1,0,0,3,22,0,79,0,0,2020-2021_jamallewis
199,132,67,23,0,0,0,0,0,155,0,0,2020-2021_lucalezzerini
37,37,0,0,0,2,0,0,0,29,0,1,2020-2021_benlhassinekone
16,15,1,0,0,0,0,0,0,12,0,1,2020-2021_yanislhery
1435,1145,289,47,2,31,188,186,56,1035,1,26,2020-2021_dimitrilienard
1757,1693,61,54,1,20,8,7,0,1491,3,11,2020-2021_philipplienhart
1704,1643,58,34,1,12,4,9,0,1510,3,6,2020-2021_matthijsdeligt
96,89,6,0,1,0,9,3,2,66,1,7,2020-2021_isaaclihadji
31,30,0,0,0,0,1,0,0,24,1,0,2020-2021_andersonlima
501,383,112,25,0,0,0,0,0,324,6,1,2020-2021_andreaslinde
1385,1351,32,26,4,10,0,6,0,1215,2,8,2020-2021_victorlindelof
587,542,45,10,1,4,54,8,24,413,0,18,2020-2021_jesperlindstrm
279,264,14,3,0,1,8,1,8,218,1,11,2020-2021_karollinetty
153,152,1,0,2,0,8,0,0,128,0,2,2020-2021_jesselingard
1112,962,147,12,3,5,71,133,2,894,3,35,2020-2021_pollirola
Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks,2020-2021_player
1166,952,213,16,2,3,62,197,0,864,1,26,2020-2021_valentinolivramento
717,705,8,5,1,6,59,2,0,495,4,33,2020-2021_dejanljubicic
63,61,2,0,0,1,4,1,1,49,0,0,2020-2021_javierllabres
1373,1329,41,30,1,16,2,11,0,1115,3,20,2020-2021_diegollorente
1327,1158,163,0,1,6,71,161,0,1055,6,34,2020-2021_marcosllorente
957,629,325,47,1,0,0,0,0,767,3,1,2020-2021_hugolloris
161,143,18,4,0,2,10,1,10,128,0,4,2020-2021_giovanilocelso
534,503,26,10,4,3,15,1,9,434,5,17,2020-2021_giovanilocelso
55,49,6,1,0,0,0,0,0,44,0,0,2020-2021_julenlobete
1419,1401,18,17,2,2,3,1,0,1327,0,9,2020-2021_stanislavlobotka
1,1,0,0,0,0,0,0,0,1,0,0,2020-2021_jurgenlocadia
123,109,13,0,1,3,0,2,0,93,1,4,2020-2021_jurgenlocadia
1435,1371,58,54,6,22,8,2,0,1221,6,16,2020-2021_manuellocatelli
458,380,75,3,0,7,10,72,0,350,3,9,2020-2021_bradleylocko
625,524,101,11,0,6,48,88,2,485,0,17,2020-2021_renanlodi
981,956,24,10,5,1,7,14,0,876,1,7,2020-2021_rubenloftus-cheek
102,101,1,1,0,0,0,0,0,79,0,1,2020-2021_kevinlong
72,72,0,0,0,0,1,0,0,43,0,2,2020-2021_shanelong
604,571,31,14,1,12,11,1,1,481,2,10,2020-2021_seanlongstaff
536,510,21,5,3,1,18,6,4,405,5,26,2020-2021_ademolalookman
1129,840,289,69,0,1,0,1,0,945,0,0,2020-2021_anthonylopes
427,414,13,12,1,1,0,1,0,354,0,6,2020-2021_davidlopez
1160,732,425,127,0,4,0,0,0,857,3,0,2020-2021_diegolopez
218,165,52,8,0,2,14,44,0,155,1,3,2020-2021_javilopez
2599,2522,75,69,1,5,17,4,2,2357,2,23,2020-2021_maximelopez
Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks,2020-2021_player
1334,1108,225,58,0,1,0,0,0,1136,1,1,2020-2021_paulopez
841,741,94,33,2,17,62,3,48,690,6,7,2020-2021_unailopez
622,612,9,9,0,19,4,0,0,537,1,14,2020-2021_dionlopy
122,96,26,0,0,0,13,26,0,84,0,4,2020-2021_samuelloric
1259,1224,30,28,0,19,10,2,0,960,5,11,2020-2021_anthonylosilla
61,46,15,2,0,0,0,0,0,42,0,0,2020-2021_jonaslossl
336,220,115,42,0,0,0,0,0,201,1,0,2020-2021_marcellotka
1011,815,192,19,0,3,44,173,0,818,4,32,2020-2021_jordanlotomba
6,6,0,0,0,0,0,0,0,5,0,0,2020-2021_johanekolouisjean
835,825,9,9,4,11,4,0,0,606,1,16,2020-2021_mamadouloum
711,627,84,40,2,7,54,7,31,521,0,9,2020-2021_imranlouza
194,189,5,5,0,1,3,0,0,165,0,2,2020-2021_matteolovato
592,535,55,52,0,4,0,3,0,488,2,4,2020-2021_matteolovato
657,527,122,65,1,10,108,5,49,427,8,21,2020-2021_eduardlowen
887,682,200,18,4,11,51,182,0,599,5,25,2020-2021_matthewlowton
282,266,16,1,3,2,26,1,0,175,0,9,2020-2021_anthonylozano
585,571,12,1,1,2,49,10,1,454,2,30,2020-2021_hirvinglozano
820,763,53,20,3,6,64,1,32,638,4,17,2020-2021_jeanlucas
246,210,36,0,0,0,10,36,0,147,0,6,2020-2021_andersonlucoqui
436,427,7,7,2,7,2,0,0,341,2,12,2020-2021_florentinoluis
903,683,219,31,2,16,94,186,2,650,1,22,2020-2021_joseluisgaya
774,699,65,12,6,6,121,15,30,497,10,33,2020-2021_joseluismorales
1663,1595,66,60,0,5,9,6,0,1349,2,15,2020-2021_joseluispalomino
7,6,1,0,0,0,0,1,0,3,0,1,2020-2021_luismi
1550,1346,200,130,7,3,83,11,57,1290,4,10,2020-2021_douglasluiz
Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks,2020-2021_player
327,296,28,0,2,0,7,0,0,231,3,14,2020-2021_romelulukaku
1673,1628,45,34,0,4,0,11,0,1506,0,17,2020-2021_castellolukeba
37,34,3,0,0,0,1,1,1,24,0,3,2020-2021_dodilukebakio
301,289,10,2,1,2,18,5,0,227,2,5,2020-2021_dodilukebakio
1741,1666,71,62,6,10,25,4,5,1512,4,29,2020-2021_sasalukic
16,15,1,0,0,0,2,1,0,10,0,1,2020-2021_levilumeka
80,54,26,3,0,0,0,0,0,70,0,0,2020-2021_andriylunin
49,43,6,0,0,0,0,0,0,43,0,0,2020-2021_andreylunyov
982,895,82,42,1,8,6,4,0,821,5,4,2020-2021_sebastianoluperto
1005,716,285,68,0,0,0,0,0,660,4,3,2020-2021_andreasluthe
397,382,13,10,0,1,4,2,0,282,2,5,2020-2021_lyanco
766,558,206,21,0,3,95,166,18,460,2,32,2020-2021_charalamboslykogiannis
4,3,1,1,0,0,0,0,0,4,0,0,2020-2021_yannismbemba
1066,986,78,22,4,9,66,3,46,858,2,23,2020-2021_alexismacallister
256,207,49,1,0,2,18,48,0,211,0,8,2020-2021_deivermachado
429,406,20,1,1,6,66,7,10,273,3,21,2020-2021_darwinmachis
1002,785,216,12,2,16,58,203,1,748,1,40,2020-2021_yvannmacon
1089,941,143,48,14,8,124,5,79,796,5,28,2020-2021_jamesmaddison
523,327,195,52,1,0,0,0,0,353,1,1,2020-2021_nikimaenpaa
1328,1014,306,11,1,4,109,294,1,888,8,31,2020-2021_pablomaffeo
141,130,11,0,0,0,1,0,0,110,0,3,2020-2021_louismafouta
2049,1968,75,39,3,18,1,4,0,1828,6,11,2020-2021_gabrielmagalhaes
1123,1103,11,4,7,3,13,3,0,834,9,25,2020-2021_giuliomaggiore
1,1,0,0,0,0,0,0,0,0,0,0,2020-2021_matejmaglica
255,239,16,16,0,4,0,0,0,228,0,1,2020-2021_francescomagnanelli
Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks,2020-2021_player
229,223,5,3,0,1,2,0,0,174,1,2,2020-2021_giangiacomomagnani
155,152,3,3,0,1,0,0,0,130,0,0,2020-2021_giangiacomomagnani
684,655,26,25,1,10,9,0,1,574,3,15,2020-2021_hugomagnetti
904,889,10,10,0,8,12,0,0,727,5,17,2020-2021_yohannmagnin
1578,1521,47,44,0,25,2,3,0,1353,10,8,2020-2021_harrymaguire
947,842,99,11,7,6,97,18,70,777,6,14,2020-2021_riyadmahrez
849,735,111,28,3,15,97,2,64,609,3,20,2020-2021_arnemaier
577,550,25,4,0,9,22,21,0,458,2,9,2020-2021_habibmaiga
1154,940,213,64,0,3,0,0,0,913,1,0,2020-2021_mikemaignan
138,135,3,2,1,0,2,1,0,106,0,0,2020-2021_ainsleymaitland-niles
326,256,69,2,1,5,25,67,0,249,1,8,2020-2021_ainsleymaitland-niles
5,4,1,0,0,0,0,0,0,4,0,0,2020-2021_joshmaja
132,127,4,1,1,0,7,3,0,97,1,6,2020-2021_abdulmajeedwaris
1052,974,70,21,6,9,85,1,48,801,8,26,2020-2021_lovromajer
843,829,8,1,2,3,8,4,1,702,6,22,2020-2021_jean-victormakengo
80,78,2,0,0,0,9,1,0,54,0,7,2020-2021_benimakouana
865,836,22,7,1,5,13,11,1,661,7,12,2020-2021_nemanjamaksimovic
508,467,40,28,1,3,3,0,0,421,1,6,2020-2021_nikolamaksimovic
156,131,24,1,1,1,12,23,0,110,1,3,2020-2021_kevinmalcuit
48,45,2,1,0,0,1,0,0,33,1,1,2020-2021_danielmaldini
417,408,6,3,0,4,18,3,0,332,3,10,2020-2021_youssefmaleh
542,511,29,1,2,2,27,7,3,394,2,13,2020-2021_donyellmalen
928,836,90,22,7,15,102,8,60,669,2,29,2020-2021_ruslanmalinovskyi
1244,1013,225,13,0,2,73,212,0,934,6,27,2020-2021_hugomallo
16,15,1,0,0,0,1,1,0,13,0,0,2020-2021_lennardmaloney
Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks,2020-2021_player
538,524,13,11,4,4,0,2,0,434,1,6,2020-2021_mickaelmalsa
498,269,226,77,0,1,0,0,0,281,3,0,2020-2021_giorgimamardashvili
448,387,59,4,1,1,6,0,1,329,2,12,2020-2021_reymanaj
275,264,11,9,0,3,0,1,0,245,0,2,2020-2021_hiangamanangambock
1607,1539,64,38,0,22,10,26,0,1412,4,16,2020-2021_vincentmanceau
1817,1758,56,42,3,8,15,8,0,1533,3,13,2020-2021_gianlucamancini
77,67,10,0,0,0,5,1,0,51,0,1,2020-2021_leonardomancuso
402,317,82,15,0,0,0,0,0,327,3,0,2020-2021_stevemandanda
688,583,104,14,1,5,16,90,0,559,1,8,2020-2021_reinildomandava
961,781,171,21,0,2,20,150,0,801,9,13,2020-2021_reinildomandava
990,952,37,32,0,12,0,1,0,920,1,3,2020-2021_aissamandi
769,654,113,58,0,2,47,2,38,647,2,7,2020-2021_rolandomandragora
273,149,123,35,0,0,0,0,0,161,1,0,2020-2021_anthonymandrea
1100,1082,12,3,16,3,50,8,0,818,6,41,2020-2021_sadiomane
594,579,14,13,0,2,0,1,0,504,1,2,2020-2021_eliaquimmangala
793,779,12,8,3,5,9,1,0,655,2,22,2020-2021_orelmangala
1491,1337,149,98,1,23,88,2,49,1165,5,21,2020-2021_thomasmangani
1057,837,218,17,3,10,39,201,0,808,2,22,2020-2021_ricardomangas
234,228,5,3,0,1,0,0,0,223,1,1,2020-2021_kostasmanolas
424,321,102,3,0,0,9,99,0,308,1,15,2020-2021_javiermanquillo
7,7,0,0,0,0,0,0,0,4,0,1,2020-2021_myzianemaolida
229,227,2,0,1,1,7,0,0,155,0,11,2020-2021_myzianemaolida
193,167,25,0,1,0,4,1,0,129,1,8,2020-2021_sekoumara
457,441,15,14,0,2,0,1,0,370,1,2,2020-2021_nikolamaras
887,743,137,4,0,1,60,130,3,669,7,22,2020-2021_fernandomarcal
Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks,2020-2021_player
466,424,41,5,1,10,29,36,0,385,1,9,2020-2021_marcelo
674,659,15,14,1,8,0,1,0,560,0,2,2020-2021_marcelo
168,164,4,3,0,0,0,1,0,152,0,0,2020-2021_marcelo
771,683,88,14,1,13,94,39,34,556,0,28,2020-2021_sollymarch
667,504,157,10,0,1,42,146,1,460,6,26,2020-2021_riccardomarchizza
2259,2070,184,120,2,24,1,6,0,2028,5,6,2020-2021_gianmarcoferrari
432,419,13,12,1,6,1,1,0,355,0,10,2020-2021_ivanmarcone
1145,890,252,25,0,4,48,227,0,867,3,33,2020-2021_oscardemarcos
1,1,0,0,0,0,0,0,0,1,0,0,2020-2021_davidemarfella
193,178,13,10,0,7,1,3,0,160,2,1,2020-2021_josemari
92,91,1,1,0,1,0,0,0,79,0,0,2020-2021_pablomari
621,515,99,44,1,8,3,54,0,441,7,6,2020-2021_pablomari
929,880,46,44,0,16,1,2,0,820,3,3,2020-2021_josemariagimenez
61,54,7,0,2,1,1,0,0,42,0,2,2020-2021_mariano
1303,1113,183,83,6,12,127,9,78,997,7,27,2020-2021_razvanmarin
1350,1316,31,29,2,5,1,0,0,1195,3,11,2020-2021_guillermomaripan
5,5,0,0,0,0,0,0,0,4,0,0,2020-2021_mikamarmol
9,8,1,0,0,0,0,1,0,6,0,0,2020-2021_omarmarmoush
451,384,64,13,3,2,44,12,27,309,3,19,2020-2021_omarmarmoush
2408,2324,76,63,3,21,6,5,0,2241,8,3,2020-2021_marquinhos
462,409,49,0,5,4,10,0,0,313,4,14,2020-2021_rogermarti
86,85,1,0,1,0,4,0,0,67,0,3,2020-2021_anthonymartial
158,151,7,0,0,1,6,1,0,129,0,1,2020-2021_anthonymartial
48,46,2,1,0,0,3,0,1,34,0,0,2020-2021_martin
1126,872,249,27,1,4,180,126,96,768,5,24,2020-2021_aaronmartin
Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks,2020-2021_player
49,44,5,2,2,0,5,1,2,36,0,2,2020-2021_andermartin
35,30,5,1,0,0,2,0,1,21,0,2,2020-2021_andresmartin
2,2,0,0,0,0,0,0,0,1,0,0,2020-2021_carlosmartin
65,64,1,0,0,0,3,1,0,51,0,2,2020-2021_ivanmartin
1695,1632,61,56,4,18,3,5,0,1533,2,19,2020-2021_jonasmartin
611,567,41,3,5,1,74,8,30,439,3,24,2020-2021_gabrielmartinelli
1103,722,377,102,0,2,0,0,0,816,4,0,2020-2021_emilianomartinez
1213,1123,85,81,0,42,11,4,0,952,5,12,2020-2021_inigomartinez
398,378,18,5,0,3,31,4,5,291,2,15,2020-2021_javimartinez
21,13,8,1,0,0,0,0,0,18,0,0,2020-2021_josepmartinez
510,473,35,1,3,1,15,3,0,371,2,17,2020-2021_lautaromartinez
258,242,14,7,3,7,14,3,1,177,2,7,2020-2021_pablomartinez
1123,1083,39,33,0,17,1,6,0,1007,1,8,2020-2021_lucasmartinezquarta
664,656,3,0,1,3,35,3,0,504,5,30,2020-2021_gelsonmartins
1887,1645,239,33,0,4,29,206,0,1650,3,17,2020-2021_adammarusic
1234,1189,45,42,2,15,5,2,0,1051,0,16,2020-2021_omarmascarell
313,302,10,5,0,2,1,0,0,276,1,2,2020-2021_andreamasiello
549,437,111,11,0,7,30,96,4,375,1,7,2020-2021_adammasina
649,634,14,13,0,1,0,1,0,504,1,5,2020-2021_erhanmasovic
295,245,50,1,0,0,17,45,0,222,0,13,2020-2021_robertomassimo
382,336,44,5,0,1,23,39,0,289,2,6,2020-2021_arthurmasuaku
207,196,9,0,0,1,10,2,0,135,2,8,2020-2021_jaimemata
217,211,4,2,1,2,6,1,1,187,2,2,2020-2021_juanmata
1013,978,31,19,5,15,4,4,7,838,4,12,2020-2021_papematarsarr
394,386,7,7,1,4,1,0,0,341,1,4,2020-2021_eliotmatazo
Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks,2020-2021_player
294,253,40,2,0,0,21,38,0,217,1,7,2020-2021_alesmateju
238,225,11,0,0,0,6,0,0,158,2,4,2020-2021_jean-philippemateta
1053,1013,37,32,6,5,6,5,0,911,3,18,2020-2021_nemanjamatic
2344,2280,61,40,3,5,1,21,0,2074,3,10,2020-2021_joelmatip
88,86,2,1,0,0,0,1,0,74,0,1,2020-2021_chrislainmatsima
1185,1164,15,15,2,11,3,0,0,985,6,19,2020-2021_azormatusiwa
622,552,67,3,7,3,8,8,1,479,3,31,2020-2021_nealmaupay
558,545,13,1,1,0,26,4,1,434,0,21,2020-2021_stephymavididi
1859,1627,224,69,1,69,7,155,0,1493,8,23,2020-2021_konstantinosmavropanos
139,137,2,0,2,0,3,0,0,102,0,5,2020-2021_ericmaximchoupo-moting
1177,708,466,131,0,2,0,0,0,641,3,0,2020-2021_luismaximiano
39,38,1,0,0,0,3,0,1,26,0,2,2020-2021_borjamayoral
260,243,17,1,0,0,7,0,0,189,0,8,2020-2021_borjamayoral
1,1,0,0,0,0,0,0,0,0,0,0,2020-2021_derekmazou-sacko
596,473,121,7,2,4,46,114,0,446,2,16,2020-2021_pasqualemazzocchi
579,452,127,11,0,3,79,98,17,416,0,12,2020-2021_pasqualemazzocchi
883,694,188,7,0,4,67,181,0,599,1,33,2020-2021_kevinmbabu
1435,1312,115,11,7,16,68,20,47,1139,8,28,2020-2021_kylianmbappe
52,42,10,2,0,0,1,8,0,34,0,1,2020-2021_ibrahimambaye
292,281,10,4,0,7,0,6,0,245,1,2,2020-2021_amadoumbengue
817,762,49,20,5,3,75,6,21,527,6,35,2020-2021_bryanmbeumo
5,5,0,0,0,0,1,0,0,3,0,1,2020-2021_jasonmbock
90,88,2,0,0,0,12,2,0,52,0,4,2020-2021_jordimboula
25,23,2,2,0,2,0,0,0,19,0,0,2020-2021_moustaphambow
373,355,18,4,0,1,35,0,7,261,0,15,2020-2021_nathanaelmbuku
Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks,2020-2021_player
940,887,52,26,3,1,18,12,2,773,1,24,2020-2021_jamesmcarthur
13,13,0,0,0,0,0,0,0,9,0,0,2020-2021_jamesmcatee
1,1,0,0,0,0,0,0,0,1,0,0,2020-2021_kaseymcateer
2,2,0,0,0,0,0,0,0,2,0,0,2020-2021_liammccarron
508,343,165,40,0,0,0,0,0,318,0,2,2020-2021_alexmccarthy
1365,1220,137,76,15,23,110,6,52,1023,8,18,2020-2021_johnmcginn
565,529,34,2,2,2,12,32,0,424,2,20,2020-2021_westonmckennie
3,3,0,0,0,0,0,0,0,2,0,0,2020-2021_stuartmckinstry
1090,1054,31,15,4,11,37,13,1,786,5,25,2020-2021_kennymclean
1154,1042,106,46,9,15,199,10,48,782,6,51,2020-2021_dwightmcneil
1254,1216,32,30,1,14,13,2,0,1060,6,16,2020-2021_scottmctominay
1696,1559,131,121,2,5,2,8,0,1508,6,10,2020-2021_garymedel
2262,2161,99,68,2,21,5,26,0,2018,2,22,2020-2021_facundomedina
314,252,60,5,0,1,5,55,0,219,2,12,2020-2021_nathandemedina
763,734,26,21,0,17,4,5,0,535,3,12,2020-2021_benmee
5,5,0,0,0,0,0,0,0,3,0,0,2020-2021_admirmehmedi
21,21,0,0,0,0,0,0,0,17,0,2,2020-2021_hannibalmejbri
4,3,1,1,0,0,1,0,0,2,0,0,2020-2021_faridelmelali
347,323,22,6,3,0,34,3,12,234,2,19,2020-2021_filippomelegoni
436,421,12,2,3,1,4,3,1,392,3,6,2020-2021_oscarmelendo
778,759,16,12,5,5,3,4,0,657,3,9,2020-2021_gonzalomelero
1119,929,187,13,0,2,25,174,0,948,3,22,2020-2021_birgermeling
700,666,33,32,2,4,1,1,0,626,1,16,2020-2021_arthurmelo
945,784,154,37,2,7,125,4,89,705,7,16,2020-2021_memphis
1446,1238,206,34,0,9,65,172,0,1174,2,16,2020-2021_houboulangmendes
Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks,2020-2021_player
1131,975,153,19,0,3,39,127,7,980,3,22,2020-2021_nunomendes
8,8,0,0,0,0,0,0,0,5,0,0,2020-2021_pedromendes
1564,1505,55,36,6,23,11,11,7,1374,4,9,2020-2021_thiagomendes
5,4,1,1,0,0,0,0,0,4,0,0,2020-2021_tomasmendes
1528,1480,39,19,13,21,41,17,2,1195,9,37,2020-2021_braismendez
444,421,22,1,1,6,59,11,1,257,1,23,2020-2021_edgarmendez
404,346,57,2,1,4,39,55,0,315,1,10,2020-2021_arialmendy
1242,1212,29,28,1,9,5,1,0,1059,1,12,2020-2021_batistamendy
94,82,12,4,0,0,9,8,0,80,0,3,2020-2021_benjaminmendy
957,733,223,46,0,3,0,0,0,811,1,1,2020-2021_edouardmendy
1351,1201,148,13,1,5,28,135,0,1226,2,22,2020-2021_ferlandmendy
645,633,12,12,0,3,0,0,0,593,0,6,2020-2021_nampalysmendy
790,659,127,8,0,2,54,118,1,638,4,17,2020-2021_gideonmensah
305,293,11,9,0,3,1,0,0,255,1,1,2020-2021_jorgemere
197,149,47,11,0,0,0,0,0,176,1,1,2020-2021_alexmeret
177,162,14,9,2,3,8,0,4,119,1,2,2020-2021_franmerida
1768,1724,30,27,13,13,23,3,0,1351,14,35,2020-2021_mikelmerino
1358,1072,281,30,1,8,137,205,46,1027,5,28,2020-2021_quentinmerlin
69,60,9,4,0,1,12,0,5,48,0,5,2020-2021_martinmerquelanz
33,22,11,0,0,0,1,11,0,23,0,2,2020-2021_yldrmmertcetin
548,523,21,0,6,9,22,2,12,400,4,14,2020-2021_driesmertens
1392,1023,366,78,0,3,0,0,0,1037,3,2,2020-2021_illanmeslier
1657,1566,72,24,28,19,32,3,34,1400,19,31,2020-2021_lionelmessi
544,507,35,7,1,4,52,9,19,364,2,14,2020-2021_juniormessias
1155,1005,143,8,2,6,45,135,0,897,7,24,2020-2021_thomasmeunier
Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks,2020-2021_player
692,661,29,24,1,12,6,5,0,579,2,7,2020-2021_mexer
1200,898,297,18,0,0,43,279,0,878,5,41,2020-2021_marcomeyerhofer
321,303,18,16,0,5,0,2,0,244,0,1,2020-2021_mattmiazga
26,25,1,1,0,0,0,0,0,23,0,0,2020-2021_kingsleymichael
115,109,6,1,1,0,8,2,0,66,0,8,2020-2021_svenmichel
54,54,0,0,0,0,0,0,0,51,0,3,2020-2021_edouardmichut
161,149,10,0,0,0,6,1,0,103,2,10,2020-2021_miguel
33,33,0,0,0,0,3,0,0,17,0,2,2020-2021_valentinmihaila
18,18,0,0,0,0,0,0,0,10,0,0,2020-2021_mikael
3,3,0,0,0,0,0,0,0,2,0,1,2020-2021_hilmirmikaelsson
2,2,0,0,0,0,0,0,0,0,0,0,2020-2021_georgesmikautadze
311,244,66,3,1,2,23,63,0,224,1,11,2020-2021_williammikelbrencis
2098,2019,78,73,0,38,2,5,0,1877,1,12,2020-2021_nikolamilenkovic
377,343,33,0,2,2,5,5,0,299,1,12,2020-2021_arkadiuszmilik
2367,2318,40,28,12,15,45,12,0,1893,9,45,2020-2021_sergejmilinkovic-savic
1026,747,271,102,0,8,0,0,0,528,8,1,2020-2021_vanjamilinkovic-savic
2037,1905,120,57,5,28,11,21,0,1801,12,18,2020-2021_edermilitao
493,444,49,20,1,5,43,0,29,400,0,4,2020-2021_lukamilivojevic
1464,1251,206,106,5,30,132,2,70,1150,7,16,2020-2021_luismilla
515,493,18,0,3,3,13,9,1,367,4,11,2020-2021_peremilla
31,31,0,0,0,0,3,0,0,24,0,3,2020-2021_enzomillot
777,715,60,16,2,4,43,30,14,646,2,16,2020-2021_jamesmilner
662,639,17,1,2,8,12,11,0,432,6,12,2020-2021_santimina
362,349,12,10,0,0,3,2,0,288,1,4,2020-2021_yerrymina
69,68,0,0,1,0,0,0,0,58,1,2,2020-2021_takumiminamino
Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks,2020-2021_player
1684,1615,66,47,3,8,4,18,0,1336,3,12,2020-2021_tyronemings
754,678,76,7,2,1,32,68,0,652,0,6,2020-2021_oscarmingueza
353,313,39,1,1,1,9,0,0,234,1,17,2020-2021_rafamir
1046,826,216,7,2,6,49,209,0,793,4,24,2020-2021_jorgemiramon
384,364,18,4,3,2,17,3,9,310,2,8,2020-2021_alekseimiranchuk
514,405,106,11,0,0,28,95,0,385,3,6,2020-2021_juanmiranda
145,132,12,5,0,1,6,1,6,117,1,1,2020-2021_fabiomiretti
1930,1522,400,29,1,0,62,367,4,1393,8,54,2020-2021_tyrickmitchell
905,844,59,59,0,5,0,0,0,710,2,2,2020-2021_stefanmitrovic
780,623,152,23,0,5,85,109,20,526,5,26,2020-2021_maximilianmittelstadt
1168,1128,35,15,8,9,46,12,7,959,5,28,2020-2021_henrikhmkhitaryan
814,786,26,10,6,1,45,7,7,581,2,35,2020-2021_jakubmoder
450,412,38,0,0,5,12,1,0,289,0,14,2020-2021_anthonymodeste
161,155,5,5,0,0,0,0,0,130,1,1,2020-2021_marcomodolo
1706,1587,112,64,11,35,48,12,30,1500,7,28,2020-2021_lukamodric
567,527,39,0,6,3,7,2,0,413,1,16,2020-2021_teremmoffi
