,index,date,home_team,away_team,home_score,away_score,Season,result
1155,46284,2023-09-08,Turkey,Armenia,1.0,1.0,2022-2023,Draw
1156,46285,2023-09-08,Bosnia,Liechtenstein,2.0,1.0,2022-2023,Bosnia
1157,46286,2023-09-08,Luxembourg,Iceland,3.0,1.0,2022-2023,Luxembourg
1158,46287,2023-09-08,Slovakia,Portugal,0.0,1.0,2022-2023,Portugal
1159,46302,2023-09-09,Ukraine,England,1.0,1.0,2022-2023,Draw
1160,46303,2023-09-09,North Macedonia,Italy,1.0,1.0,2022-2023,Draw
1161,46305,2023-09-09,Estonia,Sweden,0.0,5.0,2022-2023,Sweden
1162,46306,2023-09-09,Andorra,Belarus,0.0,0.0,2022-2023,Draw
1163,46307,2023-09-09,Kosovo,Switzerland,2.0,2.0,2022-2023,Draw
1164,46314,2023-09-10,Hungary,Czechia,1.0,1.0,2022-2023,Draw
1165,46318,2023-09-10,Republic of Ireland,Netherlands,1.0,2.0,2022-2023,Netherlands
1166,46321,2023-09-10,Albania,Poland,2.0,0.0,2022-2023,Albania
1167,46324,2023-09-10,Finland,Denmark,0.0,1.0,2022-2023,Denmark
1168,46339,2023-09-11,Armenia,Croatia,0.0,1.0,2022-2023,Croatia
1169,46340,2023-09-11,Latvia,Wales,0.0,2.0,2022-2023,Wales
1170,46341,2023-09-11,Iceland,Bosnia,1.0,0.0,2022-2023,Iceland
1171,46342,2023-09-11,Portugal,Luxembourg,9.0,0.0,2022-2023,Portugal
1172,46343,2023-09-11,Slovakia,Liechtenstein,3.0,0.0,2022-2023,Slovakia
1173,46361,2023-09-12,Germany,France,2.0,1.0,2022-2023,Germany
1174,46371,2023-09-12,Scotland,England,1.0,3.0,2022-2023,England
1175,46378,2023-09-12,Norway,Georgia,2.0,1.0,2022-2023,Norway
1176,46379,2023-09-12,Spain,Cyprus,6.0,0.0,2022-2023,Spain
1177,46380,2023-09-12,Italy,Ukraine,2.0,1.0,2022-2023,Italy
1178,46382,2023-09-12,Belgium,Estonia,5.0,0.0,2022-2023,Belgium
1179,46383,2023-09-12,Sweden,Austria,1.0,3.0,2022-2023,Austria
1180,46384,2023-09-12,Switzerland,Andorra,3.0,0.0,2022-2023,Switzerland
1181,46386,2023-09-12,Romania,Kosovo,2.0,0.0,2022-2023,Romania
1182,46421,2023-10-12,Sweden,Moldova,3.0,1.0,2022-2023,Sweden
1183,46422,2023-10-12,Spain,Scotland,2.0,0.0,2022-2023,Spain
1184,46423,2023-10-12,Cyprus,Norway,0.0,4.0,2022-2023,Norway
1185,46424,2023-10-12,Latvia,Armenia,2.0,0.0,2022-2023,Latvia
1186,46425,2023-10-12,Croatia,Turkey,0.0,1.0,2022-2023,Turkey
1187,46427,2023-10-12,Albania,Czechia,3.0,0.0,2022-2023,Albania
1188,46428,2023-10-12,Andorra,Kosovo,0.0,3.0,2022-2023,Kosovo
1189,46429,2023-10-12,Belarus,Romania,0.0,0.0,2022-2023,Draw
1190,46449,2023-10-13,Netherlands,France,1.0,2.0,2022-2023,France
1191,46451,2023-10-13,Austria,Belgium,2.0,3.0,2022-2023,Belgium
1192,46452,2023-10-13,Iceland,Luxembourg,1.0,1.0,2022-2023,Draw
1193,46453,2023-10-13,Portugal,Slovakia,3.0,2.0,2022-2023,Portugal
1194,46454,2023-10-13,Liechtenstein,Bosnia,0.0,2.0,2022-2023,Bosnia
1195,46466,2023-10-14,Ukraine,North Macedonia,2.0,0.0,2022-2023,Ukraine
1196,46469,2023-10-14,Hungary,Serbia,2.0,1.0,2022-2023,Hungary
1197,46471,2023-10-14,Slovenia,Finland,3.0,0.0,2022-2023,Slovenia
1198,46482,2023-10-15,Georgia,Cyprus,4.0,0.0,2022-2023,Georgia
1199,46483,2023-10-15,Norway,Spain,0.0,1.0,2022-2023,Spain
1200,46484,2023-10-15,Wales,Croatia,2.0,1.0,2022-2023,Wales
1201,46485,2023-10-15,Turkey,Latvia,4.0,0.0,2022-2023,Turkey
1202,46487,2023-10-15,Poland,Moldova,1.0,1.0,2022-2023,Draw
1203,46488,2023-10-15,Switzerland,Belarus,3.0,3.0,2022-2023,Draw
1204,46489,2023-10-15,Romania,Andorra,4.0,0.0,2022-2023,Romania
1205,46504,2023-10-16,Belgium,Sweden,1.0,1.0,2022-2023,Draw
1206,46505,2023-10-16,Iceland,Liechtenstein,4.0,0.0,2022-2023,Iceland
1207,46506,2023-10-16,Bosnia,Portugal,0.0,5.0,2022-2023,Portugal
1208,46507,2023-10-16,Luxembourg,Slovakia,0.0,1.0,2022-2023,Slovakia
1209,46530,2023-10-17,Albania,Bulgaria,2.0,0.0,2022-2023,Albania
1210,46538,2023-10-17,France,Scotland,4.0,1.0,2022-2023,France
1211,46545,2023-10-17,North Macedonia,Armenia,3.0,1.0,2022-2023,North Macedonia
1212,46553,2023-10-17,England,Italy,3.0,1.0,2022-2023,England
1213,46558,2023-10-17,Northern Ireland,Slovenia,0.0,1.0,2022-2023,Slovenia
1214,46567,2023-11-15,Belgium,Serbia,1.0,0.0,2022-2023,Belgium
1215,46608,2023-11-16,Cyprus,Spain,1.0,3.0,2022-2023,Spain
1216,46609,2023-11-16,Georgia,Scotland,2.0,2.0,2022-2023,Draw
1217,46610,2023-11-16,Estonia,Austria,0.0,2.0,2022-2023,Austria
1218,46612,2023-11-16,Bulgaria,Hungary,2.0,2.0,2022-2023,Draw
1219,46614,2023-11-16,Liechtenstein,Portugal,0.0,2.0,2022-2023,Portugal
1220,46615,2023-11-16,Luxembourg,Bosnia,4.0,1.0,2022-2023,Luxembourg
1221,46616,2023-11-16,Slovakia,Iceland,4.0,2.0,2022-2023,Slovakia
1222,46635,2023-11-17,Italy,North Macedonia,5.0,2.0,2022-2023,Italy
1223,46636,2023-11-17,Moldova,Albania,1.0,1.0,2022-2023,Draw
1224,46637,2023-11-17,Poland,Czechia,1.0,1.0,2022-2023,Draw
1225,46638,2023-11-17,Finland,Northern Ireland,4.0,0.0,2022-2023,Finland
1226,46639,2023-11-17,Denmark,Slovenia,2.0,1.0,2022-2023,Denmark
1227,46649,2023-11-18,Germany,Turkey,2.0,3.0,2022-2023,Turkey
1228,46651,2023-11-18,Netherlands,Republic of Ireland,1.0,0.0,2022-2023,Netherlands
1229,46652,2023-11-18,Armenia,Wales,1.0,1.0,2022-2023,Draw
1230,46653,2023-11-18,Latvia,Croatia,0.0,2.0,2022-2023,Croatia
1231,46654,2023-11-18,Belarus,Andorra,1.0,0.0,2022-2023,Belarus
1232,46655,2023-11-18,Switzerland,Kosovo,1.0,1.0,2022-2023,Draw
1233,46667,2023-11-19,Scotland,Norway,3.0,3.0,2022-2023,Draw
1234,46668,2023-11-19,Spain,Georgia,3.0,1.0,2022-2023,Spain
1235,46670,2023-11-19,Sweden,Estonia,2.0,0.0,2022-2023,Sweden
1236,46672,2023-11-19,Serbia,Bulgaria,2.0,2.0,2022-2023,Draw
1237,46673,2023-11-19,Portugal,Iceland,2.0,0.0,2022-2023,Portugal
1238,46674,2023-11-19,Bosnia,Slovakia,1.0,2.0,2022-2023,Slovakia
1239,46675,2023-11-19,Liechtenstein,Luxembourg,0.0,1.0,2022-2023,Luxembourg
1240,46689,2023-11-20,North Macedonia,England,1.0,1.0,2022-2023,Draw
1241,46690,2023-11-20,Ukraine,Italy,0.0,0.0,2022-2023,Draw
1242,46692,2023-11-20,Czechia,Moldova,3.0,0.0,2022-2023,Czechia
1243,46693,2023-11-20,Northern Ireland,Denmark,2.0,0.0,2022-2023,Northern Ireland
1244,46744,2023-11-21,Austria,Germany,2.0,0.0,2022-2023,Austria
1245,46745,2023-11-21,Poland,Latvia,2.0,0.0,2022-2023,Poland
1246,46749,2023-11-21,Wales,Turkey,1.0,1.0,2022-2023,Draw
1247,46750,2023-11-21,Croatia,Armenia,1.0,0.0,2022-2023,Croatia
1248,46752,2023-11-21,Kosovo,Belarus,0.0,1.0,2022-2023,Belarus
1249,46753,2023-11-21,Romania,Switzerland,1.0,0.0,2022-2023,Romania
1250,46813,2024-01-12,Sweden,Estonia,2.0,1.0,2023-2024,Sweden
1251,46933,2024-03-21,Poland,Estonia,5.0,1.0,2023-2024,Poland
1252,46934,2024-03-21,Wales,Finland,4.0,1.0,2023-2024,Wales
1253,46936,2024-03-21,Bosnia,Ukraine,1.0,2.0,2023-2024,Ukraine
1254,46937,2024-03-21,Georgia,Luxembourg,2.0,0.0,2023-2024,Georgia
1255,46958,2024-03-21,Cyprus,Latvia,1.0,1.0,2023-2024,Draw
1256,46963,2024-03-21,Portugal,Sweden,5.0,2.0,2023-2024,Portugal
1257,46978,2024-03-22,Armenia,Kosovo,0.0,1.0,2023-2024,Kosovo
1258,46981,2024-03-22,Hungary,Turkey,1.0,0.0,2023-2024,Hungary
1259,46985,2024-03-22,Netherlands,Scotland,4.0,0.0,2023-2024,Netherlands
1260,46988,2024-03-22,North Macedonia,Moldova,1.0,1.0,2023-2024,Draw
1261,46989,2024-03-22,Norway,Czechia,1.0,2.0,2023-2024,Czechia
1262,46991,2024-03-22,Romania,Northern Ireland,1.0,1.0,2023-2024,Draw
1263,46997,2024-03-23,Denmark,Switzerland,0.0,0.0,2023-2024,Draw
1264,47000,2024-03-23,France,Germany,0.0,2.0,2023-2024,Germany
1265,47002,2024-03-23,Republic of Ireland,Belgium,0.0,0.0,2023-2024,Draw
1266,47003,2024-03-23,Slovakia,Austria,0.0,2.0,2023-2024,Austria
1267,47020,2024-03-25,Cyprus,Serbia,0.0,1.0,2023-2024,Serbia
1268,47023,2024-03-25,Sweden,Albania,1.0,0.0,2023-2024,Sweden
1269,47030,2024-03-26,Wales,Poland,0.0,0.0,2023-2024,Draw
1270,47031,2024-03-26,Ukraine,Iceland,2.0,1.0,2023-2024,Ukraine
1271,47053,2024-03-26,Austria,Turkey,6.0,1.0,2023-2024,Austria
1272,47055,2024-03-26,Czechia,Armenia,2.0,1.0,2023-2024,Czechia
1273,47058,2024-03-26,England,Belgium,2.0,2.0,2023-2024,Draw
1274,47060,2024-03-26,Germany,Netherlands,2.0,1.0,2023-2024,Germany
1275,47061,2024-03-26,Hungary,Kosovo,2.0,0.0,2023-2024,Hungary
1276,47063,2024-03-26,Latvia,Liechtenstein,1.0,1.0,2023-2024,Draw
1277,47067,2024-03-26,Norway,Slovakia,1.0,1.0,2023-2024,Draw
1278,47069,2024-03-26,Republic of Ireland,Switzerland,0.0,1.0,2023-2024,Switzerland
1279,47070,2024-03-26,Scotland,Northern Ireland,0.0,1.0,2023-2024,Northern Ireland
1280,47072,2024-03-26,Slovenia,Portugal,2.0,0.0,2023-2024,Slovenia
1281,47074,2024-03-26,Finland,Estonia,2.0,1.0,2023-2024,Finland
1282,47084,2024-06-03,Albania,Liechtenstein,3.0,0.0,2023-2024,Albania
1283,47085,2024-06-03,Croatia,North Macedonia,3.0,0.0,2023-2024,Croatia
1284,47086,2024-06-03,England,Bosnia,3.0,0.0,2023-2024,England
1285,47087,2024-06-03,Germany,Ukraine,0.0,0.0,2023-2024,Draw
1286,47089,2024-06-04,Austria,Serbia,2.0,1.0,2023-2024,Austria
1287,47090,2024-06-04,Italy,Turkey,0.0,0.0,2023-2024,Draw
1288,47091,2024-06-04,Portugal,Finland,4.0,2.0,2023-2024,Portugal
1289,47092,2024-06-04,Republic of Ireland,Hungary,2.0,1.0,2023-2024,Republic of Ireland
1290,47093,2024-06-04,Romania,Bulgaria,0.0,0.0,2023-2024,Draw
1291,47094,2024-06-04,Slovenia,Armenia,2.0,1.0,2023-2024,Slovenia
1292,47095,2024-06-04,Switzerland,Estonia,4.0,0.0,2023-2024,Switzerland
1293,47097,2024-06-05,Denmark,Sweden,2.0,1.0,2023-2024,Denmark
1294,47098,2024-06-05,France,Luxembourg,3.0,0.0,2023-2024,France
1295,47100,2024-06-05,Norway,Kosovo,3.0,0.0,2023-2024,Norway
1296,47102,2024-06-05,Spain,Andorra,5.0,0.0,2023-2024,Spain
1297,47151,2024-06-07,Belarus,Russia,0.0,4.0,2023-2024,Russia
1298,47154,2024-06-07,England,Iceland,0.0,1.0,2023-2024,Iceland
1299,47157,2024-06-07,Poland,Ukraine,3.0,1.0,2023-2024,Poland
1300,47158,2024-06-07,Romania,Liechtenstein,0.0,0.0,2023-2024,Draw
1301,47159,2024-06-07,Scotland,Finland,2.0,2.0,2023-2024,Draw
1302,47172,2024-06-08,Belgium,Luxembourg,3.0,0.0,2023-2024,Belgium
1303,47173,2024-06-08,Denmark,Norway,3.0,1.0,2023-2024,Denmark
1304,47176,2024-06-08,Moldova,Cyprus,3.0,2.0,2023-2024,Moldova
1305,47177,2024-06-08,Portugal,Croatia,1.0,2.0,2023-2024,Croatia
1306,47178,2024-06-08,Slovenia,Bulgaria,1.0,1.0,2023-2024,Draw
1307,47179,2024-06-08,Spain,Northern Ireland,5.0,1.0,2023-2024,Spain
1308,47180,2024-06-08,Sweden,Serbia,0.0,3.0,2023-2024,Serbia
1309,47181,2024-06-08,Switzerland,Austria,1.0,1.0,2023-2024,Draw
1310,47193,2024-06-09,Italy,Bosnia,1.0,0.0,2023-2024,Italy
1311,47195,2024-06-09,Slovakia,Wales,4.0,0.0,2023-2024,Slovakia
1312,47207,2024-06-10,Czechia,North Macedonia,2.0,1.0,2023-2024,Czechia
1313,47208,2024-06-10,Netherlands,Iceland,4.0,0.0,2023-2024,Netherlands
1314,47209,2024-06-10,Poland,Turkey,2.0,1.0,2023-2024,Poland
1315,47221,2024-06-11,Andorra,Northern Ireland,0.0,2.0,2023-2024,Northern Ireland
1316,47226,2024-06-11,Moldova,Ukraine,0.0,4.0,2023-2024,Ukraine
1317,47228,2024-06-11,Portugal,Republic of Ireland,3.0,0.0,2023-2024,Portugal
